"sponsor","data_name","klarner_name","klarner_id","term","chamber","LES","LES_rank","BILL_wshare","AIC_wshare","ABC_wshare","PASS_wshare","LAW_wshare","all_bills","all_aic","all_abc","all_pass","all_law","ss_bills","ss_aic","ss_abc","ss_pass","ss_law","s_bills","s_aic","s_abc","s_pass","s_law","c_bills","c_aic","c_abc","c_pass","c_law","LES_nw","num_sponsored_bills","sponsor_pass_rate","sponsor_law_rate","num_cosponsored_bills"
"lee, pete","lee p.","lee, pete",283519,"2015_2016","House",1.60220509167893,11,0.0199322304165836,0.0199322304165836,0.0239298059026855,0.02478656017626,0.029228371005456,18,18,16,16,13,2,2,2,2,2,16,16,14,14,11,0,0,0,0,0,1.65448945453215,18,0.888888888888889,0.722222222222222,NA
"rankin, bob","rankin b.","rankin, bob",295881,"2015_2016","House",1.56478972698657,12,0.0189356188957544,0.0189356188957544,0.0226003722414252,0.0234095290553567,0.0311769290724864,18,18,16,16,15,1,1,1,1,1,17,17,15,15,14,0,0,0,0,0,1.71479987581818,18,0.888888888888889,0.833333333333333,NA
"esgar, daneya","esgar d.","esgar, daneya",322643,"2015_2016","House",1.51742603913904,13,0.0209288419374128,0.0209288419374128,0.0265886732252061,0.0275406224180666,0.0155884645362432,17,17,16,16,8,4,4,4,4,0,13,13,12,12,8,0,0,0,0,0,1.47208549434033,17,0.941176470588235,0.470588235294118,NA
"coram, don","coram d.","coram, don",296024,"2015_2016","House",1.51361127852816,14,0.021925453458242,0.021925453458242,0.0226003722414252,0.0234095290553567,0.0214341387373344,20,20,15,15,11,2,2,2,2,0,18,18,13,13,11,0,0,0,0,0,1.61411176028764,20,0.75,0.55,NA
"williams, angela","williams a.","williams, angela",295929,"2015_2016","House",1.48468111419679,15,0.0179390073749253,0.0179390073749253,0.0226003722414252,0.0234095290553567,0.0272798129384256,14,14,13,13,11,4,4,4,4,3,10,10,9,9,8,0,0,0,0,0,1.33769814460323,14,0.928571428571429,0.785714285714286,NA
"salazar, joseph a.","salazar j.","salazar, joseph a.",309363,"2015_2016","House",1.43888435061549,16,0.0221247757624078,0.0221247757624078,0.0239298059026855,0.0220324979344533,0.0155884645362432,18,18,15,13,6,5,5,3,3,2,12,12,12,10,4,1,1,0,0,0,1.35606694813525,18,0.722222222222222,0.333333333333333,NA
"moreno, dominick","moreno d.","moreno, dominick",309366,"2015_2016","House",1.43279023184472,17,0.0239186764999003,0.0239186764999003,0.0212709385801648,0.02065546681355,0.0155884645362432,21,21,13,12,7,3,3,3,3,1,18,18,10,9,6,0,0,0,0,0,1.41646617837646,21,0.571428571428571,0.333333333333333,NA
"tyler, max","tyler m.","tyler, max",295958,"2015_2016","House",1.30630675826165,18,0.0181383296790911,0.0181383296790911,0.0228662589736772,0.0209308730377307,0.0159781761496493,17,17,16,14,8,2,2,2,2,1,14,14,13,11,6,1,1,1,1,1,1.42807254935651,17,0.823529411764706,0.470588235294118,NA
"fields, rhonda","fields r.","fields, rhonda",295994,"2015_2016","House",1.29597106925955,19,0.0199322304165836,0.0199322304165836,0.0186120712576442,0.0192784356926467,0.0175370226032736,17,17,13,13,8,3,3,1,1,1,14,14,12,12,7,0,0,0,0,0,1.34211623360441,17,0.764705882352941,0.470588235294118,NA
"lebsock, steve","lebsock s.","lebsock, steve",309371,"2015_2016","House",1.28826341123474,20,0.0169423958540961,0.0169423958540961,0.0212709385801648,0.0220324979344533,0.0175370226032736,14,14,13,13,8,3,3,3,3,1,11,11,10,10,7,0,0,0,0,0,1.24723251267418,14,0.928571428571429,0.571428571428571,NA
"bush, diane e. mitsch","mitsch bush d.","bush, diane e. mitsch",309349,"2015_2016","House",1.22374021317582,21,0.0149491728124377,0.0149491728124377,0.0199415049189045,0.02065546681355,0.019485580670304,13,13,13,13,9,2,2,2,2,1,11,11,11,11,8,0,0,0,0,0,1.24575981634045,13,1,0.692307692307692,NA
"pettersen, brittany","pettersen b.","pettersen, brittany",309355,"2015_2016","House",1.19906215442903,22,0.0179390073749253,0.0179390073749253,0.0199415049189045,0.02065546681355,0.0116913484021824,17,17,14,14,6,1,1,1,1,0,16,16,13,13,6,0,0,0,0,0,1.32512889923035,17,0.823529411764706,0.352941176470588,NA
"duran, crisanta","duran c.","duran, crisanta",295924,"2015_2016","House",1.18632484848346,23,0.0139525612916085,0.0139525612916085,0.0186120712576442,0.0192784356926467,0.0214341387373344,9,9,9,9,7,5,5,5,5,4,4,4,4,4,3,0,0,0,0,0,0.885645419499555,9,1,0.777777777777778,NA
"garnett, alec","garnett a.","garnett, alec",322553,"2015_2016","House",1.17601731715764,24,0.0139525612916085,0.0139525612916085,0.0172826375963839,0.0179014045717433,0.0233826968043648,12,12,11,11,10,2,2,2,2,2,10,10,9,9,8,0,0,0,0,0,1.15764094618278,12,0.916666666666667,0.833333333333333,NA
"becker, jon","becker j.","becker, jon",296036,"2015_2016","House",1.15783202912578,25,0.0179390073749253,0.0179390073749253,0.0146237702738633,0.0151473423299367,0.019485580670304,15,15,10,10,9,3,3,1,1,1,12,12,9,9,8,0,0,0,0,0,1.17904636955802,15,0.666666666666667,0.6,NA
"lawrence, polly","lawrence p.","lawrence, polly",309385,"2015_2016","House",1.14103172708504,26,0.0169423958540961,0.0169423958540961,0.0159532039351236,0.01652437345084,0.0175370226032736,11,11,7,7,5,6,6,5,5,4,5,5,2,2,1,0,0,0,0,0,0.801944638343068,11,0.636363636363636,0.454545454545455,NA
"danielson, jessie","danielson j.","danielson, jessie",322598,"2015_2016","House",1.09712359167774,27,0.0149491728124377,0.0149491728124377,0.0172826375963839,0.0179014045717433,0.0155884645362432,12,12,10,10,6,3,3,3,3,2,9,9,7,7,4,0,0,0,0,0,0.993697016698744,12,0.833333333333333,0.5,NA
"winter, faith","winter f.","winter, faith",322621,"2015_2016","House",1.0964762662266,28,0.0149491728124377,0.0149491728124377,0.0186120712576442,0.01652437345084,0.0155884645362432,12,12,11,10,7,3,3,3,2,1,9,9,8,8,6,0,0,0,0,0,1.04516884176182,12,0.833333333333333,0.583333333333333,NA
"court, lois","court l.","court, lois",283559,"2015_2016","House",1.06865599896638,29,0.0169423958540961,0.0169423958540961,0.0172826375963839,0.0137703112090333,0.0136399064692128,12,12,9,7,5,5,5,4,3,2,7,7,5,4,3,0,0,0,0,0,0.876205774159938,12,0.583333333333333,0.416666666666667,NA
"kagan, daniel","kagan d.","kagan, daniel",295919,"2015_2016","House",1.03442272458365,30,0.0159457843332669,0.0159457843332669,0.0159532039351236,0.01652437345084,0.0116913484021824,12,12,9,9,5,4,4,3,3,1,8,8,6,6,4,0,0,0,0,0,0.920218719143757,12,0.75,0.416666666666667,NA
"ryden, su","ryden s.","ryden, su",283621,"2015_2016","House",1.03320783727376,31,0.0139525612916085,0.0139525612916085,0.0159532039351236,0.01652437345084,0.0155884645362432,14,14,12,12,8,0,0,0,0,0,14,14,12,12,8,0,0,0,0,0,1.20390942576221,14,0.857142857142857,0.571428571428571,NA
"rosenthal, paul","rosenthal p.","rosenthal, paul",309300,"2015_2016","House",0.960806882508795,32,0.0159457843332669,0.0159457843332669,0.013294336612603,0.0137703112090333,0.0116913484021824,15,15,9,9,6,1,1,1,1,0,14,14,8,8,6,0,0,0,0,0,1.045257650717,15,0.6,0.4,NA
"carver, terri","carver t.","carver, terri",322588,"2015_2016","House",0.949284463873102,33,0.0139525612916085,0.0139525612916085,0.0119649029513427,0.01239328008813,0.0175370226032736,13,13,9,9,9,1,1,0,0,0,12,12,9,9,9,0,0,0,0,0,1.07246746869256,13,0.692307692307692,0.692307692307692,NA
"foote, mike","foote m.","foote, mike",309307,"2015_2016","House",0.942751811361967,34,0.0139525612916085,0.0139525612916085,0.0159532039351236,0.0137703112090333,0.0116913484021824,11,11,9,8,6,3,3,3,2,0,8,8,6,6,6,0,0,0,0,0,0.896739550318118,11,0.727272727272727,0.545454545454545,NA
"vigil, edward","vigil e.","vigil, edward",283670,"2015_2016","House",0.922176630506548,35,0.0129559497707793,0.0129559497707793,0.0119649029513427,0.01239328008813,0.0175370226032736,12,12,8,8,8,1,1,1,1,1,11,11,7,7,7,0,0,0,0,0,0.967361264160831,12,0.666666666666667,0.666666666666667,NA
"lontine, susan","lontine s.","lontine, susan",322551,"2015_2016","House",0.915076416136678,36,0.010962726729121,0.010962726729121,0.0146237702738633,0.0151473423299367,0.0155884645362432,10,10,10,10,7,1,1,1,1,1,9,9,9,9,6,0,0,0,0,0,0.960596413388271,10,1,0.7,NA
"landgraf, lois","landgraf l.","landgraf, lois",309335,"2015_2016","House",0.89563635899873,37,0.0139525612916085,0.0139525612916085,0.013294336612603,0.0110162489672267,0.0136399064692128,11,11,8,7,6,3,3,2,1,1,8,8,6,6,5,0,0,0,0,0,0.853416463406147,11,0.636363636363636,0.545454545454545,NA
"arndt, jeni","arndt j.","arndt, jeni",322656,"2015_2016","House",0.890398357389885,38,0.0139525612916085,0.0139525612916085,0.0146237702738633,0.0151473423299367,0.00779423226812159,13,13,10,10,4,1,1,1,1,0,12,12,9,9,4,0,0,0,0,0,0.965014502389457,13,0.769230769230769,0.307692307692308,NA
"buckner, john w.","buckner j.","buckner, john w.",309387,"2015_2016","House",0.862683080368391,39,0.0119593382499502,0.0119593382499502,0.0146237702738633,0.0151473423299367,0.00974279033515199,9,9,8,8,3,3,3,3,3,2,6,6,5,5,1,0,0,0,0,0,0.721701490015521,9,0.888888888888889,0.333333333333333,NA
"saine, lori","saine l.","saine, lori",309444,"2015_2016","House",0.814352740695273,40,0.00996611520829181,0.00996611520829181,0.0119649029513427,0.01239328008813,0.0155884645362432,9,9,8,8,7,1,1,1,1,1,8,8,7,7,6,0,0,0,0,0,0.842322332587583,9,0.888888888888889,0.777777777777778,NA
"delgrosso, brian","delgrosso b.","delgrosso, brian",296011,"2015_2016","House",0.805867540334282,41,0.0129559497707793,0.0129559497707793,0.0106354692900824,0.0110162489672267,0.0116913484021824,11,11,6,6,5,2,2,2,2,1,9,9,4,4,4,0,0,0,0,0,0.758621551431096,11,0.545454545454545,0.454545454545455,NA
"dore, tim","dore t.","dore, tim",309446,"2015_2016","House",0.805867540334282,42,0.0129559497707793,0.0129559497707793,0.0106354692900824,0.0110162489672267,0.0116913484021824,11,11,6,6,5,2,2,2,2,1,9,9,4,4,4,0,0,0,0,0,0.758621551431096,11,0.545454545454545,0.454545454545455,NA
"nordberg, dan","nordberg d.","nordberg, dan",309313,"2015_2016","House",0.741344342275363,43,0.010962726729121,0.010962726729121,0.00930603562882212,0.00963921784632333,0.0136399064692128,10,10,7,7,7,1,1,0,0,0,9,9,7,7,7,0,0,0,0,0,0.830627152652355,10,0.7,0.7,NA
"brown, j. paul","brown j.","brown, j. paul",296026,"2015_2016","House",0.705751308547818,44,0.0129559497707793,0.0129559497707793,0.00797660196756182,0.00826218672541999,0.00974279033515199,13,13,6,6,5,0,0,0,0,0,13,13,6,6,5,0,0,0,0,0,0.821877365384584,13,0.461538461538462,0.384615384615385,NA
"hullinghorst, dickey lee","hullinghorst d.","hullinghorst, dickey lee",283566,"2015_2016","House",0.699931089930347,45,0.00996611520829181,0.00996611520829181,0.013294336612603,0.01239328008813,0.00584567420109119,6,6,6,5,2,4,4,4,4,1,2,2,2,1,1,0,0,0,0,0,0.488009912126419,6,0.833333333333333,0.333333333333333,NA
"buck, perry l.","buck p.","buck, perry l.",309407,"2015_2016","House",0.561119497699118,46,0.00996611520829181,0.00996611520829181,0.00664716830630152,0.00688515560451666,0.00779423226812159,10,10,5,5,4,0,0,0,0,0,10,10,5,5,4,0,0,0,0,0,0.653515346899364,10,0.5,0.4,NA
"roupe, catherine (kit)","roupe c.","roupe, catherine (kit)",283581,"2015_2016","House",0.551484518470764,47,0.00797289216663345,0.00797289216663345,0.00797660196756182,0.00688515560451666,0.00974279033515199,7,7,5,4,4,1,1,1,1,1,6,6,4,3,3,0,0,0,0,0,0.536625153477222,7,0.571428571428571,0.571428571428571,NA
"vanwinkle, kevin m.","van winkle k.","vanwinkle, kevin m.",322638,"2015_2016","House",0.507471392824746,48,0.00996611520829181,0.00996611520829181,0.00797660196756182,0.00550812448361333,0.00389711613406079,8,8,4,3,2,2,2,2,1,0,6,6,2,2,2,0,0,0,0,0,0.464619552255963,8,0.375,0.25,NA
"willett, yeulin","willett y.","willett, yeulin",322659,"2015_2016","House",0.480403441254397,49,0.00797289216663345,0.00797289216663345,0.00664716830630152,0.00688515560451666,0.00584567420109119,6,6,4,4,2,2,2,1,1,1,4,4,3,3,1,0,0,0,0,0,0.423370210794384,6,0.666666666666667,0.333333333333333,NA
"joshi, janak","joshi j.","joshi, janak",295942,"2015_2016","House",0.453125509206603,50,0.0139525612916085,0.0139525612916085,0.00265886732252061,0.00275406224180666,0,10,10,1,1,0,4,4,1,1,0,6,6,0,0,0,0,0,0,0,0,0.359602156679414,10,0.1,0,NA
"priola, kevin","priola k.","priola, kevin",283608,"2015_2016","House",0.4338954325461,51,0.00896950368746263,0.00896950368746263,0.00398830098378091,0.00413109336271,0.00584567420109119,8,8,3,3,3,1,1,0,0,0,7,7,3,3,3,0,0,0,0,0,0.473458148478916,8,0.375,0.375,NA
"klingenschmitt, gordon","klingenschmitt g.","klingenschmitt, gordon",322579,"2015_2016","House",0.388602311147684,52,0.0119593382499502,0.0119593382499502,0.0013294336612603,0.00137703112090333,0.0019485580670304,10,10,1,1,1,2,2,0,0,0,8,8,1,1,1,0,0,0,0,0,0.389757367322429,10,0.1,0.1,NA
"neville, patrick","neville p.","neville, patrick",322642,"2015_2016","House",0.388602311147684,53,0.0119593382499502,0.0119593382499502,0.0013294336612603,0.00137703112090333,0.0019485580670304,9,9,1,1,1,3,3,0,0,0,6,6,1,1,1,0,0,0,0,0,0.358129460345685,9,0.111111111111111,0.111111111111111,NA
"everett, justin","everett j.","everett, justin",309338,"2015_2016","House",0.370587121797061,54,0.00896950368746263,0.00896950368746263,0.00265886732252061,0.00275406224180666,0.00389711613406079,7,7,1,1,1,2,2,1,1,1,5,5,0,0,0,0,0,0,0,0,0.294873646392197,7,0.142857142857143,0.142857142857143,NA
"windholz, joann","windholz j.","windholz, joann",322612,"2015_2016","House",0.370587121797061,55,0.00896950368746263,0.00896950368746263,0.00265886732252061,0.00275406224180666,0.00389711613406079,9,9,2,2,2,0,0,0,0,0,9,9,2,2,2,0,0,0,0,0,0.431607757900673,9,0.222222222222222,0.222222222222222,NA
"lundeen, paul","lundeen p.","lundeen, paul",322587,"2015_2016","House",0.343479288430508,56,0.00797289216663345,0.00797289216663345,0.00265886732252061,0.00275406224180666,0.00389711613406079,7,7,2,2,2,1,1,0,0,0,6,6,2,2,2,0,0,0,0,0,0.368351943947184,7,0.285714285714286,0.285714285714286,NA
"ransom, kim","ransom k.","ransom, kim",337406,"2015_2016","House",0.343479288430508,57,0.00797289216663345,0.00797289216663345,0.00265886732252061,0.00275406224180666,0.00389711613406079,8,8,2,2,2,0,0,0,0,0,8,8,2,2,2,0,0,0,0,0,0.399979850923929,8,0.25,0.25,NA
"wilson, james d. (jim)","wilson j.","wilson, james d. (jim)",309435,"2015_2016","House",0.316978898718894,58,0.00797289216663345,0.00797289216663345,0.00265886732252061,0.00275406224180666,0.0019485580670304,8,8,2,2,1,0,0,0,0,0,8,8,2,2,1,0,0,0,0,0,0.369824640280913,8,0.25,0.125,NA
"keyser, jon","keyser","keyser, jon",322602,"2015_2016","House",0.298356265713331,59,0.00398644608331672,0.00398644608331672,0.00398830098378091,0.00413109336271,0.00584567420109119,4,4,3,3,3,0,0,0,0,0,4,4,3,3,3,0,0,0,0,0,0.34694652057194,4,0.75,0.75,NA
"sias, l","sias l.",NA,NA,"2015_2016","House",0.298356265713331,60,0.00398644608331672,0.00398644608331672,0.00398830098378091,0.00413109336271,0.00584567420109119,4,4,3,3,3,0,0,0,0,0,4,4,3,3,3,0,0,0,0,0,0.34694652057194,4,0.75,0.75,NA
"conti, kathleen","conti k.","conti, kathleen",295987,"2015_2016","House",0.298251275474609,61,0.00797289216663345,0.00797289216663345,0.00265886732252061,0.00137703112090333,0.0019485580670304,8,8,2,1,1,0,0,0,0,0,8,8,2,1,1,0,0,0,0,0,0.347818167789004,8,0.125,0.125,NA
"tate, jack","tate j.","tate, jack",322627,"2015_2016","House",0.2892636216974,62,0.00597966912497508,0.00597966912497508,0.00265886732252061,0.00275406224180666,0.00389711613406079,6,6,2,2,2,0,0,0,0,0,6,6,2,2,2,0,0,0,0,0,0.33672403697044,6,0.333333333333333,0.333333333333333,NA
"navarroratzlaff, clarice","navarro c.","navarroratzlaff, clarice",309403,"2015_2016","House",0.262763231985787,63,0.00597966912497508,0.00597966912497508,0.00265886732252061,0.00275406224180666,0.0019485580670304,6,6,2,2,1,0,0,0,0,0,6,6,2,2,1,0,0,0,0,0,0.306568826327425,6,0.333333333333333,0.166666666666667,NA
"humphrey, stephen","humphrey s.","humphrey, stephen",309405,"2015_2016","House",0.243970500298983,64,0.00896950368746263,0.00896950368746263,0,0,0,7,7,0,0,0,2,2,0,0,0,5,5,0,0,0,0,0,0,0,0,0.221395348837209,7,0,0,NA
"wist, c","wist c.",NA,NA,"2015_2016","House",0.235655398619233,65,0.0049830576041459,0.0049830576041459,0.00265886732252061,0.00275406224180666,0.0019485580670304,5,5,2,2,1,0,0,0,0,0,5,5,2,2,1,0,0,0,0,0,0.274940919350681,5,0.4,0.2,NA
"thurlow, dan","thurlow d.","thurlow, dan",322662,"2015_2016","House",0.235047954964293,66,0.00398644608331672,0.00398644608331672,0.00265886732252061,0.00275406224180666,0.00389711613406079,4,4,2,2,2,0,0,0,0,0,4,4,2,2,2,0,0,0,0,0,0.273468223016952,4,0.5,0.5,NA
"leonard, t","leonard t.",NA,NA,"2015_2016","House",0.0904161441155926,67,0.000996611520829181,0.000996611520829181,0.0013294336612603,0.00137703112090333,0.0019485580670304,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0.105106204531732,1,1,1,NA
"szabo, libby","szabo","szabo, libby",283528,"2015_2016","House",0.0271078333665537,68,0.000996611520829181,0.000996611520829181,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0316279069767442,1,0,0,NA
"lambert, kent douglas","lambert k.","lambert, kent douglas",260065,"2015_2016","Senate",4.36984117686715,1,0.100323624595469,0.100323624595469,0.126315789473684,0.12967032967033,0.15028901734104,57,57,56,55,50,5,5,4,4,2,52,52,52,51,48,0,0,0,0,0,4.9113416036493,57,0.964912280701754,0.87719298245614,NA
"steadman, m. patrick","steadman p.","steadman, m. patrick",295908,"2015_2016","Senate",2.88454082925177,2,0.0744336569579288,0.0744336569579288,0.0736842105263158,0.0769230769230769,0.101156069364162,38,38,30,30,30,8,8,5,5,5,30,30,25,25,25,0,0,0,0,0,2.93146865014997,38,0.789473684210526,0.789473684210526,NA
"sonnenberg, jerry","sonnenberg j.","sonnenberg, jerry",271478,"2015_2016","Senate",1.76288225223166,3,0.0469255663430421,0.0469255663430421,0.0484210526315789,0.0505494505494506,0.0520231213872832,24,24,20,20,15,5,5,3,3,3,19,19,17,17,12,0,0,0,0,0,1.79482098932648,24,0.833333333333333,0.625,NA
"grantham, kevin j.","grantham k.","grantham, kevin j.",295877,"2015_2016","Senate",1.70112404384023,4,0.040453074433657,0.040453074433657,0.0463157894736842,0.0483516483516484,0.0606936416184971,23,23,20,20,19,2,2,2,2,2,21,21,18,18,17,0,0,0,0,0,1.86371591975988,23,0.869565217391304,0.826086956521739,NA
"cooke, john","cooke j.","cooke, john",322531,"2015_2016","Senate",1.42857569485019,5,0.0388349514563107,0.0388349514563107,0.0421052631578947,0.043956043956044,0.0346820809248555,19,19,16,16,10,5,5,4,4,2,14,14,12,12,8,0,0,0,0,0,1.38152766943976,19,0.842105263157895,0.526315789473684,NA
"holbert, chris","holbert c.","holbert, chris",295999,"2015_2016","Senate",1.41046410134476,6,0.0339805825242718,0.0339805825242718,0.0442105263157895,0.0461538461538462,0.0375722543352601,16,16,16,16,12,5,5,5,5,1,11,11,11,11,11,0,0,0,0,0,1.34496921749669,16,1,0.75,NA
"hill, owen","hill o.","hill, owen",295889,"2015_2016","Senate",1.33429529289948,7,0.0420711974110032,0.0420711974110032,0.04,0.0351648351648352,0.0260115606936416,20,20,15,13,8,6,6,4,3,1,14,14,11,10,7,0,0,0,0,0,1.28577118357338,20,0.65,0.4,NA
"baumgardner, randy l.","baumgardner r.","baumgardner, randy l.",283661,"2015_2016","Senate",1.24944041827189,8,0.0307443365695793,0.0307443365695793,0.04,0.0373626373626374,0.0346820809248555,14,14,14,13,10,5,5,5,4,2,9,9,9,9,8,0,0,0,0,0,1.14563828409982,14,0.928571428571429,0.714285714285714,NA
"roberts, ellen","roberts e.","roberts, ellen",271468,"2015_2016","Senate",1.23495043271537,9,0.0275080906148867,0.0275080906148867,0.0357894736842105,0.0373626373626374,0.0433526011560694,15,15,15,15,13,2,2,2,2,2,13,13,13,13,11,0,0,0,0,0,1.30347620897071,15,1,0.866666666666667,NA
"cadman, bill","cadman b.","cadman, bill",18265,"2015_2016","Senate",1.10174756061133,10,0.029126213592233,0.029126213592233,0.0357894736842105,0.032967032967033,0.0260115606936416,12,12,11,10,6,6,6,6,5,3,6,6,5,5,3,0,0,0,0,0,0.879291355115531,12,0.833333333333333,0.5,NA
"neville, tim","neville t.","neville, tim",322534,"2015_2016","Senate",1.05447608159044,11,0.0323624595469256,0.0323624595469256,0.0378947368421053,0.0351648351648352,0.00867052023121387,15,15,14,13,3,5,5,4,3,0,10,10,10,10,3,0,0,0,0,0,1.00377038069346,15,0.866666666666667,0.2,NA
"humenik, beth","martinez humenik b.","humenik, beth",309362,"2015_2016","Senate",1.03546625593888,12,0.0258899676375405,0.0258899676375405,0.0294736842105263,0.0307692307692308,0.0317919075144509,13,13,11,11,9,3,3,3,3,2,10,10,8,8,7,0,0,0,0,0,0.999714314000028,13,0.846153846153846,0.692307692307692,NA
"crowder, larry w.","crowder l.","crowder, larry w.",309276,"2015_2016","Senate",1.03230662443968,13,0.0275080906148867,0.0275080906148867,0.0315789473684211,0.0307692307692308,0.0260115606936416,16,16,14,13,9,1,1,1,1,0,15,15,13,12,9,0,0,0,0,0,1.17811869350331,16,0.8125,0.5625,NA
"woods, laura j.","woods l.","woods, laura j.",322537,"2015_2016","Senate",1.02213380243358,14,0.0275080906148867,0.0275080906148867,0.0294736842105263,0.0285714285714286,0.0289017341040462,14,14,12,11,8,3,3,2,2,2,11,11,10,9,6,0,0,0,0,0,1.02215970347838,14,0.785714285714286,0.571428571428571,NA
"scott, ray","scott r.","scott, ray",296017,"2015_2016","Senate",0.985703054599118,15,0.0275080906148867,0.0275080906148867,0.0315789473684211,0.032967032967033,0.0173410404624277,13,13,12,12,6,4,4,3,3,0,9,9,9,9,6,0,0,0,0,0,0.96415630701345,13,0.923076923076923,0.461538461538462,NA
"aguilar, irene","aguilar i.","aguilar, irene",309270,"2015_2016","Senate",0.890728725139895,16,0.0258899676375405,0.0258899676375405,0.0210526315789474,0.021978021978022,0.0289017341040462,12,12,7,7,7,4,4,3,3,3,8,8,4,4,4,0,0,0,0,0,0.773003434541896,12,0.583333333333333,0.583333333333333,NA
"newell, linda m.","newell l.","newell, linda m.",283536,"2015_2016","Senate",0.844126783392322,17,0.0226537216828479,0.0226537216828479,0.0210526315789474,0.021978021978022,0.0289017341040462,10,10,7,7,7,4,4,3,3,3,6,6,4,4,4,0,0,0,0,0,0.716198700814086,10,0.7,0.7,NA
"balmer, david g.","balmer","balmer, david g.",260109,"2015_2016","Senate",0.817870485656958,18,0.0194174757281553,0.0194174757281553,0.0252631578947368,0.0263736263736264,0.023121387283237,10,10,10,10,7,2,2,2,2,1,8,8,8,8,6,0,0,0,0,0,0.828443598773269,10,1,0.7,NA
"jahn, cheri","jahn c.","jahn, cheri",18618,"2015_2016","Senate",0.805205941331981,19,0.0177993527508091,0.0177993527508091,0.0231578947368421,0.0241758241758242,0.0289017341040462,8,8,8,8,7,3,3,3,3,3,5,5,5,5,4,0,0,0,0,0,0.696808933072669,8,1,0.875,NA
