"sponsor","data_name","legiscan_id","term","chamber","district","party","LES","LES_rank","BILL_wshare","AIC_wshare","ABC_wshare","PASS_wshare","LAW_wshare","all_bills","all_aic","all_abc","all_pass","all_law","ss_bills","ss_aic","ss_abc","ss_pass","ss_law","s_bills","s_aic","s_abc","s_pass","s_law","c_bills","c_aic","c_abc","c_pass","c_law","LES_nw","num_sponsored_bills","sponsor_pass_rate","sponsor_law_rate","num_cosponsored_bills"
"Eliza Hamrick","e. hamrick",24384,"2023_2024","House","HD-061","D",0.855853272191,29,0.0136301681054066,0.0136301681054066,0.0126689189189189,0.0128498001142204,0.00923929781336618,11,11,8,8,6,1,1,1,1,0,10,10,7,7,6,0,0,0,0,0,0.876016739567,11,0.727272727272727,0.545454545454545,NA
"Jennifer Parenti","j. parenti",24407,"2023_2024","House","HD-019","D",0.84392956122424,30,0.0124943207632894,0.0124943207632894,0.0140765765765766,0.0128498001142204,0.00923929781336618,9,9,8,7,5,2,2,2,2,1,7,7,6,5,4,0,0,0,0,0,0.760877706252923,9,0.777777777777778,0.555555555555556,NA
"Regina English","r. english",23961,"2023_2024","House","HD-017","D",0.837974954644262,31,0.0136301681054066,0.0136301681054066,0.0112612612612613,0.0114220445459737,0.0107791807822605,12,12,8,8,7,0,0,0,0,0,12,12,8,8,7,0,0,0,0,0,0.934433550658854,12,0.666666666666667,0.583333333333333,NA
"Bob Marshall","b. marshall",23949,"2023_2024","House","HD-043","D",0.736642455343492,32,0.0136301681054066,0.0136301681054066,0.0098536036036036,0.0085665334094803,0.00769941484447182,12,12,7,6,5,0,0,0,0,0,12,12,7,6,5,0,0,0,0,0,0.820250722125939,12,0.5,0.416666666666667,NA
"Brianna Titone","b. titone",20142,"2023_2024","House","HD-027","D",0.733827793045263,33,0.00908677873693776,0.00908677873693776,0.0112612612612613,0.0114220445459737,0.0123190637511549,7,7,7,7,7,1,1,1,1,1,6,6,6,6,6,0,0,0,0,0,0.71780656653187,7,1,1,NA
"David Ortiz","d. ortiz",22229,"2023_2024","House","HD-038","D",0.714897093871169,34,0.0113584734211722,0.0113584734211722,0.0098536036036036,0.00999428897772701,0.00923929781336618,10,10,7,7,6,0,0,0,0,0,10,10,7,7,6,0,0,0,0,0,0.797389755440016,10,0.7,0.6,NA
"Anthony Hartsook","a. hartsook",23948,"2023_2024","House","HD-044","R",0.704798092199475,35,0.010222626079055,0.010222626079055,0.0098536036036036,0.00999428897772701,0.0107791807822605,9,9,7,7,7,0,0,0,0,0,9,9,7,7,7,0,0,0,0,0,0.78680656653187,9,0.777777777777778,0.777777777777778,NA
"Julie McCluskie","j. mccluskie",20025,"2023_2024","House","HD-013","D",0.642099318914605,36,0.00795093139482054,0.00795093139482054,0.0098536036036036,0.00999428897772701,0.0107791807822605,6,6,6,6,6,1,1,1,1,1,5,5,5,5,5,0,0,0,0,0,0.615262771313031,6,1,1,NA
"Rod Bockenfeld","r. bockenfeld",20128,"2023_2024","House","HD-056","R",0.617708989662113,37,0.0136301681054066,0.0136301681054066,0.00563063063063063,0.00571102227298686,0.00615953187557746,11,11,3,3,3,1,1,1,1,1,10,10,2,2,2,0,0,0,0,0,0.583631385656516,11,0.272727272727273,0.272727272727273,NA
"Barbara McLachlan","b. mclachlan",18711,"2023_2024","House","HD-059","D",0.613069618068818,38,0.00908677873693776,0.00908677873693776,0.00844594594594595,0.0085665334094803,0.00923929781336618,8,8,6,6,6,0,0,0,0,0,8,8,6,6,6,0,0,0,0,0,0.684262771313031,8,0.75,0.75,NA
"Chad Clifford","c. clifford",25044,"2023_2024","House","HD-037","D",0.56046984645564,39,0.00795093139482054,0.00795093139482054,0.00844594594594595,0.0085665334094803,0.00769941484447182,7,7,6,6,5,0,0,0,0,0,7,7,6,6,5,0,0,0,0,0,0.625845960221177,7,0.857142857142857,0.714285714285714,NA
"Sheila Lieder","s. lieder",23967,"2023_2024","House","HD-028","D",0.552690530580595,40,0.00908677873693776,0.00908677873693776,0.00703828828828829,0.00713877784123358,0.00769941484447182,7,7,4,4,4,1,1,1,1,1,6,6,3,3,3,0,0,0,0,0,0.513675180875354,7,0.571428571428571,0.571428571428571,NA
"Stephanie Vigil","s. vigil",24408,"2023_2024","House","HD-016","D",0.552690530580595,41,0.00908677873693776,0.00908677873693776,0.00703828828828829,0.00713877784123358,0.00769941484447182,6,6,3,3,3,2,2,2,2,2,4,4,1,1,1,0,0,0,0,0,0.411131385656516,6,0.5,0.5,NA
"Elizabeth Velasco","e. velasco",23952,"2023_2024","House","HD-057","D",0.550370844783947,42,0.00681508405270332,0.00681508405270332,0.00844594594594595,0.0085665334094803,0.00923929781336618,6,6,6,6,6,0,0,0,0,0,6,6,6,6,6,0,0,0,0,0,0.615262771313031,6,1,1,NA
"Ruby Dickson","r. dickson",24406,"2023_2024","House","HD-037","D",0.550370844783947,43,0.00681508405270332,0.00681508405270332,0.00844594594594595,0.0085665334094803,0.00923929781336618,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0.410175180875354,4,1,1,NA
"Michael Lynch","m. lynch",22227,"2023_2024","House","HD-065","R",0.525980515531456,44,0.0124943207632894,0.0124943207632894,0.00422297297297297,0.00428326670474015,0.00461964890668309,10,10,2,2,2,1,1,1,1,1,9,9,1,1,1,0,0,0,0,0,0.481087590437677,10,0.2,0.2,NA
"Ken Degraaf","k. degraaf",23957,"2023_2024","House","HD-022","R",0.496950814685668,45,0.0136301681054066,0.0136301681054066,0.00281531531531532,0.00285551113649343,0.00307976593778873,11,11,1,1,1,1,1,1,1,1,10,10,0,0,0,0,0,0,0,0,0.447543795218839,11,0.0909090909090909,0.0909090909090909,NA
"Gabe Evans","g. evans",23953,"2023_2024","House","HD-048","R",0.492311443092372,46,0.00908677873693776,0.00908677873693776,0.00563063063063063,0.00571102227298686,0.00615953187557746,8,8,4,4,4,0,0,0,0,0,8,8,4,4,4,0,0,0,0,0,0.548175180875354,8,0.5,0.5,NA
"Rick Taggart","r. taggart",23962,"2023_2024","House","HD-055","R",0.489991757295724,47,0.00681508405270332,0.00681508405270332,0.00703828828828829,0.00713877784123358,0.00769941484447182,5,5,4,4,4,1,1,1,1,1,4,4,3,3,3,0,0,0,0,0,0.444675180875354,5,0.8,0.8,NA
"Richard Holtorf","r. holtorf",21496,"2023_2024","House","HD-063","R",0.479307751276069,48,0.00817810086324398,0.00817810086324398,0.00591216216216216,0.00599657338663621,0.00646750846935633,8,8,5,5,5,0,0,0,0,0,7,7,4,4,4,1,1,1,1,1,0.616218976094193,8,0.625,0.625,NA
"Serena Gonzales-Gutierrez","s. gonzales-gutierrez",20134,"2023_2024","House","HD-004","D",0.45623265701026,49,0.00817810086324398,0.00817810086324398,0.00731981981981982,0.00599657338663621,0.0033877425315676,8,8,6,5,3,0,0,0,0,0,7,7,5,4,2,1,1,1,1,1,0.590290115815246,8,0.625,0.375,NA
"Michael Weissman","m. weissman",18723,"2023_2024","House","HD-036","D",0.437391985682547,50,0.0056792367105861,0.0056792367105861,0.00703828828828829,0.00713877784123358,0.00615953187557746,4,4,4,4,3,1,1,1,1,1,3,3,3,3,2,0,0,0,0,0,0.3862583697835,4,1,0.75,NA
"Karen McCormick","k. mccormick",22228,"2023_2024","House","HD-011","D",0.429612669807502,51,0.00681508405270332,0.00681508405270332,0.00563063063063063,0.00571102227298686,0.00615953187557746,5,5,3,3,3,1,1,1,1,1,4,4,2,2,2,0,0,0,0,0,0.376631385656516,5,0.6,0.6,NA
"Alex Valdez","a. valdez",20143,"2023_2024","House","HD-005","D",0.40836228483676,52,0.00681508405270332,0.00681508405270332,0.00563063063063063,0.00571102227298686,0.00461964890668309,6,6,4,4,3,0,0,0,0,0,6,6,4,4,3,0,0,0,0,0,0.4552583697835,6,0.666666666666667,0.5,NA
"Naquetta Ricks","n. ricks",22231,"2023_2024","House","HD-040","D",0.40836228483676,53,0.00681508405270332,0.00681508405270332,0.00563063063063063,0.00571102227298686,0.00461964890668309,6,6,4,4,3,0,0,0,0,0,6,6,4,4,3,0,0,0,0,0,0.4552583697835,6,0.666666666666667,0.5,NA
"Dafna Michaelson Jenet","d. michaelson jenet",18713,"2023_2024","House","HD-032","D",0.366913896522631,54,0.00454338936846888,0.00454338936846888,0.00563063063063063,0.00571102227298686,0.00615953187557746,4,4,4,4,4,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0,0.410175180875354,4,1,1,NA
"Jenny Willford","j. willford",23955,"2023_2024","House","HD-034","D",0.366913896522631,55,0.00454338936846888,0.00454338936846888,0.00563063063063063,0.00571102227298686,0.00615953187557746,3,3,3,3,3,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0.307631385656516,3,1,1,NA
"Julia Marvin","j. marvin",25123,"2023_2024","House","HD-031","D",0.366913896522631,56,0.00454338936846888,0.00454338936846888,0.00563063063063063,0.00571102227298686,0.00615953187557746,4,4,4,4,4,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0,0.410175180875354,4,1,1,NA
"Ron Weinberg","r. weinberg",23963,"2023_2024","House","HD-051","R",0.340203881473492,57,0.00795093139482054,0.00795093139482054,0.00281531531531532,0.00285551113649343,0.00307976593778873,7,7,2,2,2,0,0,0,0,0,7,7,2,2,2,0,0,0,0,0,0.377587590437677,7,0.285714285714286,0.285714285714286,NA
"Manny Rutinel","m. rutinel",24966,"2023_2024","House","HD-035","D",0.306534809034409,58,0.00454338936846888,0.00454338936846888,0.00422297297297297,0.00428326670474015,0.00461964890668309,4,4,3,3,3,0,0,0,0,0,4,4,3,3,3,0,0,0,0,0,0.342131385656516,4,0.75,0.75,NA
"Tammy Story","t. story",20032,"2023_2024","House","HD-025","D",0.306534809034409,59,0.00454338936846888,0.00454338936846888,0.00422297297297297,0.00428326670474015,0.00461964890668309,4,4,3,3,3,0,0,0,0,0,4,4,3,3,3,0,0,0,0,0,0.342131385656516,4,0.75,0.75,NA
"Scott Bottoms","s. bottoms",23996,"2023_2024","House","HD-015","R",0.250795093139482,60,0.00908677873693776,0.00908677873693776,0,0,0,8,8,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0.276,8,0,0,NA
"Ty Winter","t. winter",23968,"2023_2024","House","HD-047","R",0.219445706497047,61,0.00795093139482054,0.00795093139482054,0,0,0,7,7,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0.2415,7,0,0,NA
"Tim Hernandez","t. hernandez",24967,"2023_2024","House","HD-004","D",0.214806334903751,62,0.00340754202635166,0.00340754202635166,0.00281531531531532,0.00285551113649343,0.00307976593778873,3,3,2,2,2,0,0,0,0,0,3,3,2,2,2,0,0,0,0,0,0.239587590437677,3,0.666666666666667,0.666666666666667,NA
"Rose Pugliese","r. pugliese",23964,"2023_2024","House","HD-014","R",0.205202309733639,63,0.00454338936846888,0.00454338936846888,0.00281531531531532,0.00142775556824672,0.00153988296889436,4,4,2,1,1,0,0,0,0,0,4,4,2,1,1,0,0,0,0,0,0.2279485571236,4,0.25,0.25,NA
"Don Wilson","d. wilson",23971,"2023_2024","House","HD-020","R",0.156746933212176,64,0.0056792367105861,0.0056792367105861,0,0,0,5,5,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0.1725,5,0,0,NA
"Stephanie Luck","s. luck",22226,"2023_2024","House","HD-060","R",0.144823222245417,65,0.00454338936846888,0.00454338936846888,0.00140765765765766,0,0,4,4,1,0,0,0,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0.159904761904762,4,0,0,NA
"Mary Young","m. young",21455,"2023_2024","House","HD-050","D",0.0917284741306578,66,0.00113584734211722,0.00113584734211722,0.00140765765765766,0.00142775556824672,0.00153988296889436,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0.102543795218839,1,1,1,NA
"Said Sharbini","s. sharbini",23966,"2023_2024","House","HD-031","D",0.0917284741306578,67,0.00113584734211722,0.00113584734211722,0.00140765765765766,0.00142775556824672,0.00153988296889436,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0.102543795218839,1,1,1,NA
"Steven Woodrow","s. woodrow",21549,"2023_2024","House","HD-002","D",0.0917284741306578,68,0.00113584734211722,0.00113584734211722,0.00140765765765766,0.00142775556824672,0.00153988296889436,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0.102543795218839,1,1,1,NA
"Chris Kennedy","c. degruy kennedy",18712,"2023_2024","House","HD-030","D",0.0313493866424353,69,0.00113584734211722,0.00113584734211722,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0345,1,0,0,NA
"Jeff Bridges","j. bridges",19048,"2023_2024","Senate","SD-026","D",3.00506090793098,1,0.0765136393878909,0.0749750083305565,0.0828197226502311,0.0839515814135103,0.0878293601003764,43,42,40,40,39,3,3,3,3,3,40,39,37,37,36,0,0,0,0,0,3.12266722625947,43,0.930232558139535,0.906976744186046,NA
"Barbara Kirkmeyer","b. kirkmeyer",22456,"2023_2024","Senate","SD-023","R",2.8734530490938,2,0.0748502994011976,0.0749750083305565,0.0789676425269646,0.0800468566966029,0.0794646591384358,45,45,41,41,38,0,0,0,0,0,45,45,41,41,38,0,0,0,0,0,3.20543103994348,45,0.911111111111111,0.844444444444444,NA
"Lisa Cutter","l. cutter",20131,"2023_2024","Senate","SD-020","D",2.37628865304091,3,0.0632069194943446,0.0633122292569144,0.0654853620955316,0.0663803201874268,0.0627352572145546,33,33,29,29,26,5,5,5,5,4,28,28,24,24,22,0,0,0,0,0,2.283789290846,33,0.878787878787879,0.787878787878788,NA
"Steve Fenberg","s. fenberg",18729,"2023_2024","Senate","SD-018","D",2.04890972867742,4,0.0499001996007984,0.0499833388870377,0.0577812018489985,0.0585708707536119,0.0606440819740694,25,25,25,25,24,5,5,5,5,5,20,20,20,20,19,0,0,0,0,0,1.90267521258055,25,1,0.96,NA
"Rachel Zenzinger","r. zenzinger",16096,"2023_2024","Senate","SD-019","D",1.99557161127511,5,0.0482368596141051,0.0483172275908031,0.0558551617873652,0.0566185083951581,0.0606440819740694,27,27,27,27,27,2,2,2,2,2,25,25,25,25,25,0,0,0,0,0,2.07369393546934,27,1,1,NA
"Dylan Roberts","d. roberts",19512,"2023_2024","Senate","SD-008","D",1.85163452884579,6,0.0465735196274118,0.0466511162945685,0.0520030816640986,0.0527137836782507,0.0522793810121288,22,22,21,21,19,6,6,6,6,6,16,16,15,15,13,0,0,0,0,0,1.60523045433668,22,0.954545454545455,0.863636363636364,NA
"Rhonda Fields","r. fields",11607,"2023_2024","Senate","SD-028","D",1.77875947624891,7,0.0465735196274118,0.0466511162945685,0.048151001540832,0.0488090589613432,0.0501882057716437,24,24,21,21,20,4,4,4,4,4,20,20,17,17,16,0,0,0,0,0,1.67700406469826,24,0.875,0.833333333333333,NA
"Nick Hinrichsen","n. hinrichsen",23104,"2023_2024","Senate","SD-003","D",1.72948359726158,8,0.0432468396540253,0.0433188937020993,0.048151001540832,0.0488090589613432,0.0501882057716437,22,22,21,21,20,4,4,4,4,4,18,18,17,17,16,0,0,0,0,0,1.62264221904256,22,0.954545454545455,0.909090909090909,NA
"Bob Gardner","b. gardner",18726,"2023_2024","Senate","SD-012","R",1.47697491164505,9,0.0435795076513639,0.0436521159613462,0.0389060092449923,0.0374853572823116,0.0359682141363446,26,26,20,19,17,1,1,1,1,1,24,24,18,17,15,1,1,1,1,1,1.63069175450314,26,0.730769230769231,0.653846153846154,NA
"James Coleman","j. coleman",18939,"2023_2024","Senate","SD-033","D",1.16738539100238,10,0.0332667997338656,0.0333222259246918,0.0327426810477658,0.0312377977352597,0.027185278126307,16,16,13,12,10,4,4,4,4,3,12,12,9,8,7,0,0,0,0,0,1.0115246323794,16,0.75,0.625,NA
"Joann Ginal","j. ginal",14268,"2023_2024","Senate","SD-014","D",1.14274745150872,11,0.0316034597471723,0.0316561146284572,0.0327426810477658,0.0312377977352597,0.027185278126307,19,19,17,16,13,0,0,0,0,0,19,19,17,16,13,0,0,0,0,0,1.2741458612115,19,0.842105263157895,0.68421052631579,NA
"Janice Marchman","j. marchman",23970,"2023_2024","Senate","SD-015","D",1.11016826962448,12,0.0282767797737858,0.028323892035988,0.0308166409861325,0.0312377977352597,0.0313676286072773,14,14,13,13,12,3,3,3,3,3,11,11,10,10,9,0,0,0,0,0,1.00821438631091,14,0.928571428571429,0.857142857142857,NA
"Janet Buckner","j. buckner",18719,"2023_2024","Senate","SD-029","D",1.1061060312095,13,0.029940119760479,0.0299900033322226,0.0288906009244992,0.0292854353768059,0.0313676286072773,16,16,13,13,13,2,2,2,2,2,14,14,11,11,11,0,0,0,0,0,1.07998799667248,16,0.8125,0.8125,NA
"Julie Gonzales","j. gonzales",20029,"2023_2024","Senate","SD-034","D",1.08146809171584,14,0.0282767797737858,0.028323892035988,0.0288906009244992,0.0292854353768059,0.0313676286072773,14,14,12,12,12,3,3,3,3,3,11,11,9,9,9,0,0,0,0,0,0.976003594753179,14,0.857142857142857,0.857142857142857,NA
"Mark Baisley","m. baisley",20126,"2023_2024","Senate","SD-004","R",1.06478294516983,15,0.0332667997338656,0.0333222259246918,0.0269645608628659,0.0273330730183522,0.0230029276453367,18,18,12,12,10,2,2,2,2,1,16,16,10,10,9,0,0,0,0,0,1.0499037566528,18,0.666666666666667,0.555555555555556,NA
"Jessie Danielson","j. danielson",16583,"2023_2024","Senate","SD-022","D",1.05683015222217,16,0.0266134397870925,0.0266577807397534,0.0288906009244992,0.0292854353768059,0.0313676286072773,14,14,13,13,13,2,2,2,2,2,12,12,11,11,11,0,0,0,0,0,1.02562615101679,14,0.928571428571429,0.928571428571429,NA
"Chris Hansen","c. hansen",19205,"2023_2024","Senate","SD-031","D",1.01956930459748,17,0.0282767797737858,0.028323892035988,0.0288906009244992,0.0292854353768059,0.0230029276453367,16,16,14,14,10,1,1,1,1,1,15,15,13,13,9,0,0,0,0,0,1.05996349411256,16,0.875,0.625,NA
"Sonya Jaquez Lewis","s. jaquez lewis",20027,"2023_2024","Senate","SD-017","D",0.943659228912653,18,0.029940119760479,0.0299900033322226,0.0231124807395994,0.021475985942991,0.0230029276453367,16,16,10,9,9,2,2,2,2,2,14,14,8,7,7,0,0,0,0,0,0.89748049300033,16,0.5625,0.5625,NA
"Robert Rodriguez","r. rodriguez",20031,"2023_2024","Senate","SD-032","D",0.830854774481901,19,0.0232867598137059,0.0233255581472842,0.0211864406779661,0.021475985942991,0.0230029276453367,12,12,9,9,9,2,2,2,2,2,10,10,7,7,7,0,0,0,0,0,0.772774080306654,12,0.75,0.75,NA
