"sponsor","data_name","legiscan_id","term","chamber","district","party","LES","LES_rank","BILL_wshare","AIC_wshare","ABC_wshare","PASS_wshare","LAW_wshare","all_bills","all_aic","all_abc","all_pass","all_law","ss_bills","ss_aic","ss_abc","ss_pass","ss_law","s_bills","s_aic","s_abc","s_pass","s_law","c_bills","c_aic","c_abc","c_pass","c_law","LES_nw","num_sponsored_bills","sponsor_pass_rate","sponsor_law_rate","num_cosponsored_bills"
"Tracy Kraft-Tharp","t. kraft-tharp",14270,"2019_2020","House","HD-029","D",1.63083736801696,11,0.0206086748142823,0.0206333973128599,0.0237617135207497,0.0244157656086502,0.0270688321732405,18,18,15,14,14,0,0,0,0,0,17,17,14,14,14,1,1,1,0,0,1.82146224652371,18,0.777777777777778,0.777777777777778,NA
"Bri Buentello","b. buentello",20129,"2019_2020","House","HD-047","D",1.52395795886985,12,0.0215672178289001,0.0215930902111324,0.0217536813922356,0.0226717823508894,0.0212683681361176,18,18,13,13,11,0,0,0,0,0,18,18,13,13,11,0,0,0,0,0,1.65371043359129,18,0.722222222222222,0.611111111111111,NA
"Adrienne Benavidez","a. benavidez",18710,"2019_2020","House","HD-032","D",1.46910939095039,13,0.0232446681044812,0.0232725527831094,0.0207496653279786,0.0198814091384723,0.0177880897138438,19,19,12,11,8,2,2,2,2,2,15,15,8,7,5,2,2,2,2,1,1.52046993896739,19,0.578947368421053,0.421052631578947,NA
"Alec Garnett","a. garnett",16582,"2019_2020","House","HD-002","D",1.44381910931401,14,0.0167745027558112,0.0167946257197697,0.0217536813922356,0.0226717823508894,0.0251353441608662,12,12,11,11,11,2,2,2,2,2,10,10,9,9,9,0,0,0,0,0,1.33445973640136,12,0.916666666666667,0.916666666666667,NA
"Lisa Cutter","l. cutter",20131,"2019_2020","House","HD-025","D",1.41448846700373,15,0.0203690390606278,0.0203934740882917,0.0217536813922356,0.019183815835368,0.0193348801237432,17,17,13,11,10,0,0,0,0,0,17,17,13,11,10,0,0,0,0,0,1.53441896516189,17,0.647058823529412,0.588235294117647,NA
"Serena Gonzales-Gutierrez","s. gonzales-gutierrez",20134,"2019_2020","House","HD-004","D",1.30049612705391,16,0.0179726815240834,0.0179942418426104,0.0184069611780455,0.019183815835368,0.0193348801237432,14,14,10,10,9,1,1,1,1,1,13,13,9,9,8,0,0,0,0,0,1.29369078683521,14,0.714285714285714,0.642857142857143,NA
"KC Becker","k. becker",16511,"2019_2020","House","HD-013","D",1.25314312092817,17,0.0155763239875389,0.015595009596929,0.0217536813922356,0.019183815835368,0.0174013921113689,12,12,12,10,8,1,1,1,1,1,11,11,11,9,7,0,0,0,0,0,1.24349037319472,12,0.833333333333333,0.666666666666667,NA
"Hugh McKean","h. mckean",18718,"2019_2020","House","HD-051","R",1.1777416806647,18,0.0179726815240834,0.0179942418426104,0.0150602409638554,0.0156958493198465,0.0174013921113689,15,15,9,9,9,0,0,0,0,0,15,15,9,9,9,0,0,0,0,0,1.27701380532655,15,0.6,0.6,NA
"James Coleman","j. coleman",18939,"2019_2020","House","HD-007","D",1.16759959368845,19,0.0167745027558112,0.0167946257197697,0.0167336010709505,0.0156958493198465,0.0174013921113689,13,13,9,8,8,1,1,1,1,1,12,12,8,7,7,0,0,0,0,0,1.14880516849722,13,0.615384615384615,0.615384615384615,NA
"Edith Hooton","e. hooton",19209,"2019_2020","House","HD-010","D",1.16395780301454,20,0.0167745027558112,0.0167946257197697,0.0184069611780455,0.0156958493198465,0.0154679040989946,14,14,11,9,8,0,0,0,0,0,14,14,11,9,8,0,0,0,0,0,1.26255048345763,14,0.642857142857143,0.571428571428571,NA
"Terri Carver","t. carver",16568,"2019_2020","House","HD-020","R",1.11346192934197,21,0.0167745027558112,0.0167946257197697,0.0167336010709505,0.0156958493198465,0.0135344160866203,14,14,10,9,7,0,0,0,0,0,14,14,10,9,7,0,0,0,0,0,1.2070418036345,14,0.642857142857143,0.5,NA
"Colin Larson","c. larson",20135,"2019_2020","House","HD-022","R",1.02289663089148,22,0.0143781452192667,0.0143953934740883,0.0150602409638554,0.0156958493198465,0.0135344160866203,11,11,8,8,6,1,1,1,1,1,10,10,7,7,5,0,0,0,0,0,0.991907775216418,11,0.727272727272727,0.545454545454545,NA
"Susan Lontine","s. lontine",16573,"2019_2020","House","HD-001","D",1.02190790678216,23,0.0143781452192667,0.0143953934740883,0.0167336010709505,0.0139518660620858,0.0135344160866203,11,11,9,7,6,1,1,1,1,1,10,10,8,6,5,0,0,0,0,0,0.990682001753363,11,0.636363636363636,0.545454545454545,NA
"Dafna Michaelson Jenet","d. michaelson jenet",18713,"2019_2020","House","HD-030","D",1.0036011810483,24,0.0119817876827223,0.0119961612284069,0.0167336010709505,0.0174398325776073,0.0135344160866203,9,9,9,9,6,1,1,1,1,1,8,8,8,8,5,0,0,0,0,0,0.972847664953509,9,1,0.666666666666667,NA
"Barbara McLachlan","b. mclachlan",18711,"2019_2020","House","HD-059","D",0.98282720611356,25,0.0119817876827223,0.0119961612284069,0.0150602409638554,0.0156958493198465,0.0154679040989946,10,10,9,9,8,0,0,0,0,0,10,10,9,9,8,0,0,0,0,0,1.06841381655414,10,0.9,0.8,NA
"Meg Froelich","m. froelich",20739,"2019_2020","House","HD-003","D",0.93784290463401,26,0.0131799664509945,0.0131957773512476,0.0150602409638554,0.0139518660620858,0.0116009280742459,11,11,9,8,6,0,0,0,0,0,11,11,9,8,6,0,0,0,0,0,1.01750192512501,11,0.727272727272727,0.545454545454545,NA
"Chris Kennedy","c. kennedy",18712,"2019_2020","House","HD-023","D",0.93272258886854,27,0.0155763239875389,0.015595009596929,0.0133868808567604,0.0104638995465644,0.0116009280742459,12,12,7,5,5,1,1,1,1,1,11,11,6,4,4,0,0,0,0,0,0.891676417049928,12,0.416666666666667,0.416666666666667,NA
"Jovan Melton","j. melton",14275,"2019_2020","House","HD-041","D",0.892368802172219,28,0.0167745027558112,0.0167946257197697,0.0100401606425703,0.0104638995465644,0.00966744006187162,12,12,4,4,3,2,2,2,2,2,10,10,2,2,1,0,0,0,0,0,0.728244984123443,12,0.333333333333333,0.25,NA
"Cathy Kipp","c. kipp",20159,"2019_2020","House","HD-052","D",0.874346438356758,29,0.01078360891445,0.0107965451055662,0.0133868808567604,0.0139518660620858,0.0135344160866203,8,8,7,7,6,1,1,1,1,1,7,7,6,6,5,0,0,0,0,0,0.832282426621455,8,0.875,0.75,NA
"Janice Rich","j. rich",20137,"2019_2020","House","HD-055","R",0.866705175503919,30,0.0119817876827223,0.0107965451055662,0.0133868808567604,0.0122078828043251,0.0135344160866203,10,9,8,7,7,0,0,0,0,0,10,9,8,7,7,0,0,0,0,0,0.941385341073294,10,0.7,0.7,NA
"Kim Ransom","k. ransom",16576,"2019_2020","House","HD-044","R",0.860072759724358,31,0.0119817876827223,0.0119961612284069,0.0117135207496653,0.0122078828043251,0.0135344160866203,10,10,7,7,7,0,0,0,0,0,10,10,7,7,7,0,0,0,0,0,0.933671140079134,10,0.7,0.7,NA
"Jonathan Singer","j. singer",13847,"2019_2020","House","HD-011","D",0.833003927551117,32,0.0119817876827223,0.0119961612284069,0.0117135207496653,0.0122078828043251,0.0116009280742459,9,9,6,6,5,1,1,1,1,1,8,8,5,5,4,0,0,0,0,0,0.785690915198259,9,0.666666666666667,0.555555555555556,NA
"Chris Hansen","c. hansen",19205,"2019_2020","House","HD-006","D",0.808588161942467,33,0.0119817876827223,0.0119961612284069,0.0117135207496653,0.0104638995465644,0.0116009280742459,10,10,7,6,6,0,0,0,0,0,10,10,7,6,6,0,0,0,0,0,0.876936686792956,10,0.6,0.6,NA
"Matt Soper","m. soper",20139,"2019_2020","House","HD-054","R",0.802293304703967,34,0.0119817876827223,0.0119961612284069,0.0133868808567604,0.0122078828043251,0.00773395204949729,9,9,7,6,3,1,1,1,1,1,8,8,6,5,2,0,0,0,0,0,0.751456005277792,9,0.666666666666667,0.333333333333333,NA
"Rochelle Galindo","r. galindo",20132,"2019_2020","House","HD-050","D",0.792934502773196,35,0.00958543014617781,0.00959692898272553,0.0117135207496653,0.0122078828043251,0.0135344160866203,7,7,6,6,6,1,1,1,1,1,6,6,5,5,5,0,0,0,0,0,0.74413126156964,7,0.857142857142857,0.857142857142857,NA
"Monica Duran","m. duran",20148,"2019_2020","House","HD-024","D",0.791661416745477,36,0.0131799664509945,0.0131957773512476,0.0100401606425703,0.0104638995465644,0.00966744006187162,11,11,6,6,5,0,0,0,0,0,11,11,6,6,5,0,0,0,0,0,0.857165098741408,11,0.545454545454545,0.454545454545455,NA
"Dominique Jackson","d. jackson",18715,"2019_2020","House","HD-042","D",0.775019033466886,37,0.01078360891445,0.0107965451055662,0.0117135207496653,0.0104638995465644,0.0116009280742459,8,8,6,5,5,1,1,1,1,1,7,7,5,4,4,0,0,0,0,0,0.723133900055037,8,0.625,0.625,NA
"Thomas Exum","t. exum",15133,"2019_2020","House","HD-017","D",0.765865670599956,38,0.00958543014617781,0.00959692898272553,0.0117135207496653,0.0122078828043251,0.0116009280742459,8,8,7,7,6,0,0,0,0,0,8,8,7,7,6,0,0,0,0,0,0.832282426621455,8,0.875,0.75,NA
"Michael Weissman","m. weissman",18723,"2019_2020","House","HD-036","D",0.759365374297615,39,0.00838725137790558,0.00839731285988484,0.0117135207496653,0.0122078828043251,0.0135344160866203,4,4,4,4,4,3,3,3,3,3,1,1,1,1,1,0,0,0,0,0,0.472262779865377,4,1,1,NA
"Mark Baisley","m. baisley",20126,"2019_2020","House","HD-039","R",0.758092288269896,40,0.0119817876827223,0.0119961612284069,0.0100401606425703,0.0104638995465644,0.00966744006187162,10,10,6,6,5,0,0,0,0,0,10,10,6,6,5,0,0,0,0,0,0.821428006969834,10,0.6,0.5,NA
"Kyle Mullica","k. mullica",20136,"2019_2020","House","HD-034","D",0.745297134729055,41,0.01078360891445,0.0107965451055662,0.0117135207496653,0.0122078828043251,0.00773395204949729,8,8,6,6,4,1,1,1,1,0,7,7,5,5,4,0,0,0,0,0,0.720039293512155,8,0.75,0.5,NA
"Marc Snyder","m. snyder",20138,"2019_2020","House","HD-018","D",0.718022863491975,42,0.00958543014617781,0.00959692898272553,0.0100401606425703,0.0104638995465644,0.0116009280742459,8,8,6,6,6,0,0,0,0,0,8,8,6,6,6,0,0,0,0,0,0.779868353341215,8,0.75,0.75,NA
"Rod Pelton","r. pelton",20026,"2019_2020","House","HD-065","R",0.710249481161915,43,0.0119817876827223,0.0119961612284069,0.00836680053547523,0.00871991628880363,0.00966744006187162,10,10,5,5,5,0,0,0,0,0,10,10,5,5,5,0,0,0,0,0,0.769013933689594,10,0.5,0.5,NA
"Tim Geitner","t. geitner",20133,"2019_2020","House","HD-019","R",0.702476098831855,44,0.0143781452192667,0.0143953934740883,0.00669344042838019,0.0069759330310429,0.00773395204949729,11,11,3,3,3,1,1,1,1,1,10,10,2,2,2,0,0,0,0,0,0.640093819071629,11,0.272727272727273,0.272727272727273,NA
"Brianna Titone","b. titone",20142,"2019_2020","House","HD-027","D",0.684453735016394,45,0.00838725137790558,0.00839731285988484,0.0100401606425703,0.0104638995465644,0.0116009280742459,7,7,6,6,6,0,0,0,0,0,7,7,6,6,6,0,0,0,0,0,0.74413126156964,7,0.857142857142857,0.857142857142857,NA
"Lois Landgraf","l. landgraf",14271,"2019_2020","House","HD-021","R",0.643111224210753,46,0.00958543014617781,0.00959692898272553,0.00836680053547523,0.00871991628880363,0.00966744006187162,8,8,5,5,5,0,0,0,0,0,8,8,5,5,5,0,0,0,0,0,0.697539750146445,8,0.625,0.625,NA
"Sonya Jaquez Lewis","s. jaquez lewis",20027,"2019_2020","House","HD-012","D",0.643111224210753,47,0.00958543014617781,0.00959692898272553,0.00836680053547523,0.00871991628880363,0.00966744006187162,7,7,4,4,4,1,1,1,1,1,6,6,3,3,3,0,0,0,0,0,0.579474055180101,7,0.571428571428571,0.571428571428571,NA
"Donald Valdez","d. valdez",18716,"2019_2020","House","HD-062","D",0.574699881231872,48,0.01078360891445,0.0107965451055662,0.00669344042838019,0.0069759330310429,0.00580046403712297,9,9,4,4,3,0,0,0,0,0,9,9,4,4,3,0,0,0,0,0,0.62103370880872,9,0.444444444444444,0.333333333333333,NA
"Rod Bockenfeld","r. bockenfeld",20128,"2019_2020","House","HD-056","R",0.568199584929532,49,0.00958543014617781,0.00959692898272553,0.00669344042838019,0.0069759330310429,0.00773395204949729,7,7,3,3,3,1,1,1,1,1,6,6,2,2,2,0,0,0,0,0,0.497145451985331,7,0.428571428571429,0.428571428571429,NA
"Susan Beckman","s. beckman",18725,"2019_2020","House","HD-038","R",0.493287945648311,50,0.00958543014617781,0.00959692898272553,0.00502008032128514,0.00523194977328218,0.00580046403712297,8,8,3,3,3,0,0,0,0,0,8,8,3,3,3,0,0,0,0,0,0.532882543756905,8,0.375,0.375,NA
"Emily Sirota","e. sirota",20024,"2019_2020","House","HD-009","D",0.46385040882888,51,0.00599089384136113,0.00599808061420345,0.00836680053547523,0.0069759330310429,0.00580046403712297,5,5,5,4,3,0,0,0,0,0,5,5,5,4,3,0,0,0,0,0,0.503679491631014,5,0.8,0.6,NA
"Perry Buck","p. buck",14807,"2019_2020","House","HD-049","R",0.418376306367089,52,0.00958543014617781,0.00959692898272553,0.00334672021419009,0.00348796651552145,0.00386697602474865,8,8,2,2,2,0,0,0,0,0,8,8,2,2,2,0,0,0,0,0,0.450553940562136,8,0.25,0.25,NA
"Patrick Neville","p. neville",16575,"2019_2020","House","HD-045","R",0.41060292403703,53,0.0119817876827223,0.0119961612284069,0.00167336010709505,0.00174398325776073,0.00193348801237432,10,10,1,1,1,0,0,0,0,0,10,10,1,1,1,0,0,0,0,0,0.439699520910515,10,0.1,0.1,NA
"Alex Valdez","a. valdez",20143,"2019_2020","House","HD-005","D",0.392580560221568,54,0.00599089384136113,0.00599808061420345,0.00502008032128514,0.00523194977328218,0.00580046403712297,5,5,3,3,3,0,0,0,0,0,5,5,3,3,3,0,0,0,0,0,0.425671268442182,5,0.6,0.6,NA
"Tom Sullivan","t. sullivan",20140,"2019_2020","House","HD-037","D",0.392580560221568,55,0.00599089384136113,0.00599808061420345,0.00502008032128514,0.00523194977328218,0.00580046403712297,5,5,3,3,3,0,0,0,0,0,5,5,3,3,3,0,0,0,0,0,0.425671268442182,5,0.6,0.6,NA
"Larry Liston","l. liston",3329,"2019_2020","House","HD-016","R",0.391307474193849,56,0.00958543014617781,0.00959692898272553,0.00334672021419009,0.00348796651552145,0.00193348801237432,8,8,2,2,1,0,0,0,0,0,8,8,2,2,1,0,0,0,0,0,0.420639410647606,8,0.25,0.125,NA
"Richard Holtorf","r. holtorf",21496,"2019_2020","House","HD-064","R",0.384807177891509,57,0.00838725137790558,0.00839731285988484,0.00334672021419009,0.00348796651552145,0.00386697602474865,7,7,2,2,2,0,0,0,0,0,7,7,2,2,2,0,0,0,0,0,0.414816848790561,7,0.285714285714286,0.285714285714286,NA
"Stephen Humphrey","s. humphrey",14269,"2019_2020","House","HD-048","R",0.383534091863789,58,0.0119817876827223,0.0119961612284069,0.00167336010709505,0.00174398325776073,0,10,10,1,1,0,0,0,0,0,0,10,10,1,1,0,0,0,0,0,0,0.409784990995985,10,0.1,0,NA
"Lori Saine","l. saine",14281,"2019_2020","House","HD-063","R",0.341095962439677,59,0.00599089384136113,0.00599808061420345,0.00502008032128514,0.00348796651552145,0.00386697602474865,5,5,3,2,2,0,0,0,0,0,5,5,3,2,2,0,0,0,0,0,0.368936815156005,5,0.4,0.4,NA
"Kevin Van Winkle","k. van winkle",16578,"2019_2020","House","HD-043","R",0.284099792464766,60,0.0047927150730889,0.00479846449136276,0.00334672021419009,0.00348796651552145,0.00386697602474865,4,4,2,2,2,0,0,0,0,0,4,4,2,2,2,0,0,0,0,0,0.307605573475838,4,0.5,0.5,NA
"Dave Williams","d. williams",18714,"2019_2020","House","HD-015","R",0.268553027804647,61,0.00958543014617781,0.00959692898272553,0,0,0,8,8,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0.285896734172596,8,0,0,NA
"Shane Sandridge","s. sandridge",19536,"2019_2020","House","HD-014","R",0.268553027804647,62,0.00958543014617781,0.00959692898272553,0,0,0,8,8,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0.285896734172596,8,0,0,NA
"Kerry Tipper","k. tipper",20141,"2019_2020","House","HD-028","D",0.263531256593866,63,0.00599089384136113,0.00599808061420345,0.00334672021419009,0.00348796651552145,0,5,5,2,2,0,0,0,0,0,0,5,5,2,2,0,0,0,0,0,0,0.283513605418352,5,0.4,0,NA
"James Wilson","j. wilson",10783,"2019_2020","House","HD-060","R",0.242757281659126,64,0.00599089384136113,0.00599808061420345,0.00167336010709505,0.00174398325776073,0.00193348801237432,5,5,1,1,1,0,0,0,0,0,5,5,1,1,1,0,0,0,0,0,0.261014062052642,5,0.2,0.2,NA
"Kimmi Lewis","k. lewis",18720,"2019_2020","House","HD-064","R",0.242757281659126,65,0.00599089384136113,0.00599808061420345,0.00167336010709505,0.00174398325776073,0.00193348801237432,5,5,1,1,1,0,0,0,0,0,5,5,1,1,1,0,0,0,0,0,0.261014062052642,5,0.2,0.2,NA
"Jeff Bridges","j. bridges",19048,"2019_2020","House","HD-003","D",0.0335691284755808,66,0.00119817876827223,0.00119961612284069,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0357370917715745,1,0,0,NA
"Mary Young","m. young",21455,"2019_2020","House","HD-050","D",0.0335691284755808,67,0.00119817876827223,0.00119961612284069,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0357370917715745,1,0,0,NA
"Steven Woodrow","s. woodrow",21549,"2019_2020","House","HD-006","D",0.0335691284755808,68,0.00119817876827223,0.00119961612284069,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0357370917715745,1,0,0,NA
"Perry Will",NA,21293,"2019_2020","House","HD-057","R",0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Richard Champion",NA,21604,"2019_2020","House","HD-038","R",0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Dominick Moreno","d. moreno",14277,"2019_2020","Senate","SD-021","D",3.3114113365311,1,0.0784538844240337,0.0784538844240337,0.095333667837431,0.0982928091050181,0.109383995394358,39,39,36,36,36,2,2,2,2,2,37,37,34,34,34,0,0,0,0,0,3.34175001526263,39,0.923076923076923,0.923076923076923,NA
"Jeff Bridges","j. bridges",19048,"2019_2020","Senate","SD-026","D",2.25035601254605,2,0.0554917719096824,0.0554917719096824,0.0652282990466633,0.0672529746508019,0.0690846286701209,25,25,22,22,20,4,4,4,4,4,21,21,18,18,16,0,0,0,0,0,2.03119500774735,25,0.88,0.8,NA
"Julie Gonzales","j. gonzales",20029,"2019_2020","Senate","SD-034","D",2.05683241290286,3,0.0554917719096824,0.0554917719096824,0.0602107375815354,0.0569063631660631,0.0575705238917674,23,23,18,16,14,6,6,6,6,6,17,17,12,10,8,0,0,0,0,0,1.64285982759474,23,0.695652173913043,0.608695652173913,NA
"Rhonda Fields","r. fields",11607,"2019_2020","Senate","SD-029","D",2.04107263214198,4,0.0516647531572905,0.0516647531572905,0.0602107375815354,0.0594930160372478,0.0604490500863558,26,26,23,22,20,1,1,1,1,1,25,25,22,21,19,0,0,0,0,0,2.07936200729634,26,0.846153846153846,0.769230769230769,NA
"Stephen Fenberg","s. fenberg",18729,"2019_2020","Senate","SD-018","D",1.54306511300684,5,0.0382701875239189,0.0382701875239189,0.0451580531861515,0.0465597516813244,0.0460564191134139,19,19,17,17,15,1,1,1,1,1,18,18,16,16,14,0,0,0,0,0,1.55019559130357,19,0.894736842105263,0.789473684210526,NA
"Bob Gardner","b. gardner",18726,"2019_2020","Senate","SD-012","R",1.49263852310291,6,0.0478377344048986,0.0478377344048986,0.0351229302558956,0.0362131401965856,0.0402993667242372,25,25,14,14,14,0,0,0,0,0,25,25,14,14,14,0,0,0,0,0,1.5839067997775,25,0.56,0.56,NA
"Donald Coram","d. coram",10773,"2019_2020","Senate","SD-006","R",1.43486728574189,7,0.0440107156525067,0.0440107156525067,0.0376317109884596,0.0362131401965856,0.0374208405296488,22,22,14,13,12,1,1,1,1,1,21,21,13,12,11,0,0,0,0,0,1.43254981216886,22,0.590909090909091,0.545454545454545,NA
"Kerry Donovan","k. donovan",16569,"2019_2020","Senate","SD-005","D",1.3957199490534,8,0.0401836969001148,0.0401836969001148,0.0401404917210236,0.0387997930677703,0.0345423143350604,21,21,16,15,12,0,0,0,0,0,21,21,16,15,12,0,0,0,0,0,1.48191582883991,21,0.714285714285714,0.571428571428571,NA
"John Tate","j. tate",16512,"2019_2020","Senate","SD-027","R",1.37975821570745,9,0.0401836969001148,0.0401836969001148,0.0376317109884596,0.0362131401965856,0.0374208405296488,21,21,15,14,13,0,0,0,0,0,21,21,15,14,13,0,0,0,0,0,1.46513523762628,21,0.666666666666667,0.619047619047619,NA
"Joann Ginal","j. ginal",14268,"2019_2020","Senate","SD-014","D",1.34974346594873,10,0.034443168771527,0.034443168771527,0.0426492724535876,0.041386445938955,0.0345423143350604,16,16,15,14,10,2,2,2,2,2,14,14,13,12,8,0,0,0,0,0,1.25347617903166,16,0.875,0.625,NA
"Leroy Garcia","l. garcia",14266,"2019_2020","Senate","SD-003","D",1.33874734044294,11,0.0306161500191351,0.0306161500191351,0.0401404917210236,0.041386445938955,0.0431778929188256,16,16,16,16,15,0,0,0,0,0,16,16,16,16,15,0,0,0,0,0,1.42430776369094,16,1,0.9375,NA
"Jessie Danielson","j. danielson",16583,"2019_2020","Senate","SD-020","D",1.32800616332309,12,0.0348258706467662,0.0348258706467662,0.0406422478675364,0.0367304707708226,0.0374208405296488,17,17,15,13,11,2,2,2,2,2,14,14,12,10,9,1,1,1,1,0,1.28486258736703,17,0.764705882352941,0.647058823529412,NA
"Mike Foote","m. foote",14265,"2019_2020","Senate","SD-017","D",1.1914021764895,13,0.032529659395331,0.032529659395331,0.0351229302558956,0.0336264873254009,0.0316637881404721,16,16,13,12,10,1,1,1,1,1,15,15,12,11,9,0,0,0,0,0,1.17519449971,16,0.75,0.625,NA
"John Cooke","j. cooke",16513,"2019_2020","Senate","SD-013","R",1.11592644466701,14,0.032529659395331,0.032529659395331,0.0301053687907677,0.0310398344542162,0.0287852619458837,17,17,12,12,10,0,0,0,0,0,17,17,12,12,10,0,0,0,0,0,1.18485882546221,17,0.705882352941177,0.588235294117647,NA
"Kevin Priola","k. priola",3323,"2019_2020","Senate","SD-025","R",1.11592644466701,15,0.032529659395331,0.032529659395331,0.0301053687907677,0.0310398344542162,0.0287852619458837,16,16,11,11,9,1,1,1,1,1,15,15,10,10,8,0,0,0,0,0,1.09444207470358,16,0.6875,0.5625,NA
"Robert Rankin","b. rankin",15135,"2019_2020","Senate","SD-008","R",1.0471590818002,16,0.0248756218905473,0.0248756218905473,0.0301053687907677,0.0310398344542162,0.0345423143350604,13,13,12,12,12,0,0,0,0,0,13,13,12,12,12,0,0,0,0,0,1.11391667175421,13,0.923076923076923,0.923076923076923,NA
"Pete Lee","p. lee",10780,"2019_2020","Senate","SD-011","D",1.04485564128662,17,0.0287026406429392,0.0287026406429392,0.0275965880582037,0.0284531815830316,0.0316637881404721,14,14,10,10,10,1,1,1,1,1,13,13,9,9,9,0,0,0,0,0,1.01983015818875,14,0.714285714285714,0.714285714285714,NA
"Larry Crowder","l. crowder",14808,"2019_2020","Senate","SD-035","R",0.916134378005713,18,0.0306161500191351,0.0306161500191351,0.0225790265930758,0.0232798758406622,0.0201496833621186,15,15,8,8,6,1,1,1,1,1,14,14,7,7,5,0,0,0,0,0,0.881023147728879,15,0.533333333333333,0.4,NA
"Brittany Pettersen","b. pettersen",14279,"2019_2020","Senate","SD-022","D",0.893186724015658,19,0.0210486031381554,0.0210486031381554,0.0275965880582037,0.0284531815830316,0.0259067357512953,9,9,9,9,7,2,2,2,2,2,7,7,7,7,5,0,0,0,0,0,0.769030259933296,9,1,0.777777777777778,NA
