bill_number,session,session_type,action_date,action,order
SJR15-025,2015,RS,2015-04-13,Introduced In Senate - Assigned to,1
SJR15-025,2015,RS,2015-04-13,Senate Second Reading Laid Over Daily - No Amendments,2
SJR15-025,2015,RS,2015-04-14,Senate Third Reading Passed - No Amendments,3
SJR15-025,2015,RS,2015-04-14,Introduced In House - Assigned to,4
SJR15-025,2015,RS,2015-04-14,House Third Reading Passed - No Amendments,5
SJR15-026,2015,RS,2015-04-14,Senate Third Reading Laid Over to 04/20/2015 - No Amendments,1
SJR15-026,2015,RS,2015-04-14,Introduced In Senate - Assigned to,2
SJR15-026,2015,RS,2015-04-20,Senate Third Reading Passed - No Amendments,3
SJR15-026,2015,RS,2015-04-20,Introduced In House - Assigned to,4
SJR15-026,2015,RS,2015-04-20,House Third Reading Passed - No Amendments,5
SJR15-027,2015,RS,2015-04-15,Senate Third Reading Laid Over to 04/24/2015 - No Amendments,1
SJR15-027,2015,RS,2015-04-15,Introduced In Senate - Assigned to,2
SJR15-027,2015,RS,2015-04-24,Senate Third Reading Passed - No Amendments,3
SJR15-027,2015,RS,2015-04-24,Introduced In House - Assigned to,4
SJR15-027,2015,RS,2015-04-24,House Third Reading Passed - No Amendments,5
SJR15-028,2015,RS,2015-04-24,Senate Third Reading Laid Over Daily - No Amendments,1
SJR15-028,2015,RS,2015-04-24,Introduced In Senate - Assigned to,2
SJR15-028,2015,RS,2015-04-27,Senate Third Reading Laid Over Daily - No Amendments,3
SJR15-028,2015,RS,2015-04-28,Senate Third Reading Laid Over Daily - No Amendments,4
SJR15-028,2015,RS,2015-04-29,Senate Third Reading Laid Over Daily - No Amendments,5
SJR15-028,2015,RS,2015-04-30,Senate Third Reading Laid Over Daily - No Amendments,6
SJR15-028,2015,RS,2015-05-01,Senate Third Reading Laid Over Daily - No Amendments,7
SJR15-028,2015,RS,2015-05-04,Senate Third Reading Laid Over Daily - No Amendments,8
SJR15-028,2015,RS,2015-05-05,Senate Third Reading Laid Over Daily - No Amendments,9
SJR15-028,2015,RS,2015-05-06,Introduced In House - Assigned to,10
SJR15-028,2015,RS,2015-05-06,House Third Reading Passed - No Amendments,11
SJR15-028,2015,RS,2015-05-06,Senate Third Reading Passed - No Amendments,12
SJR15-029,2015,RS,2015-04-27,Introduced In Senate - Assigned to,1
SJR15-029,2015,RS,2015-04-27,Senate Third Reading Laid Over Daily - No Amendments,2
SJR15-029,2015,RS,2015-04-28,Senate Third Reading Laid Over Daily - No Amendments,3
SJR15-029,2015,RS,2015-04-29,Senate Third Reading Passed - No Amendments,4
SJR15-029,2015,RS,2015-05-06,Introduced In House - Assigned to,5
SJR15-029,2015,RS,2015-05-07,House Third Reading Passed - No Amendments,6
SJR15-030,2015,RS,2015-04-27,Introduced In Senate - Assigned to,1
SJR15-030,2015,RS,2015-04-27,Senate Third Reading Laid Over Daily - No Amendments,2
SJR15-030,2015,RS,2015-04-28,Senate Third Reading Laid Over Daily - No Amendments,3
SJR15-030,2015,RS,2015-04-29,Senate Third Reading Laid Over Daily - No Amendments,4
SJR15-030,2015,RS,2015-04-30,Senate Third Reading Laid Over Daily - No Amendments,5
SJR15-030,2015,RS,2015-05-01,Senate Third Reading Laid Over Daily - No Amendments,6
SJR15-030,2015,RS,2015-05-04,Senate Third Reading Laid Over Daily - No Amendments,7
SJR15-030,2015,RS,2015-05-05,Senate Third Reading Laid Over Daily - No Amendments,8
SJR15-030,2015,RS,2015-05-06,Introduced In House - Assigned to,9
SJR15-030,2015,RS,2015-05-06,Senate Third Reading Passed - No Amendments,10
SJR15-030,2015,RS,2015-05-07,House Third Reading Passed - No Amendments,11
SJR15-031,2015,RS,2015-04-29,Introduced In Senate - Assigned to,1
SJR15-031,2015,RS,2015-04-29,Senate Third Reading Laid Over Daily - No Amendments,2
SJR15-031,2015,RS,2015-04-30,Senate Third Reading Laid Over Daily - No Amendments,3
SJR15-031,2015,RS,2015-05-01,Senate Third Reading Laid Over Daily - No Amendments,4
SJR15-031,2015,RS,2015-05-04,Senate Third Reading Laid Over Daily - No Amendments,5
SJR15-031,2015,RS,2015-05-05,Senate Third Reading Laid Over Daily - No Amendments,6
SJR15-031,2015,RS,2015-05-06,Introduced In House - Assigned to,7
SJR15-031,2015,RS,2015-05-06,Senate Third Reading Passed - No Amendments,8
SJR15-031,2015,RS,2015-05-07,House Third Reading Lay on the Table-Deemed Lost - No Amendments,9
SJR15-032,2015,RS,2015-05-01,Introduced In Senate - Assigned to,1
SJR15-032,2015,RS,2015-05-01,Senate Third Reading Laid Over Daily - No Amendments,2
SJR15-032,2015,RS,2015-05-04,Senate Third Reading Laid Over Daily - No Amendments,3
SJR15-032,2015,RS,2015-05-05,Senate Third Reading Laid Over Daily - No Amendments,4
SJR15-032,2015,RS,2015-05-06,Introduced In House - Assigned to,5
SJR15-032,2015,RS,2015-05-06,Senate Third Reading Passed - No Amendments,6
SJR15-032,2015,RS,2015-05-07,House Third Reading Passed - No Amendments,7
SR15-001,2015,RS,2015-01-07,Introduced In Senate - Assigned to,1
SR15-001,2015,RS,2015-01-07,Senate Third Reading Passed - No Amendments,2
SR15-002,2015,RS,2015-01-08,Introduced In Senate - Assigned to,1
SR15-002,2015,RS,2015-01-08,Senate Third Reading Passed - No Amendments,2
SR15-003,2015,RS,2015-04-13,Senate Third Reading Laid Over to 04/21/2015 - No Amendments,1
SR15-003,2015,RS,2015-04-13,Introduced In Senate - Assigned to,2
SR15-003,2015,RS,2015-04-21,Senate Third Reading Passed - No Amendments,3
SR15-004,2015,RS,2015-05-01,Introduced In Senate - Assigned to,1
SR15-004,2015,RS,2015-05-01,Senate Third Reading Passed - No Amendments,2
SM15-001,2015,RS,2015-02-19,Introduced In Senate - Assigned to,1
SM15-001,2015,RS,2015-02-19,Senate Third Reading Laid Over to 2/23/2015 - No Amendments,2
SM15-001,2015,RS,2015-02-24,Senate Third Reading Laid Over Daily - No Amendments,3
SM15-001,2015,RS,2015-02-25,Senate Third Reading Passed - No Amendments,4
SJM15-001,2015,RS,2015-04-16,Introduced In Senate - Assigned to Education,1
SJM15-001,2015,RS,2015-04-23,Senate Committee on Education Refer Unamended - Consent Calendar to Senate Committee of the Whole,2
SJM15-001,2015,RS,2015-04-28,Senate Third Reading Laid Over Daily - No Amendments,3
SJM15-001,2015,RS,2015-04-29,Senate Third Reading Passed - No Amendments,4
SJM15-001,2015,RS,2015-05-04,Introduced In House - Assigned to Education,5
SJM15-001,2015,RS,2015-05-04,House Committee on Education Refer Unamended to House Committee of the Whole,6
SJM15-001,2015,RS,2015-05-04,House Third Reading Laid Over Daily - No Amendments,7
SJM15-001,2015,RS,2015-05-05,House Third Reading Passed - No Amendments,8
SJM15-002,2015,RS,2015-04-17,Introduced In Senate - Assigned to,1
SJM15-002,2015,RS,2015-04-17,Senate Third Reading Laid Over Daily - No Amendments,2
SJM15-002,2015,RS,2015-04-20,Senate Third Reading Laid Over Daily - No Amendments,3
SJM15-002,2015,RS,2015-04-21,Senate Third Reading Laid Over Daily - No Amendments,4
SJM15-002,2015,RS,2015-04-22,Senate Third Reading Laid Over to 04/24/2015 - No Amendments,5
SJM15-002,2015,RS,2015-04-24,Senate Third Reading Laid Over Daily - No Amendments,6
SJM15-002,2015,RS,2015-04-27,Senate Third Reading Laid Over Daily - No Amendments,7
SJM15-002,2015,RS,2015-04-28,Senate Third Reading Laid Over Daily - No Amendments,8
SJM15-002,2015,RS,2015-04-29,Senate Third Reading Laid Over Daily - No Amendments,9
SJM15-002,2015,RS,2015-04-30,Senate Third Reading Laid Over Daily - No Amendments,10
SJM15-002,2015,RS,2015-05-01,Senate Third Reading Laid Over Daily - No Amendments,11
SJM15-002,2015,RS,2015-05-04,Senate Third Reading Laid Over Daily - No Amendments,12
SJM15-002,2015,RS,2015-05-05,Senate Third Reading Laid Over Daily - No Amendments,13
SJM15-002,2015,RS,2015-05-06,Introduced In House - Assigned to,14
SJM15-002,2015,RS,2015-05-06,Senate Third Reading Passed with Amendments - Floor,15
SJM15-002,2015,RS,2015-05-07,House Third Reading Lay on the Table-Deemed Lost - No Amendments,16
