bill_number,session,session_type,chamber,action_date,action,order
HB23-1002,2023,RS,House,2023-05-22,Signed by the Speaker of the House,14
HB23-1002,2023,RS,Senate,2023-05-22,Signed by the President of the Senate,15
HB23-1002,2023,RS,Governor,2023-05-22,Sent to the Governor,16
HB23-1002,2023,RS,Governor,2023-06-07,Governor Signed,17
HB23-1003,2023,RS,House,2023-01-09,Introduced In House - Assigned to Public & Behavioral Health & Human Services,1
HB23-1003,2023,RS,House,2023-02-07,House Committee on Public & Behavioral Health & Human Services Refer Amended to Appropriations,2
HB23-1003,2023,RS,House,2023-03-17,House Committee on Appropriations Refer Amended to House Committee of the Whole,3
HB23-1003,2023,RS,House,2023-03-17,"House Second Reading Special Order - Passed with Amendments - Committee, Floor",4
HB23-1003,2023,RS,House,2023-03-20,House Third Reading Passed - No Amendments,5
HB23-1003,2023,RS,Senate,2023-03-22,Introduced In Senate - Assigned to Health & Human Services,6
HB23-1003,2023,RS,Senate,2023-04-13,Senate Committee on Health & Human Services Refer Amended to Appropriations,7
HB23-1003,2023,RS,Senate,2023-04-24,Senate Committee on Appropriations Refer Amended to Senate Committee of the Whole,8
HB23-1003,2023,RS,Senate,2023-04-26,Senate Second Reading Laid Over Daily - No Amendments,9
HB23-1003,2023,RS,Senate,2023-04-28,"Senate Second Reading Special Order - Passed with Amendments - Committee, Floor",10
HB23-1003,2023,RS,Senate,2023-05-01,Senate Third Reading Passed - No Amendments,11
HB23-1003,2023,RS,House,2023-05-02,House Considered Senate Amendments - Result was to Concur - Repass,12
HB23-1003,2023,RS,House,2023-05-22,Signed by the Speaker of the House,13
HB23-1003,2023,RS,Senate,2023-05-22,Signed by the President of the Senate,14
HB23-1003,2023,RS,Governor,2023-05-22,Sent to the Governor,15
HB23-1003,2023,RS,Governor,2023-06-05,Governor Signed,16
HB23-1004,2023,RS,House,2023-01-09,Introduced In House - Assigned to Business Affairs & Labor,1
HB23-1004,2023,RS,House,2023-01-25,House Committee on Business Affairs & Labor Refer Amended to House Committee of the Whole,2
HB23-1004,2023,RS,House,2023-01-30,"House Second Reading Passed with Amendments - Committee, Floor",3
HB23-1004,2023,RS,House,2023-01-31,House Third Reading Passed - No Amendments,4
HB23-1004,2023,RS,Senate,2023-01-31,"Introduced In Senate - Assigned to Business, Labor, & Technology",5
HB23-1004,2023,RS,Senate,2023-03-02,"Senate Committee on Business, Labor, & Technology Refer Amended to Senate Committee of the Whole",6
HB23-1004,2023,RS,Senate,2023-03-07,Senate Second Reading Passed with Amendments - Committee,7
HB23-1004,2023,RS,Senate,2023-03-08,Senate Third Reading Laid Over Daily - No Amendments,8
HB23-1004,2023,RS,Senate,2023-03-09,Senate Third Reading Passed - No Amendments,9
HB23-1004,2023,RS,House,2023-03-10,House Considered Senate Amendments - Result was to Laid Over Daily,10
HB23-1004,2023,RS,House,2023-03-20,House Considered Senate Amendments - Result was to Concur - Repass,11
HB23-1004,2023,RS,House,2023-03-31,Signed by the Speaker of the House,12
HB23-1004,2023,RS,Senate,2023-04-03,Signed by the President of the Senate,13
HB23-1004,2023,RS,Governor,2023-04-03,Sent to the Governor,14
HB23-1004,2023,RS,Governor,2023-04-11,Governor Signed,15
HB23-1005,2023,RS,House,2023-01-09,Introduced In House - Assigned to Energy & Environment,1
HB23-1005,2023,RS,House,2023-01-26,House Committee on Energy & Environment Refer Unamended to House Committee of the Whole,2
HB23-1005,2023,RS,House,2023-02-02,House Second Reading Special Order - Passed - No Amendments,3
HB23-1005,2023,RS,House,2023-02-03,House Third Reading Passed - No Amendments,4
HB23-1005,2023,RS,Senate,2023-02-08,Introduced In Senate - Assigned to Transportation & Energy,5
HB23-1005,2023,RS,Senate,2023-02-22,Senate Committee on Transportation & Energy Refer Amended to Senate Committee of the Whole,6
HB23-1005,2023,RS,Senate,2023-02-27,Senate Second Reading Passed with Amendments - Committee,7
HB23-1005,2023,RS,Senate,2023-02-28,Senate Third Reading Passed - No Amendments,8
HB23-1005,2023,RS,House,2023-03-01,House Considered Senate Amendments - Result was to Concur - Repass,9
HB23-1005,2023,RS,House,2023-03-06,Signed by the Speaker of the House,10
HB23-1005,2023,RS,Senate,2023-03-06,Signed by the President of the Senate,11
HB23-1005,2023,RS,Governor,2023-03-07,Sent to the Governor,12
HB23-1005,2023,RS,Governor,2023-03-08,Governor Signed,13
HB23-1006,2023,RS,House,2023-01-09,Introduced In House - Assigned to Business Affairs & Labor,1
HB23-1006,2023,RS,House,2023-01-26,House Committee on Business Affairs & Labor Refer Amended to House Committee of the Whole,2
HB23-1006,2023,RS,House,2023-01-31,House Second Reading Laid Over Daily - No Amendments,3
HB23-1006,2023,RS,House,2023-02-01,House Second Reading Passed with Amendments - Committee,4
HB23-1006,2023,RS,House,2023-02-02,House Third Reading Passed - No Amendments,5
HB23-1006,2023,RS,Senate,2023-02-06,"Introduced In Senate - Assigned to Business, Labor, & Technology",6
HB23-1006,2023,RS,Senate,2023-03-09,"Senate Committee on Business, Labor, & Technology Refer Unamended to Senate Committee of the Whole",7
HB23-1006,2023,RS,Senate,2023-03-13,Senate Second Reading Laid Over Daily - No Amendments,8
HB23-1006,2023,RS,Senate,2023-03-14,Senate Second Reading Passed - No Amendments,9
HB23-1006,2023,RS,Senate,2023-03-15,Senate Third Reading Passed - No Amendments,10
HB23-1006,2023,RS,House,2023-03-21,Signed by the Speaker of the House,11
HB23-1006,2023,RS,Senate,2023-03-22,Signed by the President of the Senate,12
HB23-1006,2023,RS,Governor,2023-03-23,Sent to the Governor,13
HB23-1006,2023,RS,Governor,2023-03-31,Governor Signed,14
HB23-1007,2023,RS,House,2023-01-09,Introduced In House - Assigned to Education,1
HB23-1007,2023,RS,House,2023-02-01,House Committee on Education Refer Unamended to House Committee of the Whole,2
HB23-1007,2023,RS,House,2023-02-06,House Second Reading Passed - No Amendments,3
HB23-1007,2023,RS,House,2023-02-07,House Third Reading Passed - No Amendments,4
HB23-1007,2023,RS,Senate,2023-02-10,Introduced In Senate - Assigned to Education,5
HB23-1007,2023,RS,Senate,2023-02-27,Senate Committee on Education Refer Unamended - Consent Calendar to Senate Committee of the Whole,6
HB23-1007,2023,RS,Senate,2023-03-01,Senate Second Reading Passed - No Amendments,7
HB23-1007,2023,RS,Senate,2023-03-02,Senate Third Reading Passed - No Amendments,8
HB23-1007,2023,RS,House,2023-03-08,Signed by the Speaker of the House,9
HB23-1007,2023,RS,Senate,2023-03-08,Signed by the President of the Senate,10
HB23-1007,2023,RS,Governor,2023-03-09,Sent to the Governor,11
HB23-1007,2023,RS,Governor,2023-03-17,Governor Signed,12
HB23-1008,2023,RS,House,2023-01-09,Introduced In House - Assigned to Finance,1
HB23-1008,2023,RS,House,2023-02-13,House Committee on Finance Refer Amended to Appropriations,2
HB23-1008,2023,RS,House,2023-03-17,House Committee on Appropriations Refer Amended to House Committee of the Whole,3
HB23-1008,2023,RS,House,2023-03-17,"House Second Reading Special Order - Passed with Amendments - Committee, Floor",4
HB23-1008,2023,RS,House,2023-03-20,House Third Reading Passed - No Amendments,5
HB23-1008,2023,RS,Senate,2023-03-22,Introduced In Senate - Assigned to Finance,6
HB23-1008,2023,RS,Senate,2023-04-04,Senate Committee on Finance Refer Unamended to Appropriations,7
HB23-1008,2023,RS,Senate,2023-04-24,Senate Committee on Appropriations Refer Amended to Senate Committee of the Whole,8
HB23-1008,2023,RS,Senate,2023-04-26,"Senate Second Reading Passed with Amendments - Committee, Floor",9
HB23-1008,2023,RS,Senate,2023-04-27,Senate Third Reading Passed - No Amendments,10
HB23-1008,2023,RS,House,2023-04-28,House Considered Senate Amendments - Result was to Laid Over Daily,11
HB23-1008,2023,RS,House,2023-04-29,House Considered Senate Amendments - Result was to Concur - Repass,12
HB23-1008,2023,RS,House,2023-05-17,Signed by the Speaker of the House,13
HB23-1008,2023,RS,Senate,2023-05-17,Signed by the President of the Senate,14
HB23-1008,2023,RS,Governor,2023-05-17,Sent to the Governor,15
HB23-1008,2023,RS,Governor,2023-06-02,Governor Signed,16
HB23-1009,2023,RS,House,2023-01-09,Introduced In House - Assigned to Education,1
HB23-1009,2023,RS,House,2023-01-25,House Committee on Education Refer Amended to Appropriations,2
HB23-1009,2023,RS,House,2023-03-10,House Committee on Appropriations Refer Amended to House Committee of the Whole,3
HB23-1009,2023,RS,House,2023-03-14,"House Second Reading Passed with Amendments - Committee, Floor",4
HB23-1009,2023,RS,House,2023-03-15,House Third Reading Passed - No Amendments,5
HB23-1009,2023,RS,Senate,2023-03-16,Introduced In Senate - Assigned to Education,6
HB23-1009,2023,RS,Senate,2023-03-22,Senate Committee on Education Refer Unamended to Appropriations,7
HB23-1009,2023,RS,Senate,2023-04-06,Senate Committee on Appropriations Refer Unamended to Senate Committee of the Whole,8
HB23-1009,2023,RS,Senate,2023-04-11,Senate Second Reading Laid Over Daily - No Amendments,9
HB23-1009,2023,RS,Senate,2023-04-13,Senate Second Reading Passed with Amendments - Floor,10
HB23-1009,2023,RS,Senate,2023-04-14,Senate Third Reading Passed - No Amendments,11
HB23-1009,2023,RS,House,2023-04-18,House Considered Senate Amendments - Result was to Concur - Repass,12
HB23-1009,2023,RS,House,2023-04-25,Signed by the Speaker of the House,13
HB23-1009,2023,RS,Senate,2023-04-26,Signed by the President of the Senate,14
HB23-1009,2023,RS,Governor,2023-04-26,Sent to the Governor,15
HB23-1009,2023,RS,Governor,2023-04-26,Governor Signed,16
HB23-1010,2023,RS,House,2023-01-09,"Introduced In House - Assigned to Agriculture, Water & Natural Resources",1
HB23-1010,2023,RS,House,2023-01-23,"House Committee on Agriculture, Water & Natural Resources Postpone Indefinitely",2
HB23-1011,2023,RS,House,2023-01-09,"Introduced In House - Assigned to Agriculture, Water & Natural Resources",1
HB23-1011,2023,RS,House,2023-02-06,"House Committee on Agriculture, Water & Natural Resources Refer Amended to House Committee of the Whole",2
HB23-1011,2023,RS,House,2023-02-09,House Second Reading Laid Over Daily - No Amendments,3
HB23-1011,2023,RS,House,2023-02-13,House Second Reading Special Order - Laid Over Daily - No Amendments,4
HB23-1011,2023,RS,House,2023-02-17,"House Second Reading Special Order - Passed with Amendments - Committee, Floor",5
HB23-1011,2023,RS,House,2023-02-21,House Third Reading Passed with Amendments - Floor,6
HB23-1011,2023,RS,Senate,2023-02-23,Introduced In Senate - Assigned to Agriculture & Natural Resources,7
HB23-1011,2023,RS,Senate,2023-03-09,Senate Committee on Agriculture & Natural Resources Refer Amended to Senate Committee of the Whole,8
HB23-1011,2023,RS,Senate,2023-03-14,Senate Second Reading Laid Over Daily - No Amendments,9
HB23-1011,2023,RS,Senate,2023-03-15,"Senate Second Reading Passed with Amendments - Committee, Floor",10
HB23-1011,2023,RS,Senate,2023-03-16,Senate Third Reading Passed with Amendments - Floor,11
HB23-1011,2023,RS,House,2023-03-17,House Considered Senate Amendments - Result was to Laid Over Daily,12
HB23-1011,2023,RS,House,2023-03-20,House Considered Senate Amendments - Result was to Not Concur - Request Conference Committee,13
HB23-1011,2023,RS,ConfComm,2023-03-27,First Conference Committee Result was to Adopt Rerevised w/ Amendments,14
HB23-1011,2023,RS,Senate,2023-03-30,Senate Consideration of First Conference Committee Report result was to Adopt Committee Report - Repass,15
HB23-1011,2023,RS,House,2023-04-11,House Consideration of First Conference Committee Report result was to Adopt Committee Report - Repass,16
HB23-1011,2023,RS,House,2023-04-20,Signed by the Speaker of the House,17
HB23-1011,2023,RS,Senate,2023-04-20,Signed by the President of the Senate,18
HB23-1011,2023,RS,Governor,2023-04-21,Sent to the Governor,19
HB23-1011,2023,RS,Governor,2023-04-25,Governor Signed,20
HB23-1012,2023,RS,House,2023-01-09,Introduced In House - Assigned to Judiciary,1
HB23-1012,2023,RS,House,2023-01-24,House Committee on Judiciary Refer Amended to Appropriations,2
HB23-1012,2023,RS,House,2023-03-17,House Committee on Appropriations Refer Amended to House Committee of the Whole,3
HB23-1012,2023,RS,House,2023-03-17,House Second Reading Special Order - Passed with Amendments - Committee,4
HB23-1012,2023,RS,House,2023-03-20,House Third Reading Passed - No Amendments,5
HB23-1012,2023,RS,Senate,2023-03-22,Introduced In Senate - Assigned to Judiciary,6
HB23-1012,2023,RS,Senate,2023-04-10,Senate Committee on Judiciary Refer Unamended to Appropriations,7
HB23-1012,2023,RS,Senate,2023-04-18,Senate Committee on Appropriations Refer Unamended to Senate Committee of the Whole,8
HB23-1012,2023,RS,Senate,2023-04-20,Senate Second Reading Passed - No Amendments,9
HB23-1012,2023,RS,Senate,2023-04-21,Senate Third Reading Passed - No Amendments,10
HB23-1012,2023,RS,House,2023-05-04,Signed by the Speaker of the House,11
HB23-1012,2023,RS,Senate,2023-05-05,Signed by the President of the Senate,12
HB23-1012,2023,RS,Governor,2023-05-05,Sent to the Governor,13
HB23-1012,2023,RS,Governor,2023-05-16,Governor Signed,14
HB23-1013,2023,RS,House,2023-01-09,Introduced In House - Assigned to Judiciary,1
HB23-1013,2023,RS,House,2023-01-31,House Committee on Judiciary Refer Amended to Appropriations,2
HB23-1013,2023,RS,House,2023-04-21,House Committee on Appropriations Refer Amended to House Committee of the Whole,3
HB23-1013,2023,RS,House,2023-04-21,House Second Reading Special Order - Passed with Amendments - Committee,4
HB23-1013,2023,RS,House,2023-04-24,House Third Reading Passed - No Amendments,5
HB23-1013,2023,RS,Senate,2023-04-25,Introduced In Senate - Assigned to Judiciary,6
HB23-1013,2023,RS,Senate,2023-05-01,Senate Committee on Judiciary Refer Unamended to Appropriations,7
HB23-1013,2023,RS,Senate,2023-05-02,Senate Committee on Appropriations Refer Amended - Consent Calendar to Senate Committee of the Whole,8
HB23-1013,2023,RS,Senate,2023-05-02,Senate Second Reading Special Order - Passed with Amendments - Committee,9
HB23-1013,2023,RS,Senate,2023-05-03,Senate Third Reading Passed - No Amendments,10
HB23-1013,2023,RS,House,2023-05-04,House Considered Senate Amendments - Result was to Concur - Repass,11
HB23-1013,2023,RS,House,2023-05-17,Signed by the Speaker of the House,12
HB23-1013,2023,RS,Senate,2023-05-17,Signed by the President of the Senate,13
HB23-1013,2023,RS,Governor,2023-05-17,Sent to the Governor,14
HB23-1013,2023,RS,Governor,2023-06-05,Governor Signed,15
HB23-1014,2023,RS,House,2023-01-09,"Introduced In House - Assigned to Transportation, Housing & Local Government",1
HB23-1014,2023,RS,House,2023-02-01,"House Committee on Transportation, Housing & Local Government Refer Amended to House Committee of the Whole",2
HB23-1014,2023,RS,House,2023-02-06,House Second Reading Passed with Amendments - Committee,3
HB23-1014,2023,RS,House,2023-02-07,House Third Reading Passed - No Amendments,4
HB23-1014,2023,RS,Senate,2023-02-08,Introduced In Senate - Assigned to Transportation & Energy,5
HB23-1014,2023,RS,Senate,2023-02-22,Senate Committee on Transportation & Energy Refer Unamended - Consent Calendar to Senate Committee of the Whole,6
HB23-1014,2023,RS,Senate,2023-02-27,Senate Second Reading Passed with Amendments - Floor,7
HB23-1014,2023,RS,Senate,2023-02-28,Senate Third Reading Passed - No Amendments,8
HB23-1014,2023,RS,House,2023-03-01,House Considered Senate Amendments - Result was to Concur - Repass,9
HB23-1014,2023,RS,House,2023-03-15,Signed by the Speaker of the House,10
HB23-1014,2023,RS,Senate,2023-03-16,Signed by the President of the Senate,11
HB23-1014,2023,RS,Governor,2023-03-16,Sent to the Governor,12
HB23-1014,2023,RS,Governor,2023-03-23,Governor Signed,13
HB23-1015,2023,RS,House,2023-01-09,Introduced In House - Assigned to Finance,1
HB23-1015,2023,RS,House,2023-02-06,House Committee on Finance Refer Amended to Appropriations,2
HB23-1015,2023,RS,House,2023-03-03,House Committee on Appropriations Refer Unamended to House Committee of the Whole,3
HB23-1015,2023,RS,House,2023-03-03,House Second Reading Special Order - Passed with Amendments - Committee,4
HB23-1015,2023,RS,House,2023-03-06,House Third Reading Passed - No Amendments,5
HB23-1015,2023,RS,Senate,2023-03-09,Introduced In Senate - Assigned to Finance,6
HB23-1015,2023,RS,Senate,2023-03-28,Senate Committee on Finance Refer Amended - Consent Calendar to Senate Committee of the Whole,7
HB23-1015,2023,RS,Senate,2023-03-31,Senate Second Reading Passed with Amendments - Committee,8
HB23-1015,2023,RS,Senate,2023-04-03,Senate Third Reading Passed - No Amendments,9
HB23-1015,2023,RS,House,2023-04-04,House Considered Senate Amendments - Result was to Laid Over Daily,10
HB23-1015,2023,RS,House,2023-04-13,House Considered Senate Amendments - Result was to Concur - Repass,11
HB23-1015,2023,RS,House,2023-04-24,Signed by the Speaker of the House,12
HB23-1015,2023,RS,Senate,2023-04-24,Signed by the President of the Senate,13
HB23-1015,2023,RS,Governor,2023-04-25,Sent to the Governor,14
HB23-1015,2023,RS,Governor,2023-05-01,Governor Signed,15
HB23-1016,2023,RS,House,2023-01-09,Introduced In House - Assigned to Finance,1
HB23-1016,2023,RS,House,2023-01-30,House Committee on Finance Refer Amended to Appropriations,2
HB23-1016,2023,RS,House,2023-05-11,House Committee on Appropriations Lay Over Unamended - Amendment(s) Failed,3
HB23-1017,2023,RS,House,2023-01-09,Introduced In House - Assigned to Finance,1
HB23-1017,2023,RS,House,2023-02-06,House Committee on Finance Refer Unamended to Appropriations,2
HB23-1017,2023,RS,House,2023-04-21,House Committee on Appropriations Refer Amended to House Committee of the Whole,3
HB23-1017,2023,RS,House,2023-04-21,House Second Reading Special Order - Passed with Amendments - Committee,4
HB23-1017,2023,RS,House,2023-04-24,House Third Reading Passed - No Amendments,5
HB23-1017,2023,RS,Senate,2023-04-25,Introduced In Senate - Assigned to Finance,6
HB23-1017,2023,RS,Senate,2023-05-02,Senate Committee on Finance Refer Unamended to Appropriations,7
HB23-1017,2023,RS,Senate,2023-05-04,Senate Committee on Appropriations Refer Amended to Senate Committee of the Whole,8
HB23-1017,2023,RS,Senate,2023-05-04,Senate Second Reading Special Order - Passed with Amendments - Committee,9
HB23-1017,2023,RS,Senate,2023-05-05,Senate Third Reading Passed - No Amendments,10
HB23-1017,2023,RS,House,2023-05-07,House Considered Senate Amendments - Result was to Laid Over Daily,11
HB23-1017,2023,RS,House,2023-05-07,House Considered Senate Amendments - Result was to Concur - Repass,12
HB23-1017,2023,RS,House,2023-05-17,Signed by the Speaker of the House,13
HB23-1017,2023,RS,Senate,2023-05-17,Signed by the President of the Senate,14
HB23-1017,2023,RS,Governor,2023-05-17,Sent to the Governor,15
HB23-1017,2023,RS,Governor,2023-06-05,Governor Signed,16
HB23-1018,2023,RS,House,2023-01-09,"Introduced In House - Assigned to Agriculture, Water & Natural Resources",1
HB23-1018,2023,RS,House,2023-02-06,"House Committee on Agriculture, Water & Natural Resources Refer Amended to Finance",2
HB23-1018,2023,RS,House,2023-02-23,House Committee on Finance Refer Unamended to Appropriations,3
HB23-1018,2023,RS,House,2023-05-11,House Committee on Appropriations Lay Over Unamended - Amendment(s) Failed,4
HB23-1019,2023,RS,House,2023-01-09,Introduced In House - Assigned to Judiciary,1
HB23-1019,2023,RS,House,2023-03-15,House Committee on Judiciary Refer Amended to Appropriations,2
HB23-1019,2023,RS,House,2023-03-24,House Committee on Appropriations Refer Amended to House Committee of the Whole,3
HB23-1019,2023,RS,House,2023-03-27,House Second Reading Laid Over Daily - No Amendments,4
HB23-1019,2023,RS,House,2023-04-05,House Second Reading Special Order - Passed with Amendments - Committee,5
HB23-1019,2023,RS,House,2023-04-06,House Third Reading Passed - No Amendments,6
HB23-1019,2023,RS,Senate,2023-04-10,Introduced In Senate - Assigned to Judiciary,7
HB23-1019,2023,RS,Senate,2023-04-19,Senate Committee on Judiciary Lay Over Unamended - Amendment(s) Failed,8
HB23-1019,2023,RS,Senate,2023-04-26,Senate Committee on Judiciary Refer Amended to Appropriations,9
HB23-1019,2023,RS,Senate,2023-04-28,Senate Committee on Appropriations Refer Unamended to Senate Committee of the Whole,10
HB23-1019,2023,RS,Senate,2023-04-28,Senate Second Reading Special Order - Passed with Amendments - Committee,11
HB23-1019,2023,RS,Senate,2023-05-01,Senate Third Reading Passed - No Amendments,12
HB23-1019,2023,RS,House,2023-05-02,House Considered Senate Amendments - Result was to Not Concur - Request Conference Committee,13
HB23-1019,2023,RS,ConfComm,2023-05-08,First Conference Committee Result was to Adopt Rerevised w/ Amendments,14
HB23-1019,2023,RS,Senate,2023-05-08,Senate Consideration of First Conference Committee Report result was to Adopt Committee Report - Repass,15
HB23-1019,2023,RS,House,2023-05-08,House Consideration of First Conference Committee Report result was to Adopt Committee Report - Repass,16
HB23-1019,2023,RS,House,2023-05-17,Signed by the Speaker of the House,17
HB23-1019,2023,RS,Senate,2023-05-17,Signed by the President of the Senate,18
HB23-1019,2023,RS,Governor,2023-05-17,Sent to the Governor,19
HB23-1019,2023,RS,Governor,2023-06-05,Governor Signed,20
HB23-1020,2023,RS,House,2023-01-09,Introduced In House - Assigned to Business Affairs & Labor,1
HB23-1020,2023,RS,House,2023-02-23,House Committee on Business Affairs & Labor Refer Amended to Finance,2
HB23-1020,2023,RS,House,2023-03-27,House Committee on Finance Witness Testimony and/or Committee Discussion Only,3
HB23-1020,2023,RS,House,2023-04-03,House Committee on Finance Refer Amended to Appropriations,4
HB23-1020,2023,RS,House,2023-05-02,House Committee on Appropriations Refer Amended to House Committee of the Whole,5
HB23-1020,2023,RS,House,2023-05-02,"House Second Reading Special Order - Passed with Amendments - Committee, Floor",6
HB23-1020,2023,RS,House,2023-05-03,House Third Reading Passed - No Amendments,7
HB23-1020,2023,RS,Senate,2023-05-03,Introduced In Senate - Assigned to Finance,8
HB23-1020,2023,RS,Senate,2023-05-04,Senate Committee on Finance Refer Amended to Appropriations,9
HB23-1021,2023,RS,House,2023-01-09,Introduced In House - Assigned to Finance,1
HB23-1021,2023,RS,House,2023-01-30,House Committee on Finance Refer Unamended to House Committee of the Whole,2
HB23-1021,2023,RS,House,2023-02-02,House Second Reading Passed with Amendments - Floor,3
HB23-1021,2023,RS,House,2023-02-03,House Third Reading Passed - No Amendments,4
HB23-1021,2023,RS,Senate,2023-02-06,Introduced In Senate - Assigned to Finance,5
HB23-1021,2023,RS,Senate,2023-02-28,Senate Committee on Finance Refer Unamended - Consent Calendar to Senate Committee of the Whole,6
HB23-1021,2023,RS,Senate,2023-03-03,Senate Second Reading Special Order - Passed - No Amendments,7
HB23-1021,2023,RS,Senate,2023-03-06,Senate Third Reading Passed - No Amendments,8
HB23-1021,2023,RS,House,2023-03-15,Signed by the Speaker of the House,9
HB23-1021,2023,RS,Senate,2023-03-16,Signed by the President of the Senate,10
HB23-1021,2023,RS,Governor,2023-03-16,Sent to the Governor,11
HB23-1021,2023,RS,Governor,2023-03-23,Governor Signed,12
HB23-1022,2023,RS,House,2023-01-09,"Introduced In House - Assigned to Transportation, Housing & Local Government",1
HB23-1022,2023,RS,House,2023-02-01,"House Committee on Transportation, Housing & Local Government Refer Amended to Finance",2
HB23-1022,2023,RS,House,2023-02-13,House Committee on Finance Refer Amended to Appropriations,3
HB23-1022,2023,RS,House,2023-03-03,House Committee on Appropriations Refer Amended to House Committee of the Whole,4
HB23-1022,2023,RS,House,2023-03-03,House Second Reading Special Order - Passed with Amendments - Committee,5
HB23-1022,2023,RS,House,2023-03-06,House Third Reading Passed - No Amendments,6
HB23-1022,2023,RS,Senate,2023-03-09,Introduced In Senate - Assigned to Transportation & Energy,7
HB23-1022,2023,RS,Senate,2023-03-22,Senate Committee on Transportation & Energy Refer Unamended to Appropriations,8
HB23-1022,2023,RS,Senate,2023-03-31,Senate Committee on Appropriations Refer Unamended - Consent Calendar to Senate Committee of the Whole,9
HB23-1022,2023,RS,Senate,2023-03-31,Senate Second Reading Special Order - Passed - No Amendments,10
HB23-1022,2023,RS,Senate,2023-04-03,Senate Third Reading Passed - No Amendments,11
HB23-1022,2023,RS,House,2023-04-12,Signed by the Speaker of the House,12
HB23-1022,2023,RS,Senate,2023-04-13,Signed by the President of the Senate,13
HB23-1022,2023,RS,Governor,2023-04-14,Sent to the Governor,14
HB23-1022,2023,RS,Governor,2023-04-24,Governor Signed,15
HB23-1023,2023,RS,House,2023-01-09,"Introduced In House - Assigned to Transportation, Housing & Local Government",1
HB23-1023,2023,RS,House,2023-02-07,"House Committee on Transportation, Housing & Local Government Refer Unamended to House Committee of the Whole",2
HB23-1023,2023,RS,House,2023-02-10,House Second Reading Special Order - Passed - No Amendments,3
HB23-1023,2023,RS,House,2023-02-13,House Third Reading Passed - No Amendments,4
HB23-1023,2023,RS,Senate,2023-02-13,Introduced In Senate - Assigned to Local Government & Housing,5
HB23-1023,2023,RS,Senate,2023-02-21,Senate Committee on Local Government & Housing Witness Testimony and/or Committee Discussion Only,6
HB23-1023,2023,RS,Senate,2023-02-28,Senate Committee on Local Government & Housing Refer Unamended - Consent Calendar to Senate Committee of the Whole,7
HB23-1023,2023,RS,Senate,2023-03-03,Senate Second Reading Special Order - Passed - No Amendments,8
HB23-1023,2023,RS,Senate,2023-03-06,Senate Third Reading Passed - No Amendments,9
HB23-1023,2023,RS,House,2023-03-08,Signed by the Speaker of the House,10
HB23-1023,2023,RS,Senate,2023-03-08,Signed by the President of the Senate,11
HB23-1023,2023,RS,Governor,2023-03-09,Sent to the Governor,12
HB23-1023,2023,RS,Governor,2023-03-17,Governor Signed,13
HB23-1024,2023,RS,House,2023-01-09,Introduced In House - Assigned to Judiciary,1
