bill_number,session,session_type,bill_type,title,keywords,status,primary_sponsors,sponsors,cosponsors,house_committee,senate_committee,long_title,summary,bill_url
HB17-1011,2017,RS,Bill,Statute Of Limitation Discipline Mental Health Professional,State Government,Introduced; Passed; Became Law,Representative Jovan Melton; Senator Jack Tate,,Sen. J. Cooke; Sen. R. Fields; Sen. K. Grantham; Sen. J. Kefalas; Sen. K. Lambert; Sen. B. Martinez Humenik; Sen. M. Merrifield; Sen. R. Scott; Sen. J. Smallwood; Sen. N. Todd; Sen. A. Williams,"Health, Insurance, & Environment",Health & Human Services,"Concerning a limitation on when certain disciplinary actions may be commenced against a mental health professional, and, in connection therewith, requiring that a mental health professional provide notice to former clients regarding record retention and that all complaints be resolved by the agency within two years after the date the complaint was filed.",The bill requires that any complaint filed with the division of professions and occupations in the department of regulatory agencies against a mental health professional alleging a maintenance-of-records violation must be commenced within 7 years after the alleged act or failure to act giving rise to the complaint. Mental health professionals must give notice to former clients that a client's records may not be retained after the 7-year period. Complaints subject to the 7-year filing period must be resolved by the agency within 2 years after the date the complaint was filed. (Note: This summary applies to the reengrossed version of this bill as introduced in the second house.),https://leg.colorado.gov/bills/HB17-1011
HB17-1012,2017,RS,Bill,Pueblo Chile Vehicle License Plate,Transportation & Motor Vehicles,Introduced; Passed; Became Law,Representative Daneya Esgar; Senator Leroy Garcia,,Sen. I. Aguilar; Sen. L. Crowder; Sen. B. Gardner; Sen. K. Grantham; Sen. J. Kefalas; Sen. A. Kerr; Sen. K. Lambert; Sen. M. Merrifield; Sen. D. Moreno; Sen. J. Tate; Sen. N. Todd,Transportation & Energy,Finance,Concerning the creation of a Pueblo chile license plate.,"The bill creates the Pueblo chile special license plate. In addition to the standard motor vehicle fees, the plate requires 2 one-time fees of $25. One of the fees is credited to the highway users tax fund and the other to the licensing services cash fund. (Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)",https://leg.colorado.gov/bills/HB17-1012
HB17-1013,2017,RS,Bill,Free Exercise Of Religion,State Government,Introduced; Lost,Representative Stephen Humphrey; Representative Dave Williams; Senator Vicki Marble; Senator Tim Neville,Rep. J. Becker; Rep. P. Buck; Rep. T. Carver; Rep. J. Everett; Rep. T. Leonard; Rep. K. Lewis; Rep. C. Navarro; Rep. P. Neville; Rep. D. Nordberg; Rep. K. Ransom; Rep. C. Wist; Sen. C. Holbert; Sen. K. Lundberg,,"State, Veterans, and Military Affairs",,Concerning a person's free exercise of religion.,"The bill: Specifies that no state action may burden a person's exercise of religion, even if the burden results from a rule of general applicability, unless it is demonstrated that applying the burden to a person's exercise of religion is essential to further a compelling governmental interest and the least restrictive means of furthering that compelling governmental interest; Defines 'exercise of religion' as the practice or observance of religion. The bill specifies that exercise of religion includes the ability to act or refuse to act in a manner substantially motivated by a person's sincerely held religious beliefs, whether or not the exercise is compulsory or central to a larger system of religious belief; except that it does not include the ability to act or refuse to act based on race or ethnicity. Provides a claim or defense to a person whose exercise of religion is burdened by state action; and Specifies that nothing in the bill creates any rights by an employee against an employer unless the employer is a government employer. (Note: This summary applies to this bill as introduced.)",https://leg.colorado.gov/bills/HB17-1013
HB17-1014,2017,RS,Bill,Election Offenses Committed By A Voter,Elections & Redistricting,Introduced; Passed; Became Law,Representative Paul Rosenthal; Representative Dave Williams; Senator Owen Hill; Senator Kerry Donovan,,Sen. R. Baumgardner; Sen. J. Cooke; Sen. L. Crowder; Sen. L. Garcia; Sen. B. Gardner; Sen. K. Grantham; Sen. L. Guzman; Sen. D. Moreno; Sen. T. Neville; Sen. J. Sonnenberg,"State, Veterans, and Military Affairs","State, Veterans, & Military Affairs",Concerning the elimination of the criminal penalty imposed upon an elector for disclosing the contents of the elector's voted ballot.,"For elections conducted under both the 'Uniform Election Code of 1992' (uniform code) and the 'Municipal Election Code of 1965' (municipal code), an elector who shows his or her ballot after it is prepared for voting in such a way as to reveal its contents, commonly known and referred to as a 'ballot selfie', is subject to a criminal misdemeanor penalty. Section 1 of the bill modifies the ballot selfie prohibition in the uniform code. Specifically, section 1 deletes existing language prohibiting a voter from showing his ballot after it is prepared for voting to any person in such a way as to reveal its contents. Under the bill, any voter may show his or her voted ballot to any other person as long as the disclosure is not undertaken in furtherance of any election violation proscribed in the uniform code. The bill further provides that any voter makes available an image of the voter's own ballot through electronic means after it is prepared for voting is deemed to have consented to the transmittal of that image. The ability of a voter to exercise such right at a voter service and polling center (VSPC) or at any other location at which votes are being tabulated is subject to the power of a county clerk and recorder to monitor activity at such VSPC or other location, including placing reasonable restrictions on the use of photography in such settings or imposing other restrictions on activity in such settings as the county clerk and recorder finds necessary, to ensure the fair and efficient conduct of elections. Section 2 of the bill makes parallel modifications to the municipal code as section 1 of the bill makes to the uniform code regarding ballot selfie requirements. (Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)",https://leg.colorado.gov/bills/HB17-1014
HB17-1015,2017,RS,Bill,Clarify Good Time Sentence Reductions In Jails,"Crimes, Corrections, & Enforcement",Introduced; Passed; Became Law,Representative Edie Hooton; Senator John Cooke,,Sen. L. Crowder; Sen. S. Fenberg; Sen. K. Grantham; Sen. B. Martinez Humenik; Sen. M. Merrifield; Sen. D. Moreno; Sen. J. Tate,Judiciary,Judiciary,Concerning clarifying the manner in which reductions of inmates' sentences are administered in county jails.,The bill consolidates and clarifies various statutory sections concerning reductions of sentences for county jail inmates. (Note: This summary applies to the reengrossed version of this bill as introduced in the second house.),https://leg.colorado.gov/bills/HB17-1015
HB17-1016,2017,RS,Bill,Exclude Value Mineral Resources Tax Increment Financing Division,Fiscal Policy & Taxes; Local Government,Introduced; Passed; Became Law,Representative Lori Saine; Representative Matt Gray; Senator Beth Humenik; Senator Rachel Zenzinger,,Sen. K. Priola,Local Government,Local Government,Concerning the ability of an urban renewal authority to exclude the valuation attributable to the extraction of mineral resources located within an urban renewal area from the total amount of taxable property subject to division for the purpose of financing urban renewal projects.,"The bill permits the governing body of a municipality, as applicable, to provide in an urban renewal plan that the valuation attributable to the extraction of mineral resources located within the urban renewal area is not subject to the division of taxes between base and incremental revenues that accompanies the tax increment financing of urban renewal projects. In such circumstances, the taxes levied on the valuation will be distributed to the public bodies as if the urban renewal plan was not in effect. The bill defines the terms 'mineral resources' and 'valuation attributable to the extraction of mineral resources.' (Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)",https://leg.colorado.gov/bills/HB17-1016
HB17-1017,2017,RS,Bill,County Surveyor Duties,Local Government,Introduced; Passed; Became Law,Representative Chris Kennedy; Senator Randy Baumgardner; Senator Cheri Jahn,,Sen. J. Cooke; Sen. B. Gardner; Sen. M. Jones; Sen. D. Kagan; Sen. A. Kerr; Sen. V. Marble,Local Government,Local Government,Concerning county surveyors.,"The bill clarifies the specific duties of a county surveyor and provides that certain services may be provided at the surveyor's discretion and when compensated by agreement between the surveyor and the board of county commissioners. The board of county commissioners may elect to have some of the discretionary services contracted out to a private surveyor or have other county departments perform the services. If the office of the county surveyor is vacant, current law requires the board of county commissioners to fill the vacancy within 90 days. The bill extends this period to 6 months. The bill modifies the process used to fix and define an indefinite boundary line between 2 counties. (Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)",https://leg.colorado.gov/bills/HB17-1017
HB17-1018,2017,RS,Bill,Extend Voter Approval Window For RTA Regional Transportation Authority Mill Levy,Fiscal Policy & Taxes; Local Government,Introduced; Passed; Became Law,Representative Diane Mitsch Bush; Representative Larry Liston; Senator Bob Gardner,,Sen. D. Coram; Sen. L. Crowder; Sen. K. Donovan; Sen. R. Fields; Sen. L. Guzman; Sen. M. Jones; Sen. D. Kagan; Sen. J. Kefalas; Sen. A. Kerr; Sen. M. Merrifield; Sen. D. Moreno; Sen. N. Todd; Sen. A. Williams; Sen. R. Zenzinger,Transportation & Energy,Local Government,Concerning extension of the authorization for a regional transportation authority to seek voter approval for a uniform mill levy on all taxable property within its territory.,"Current law authorizes a regional transportation authority to seek voter approval for a uniform mill levy of up to 5 mills on all taxable property within its territory, but the authorization is scheduled to repeal on January 1, 2019. The bill extends the authorization until January 1, 2029. (Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)",https://leg.colorado.gov/bills/HB17-1018
HB17-1019,2017,RS,Bill,Property Tax Redemption Third Party Costs,Fiscal Policy & Taxes; Local Government,Introduced; Passed; Became Law,Representative Donald Valdez; Senator Don Coram,,Sen. L. Crowder,Finance,Finance,Concerning the amounts collected by a county treasurer upon redemption of specified property interests from a tax sale.,"When property taxes are delinquent, a county treasurer issues a tax certificate, which is a lien on the property. The property can be redeemed upon paying the delinquent taxes, interest, and specified publication, abstract, and search fees. The bill now requires the repayment of any amounts paid to 3rd parties for computer software costs incurred in connection with processing the redemption. (Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)",https://leg.colorado.gov/bills/HB17-1019
HB17-1020,2017,RS,Bill,Staffing Task Force Mental Illness Justice Systems,State Government,Introduced; Passed; Became Law,Representative Jonathan Singer; Senator Beth Humenik,Rep. P. Lee,Sen. I. Aguilar; Sen. J. Cooke; Sen. L. Court; Sen. L. Crowder; Sen. S. Fenberg; Sen. R. Fields; Sen. L. Garcia; Sen. L. Guzman; Sen. C. Jahn; Sen. M. Jones; Sen. D. Kagan; Sen. J. Kefalas; Sen. A. Kerr; Sen. M. Merrifield; Sen. J. Tate; Sen. N. Todd; Sen. A. Williams; Sen. R. Zenzinger,Public Health Care & Human Services,Health & Human Services,concerning treatment of persons with mental illness in the criminal and juvenile justice systems.,Legislative Oversight Committee Concerning the Treatment of Persons with Mental Illness in the Criminal and Juvenile Justice Systems. The bill amends provisions in current statute to provide for ongoing staff support for the task force concerning treatment of persons with mental illness in the criminal and juvenile justice systems. (Note: This summary applies to the reengrossed version of this bill as introduced in the second house.),https://leg.colorado.gov/bills/HB17-1020
HB17-1021,2017,RS,Bill,Wage Theft Transparency Act,Labor & Employment,Introduced; Passed; Became Law,Representative Jessie Danielson; Senator John Cooke,,Sen. K. Donovan; Sen. S. Fenberg; Sen. R. Fields; Sen. M. Jones; Sen. J. Kefalas; Sen. M. Merrifield; Sen. D. Moreno; Sen. N. Todd; Sen. R. Zenzinger,Judiciary,"Business, Labor, & Technology",concerning an employer's violation of wage laws.,"Current law requires employers to release requested information to the division of labor standards and statistics (division) in the department of labor and employment and allows the division to have access to employers' premises and all books, records, and payrolls of employers. Current law also prohibits the release of any of this information obtained by the division if the release of the information might reveal a trade secret. The bill clarifies that information obtained by the division that relates to a finding by the division of a violation of wage laws is not confidential and shall be released to the public or for use in a court proceeding, unless the director of the division makes a determination that the information includes specific information that is a trade secret. (Note: This summary applies to this bill as introduced.)",https://leg.colorado.gov/bills/HB17-1021
HB17-1022,2017,RS,Bill,Teaching Competent History In Public Schools,Education & School Finance (Pre & K-12),Introduced; Lost,Representative Joseph Salazar; Senator Dominick Moreno,,,Education,"State, Veterans, & Military Affairs","Concerning teaching civil government in public schools, including the history, culture, and contributions of American Indians, Hispanic Americans, African Americans, and Asian Americans, and, in connection therewith, making an appropriation.","The bill mandates funding instruction in public schools of history and civil government of the United States and Colorado, including but not limited to the history, culture, and contributions of American Indians, Hispanic Americans, African Americans, and Asian Americans. Current law requires school districts to convene community forums to discuss the content standards in history and civil government at least once every 10 years. The bill requires the forums to be held at least every 2 years. The history, culture, and civil government in education commission is established to make recommendations to the state board of education when the state board performs the scheduled review of education standards in 2018 so those standards and programs accurately reflect the history, culture, and civil government of the United States and Colorado, including the contributions and influence of American Indians, Hispanic Americans, African Americans, and Asian Americans. (Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)",https://leg.colorado.gov/bills/HB17-1022
HB17-1023,2017,RS,Bill,Clarifying Deceptive Trade Practice Subpoenas,Business & Economic Development; State Government,Introduced; Passed; Became Law,Representative Tracy Kraft-Tharp; Representative Cole Wist; Senator Lois Court; Senator Chris Holbert,,Sen. B. Gardner; Sen. D. Kagan; Sen. B. Martinez Humenik; Sen. M. Merrifield; Sen. D. Moreno; Sen. R. Scott; Sen. J. Tate,Judiciary,Judiciary,Concerning a clarification of procedures for subpoenas for deceptive trade practices.,The bill clarifies that the attorney general or a district attorney may issue a subpoena to a person whom he or she has reasonable cause to believe has engaged or is engaging in a deceptive trade practice in violation of Colorado statute. It also specifies that the subpoena may be issued pursuant to rule 4 of the Colorado rules of civil procedure. (Note: This summary applies to the reengrossed version of this bill as introduced in the second house.),https://leg.colorado.gov/bills/HB17-1023
HB17-1024,2017,RS,Bill,Nonsubstantive Relocation Commission On Family Medicine,State Government,Introduced; Passed; Became Law,Representative Dan Thurlow; Senator Dominick Moreno,Rep. J. Arndt; Sen. C. Holbert; Sen. A. Kerr; Sen. J. Tate,,Public Health Care & Human Services,Health & Human Services,Concerning the nonsubstantive relocation of laws pertaining to the commission on family medicine.,"Statutory Revision Committee. The commission on family medicine (commission) is an advisory body within the department of health care policy and financing (HCPF). Currently, the laws governing the commission are located within title 25, Colorado Revised Statutes. Sections 1 and 4 of the bill relocate those laws to title 25.5, Colorado Revised Statutes, (the 'State Health Care Policy and Financing Act'), which title generally pertains to HCPF. Sections 2 and 3 make conforming amendments. (Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)",https://leg.colorado.gov/bills/HB17-1024
HB17-1025,2017,RS,Bill,Repeal Obsolete State Legislative District Laws,State Government,Introduced; Passed; Became Law,Representative Jeni Arndt; Senator Chris Holbert,Rep. D. Thurlow; Sen. A. Kerr; Sen. D. Moreno; Sen. J. Tate,Sen. J. Cooke; Sen. L. Crowder; Sen. D. Kagan; Sen. B. Martinez Humenik; Sen. M. Merrifield; Sen. N. Todd,"State, Veterans, and Military Affairs","State, Veterans, & Military Affairs",Concerning the repeal of obsolete laws relating to reapportionment of state legislative districts.,"Statutory Revision Committee. The general assembly formerly drew the boundaries of state senate and house of representative districts but was divested of this power upon the creation, via a ballot initiative in the 1974 general election, of the Colorado reapportionment commission. The bill repeals obsolete laws pertaining to: Districts drawn by the general assembly following the 1970 federal census; and The 6 house of representatives districts that were redrawn by the general assembly in 1998 to achieve compliance with the 'Voting Rights Act of 1965' following Sanchez v. State of Colorado, 97 F.3d 1303 (10th Cir. 1996) (cert. denied May 19, 1997). The repeal effected by the bill results in the removal of over 20,000 words from the Colorado Revised Statutes. (Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)",https://leg.colorado.gov/bills/HB17-1025
HB17-1026,2017,RS,Bill,Reverse Mortgage Repayment When Home Uninhabitable,Housing,Introduced; Lost,Representative Jonathan Singer; Senator Matt Jones,,,Local Government,"State, Veterans, & Military Affairs","Concerning the suspension of a borrower's obligation to repay a reverse mortgage when a force majeure renders the subject property uninhabitable as a principal residence, and, in connection therewith, directing the wildfire matters review committee to study this issue in 2017.","Wildfire Matters Review Committee. Under current law, the borrower in a reverse mortgage transaction is relieved of the obligation to occupy the subject property as a principal residence if the borrower is temporarily absent for up to 60 days or, if the property is adequately secured, up to one year. The bill directs the wildfire matters review committee to examine, in 2017, the circumstances giving rise to the introduced version of House Bill 17-1026, including the necessity and desirability of adding a third exception to the principal-residence requirement to cover situations in which a natural disaster or other serious incident beyond the borrower's control renders the property uninhabitable. (Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)",https://leg.colorado.gov/bills/HB17-1026
