bill_number,session,session_type,bill_type,title,keywords,status,primary_sponsors,sponsors,cosponsors,house_committee,senate_committee,long_title,summary,bill_url
HB17-1139,2017,RS,Bill,Medicaid Provider Compliance Billing Safety Rules,Health Care & Health Insurance,Introduced; Passed; Became Law,Representative Lois Landgraf; Representative Dafna Michaelson Jenet; Senator Beth Humenik; Senator John Kefalas,,Sen. I. Aguilar; Sen. A. Kerr; Sen. M. Merrifield; Sen. D. Moreno; Sen. N. Todd,Public Health Care & Human Services,"State, Veterans, & Military Affairs",Concerning improving medicaid client protections through effective enforcement of medicaid provider requirements.,"The bill subjects a provider of medicaid services to a civil monetary penalty if the provider improperly bills or seeks collection from a medicaid recipient or the estate of a medicaid recipient. The provider is also liable for a refund to the recipient of any amount unlawfully received from the recipient, including statutory interest, and for all amounts submitted to a collection agency in the name of the recipient. If, within 30 days, a provider voids the bill, returns any amounts unlawfully received, and makes every effort to resolve the collection action for the recipient, the provider is not subject to the penalties outlined in the bill. A provider is not subject to the penalties outlined in the bill if a person knowingly misrepresents his or her medicaid coverage status to the provider and the provider submits documentation relating to the misrepresentation. A provider may appeal the imposition of a civil monetary penalty. In addition, the bill allows the department of health care policy and financing (department) to require a corrective action plan from any provider who fails to comply with rules, manuals, or bulletins issued by the department, the medical services board, or the department's fiscal agent or from a provider whose activities endanger the health, safety, or welfare of a medicaid recipient. (Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)",https://leg.colorado.gov/bills/HB17-1139
HB17-1140,2017,RS,Bill,Enhance Student Support Colorado School of Mines Fee-for-service Funds,Higher Education,Introduced; Passed; Became Law,Representative Jessie Danielson; Senator Tim Neville,Rep. J. Buckner; Rep. P. Covarrubias; Rep. P. Lawrence; Rep. P. Lundeen; Rep. C. Navarro; Rep. D. Nordberg; Rep. B. Pettersen; Rep. L. Sias; Sen. B. Gardner; Sen. C. Jahn; Sen. K. Priola; Sen. N. Todd; Sen. R. Zenzinger,Sen. J. Cooke; Sen. L. Crowder; Sen. K. Grantham; Sen. O. Hill; Sen. D. Kagan; Sen. V. Marble; Sen. B. Martinez Humenik; Sen. M. Merrifield; Sen. D. Moreno; Sen. J. Tate,Education,Education,Concerning permitted uses of fee-for-service contract money by the Colorado school of mines.,"Currently, the Colorado school of mines (institution) must use its state fee-for-service contract money to provide merit- and need-based scholarships and graduate support funding to reduce tuition for in-state students. In addition to tuition supports, the bill allows the institution to use state fee-for-service contract money to fund services and programs described in the bill, including but not limited to counseling, academic support, student recruiting, and precollegiate programs. (Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)",https://leg.colorado.gov/bills/HB17-1140
HB17-1141,2017,RS,Bill,Equal Protection From Federal Employee Personal Attack,"Agriculture; Crimes, Corrections, & Enforcement; State Government",Introduced; Lost,Representative Kimmi Lewis,,,"State, Veterans, and Military Affairs",,Concerning the malicious deprivation of constitutional rights by a federal employee related to public lands.,"The bill makes it illegal for a person who is a federal employee acting under color of law to take any action: That deprives a range allotment owner of any property right appurtenant, inherent, or related to the range allotment, including the right to possess, use, dispose of, exclude other from, or defend the range allotment; and For which the deprivation offends due process or is a physical or regulatory taking without the payment of just compensation. A violation is an unclassified felony punishable by a fine of up to $500,000 and imprisonment of up to 5 years, or both. An owner who suffers a loss as a result of the person's actions also has a civil right of action to recover damages. (Note: This summary applies to this bill as introduced.)",https://leg.colorado.gov/bills/HB17-1141
HB17-1142,2017,RS,Bill,Electronic Court Hearing Notices,Courts & Judicial,Introduced; Passed; Became Law,Representative Dominique Jackson; Senator Bob Gardner,,Sen. L. Crowder; Sen. D. Kagan; Sen. B. Martinez Humenik; Sen. D. Moreno; Sen. K. Priola; Sen. J. Tate,Judiciary,Judiciary,Concerning notices of certain court proceedings.,"Under current law, the clerk of the court mails notice of the filing of certain petitions and the date and time of hearings on the petition to specified interested parties by registered mail. The bill changes the process so the clerk of the court may send the notice by first-class mail or electronically using the e-filing system of the judicial department. Under current law, if a respondent in a domestic relations action cannot be personally served and is served by publication, the clerk of the court is required to post a copy of the process on a bulletin board in the clerk's office for 35 days after the date of publication and may post the notice online on the court's website. The bill gives the clerk the option of posting the notice online on the court's website rather than on a bulletin board. The bill also updates the time frame for holding certain hearings to multiples of 7 days. (Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)",https://leg.colorado.gov/bills/HB17-1142
HB17-1143,2017,RS,Bill,Audits of Medicaid Client Correspondence,Health Care & Health Insurance,Introduced; Passed; Became Law,Representative Lois Landgraf; Senator Larry Crowder,,Sen. I. Aguilar; Sen. J. Cooke; Sen. O. Hill; Sen. C. Jahn; Sen. J. Kefalas; Sen. K. Lundberg; Sen. B. Martinez Humenik; Sen. M. Merrifield; Sen. D. Moreno; Sen. K. Priola; Sen. J. Smallwood; Sen. J. Tate,Public Health Care & Human Services,Health & Human Services,Concerning audits of correspondence sent to medicaid clients.,"Interim Study Committee on Communication Between the Department of Health Care Policy and Financing (HCPF) and Medicaid Clients. The bill directs the office of the state auditor (OSA) to conduct or cause to be conducted an audit of client correspondence, including letters and notices, sent to clients or potential clients in medicaid programs. The audits will be conducted in 2020 and 2023 and thereafter at the discretion of the state auditor. Among other items set forth in the bill, the performance audits will review client correspondence for readability, understandability, and accuracy. In addition, the audits will review available county data regarding customer contacts relating to client confusion with client correspondence. The OSA will report audit findings, conclusions, and recommendations to the legislative audit committee, the joint budget committee, the public health care and human services committee of the house of representatives, the health and human services committee of the senate, and the joint technology committee, or any successor committees. (Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)",https://leg.colorado.gov/bills/HB17-1143
HB17-1144,2017,RS,Bill,Amend Capital Construction Automatic Funding Mechanism,Capital Construction,Introduced; Passed; Became Law,Representative Daneya Esgar; Senator Randy Baumgardner,Rep. J. Becker; Rep. C. Hansen; Sen. J. Kefalas; Sen. J. Sonnenberg,,Finance,Finance,Concerning amendments to the automatic cash fund funding mechanism for payment of future costs attributable to certain of the state's capital assets.,"Capital Development Committee. In the case of appropriations for capital construction, not including information technology projects, the bill requires the general assembly to include an annual depreciation-lease equivalent payment line item payable from the cash fund that is the funding source for the capital construction appropriation in the operating section of the annual general appropriation act for each state agency. The bill also clarifies that one appropriation may be for the acquisition, repair, improvement, replacement, renovation, or construction of more than one capital asset. The bill clarifies that 'cash fund' does not include the money allocated to the division of parks and wildlife from lottery proceeds as specified in section 3 of article XXVII of the state constitution. (Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)",https://leg.colorado.gov/bills/HB17-1144
HB17-1145,2017,RS,Bill,Amateur Winemaker Tastings Contests & Judgings,Business & Economic Development,Introduced; Passed; Became Law,Representative Leslie Herod; Senator Bob Gardner,Rep. L. Liston; Rep. D. Nordberg; Rep. D. Pabon; Rep. Y. Willett,Sen. I. Aguilar; Sen. S. Fenberg; Sen. R. Fields; Sen. K. Grantham; Sen. M. Jones; Sen. A. Kerr; Sen. M. Merrifield; Sen. D. Moreno; Sen. T. Neville; Sen. J. Tate; Sen. N. Todd; Sen. A. Williams,Business Affairs and Labor,"Business, Labor, & Technology",Concerning authorization for amateur winemakers to enter wines in organized events.,"Current law exempts amateur beer brewers and winemakers from licensing. Current law also authorizes amateur beer brewers to enter their brews in organized events, such as contests, tastings, or judgings at licensed premises. The bill expands this authorization for events to winemakers who qualify for the amateur exemption. The wine portions are limited to 6 ounces and cannot be sold to the general public. (Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)",https://leg.colorado.gov/bills/HB17-1145
HB17-1146,2017,RS,Bill,Parents' Rights Related To Minors,Education & School Finance (Pre & K-12),Introduced; Lost,Representative Patrick Neville,Rep. P. Buck; Rep. J. Everett; Rep. S. Humphrey; Rep. T. Leonard; Rep. H. McKean; Rep. D. Nordberg; Rep. K. Ransom; Rep. L. Saine; Rep. K. Van Winkle; Rep. Y. Willett; Rep. D. Williams; Rep. J. Wilson; Rep. C. Wist,,"Health, Insurance, & Environment",,Concerning parents' rights for children.,"The bill allows qualified, per school district policy, employees to dispense over-the-counter medications to a student if the student's parent or legal guardian provided the school district with written general authorization to dispense such over-the-counter medications during a specified academic year. The bill grants criminal and civil immunity to such school employees if they acted with written authorization from the student's parent or legal guardian. The same authority and immunity is granted to child care providers, including employees or relatives in nonlicensed facilities, provided the person dispensing the over-the-counter medication has written general authority for a specific time period from the child's parent or legal guardian. The bill allows a parent or legal guardian to opt out of the collection and storage by a local education provider of any type of data related to his or her child. (Note: This summary applies to this bill as introduced.)",https://leg.colorado.gov/bills/HB17-1146
HB17-1147,2017,RS,Bill,Purpose Of Community Corrections,"Crimes, Corrections, & Enforcement",Introduced; Passed; Became Law,Representative Lang Sias; Senator Daniel Kagan,,Sen. I. Aguilar; Sen. L. Crowder; Sen. R. Fields; Sen. K. Grantham; Sen. L. Guzman; Sen. C. Jahn; Sen. J. Kefalas; Sen. A. Kerr; Sen. B. Martinez Humenik; Sen. M. Merrifield; Sen. D. Moreno; Sen. J. Tate; Sen. N. Todd,,Judiciary,Concerning defining the purposes of community corrections programs.,The bill provides the purposes of community corrections programs. (Note: This summary applies to the reengrossed version of this bill as introduced in the second house.),https://leg.colorado.gov/bills/HB17-1147
HB17-1148,2017,RS,Bill,Registration Of Industrial Hemp Cultivators,Agriculture,Introduced; Passed; Became Law,Representative Jeni Arndt; Senator John Cooke,Rep. J. Becker; Rep. P. Buck; Rep. C. Hansen; Rep. E. Hooton; Rep. D. Valdez; Rep. Y. Willett,Sen. R. Baumgardner; Sen. D. Coram; Sen. L. Court; Sen. L. Crowder; Sen. K. Grantham; Sen. M. Jones; Sen. A. Kerr; Sen. B. Martinez Humenik; Sen. M. Merrifield; Sen. K. Priola; Sen. R. Scott; Sen. J. Smallwood; Sen. J. Sonnenberg; Sen. J. Tate; Sen. N. Todd,"Agriculture, Livestock, & Natural Resources","Agriculture, Natural Resources, & Energy",Concerning applications for registration to cultivate industrial hemp.,"Industrial hemp - cultivators - disclosure of company managers, officers, directors, and owners - authority of the department to deny cultivation registration. The act adds a requirement that applicants for commercial industrial hemp cultivation registration provide the names of each officer, director, member, partner, or owner of 10% or more in the entity applying for registration. Applicants may be denied registration for up to 3 years if any individual or entity listed in the application was previously subject to discipline or if the individual or entity was previously listed by an entity that was subject to discipline. When a registration is suspended, revoked, or relinquished, a new application for registration may be denied for up to 3 years after the effective date of discipline. (Note: This summary applies to this bill as enacted.)",https://leg.colorado.gov/bills/HB17-1148
HB17-1149,2017,RS,Bill,Army Special Forces License Plate,Transportation & Motor Vehicles,Introduced; Passed; Became Law,Representative Tony Exum; Representative Dafna Michaelson Jenet; Senator Bob Gardner,,Sen. R. Baumgardner; Sen. J. Cooke; Sen. L. Crowder; Sen. R. Fields; Sen. K. Grantham; Sen. O. Hill; Sen. K. Lambert; Sen. K. Lundberg; Sen. V. Marble; Sen. B. Martinez Humenik; Sen. K. Priola; Sen. R. Scott; Sen. J. Tate; Sen. N. Todd; Sen. A. Williams,Transportation & Energy,Transportation,Concerning special license plates issued to members of the United States military who served in the United States Army special forces.,"Currently, the department of revenue issues special license plates to members and veterans of the United States Army special forces. The plates are restricted to people whose orders or DD214 form show an awarded prefix '3' or suffix 'S' or a designation of '5G', 18/180 series MOS, special forces tab, OSS, or UNPIK-8240. The bill removes the ability to get the special license plate based on an awarded 'S' suffix. (Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)",https://leg.colorado.gov/bills/HB17-1149
HB17-1150,2017,RS,Bill,No Bail For Stalking And Domestic Violence Offenders,"Courts & Judicial; Crimes, Corrections, & Enforcement",Introduced; Passed; Became Law,Representative Clarice Navarro; Senator Owen Hill,,Sen. J. Cooke; Sen. L. Crowder; Sen. S. Fenberg; Sen. B. Gardner; Sen. C. Jahn; Sen. J. Kefalas; Sen. A. Kerr; Sen. B. Martinez Humenik; Sen. M. Merrifield; Sen. K. Priola; Sen. J. Smallwood; Sen. J. Tate,Judiciary,"State, Veterans, & Military Affairs",Concerning disallowing a court from granting bail after conviction to offenders who have committed certain felony crimes.,"Current law allows a court to grant bail after a person is convicted, pending sentencing or appeal; except that no bail is allowed for persons convicted of certain specific crimes. To this list of crimes the bill adds a second or subsequent conviction for stalking that occurs within 7 years after the date of a prior offense for which the person was convicted; stalking when there was a protection order, injunction, or condition of bond, probation, or parole or any other court order in effect that protected the victim from the person; and any offense that includes an act of domestic violence if the defendant at the time of sentencing has been previously convicted of three or more prior offenses that included an act of domestic violence and that were separately brought and tried and arising out of separate criminal episodes. (Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)",https://leg.colorado.gov/bills/HB17-1150
HB17-1151,2017,RS,Bill,Electrical Assisted Bicycles Regulation Operation,Transportation & Motor Vehicles,Introduced; Passed; Became Law,Representative Chris Hansen; Representative Yeulin Willett; Senator Andy Kerr; Senator Owen Hill,Sen. B. Gardner,Sen. D. Kagan,Transportation & Energy,Transportation,Concerning the regulation of electrical assisted bicycles.,"Section 1 of the bill defines 3 classes of electrical assisted bicycle, depending on their top speed and whether the electric motor assists in propulsion only while the rider is pedaling or propels the bicycle independently. Sections 2 and 3 make technical and conforming amendments. Section 4 requires manufacturers to label electrical assisted bicycles as class 1, class 2, or class 3, as appropriate, and prohibits a person from modifying an electrical assisted bicycle without also relabeling it to accurately reflect its classification. Section 4 also requires all electrical assisted bicycles to comply with federal consumer product safety commission (CPSC) requirements and specified classes of electrical assisted bicycles to be equipped with appropriate braking systems and speedometers. Section 5 : Gives local governments the authority to allow or prohibit the use of specified classes of electrical assisted bicycles on pedestrian paths and bike paths; Prohibits a person under the age of 16 from riding a class 3 electrical assisted bicycle except as a passenger; For class 3 electrical assisted bicycles, requires all riders under 18 to wear a helmet certified by the CPSC or the American Society for Testing Materials; and Specifies that noncompliance with the helmet law does not constitute negligence or negligence per se in a lawsuit seeking damages. (Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)",https://leg.colorado.gov/bills/HB17-1151
HB17-1152,2017,RS,Bill,Federal Mineral Lease District Investment Authority,Fiscal Policy & Taxes; Natural Resources & Environment,Introduced; Passed; Became Law,Representative Yeulin Willett; Representative Diane Mitsch Bush; Senator Ray Scott,,Sen. R. Baumgardner; Sen. J. Cooke; Sen. D. Coram; Sen. L. Court; Sen. K. Donovan; Sen. R. Fields; Sen. L. Garcia; Sen. K. Grantham; Sen. L. Guzman; Sen. C. Jahn; Sen. J. Kefalas; Sen. V. Marble; Sen. M. Merrifield; Sen. T. Neville; Sen. K. Priola; Sen. J. Sonnenberg; Sen. J. Tate; Sen. N. Todd,Transportation & Energy,"Agriculture, Natural Resources, & Energy",Concerning the authority of a federal mineral lease district to manage a portion of the direct distribution of money from the local government mineral impact fund to counties for the benefit of impacted areas.,"The bill gives a federal mineral lease district (district) the option, but not the obligation, to invest a portion of the funding it receives from the local government mineral impact fund in a fund. Current law requires the district to distribute the funding to impacted areas in the district, but also allows the district to reserve all or a portion of the funding for use in subsequent years. The bill specifies that the district may appropriate and disburse any part of the invested funding and all sums in excess thereof, including interest, dividends, or similar appreciated values, but specifies that the district shall do so only upon the enactment of a resolution identifying the reason for the appropriation and disbursement. The bill specifies that the district may invest the funding subject to the district's investment policy and in any investment in which the board of trustees of the public employees' retirement association may invest the funds of the association, which are the same investments in which the state treasurer is authorized to invest the local government permanent fund, which is comprised of 50% of the federal mineral lease bonus payments. The bill allows the board of directors to engage the services of investment advisors, but specifies that the selection of investment advisors must be made following an open and competitive process. The bill also requires the district to adopt an investment policy resolution that must be reviewed annually and must include: An acknowledgment of the board of director's fiduciary responsibility with respect to oversight of the district's investment policy; Performance benchmarks for all investments and for all investment advisors who may be hired by the board of directors; A requirement for the preparation and publication of annual financial statements that must include, at a minimum, information regarding starting balances, contributions, investment income, and losses, if any, and any investment fees incurred; Careful consideration of investment fees or other brokerage costs which might reduce investment returns; and A requirement that the board of directors annually review the investments and annually set appropriations to be included in the trust fund. (Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)",https://leg.colorado.gov/bills/HB17-1152
HB17-1153,2017,RS,Bill,Highway Congestion Mitigation,Transportation & Motor Vehicles,Introduced; Lost,Representative Dave Williams; Representative Hugh McKean; Senator Bob Gardner,Rep. T. Carver; Rep. P. Covarrubias; Rep. S. Humphrey; Rep. L. Landgraf; Rep. P. Lawrence; Rep. L. Liston; Rep. P. Lundeen; Rep. P. Neville; Rep. D. Nordberg; Rep. K. Ransom; Rep. L. Saine; Rep. K. Van Winkle; Sen. O. Hill,,Transportation & Energy,,"Concerning the expansion of interstate highway 25 in conjunction with the mitigation of traffic congestion by clarifying that a high occupancy vehicle lane or a high occupancy toll lane is reserved for toll-free use by a vehicle carrying two or more individuals, including the driver.","The bill clarifies that high occupancy vehicle lanes are lanes on which a vehicle carrying 2 or more individuals, including the driver, may travel and that high occupancy toll lanes are lanes on which a vehicle carrying fewer than 2 individuals, including the driver, must pay a toll. The bill also raises the priority of currently unfunded projects to expand the capacity of interstate highway 25 between the town of Castle Rock and the town of Monument and between state highway 14 and state highway 66 (high priority projects) by: Requiring the department of transportation (CDOT) to put the high priority projects above all other unfunded projects on its priority list for project funding; Requiring all federal money received by CDOT that the federal government does not require to be allocated for other projects and that CDOT has not previously allocated for other projects to be used to fund the high priority projects before being used to fund other projects; and Requiring any environmental studies or other studies required to be completed before the high priority projects may begin to be completed no later than 6 months following the effective date of the bill and prohibiting study findings from being used to prevent the high priority projects from being undertaken. (Note: This summary applies to this bill as introduced.)",https://leg.colorado.gov/bills/HB17-1153
HB17-1154,2017,RS,Bill,Creation Of A Sister-state Relationship Program,Business & Economic Development; State Government,Introduced; Lost,Representative Paul Rosenthal; Senator Nancy Todd,,,Business Affairs and Labor,"State, Veterans, & Military Affairs",Concerning the creation of an international sister-state relationship program by the Colorado office of economic development.,The bill requires the Colorado office of economic development to establish and maintain an international sister-state relationship program. (Note: This summary applies to the reengrossed version of this bill as introduced in the second house.),https://leg.colorado.gov/bills/HB17-1154
HB17-1155,2017,RS,Bill,Cure Campaign Finance Reporting Deficiencies,Elections & Redistricting,Introduced; Passed; Became Law,Representative Dan Thurlow; Senator Bob Gardner,,Sen. O. Hill,"State, Veterans, and Military Affairs","State, Veterans, & Military Affairs",Concerning the ability to cure campaign finance reporting deficiencies without penalty.,"Upon receipt of a complaint alleging that a campaign finance disclosure report alleging a failure to file other information required to be filed or disclosed pursuant to the campaign finance provisions of the state constitution or the 'Fair Campaign Practices Act' (FCPA), the bill requires the secretary of state to give notice to the particular committee by e-mail of the deficiencies alleged in the complaint. Service of the notice does not toll or otherwise affect the 3-day period during which the secretary of state is required to refer a complaint to an administrative law judge under the state constitution. Upon receipt of the notice from the secretary of state, the committee may request from the appropriate officer a postponement of a hearing on the complaint and, if such request is timely submitted, has 15 business days from the date of the notice to file an addendum to the relevant report that cures any such deficiencies in the disclosure specified in the notice. The bill also requires the committee to also provide the complainant notice of the entity's intent to cure and a copy of the addendum on the same day that the addendum is filed with the secretary of state. Where the committee files an addendum that cures all deficiencies alleged in the complaint before the expiration of the 15-day period specified in the bill, the bill prohibits the appropriate officer from assessing a penalty against the committee that otherwise would have been assessed for the deficiencies for the period from the first date of the alleged violation through the expiration of the cure period. Upon filing an addendum to the relevant report by the committee that cures all such deficiencies, the appropriate officer is required to set a hearing within 30 days of the notice to determine whether all issues raised by the complaint have been resolved. If the committee or party treasurer fails to cure any such discrepancy, any penalty imposed for such deficiency continues to accrue until further resolution of the matter. The bill's requirements only apply in the case of a good faith effort by a committee to make timely disclosure in accordance with governing legal requirements or where the disclosure report is in substantial compliance with such legal requirements. The committee has the burden of demonstrating good faith or substantial compliance by a preponderance of the evidence at the hearing. Where the committee fails to satisfy its burden of demonstrating either good faith or substantial compliance, the bill requires the administrative law judge to impose a penalty of $50 per day for each day the committee has failed to file other information required to be filed or disclosed pursuant to the state constitution or the FCPA. (Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)",https://leg.colorado.gov/bills/HB17-1155
HB17-1156,2017,RS,Bill,Prohibits Conversion Therapy Mental Health Provider,Health Care & Health Insurance,Introduced; Lost,Representative Paul Rosenthal; Senator Stephen Fenberg,,,Public Health Care & Human Services,"State, Veterans, & Military Affairs",Concerning a prohibition on conversion therapy by a licensed mental health care provider.,"The bill prohibits a licensed physician specializing in psychiatry or a licensed or registered mental health care provider from engaging in conversion therapy with a patient under 18 years of age. A licensee who engages in these efforts is subject to disciplinary action by the appropriate licensing board. 'Conversion therapy' means efforts that seek to change an individual's sexual orientation, including efforts to change behaviors or gender expressions or to eliminate or reduce sexual or romantic attraction or feelings toward individuals of the same sex. (Note: This summary applies to this bill as introduced.)",https://leg.colorado.gov/bills/HB17-1156
HB17-1157,2017,RS,Bill,Bank And Credit Union Reliance On A Certificate Of Trust,Financial Services & Commerce,Introduced; Passed; Became Law,Representative Tracy Kraft-Tharp; Representative Dan Nordberg; Senator Kevin Priola,,Sen. B. Martinez Humenik; Sen. T. Neville; Sen. J. Smallwood; Sen. J. Tate,Business Affairs and Labor,Finance,Concerning reliance by a financial institution on a certificate of trust.,"Currently, a bank may rely on a certificate of trust when trustees open a trust deposit account. The bill requires trustees to provide additional information in a certificate of trust. The bill also permits a bank to rely on a certificate of trust for any transaction between the bank and the trustees unless the bank has knowledge that the certificate of trust is contrary to the trust agreement. Knowledge will not be inferred solely because the bank has a copy of the trust agreement. The bill allows credit unions to rely on a certificate of trust in the same manner as a bank. (Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)",https://leg.colorado.gov/bills/HB17-1157
HB17-1158,2017,RS,Bill,Charitable Solicitations Regulation,Business & Economic Development,Introduced; Passed; Became Law,Representative Hugh McKean; Senator Jim Smallwood; Senator Beth Humenik,,Sen. K. Priola,"State, Veterans, and Military Affairs","State, Veterans, & Military Affairs","Concerning the regulation of charitable solicitations by the secretary of state, and, in connection therewith, modifying and clarifying filing requirements and enforcement of the ""Colorado Charitable Solicitations Act"".","Section 1 of the bill clarifies that a charitable organization's registration with the secretary of state must be renewed on an annual basis if the charitable organization intends to solicit donations in Colorado, and an organization may not continue to solicit if it fails to renew its registration. The bill also requires an organization to update information in its registration within 30 days after any change. Sections 1 to 3 make consistent the requirements for affirmations and declarations required on various forms under the charitable solicitation laws so that these laws are consistent with the Multistate Registration and Filing Portal, Inc. Section 4 authorizes the secretary of state to promulgate rules providing for the withdrawal of an active registration by a charitable organization, professional fundraising consultant, or paid solicitor. Section 5 changes the time limit for a request for a hearing on the denial, suspension, or revocation of a registration from 5 days after receipt of notice of the action by the secretary of state to 30 days after the date of the notice. Section 6 deletes the requirement that an organization designate a registered agent for service of process and notices and substitutes a requirement that the organization provide an address of record. If no alternative address is provided, the address of the organization's principal place of business is its address of record. Section 7 specifies that if an organization fails to file its actual financial report to replace estimated financial reports, the organization is subject to statutory fines. Notice of the failure to file is deemed received if mailed twice to the organization's address of record and, if the organization has given the secretary of state an email address, sent twice to that email address. Section 7 also limits the penalties that can be assessed against a charitable organization that fails to both renew its registration and timely file a financial report in the same year. Section 8 makes the bill effective October 1, 2018. (Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)",https://leg.colorado.gov/bills/HB17-1158
HB17-1159,2017,RS,Bill,Remedies For Forcible Entry And Detainer,Civil Law,Introduced; Lost,Representative Jon Becker; Senator John Cooke,,,Judiciary,,Concerning actions related to forcible entry and detainer.,"The bill adds to the current descriptions of forcible detainer the act of a person preventing an owner from access to or possession of property by locking or changing the lock on the property. The bill creates a procedure for the plaintiff to seek a temporary, mandatory injunction giving the plaintiff possession of the property if a complaint for forcible entry or detainer is filed. The procedure requires the plaintiff to store any personal property found on the property but allows the plaintiff to recover the costs of the storage. The bill establishes as new crimes related to forcible entry and detainer the crimes of unlawful occupancy and unlawful reentry. (Note: This summary applies to this bill as introduced.)",https://leg.colorado.gov/bills/HB17-1159
HB17-1160,2017,RS,Bill,Kindergarten Through Third Grade English Learner Reading Assessment Language,Education & School Finance (Pre & K-12),Introduced; Passed; Became Law,Representative Millie Hamner; Representative James Wilson; Senator Kevin Priola; Senator Rhonda Fields,,Sen. I. Aguilar; Sen. L. Court; Sen. S. Fenberg; Sen. M. Jones; Sen. D. Kagan; Sen. J. Kefalas; Sen. A. Kerr; Sen. B. Martinez Humenik; Sen. M. Merrifield; Sen. D. Moreno; Sen. J. Tate; Sen. N. Todd; Sen. R. Zenzinger,Education,Education,Concerning authorizing a local education provider to determine the language in which a student who is an English language learner takes reading assessments in kindergarten through third grade.,"The bill specifies that, if a student enrolled in kindergarten or one of grades one through 3 is an English language learner, the school district or charter school in which the student is enrolled will decide whether the student takes the reading assessments in English or in the student's native language if there is an approved assessment available in the student's native language. If the student takes the assessments in his or her native language, the school district or charter school may also administer the assessments in English if requested by the student's parent. If a student who is an English language learner takes the reading assessments in his or her native language, the school district or charter school must determine the level of English proficiency at which the student will take the reading assessments in English and communicate that proficiency level to the student's parent. (Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)",https://leg.colorado.gov/bills/HB17-1160
HB17-1161,2017,RS,Bill,TIF Tax Increment Financing Transparency,Local Government,Introduced; Lost,Representative Susan Beckman,,,Business Affairs and Labor,,Concerning measures to promote transparency in connection with urban renewal projects allocating tax revenues.,"Not later than 90 days after the end of the first fiscal year of an urban renewal authority (authority) after the governing body of a municipality has approved an urban renewal plan (plan) that allocates any incremental property or sales tax revenues of any taxing entity other than the municipality, and on the same day each year thereafter, the bill requires the authority to prepare a report for public distribution. The authority is required to send a copy of the report by first class mail and by e-mail to each taxing entity other than the municipality whose incremental property or sales tax revenues will be allocated under the plan. The bill specifies items the report is to address. With the annual report, the bill also requires an authority to submit an independent audit of its financial status that is prepared by a certified public accountant attesting to the accuracy of the annual report. As part of the audit, the certified public accountant is also required to report whether the authority has used any incremental property or sales tax revenues for any unauthorized purposes other than for eligible costs. In connection with the preparation of the report, the authority must also provide any other financial information that is reasonably required by the governing body of the municipality. If the audit finds that any incremental property or sales tax revenues have been used for any unauthorized purposes, the authority is liable for the repayment of such incremental tax revenues to the taxing entities whose incremental property or sales tax revenues were allocated under the plan. (Note: This summary applies to this bill as introduced.)",https://leg.colorado.gov/bills/HB17-1161
HB17-1162,2017,RS,Bill,Outstanding Judgments And Driver's Licenses,Transportation & Motor Vehicles,Introduced; Passed; Became Law,Representative Matt Gray; Senator Bob Gardner,,Sen. J. Kefalas,Judiciary,Finance,"Concerning action that can be taken against an individual based on the individual's failure to pay for a traffic violation, and, in connection therewith, making an appropriation.","Under current law, driving under restraint is a misdemeanor punishable by up to 6 months in jail and up to a $500 fine. The bill decreases the penalty to a class A traffic infraction if the basis of the restraint is an outstanding judgment. (Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)",https://leg.colorado.gov/bills/HB17-1162
HB17-1163,2017,RS,Bill,Candidate Petition Filing Deadlines And Signatures,Elections & Redistricting,Introduced; Lost,Representative Justin Everett; Senator Tim Neville; Senator Vicki Marble,Rep. K. Ransom; Rep. D. Williams,,"State, Veterans, and Military Affairs",,"Concerning certain requirements affecting candidates seeking access to the ballot by means of a petition, and, in connection therewith, altering the deadlines by which candidate petitions are required to be filed and increasing the number of signatures needed to qualify petitions for candidates for the general assembly.",The bill extends the amount of time that elections officials may review candidate petitions by making a concomitant reduction in the amount of time that candidates may circulate such petitions. The bill also increases the number of signers needed to qualify petitions for candidates for certain partisan public offices. (Note: This summary applies to this bill as introduced.),https://leg.colorado.gov/bills/HB17-1163
