bill_number,session,session_type,bill_type,title,keywords,status,primary_sponsors,sponsors,cosponsors,house_committee,senate_committee,long_title,summary,bill_url
HB16-1145,2016,RS,Bill,Documentary Fee For Residential Real Property,Local Government,Introduced; Passed; Became Law,Representative Steve Lebsock; Senator Jake Tate,Rep. D. Thurlow; Sen. C. Holbert; Sen. J. Kefalas,Rep. R. Fields; Rep. S. Ryden; Sen. R. Baumgardner; Sen. L. Woods,Business Affairs and Labor,Local Government,Concerning the determination of the documentary fee imposed for recording a grant or conveyance of residential real property.,"The act changes the determination of the documentary fee for filing a real property conveyance document with a county clerk and recorder as follows: Eliminates any reduction for separate consideration paid for personal property from the total sales price; Generally requires the consideration amount listed on the grant or conveyance document to be used to determine the documentary fee; and If there is no consideration amount or the amount listed on the grant or conveyance document is $500 or less, and there is a related declaration filed, then the total sales price listed on the declaration is used to determine the documentary fee. The act also specifies that, unless a deed or other instrument includes a conspicuous statement or notation that the property is not to be regarded as residential, a grant or conveyance is regarded as residential real property for the purpose of determining the documentary fee. The act applies to fees imposed on documents recorded on or after July 1, 2016. (Note: This summary applies to this bill as enacted.)",https://leg.colorado.gov/bills/HB16-1145
HB16-1146,2016,RS,Bill,Born Alive Infant Protection Act,Children & Domestic Matters; State Government,Introduced; Lost,Representative Lois Landgraf; Representative Lang Sias,Rep. T. Carver; Rep. G. Klingenschmitt,,"State, Veterans, and Military Affairs",,Concerning statutory definitions related to human beings to include every infant human being who is born alive at any stage of development.,"The bill defines, for the purposes of all statutes, 'child', 'human being', 'individual', and 'person' as every infant human being who is born alive at any stage of development. The bill defines 'born alive' as, with respect to a human being, the complete expulsion or extraction from its mother a member of the species homo sapiens, at any stage of development, who after such expulsion or extraction breathes or has a beating heart, pulsation of the umbilical cord, or definite movement of voluntary muscles, regardless of whether the umbilical cord has been cut and regardless of whether the expulsion or extraction occurs as a result of natural or induced labor, cesarean section, or induced abortion. (Note: This summary applies to this bill as introduced.)",https://leg.colorado.gov/bills/HB16-1146
HB16-1147,2016,RS,Bill,Reduce C-SEAP Colorado State Employee Assistance Program Wait Times For Services,State Government,Introduced; Lost,Representative Clarice Navarro,,,"State, Veterans, and Military Affairs",,Concerning the reduction of wait times for state employees to receive services through the Colorado state employee assistance program.,"The Colorado state employee assistance program (C-SEAP) was established by the department of personnel over 30 years ago pursuant to the executive director of the department of personnel's statutory authority to establish and operate an employee assistance program to address personal problems and workplace issues faced by state employees and employers. C-SEAP provides a wide range of services for state employees and employers. While C-SEAP makes every effort to see employees or employers quickly in emergency situations, the wait time for services in less urgent situations would ideally be shorter than it is. The bill requires the executive director to ensure that any additional moneys that are appropriated to C-SEAP as a result of the bill will be used to reduce wait times for state employees and employers to receive services through C-SEAP. (Note: This summary applies to this bill as introduced.)",https://leg.colorado.gov/bills/HB16-1147
HB16-1148,2016,RS,Bill,Health Benefit Exchange Rules and Policies,Health Care & Health Insurance,Introduced; Passed; Became Law,Representative Lang Sias; Senator Ellen Roberts; Senator John Kefalas,Rep. D. Primavera,Rep. J. Brown; Rep. R. Fields; Rep. J. Ginal; Rep. S. Lontine; Rep. D. Mitsch Bush; Sen. I. Aguilar; Sen. R. Baumgardner; Sen. J. Cooke; Sen. L. Crowder; Sen. L. Garcia; Sen. K. Grantham; Sen. L. Guzman; Sen. R. Heath; Sen. O. Hill; Sen. C. Holbert; Sen. C. Jahn; Sen. M. Johnston; Sen. K. Lambert; Sen. K. Lundberg; Sen. V. Marble; Sen. B. Martinez Humenik; Sen. M. Merrifield; Sen. M. Scheffel; Sen. R. Scott; Sen. J. Sonnenberg; Sen. P. Steadman; Sen. J. Tate; Sen. N. Todd; Sen. L. Woods,"State, Veterans, and Military Affairs",Health & Human Services,Concerning the oversight authority of the health insurance exchange oversight committee with regard to policies that affect consumers proposed by the health benefit exchange.,The act requires the health insurance exchange oversight committee to operate technical and advisory groups on an ongoing basis to provide guidance at the direction of the board of directors of the exchange on issues that affect consumers. The groups are required to meet at least quarterly throughout the year for the first two years. The act requires public input regarding the issues discussed. (Note: This summary applies to this bill as enacted.),https://leg.colorado.gov/bills/HB16-1148
HB16-1149,2016,RS,Bill,Remove Budget Reporting Exemption HOAs Predate Act,Housing,Introduced; Passed; Became Law,Representative Jovan Melton; Senator Linda Newell,,Rep. R. Fields; Rep. D. Hullinghorst; Rep. S. Lebsock; Rep. P. Rosenthal; Rep. S. Ryden; Rep. A. Williams; Sen. M. Carroll; Sen. L. Crowder; Sen. R. Heath; Sen. J. Kefalas; Sen. A. Kerr; Sen. M. Merrifield; Sen. N. Todd,Local Government,Local Government,"Concerning a requirement that the executive board of a common interest community created in Colorado before July 1, 1992, comply with the budget reporting provision of the ""Colorado Common Interest Ownership Act"".","Common interest communities created before the July 1, 1992, enactment of the 'Colorado Common Interest Ownership Act' (Act) are exempt from many of the Act's provisions, including a provision that requires a common interest community's executive board to give notice to all unit owners of, and hold a meeting about, the executive board's adoption of a new proposed budget and that allows a majority of the unit owners to veto the board's proposed budget. Commencing July 1, 2018, common interest communities that predate the Act must comply with the budget reporting provision, but remain exempted from the majority veto provision. Cooperatives created on or after July 1, 1992, but before July 1, 1998, that have no more than ten units and are not subject to development rights may impose annual average common expense fees on unit owners in an amount not to exceed $400, which amount will be adjusted annually according to the consumer price index for the Denver-Boulder metropolitan area. (Note: This summary applies to this bill as enacted.)",https://leg.colorado.gov/bills/HB16-1149
HB16-1150,2016,RS,Bill,Counties Prohibit Underage Nicotine Possession,"Liquor, Tobacco, & Marijuana; Local Government",Introduced; Lost,Representative Kathleen Conti,Rep. P. Lawrence; Rep. J. Singer; Rep. J. Windholz,,Local Government,,Concerning a clarification of the prohibition against the possession of nicotine products by persons under eighteen years of age by explicitly allowing a county to enact its own prohibition.,"The bill clarifies that a county may enact an ordinance or resolution prohibiting a person who is under 18 years of age from possessing cigarettes, tobacco products, or nicotine products. (Note: This summary applies to this bill as introduced and does not reflect any amendments that were subsequently adopted.)",https://leg.colorado.gov/bills/HB16-1150
HB16-1151,2016,RS,Bill,Alcohol Beverage Expand Penalty Mitigation,"Business & Economic Development; Civil Law; Liquor, Tobacco, & Marijuana",Introduced; Passed; Became Law,Representative Dan Pabon; Senator Chris Holbert,Rep. D. Nordberg; Rep. P. Rosenthal; Rep. J. Singer; Sen. C. Jahn,Rep. K. Becker; Rep. R. Fields; Rep. T. Kraft-Tharp; Rep. S. Lontine; Rep. D. Mitsch Bush; Rep. E. Vigil; Sen. L. Crowder; Sen. L. Garcia; Sen. K. Grantham; Sen. R. Heath; Sen. M. Merrifield; Sen. M. Scheffel; Sen. J. Sonnenberg; Sen. L. Woods,Business Affairs and Labor,"Business, Labor, & Technology","Concerning the expansion of penalty mitigation under the alcohol beverage laws for vendors meeting the definition of a ""responsible vendor"" as provided by law.","The act requires state and local liquor licensing authorities to consider aggravating and mitigating factors to be considered when assessing penalties for violation of liquor laws, no only when persons under 21 years of age are used to investigate the sale of liquor to underage persons but also when licensees' employees violate certain provisions. The act also requires state and local liquor licensing authorities to consider it a mitigating factor for certain violations, including sales to minors, sales to visibly intoxicated patrons, and other violations approved by rule of the state licensing authority, if a licensee meets the requirements of a 'responsible vendor' as defined by law. (Note: This summary applies to this bill as enacted.)",https://leg.colorado.gov/bills/HB16-1151
HB16-1152,2016,RS,Bill,Department Of Corrections Medication Distribution,"Crimes, Corrections, & Enforcement",Introduced; Passed; Became Law,Representative Mike Foote; Senator John Cooke,,Rep. J. Brown; Rep. L. Court; Rep. R. Fields; Rep. D. Kagan; Rep. T. Kraft-Tharp; Rep. S. Lontine; Rep. P. Lundeen; Rep. E. McCann; Rep. J. Melton; Rep. D. Primavera; Rep. P. Rosenthal; Rep. L. Saine; Rep. J. Singer; Rep. M. Tyler; Rep. J. Wilson; Rep. F. Winter; Rep. D. Young; Sen. I. Aguilar; Sen. B. Cadman; Sen. K. Grantham; Sen. L. Guzman; Sen. R. Heath; Sen. O. Hill; Sen. C. Jahn; Sen. M. Jones; Sen. J. Kefalas; Sen. K. Lambert; Sen. B. Martinez Humenik; Sen. L. Newell; Sen. J. Sonnenberg; Sen. N. Todd; Sen. J. Ulibarri,Judiciary,"State, Veterans, & Military Affairs",Concerning the authority of the department of corrections to distribute medication.,The act authorizes the department of corrections (department) to distribute compounded and prepackaged medications to pharmacies affiliated with the department. (Note: This summary applies to this bill as enacted.),https://leg.colorado.gov/bills/HB16-1152
HB16-1153,2016,RS,Bill,Change Due Date For State Board Of Parole Report,"Crimes, Corrections, & Enforcement",Introduced; Passed; Became Law,Representative Jovan Melton; Senator John Cooke,,Rep. K. Becker; Rep. J. Salazar,Judiciary,Judiciary,Concerning the annual date by which the general assembly receives a report regarding outcomes of decisions made by the state board of parole.,The state board of parole and the division of criminal justice in the department of public safety report annually to the general assembly regarding outcomes of decisions by the state board of parole. The act changes the annual due date of the report from November 1 to March 31. (Note: This summary applies to this bill as enacted.),https://leg.colorado.gov/bills/HB16-1153
HB16-1154,2016,RS,Bill,Employer Definition Clarify Franchisee Status,Business & Economic Development; Labor & Employment,Introduced; Lost,Representative Brian DelGrosso,,,Local Government,,"Concerning clarification of the construction of the definition of ""employer"" dealing with the employer-employee relationship to include a requirement that an employer must exert a level of control over an employee, and, in connection therewith, providing that a franchisor is not an employer of a franchisee or a franchisee's employees.",The bill clarifies that the definition of 'employer' only includes a person that possesses authority to control an employee's terms and conditions of employment and actually exercises that authority directly. The bill specifies that a franchisor is not considered an employer of a franchisee's employees unless a court finds that a franchisor exercises a type or degree of control over the franchisee or the franchisee's employees not customarily exercised by a franchisor for the purpose of protecting the franchisor's trademarks and brand. (Note: This summary applies to this bill as introduced.),https://leg.colorado.gov/bills/HB16-1154
HB16-1155,2016,RS,Bill,Controlled-access Highway As County Primary Road,Local Government; Transportation & Motor Vehicles,Introduced; Passed; Became Law,Representative Lori Saine; Representative Diane Mitsch Bush; Senator Jerry Sonnenberg,Rep. J. Becker; Rep. P. Buck; Rep. D. Coram; Rep. S. Humphrey; Rep. J. Melton; Rep. D. Nordberg; Rep. K. Priola; Sen. V. Marble,Rep. J. Brown; Rep. G. Klingenschmitt; Rep. P. Neville; Sen. R. Baumgardner; Sen. J. Cooke; Sen. R. Heath; Sen. R. Scott; Sen. N. Todd; Sen. L. Woods,Local Government,Transportation,"Concerning authorization for a county to designate a four-lane controlled-access highway that is located in the county as a primary road of the county highway system, and, in connection therewith, specifying the jurisdiction, control, and duties of the county and of a municipality through which the highway passes with respect to such a highway.","The act authorizes the board of county commissioners of a county with a population of 250,000 or more to designate a 4-lane controlled-access highway as a primary road of the county highway system if the highway is located within the unincorporated area of the county and intersects with an interstate highway or a United States numbered highway and if the construction of the highway commences in 2016. If a municipality subsequently annexes any portion of such a highway, the act also specifies the respective jurisdiction, control, and duties of the county and the municipality with respect to the highway. (Note: This summary applies to this bill as enacted.)",https://leg.colorado.gov/bills/HB16-1155
HB16-1156,2016,RS,Bill,Extend Pay Transparency Protection All Employees,Labor & Employment,Introduced; Lost,Representative Jessie Danielson; Representative Joseph Salazar; Senator Kerry Donovan; Senator Rollie Heath,Rep. K. Becker; Rep. J. Buckner; Rep. D. Esgar; Rep. R. Fields; Rep. A. Garnett; Rep. J. Ginal; Rep. D. Hullinghorst; Rep. D. Kagan; Rep. P. Lee; Rep. S. Lontine; Rep. J. Melton; Rep. D. Moreno; Rep. B. Pettersen; Rep. D. Primavera; Rep. J. Singer; Rep. M. Tyler; Rep. E. Vigil; Rep. A. Williams; Rep. F. Winter,Rep. J. Arndt; Rep. C. Duran; Rep. S. Lebsock; Rep. D. Mitsch Bush; Rep. S. Ryden; Rep. D. Young,Business Affairs and Labor,"State, Veterans, & Military Affairs",Concerning the prohibition of an action against an employee for sharing wage information.,"Current law states that it is a discriminatory and unfair labor practice for an employer to discharge, discipline, discriminate against, coerce, intimidate, threaten, or interfere with any employee or other person because the employee inquired about, disclosed, compared, or otherwise discussed the employee's wages, unless otherwise permitted by federal law. Federal law exempts certain classes of employers from discrimination laws. The bill strikes the reference to that exemption and extends the current law to those classes of employers, thereby providing discrimination protections to all employees. (Note: This summary applies to this bill as introduced.)",https://leg.colorado.gov/bills/HB16-1156
HB16-1157,2016,RS,Bill,Sunset Review Skolnik Medical Transparency Act,Health Care & Health Insurance; State Government,Introduced; Passed; Became Law,Representative Alec Garnett; Representative Tracy Kraft-Tharp; Senator Jake Tate,,Rep. D. Esgar; Rep. J. Ginal; Rep. S. Lontine; Rep. D. Primavera; Rep. P. Rosenthal; Rep. J. Singer; Rep. F. Winter; Rep. D. Young; Sen. C. Holbert; Sen. L. Newell; Sen. L. Woods,Business Affairs and Labor,"Business, Labor, & Technology","Concerning the establishment of a future sunset review of the functions delegated to the director of the division of professions and occupations under the ""Michael Skolnik Medical Transparency Act of 2010"" to implement the recommendation of the department of regulatory agencies as contained in its 2015 sunset report pertaining to the division of professions and occupations.","In accordance with a recommendation by the department of regulatory agencies, the act establishes a separate, periodic sunset review for the health care professions profile program, established in the 'Michael Skolnik Medical Transparency Act of 2010'. The initial sunset review will occur in 2020, with a termination date of September 1, 2021, if the program is not extended. (Note: This summary applies to this bill as enacted.)",https://leg.colorado.gov/bills/HB16-1157
HB16-1158,2016,RS,Bill,Sunset Identity Theft And Financial Fraud Board,"Crimes, Corrections, & Enforcement",Introduced; Passed; Became Law,Representative Pete Lee; Senator Chris Holbert,,Rep. J. Arndt; Rep. K. Becker; Rep. T. Carver; Rep. L. Court; Rep. R. Fields; Rep. M. Hamner; Rep. D. Hullinghorst; Rep. S. Lontine; Rep. J. Melton; Rep. D. Pabon; Rep. B. Pettersen; Rep. D. Primavera; Rep. P. Rosenthal; Rep. D. Young; Sen. R. Heath,Judiciary,Finance,Concerning continuation under the sunset law of the identity theft and financial fraud board.,"The act implements the recommendations of the sunset review and report on the deterrence of identity theft and financial fraud by extending the automatic termination date of the identity theft and financial fraud board to September 1, 2025, pursuant to the sunset law. (Note: This summary applies to this bill as enacted.)",https://leg.colorado.gov/bills/HB16-1158
HB16-1159,2016,RS,Bill,Sunset Colorado Fraud Investigators Unit,"Crimes, Corrections, & Enforcement",Introduced; Passed; Became Law,Representative Pete Lee; Senator Chris Holbert,Rep. L. Court; Rep. M. Foote; Rep. D. Kagan,Rep. T. Carver; Rep. R. Fields; Rep. M. Hamner; Rep. D. Hullinghorst; Rep. T. Kraft-Tharp; Rep. J. Melton; Rep. D. Pabon; Rep. D. Primavera; Rep. P. Rosenthal; Rep. S. Ryden; Rep. D. Young; Sen. L. Crowder; Sen. R. Heath; Sen. C. Jahn; Sen. N. Todd,Judiciary,Finance,Concerning continuation under the sunset law of the Colorado fraud investigators unit.,"The act implements the recommendations of the sunset review and report on the deterrence of identity theft and financial fraud by extending the automatic termination date of the Colorado fraud investigators unit to September 1, 2025, pursuant to the sunset law. (Note: This summary applies to this bill as enacted.)",https://leg.colorado.gov/bills/HB16-1159
HB16-1160,2016,RS,Bill,Sunset Surgical Assistants Surgical Technicians,Health Care & Health Insurance,Introduced; Passed; Became Law,Representative Joann Ginal; Representative Susan Lontine; Senator Jake Tate,Rep. D. Esgar; Rep. D. Primavera; Rep. S. Ryden,Rep. K. Becker; Rep. R. Fields; Rep. T. Kraft-Tharp; Rep. E. McCann; Rep. D. Pabon; Rep. K. Priola; Rep. P. Rosenthal; Rep. D. Young; Sen. I. Aguilar; Sen. L. Garcia; Sen. R. Heath; Sen. L. Newell; Sen. N. Todd,"Health, Insurance, & Environment",Finance,"Concerning the continuation of the surgical assistant and surgical technologist registration program, and, in connection therewith, making an appropriation.","The act requires each applicant for surgical technician or surgical assistant registration to submit to a criminal history record check. An employer shall forward any confirmed positive drug tests for controlled substances to the director of the division of professions and occupations in the department of regulatory agencies (director). The automatic termination date of the requirement that surgical technicians and surgical assistants register with the director is extended until September 1, 2021, pursuant to the provisions of the sunset law. $114,188 is appropriated from the Colorado bureau of investigation identification unit fund to the department of public safety and $32,342 from the division of professions and occupations cash fund to the department of regulatory agencies for implementation of the act. (Note: This summary applies to this bill as enacted.)",https://leg.colorado.gov/bills/HB16-1160
HB16-1161,2016,RS,Bill,Allocate Senior Property Tax Exemption Money,Fiscal Policy & Taxes; State Revenue & Budget,Introduced; Passed; Became Law,Representative Dave Young; Senator Kent Lambert,Rep. M. Hamner; Rep. B. Rankin; Sen. K. Grantham; Sen. P. Steadman,Rep. K. Becker; Rep. K. Conti; Rep. R. Fields; Rep. J. Ginal; Rep. T. Kraft-Tharp; Rep. S. Lontine; Rep. D. Moreno; Rep. B. Pettersen; Rep. K. Priola; Rep. P. Rosenthal; Rep. J. Salazar; Rep. A. Williams; Sen. R. Heath; Sen. J. Kefalas; Sen. L. Newell,Finance,Appropriations,Concerning the allocation of certain money that exceeds the total amount of all warrants issued by the state treasurer to reimburse local governmental entities for property tax revenues lost as a result of the application of a certain property tax exemption.,"Of the amount by which the total estimated amount specified in the annual general appropriation act for the costs of providing property tax exemptions to qualifying seniors and disabled veterans exceeds the total amount of all warrants issued by the state treasurer to reimburse local governmental entities for the amount of property tax revenues lost as a result of the application of the exemption, the act requires the state treasurer to transfer: 95% to the senior services account within the older Coloradans cash fund; and 5% to the veterans assistance grant program cash fund. (Note: This summary applies to this bill as enacted.)",https://leg.colorado.gov/bills/HB16-1161
HB16-1162,2016,RS,Bill,Low-performing Schools Administrative Salary Increases,Education & School Finance (Pre & K-12),Introduced; Lost,Representative Clarice Navarro,,,Education,,Concerning requiring advance public notice of salary increases for administrators of low-performing public education entities.,"If the governing board of a school district or a public school is considering a salary increase for the superintendent of the school district or the principal or vice principal of the public school and the school district or public school is operating under a priority improvement plan or a turnaround plan, the bill requires publication of notice of the proposal at least 7 days before the meeting at which the governing board will discuss the salary increase proposal. If the governing board of the school district or the public school decides to grant the salary increase, the governing board must publish notice of the salary increase at least 7 days before the meeting at which the governing board will take action on the salary increase. The governing board must allow public testimony at the meeting at which it takes action on the salary increase. Each of the required notices must be published in a publication that is competent to publish legal notices. (Note: This summary applies to this bill as introduced.)",https://leg.colorado.gov/bills/HB16-1162
HB16-1163,2016,RS,Bill,Appropriations From Noxious Weed Management Fund,State Revenue & Budget,Introduced; Passed; Became Law,Representative Bob Rankin; Senator Kevin Grantham,Rep. M. Hamner; Rep. D. Young; Sen. K. Lambert; Sen. P. Steadman,Rep. J. Brown; Rep. C. Duran; Rep. R. Fields; Rep. J. Ginal; Rep. S. Lebsock; Rep. D. Mitsch Bush; Rep. K. Priola; Rep. P. Rosenthal; Rep. J. Salazar; Rep. E. Vigil; Rep. J. Windholz; Sen. L. Crowder; Sen. L. Guzman; Sen. M. Hodge; Sen. M. Jones; Sen. J. Sonnenberg; Sen. N. Todd,Local Government,Appropriations,Concerning appropriations from the noxious weed management fund.,The act specifies that all state moneys in the noxious weed management fund are subject to annual appropriation and that any unexpended and unencumbered moneys from an appropriation from the fund remain available for expenditure by the department of agriculture in the next fiscal year without further appropriation. (Note: This summary applies to this bill as enacted.),https://leg.colorado.gov/bills/HB16-1163
HB16-1164,2016,RS,Bill,Transfer Immunization Exemption Duties To CDPHE,Education & School Finance (Pre & K-12); Public Health,Introduced; Lost,Representative Dan Pabon; Senator Irene Aguilar,,,"Health, Insurance, & Environment",,Concerning the transfer of responsibilities related to exemptions from immunization requirements from schools to the department of public health and environment.,"Under current law, parents or students seeking an exemption from immunization requirements are to submit the required documentation in support of the exemption to the student's school. The bill will require parents or students to submit the documentation to the department of public health and environment instead of the school. The department is responsible for determining the form by which the exemption is to be submitted and for posting on its website exemption rates for each school. (Note: This summary applies to this bill as introduced and does not reflect any amendments that were subsequently adopted.)",https://leg.colorado.gov/bills/HB16-1164
HB16-1165,2016,RS,Bill,CO Child Support Commission Statutory Changes,Children & Domestic Matters,Introduced; Passed; Became Law,Representative KC Becker; Representative Lois Landgraf; Senator Larry Crowder,,Rep. J. Danielson; Rep. C. Duran; Rep. R. Fields; Rep. T. Kraft-Tharp; Rep. S. Lontine; Rep. D. Mitsch Bush; Rep. B. Pettersen; Rep. K. Priola; Rep. S. Ryden; Rep. E. Vigil; Rep. D. Young; Sen. L. Guzman; Sen. R. Heath; Sen. J. Kefalas; Sen. A. Kerr; Sen. M. Merrifield; Sen. L. Newell; Sen. N. Todd; Sen. J. Ulibarri,Public Health Care & Human Services,Health & Human Services,Concerning statutory changes based on the recommendations in the report of the 2013-2015 Colorado child support commission.,"The act makes several changes to the Colorado child support guidelines and related statutes based on the work and final report of the 2013-2015 Colorado child support commission. The changes include: New legislation that permits the state child support enforcement agency to discover and administratively seize insurance claim payments, awards, and settlements for the purpose of meeting past-due child support obligations; Changes to the income adjustment formula when parents are obligated to support children with multiple co-parents and joint legal responsibilities for the children; An amendment to the definition of 'shared physical care' so that overall parenting time with a child is considered rather than simply the number of overnights with a child; Changing the reasonable cost threshold percentage for the enforcement of court-ordered medical support from 20% to 5%; Adding statutory language requiring the annual exchange between parents of information relevant to child support calculations that have occurred since the previous child support order; Limiting the time period for which a party may seek retroactive child support based upon a change in physical care to 5 years; and Adding language regarding notice to possible and presumptive fathers. (Note: This summary applies to this bill as enacted.)",https://leg.colorado.gov/bills/HB16-1165
HB16-1166,2016,RS,Bill,Prohibit Seeking Salary History For Job Applicants,Labor & Employment,Introduced; Lost,Representative Brittany Pettersen; Representative Faith Winter; Senator Kerry Donovan,Rep. J. Arndt; Rep. J. Danielson; Rep. D. Esgar; Rep. R. Fields; Rep. A. Garnett; Rep. J. Ginal; Rep. M. Hamner; Rep. S. Lebsock; Rep. J. Melton; Rep. D. Pabon; Rep. D. Primavera; Rep. M. Tyler; Sen. N. Todd,Rep. C. Duran; Rep. D. Hullinghorst; Rep. P. Lee; Rep. S. Lontine; Rep. P. Rosenthal; Rep. S. Ryden; Rep. J. Salazar; Rep. J. Singer; Rep. D. Young,Business Affairs and Labor,"State, Veterans, & Military Affairs",Concerning making it an unfair employment practice for an employer to seek salary history about an applicant for employment.,"The bill makes it an unfair employment practice for an employer to seek salary history information, including compensation and benefits, about an applicant for employment. (Note: This summary applies to this bill as introduced and does not reflect any amendments that were subsequently adopted.)",https://leg.colorado.gov/bills/HB16-1166
HB16-1167,2016,RS,Bill,Colorado Family First Employer Act,Labor & Employment,Introduced; Lost,Representative Faith Winter; Representative Brittany Pettersen; Senator Nancy Todd; Senator Kerry Donovan,Rep. K. Becker; Rep. J. Danielson; Rep. D. Esgar; Rep. R. Fields; Rep. A. Garnett; Rep. J. Ginal; Rep. M. Hamner; Rep. D. Kagan; Rep. S. Lebsock; Rep. J. Melton; Rep. D. Pabon; Rep. D. Primavera; Rep. M. Tyler,Rep. D. Hullinghorst; Rep. S. Lontine; Rep. P. Rosenthal; Rep. S. Ryden; Rep. J. Salazar; Rep. A. Williams; Rep. D. Young,Business Affairs and Labor,"State, Veterans, & Military Affairs","Concerning the creation of the ""Colorado Family First Employer Act"", and, in connection therewith, establishing a program that recognizes Colorado employers that meet certain family-friendly requirements, and making an appropriation.","The bill creates the 'Colorado Family First Employer Act'. The Colorado family first employer program, created in the bill, requires the department of labor and employment (department) to establish a program that designates Colorado employers that meet certain family-friendly criteria as Colorado family first employers. The office of the governor is authorized to recognize the employers who have been certified by the department with an award. The designated employers may use a logo, created by the office of the governor, for promotional purposes. (Note: This summary applies to this bill as introduced and does not reflect any amendments that were subsequently adopted.)",https://leg.colorado.gov/bills/HB16-1167
HB16-1168,2016,RS,Bill,Sunset Rural Alcohol & Substance Abuse Treatment Program,Health Care & Health Insurance; Public Health,Introduced; Passed; Became Law,Representative Joann Ginal; Representative Jessie Danielson; Senator Ray Scott,Rep. L. Landgraf; Rep. B. Pettersen; Rep. D. Primavera; Rep. J. Singer; Rep. M. Tyler,Rep. K. Becker; Rep. C. Duran; Rep. D. Esgar; Rep. R. Fields; Rep. A. Garnett; Rep. M. Hamner; Rep. P. Lee; Rep. S. Lontine; Rep. J. Melton; Rep. D. Mitsch Bush; Rep. D. Pabon; Rep. B. Rankin; Rep. P. Rosenthal; Rep. S. Ryden; Rep. E. Vigil; Rep. D. Young; Sen. I. Aguilar; Sen. M. Carroll; Sen. K. Donovan; Sen. L. Guzman; Sen. R. Heath; Sen. M. Hodge; Sen. C. Jahn; Sen. M. Johnston; Sen. M. Jones; Sen. J. Kefalas; Sen. A. Kerr; Sen. M. Merrifield; Sen. L. Newell; Sen. E. Roberts; Sen. P. Steadman; Sen. N. Todd,Public Health Care & Human Services,Health & Human Services,Concerning the continuation of the rural alcohol and substance abuse prevention and treatment program.,"The act extends the rural alcohol and substance abuse prevention and treatment program through September 1, 2025. (Note: This summary applies to this bill as enacted.)",https://leg.colorado.gov/bills/HB16-1168
HB16-1169,2016,RS,Bill,Ute Representatives For Transportation Advisory Committee,State Government; Transportation & Motor Vehicles,Introduced; Passed; Became Law,Representative Don Coram; Senator Ellen Roberts,,Rep. J. Brown; Rep. L. Court; Rep. D. Esgar; Rep. R. Fields; Rep. M. Hamner; Rep. S. Lontine; Rep. J. Melton; Rep. D. Mitsch Bush; Rep. P. Rosenthal; Rep. J. Salazar; Rep. E. Vigil; Rep. F. Winter; Rep. D. Young; Sen. I. Aguilar; Sen. B. Cadman; Sen. M. Carroll; Sen. L. Crowder; Sen. L. Garcia; Sen. L. Guzman; Sen. R. Heath; Sen. O. Hill; Sen. M. Jones; Sen. J. Kefalas; Sen. A. Kerr; Sen. M. Merrifield; Sen. L. Newell; Sen. N. Todd,Transportation & Energy,Transportation,Concerning the appointment of representatives of the Southern Ute and Ute Mountain Ute tribes as voting members of the statewide transportation advisory committee.,"The statewide transportation advisory committee (STAC), which advises the department of transportation (CDOT) regarding the needs of transportation systems in the state and reviews and comments on the regional transportation plans submitted for the 15 state transportation planning regions (TPRs), has consisted of one representative from each TPR, and CDOT rules have also allowed the Southern Ute and Ute Mountain Ute tribes to each appoint one nonvoting representative to the STAC. The act expands the statutory membership of the STAC to include one representative from each of the tribes as a full-fledged voting member and expresses the intent of the general assembly that these representatives replace the nonvoting representatives. (Note: This summary applies to this bill as enacted.)",https://leg.colorado.gov/bills/HB16-1169
HB16-1170,2016,RS,Bill,Sunset Division Racing Events,Agriculture; Business & Economic Development,Introduced; Passed; Became Law,Representative Edward Vigil; Representative Don Coram; Senator Jerry Sonnenberg; Senator Leroy Garcia,Rep. J. Brown,Rep. J. Becker; Rep. R. Fields; Rep. T. Kraft-Tharp; Rep. D. Primavera; Rep. P. Rosenthal; Sen. B. Cadman; Sen. L. Guzman; Sen. L. Woods,"Agriculture, Livestock, & Natural Resources","Agriculture, Natural Resources, & Energy","Concerning the continuation of the division of racing events in the department of revenue, and, in connection therewith, implementing recommendation 1 of the 2015 sunset report of the department of regulatory agencies.",The act implements the first recommendation contained in the department of regulatory agencies' sunset report on the division of racing events and the Colorado racing commission within the department of revenue by continuing the division and the Colorado racing commission to 2023. (Note: This summary applies to this bill as enacted.),https://leg.colorado.gov/bills/HB16-1170
HB16-1171,2016,RS,Bill,Sunset Colorado Special Education Fiscal Advisory Committee,Education & School Finance (Pre & K-12),Introduced; Passed; Became Law,Representative Brittany Pettersen; Representative Rhonda Fields; Senator Laura Woods,Rep. D. Moreno,Rep. T. Kraft-Tharp; Rep. S. Ryden; Rep. D. Young; Sen. R. Heath; Sen. C. Jahn; Sen. M. Jones; Sen. A. Kerr; Sen. M. Merrifield; Sen. N. Todd,Education,Education,Concerning continuation of the Colorado special education fiscal advisory committee.,"The Colorado special education fiscal advisory committee (committee) is scheduled to repeal July 1, 2016. The act continues the committee until September 1, 2021, and requires the department of regulatory agencies to review the committee before the repeal. (Note: This summary applies to this bill as enacted.)",https://leg.colorado.gov/bills/HB16-1171
