bill_number,session,session_type,bill_type,title,keywords,status,primary_sponsors,sponsors,cosponsors,house_committee,senate_committee,long_title,summary,bill_url
HB23-1110,2023,RS,Bill,Health-care Coverage For Biomarker Testing,Health Care & Health Insurance,Introduced; Lost,Representative Dafna Michaelson Jenet; Representative Anthony Hartsook; Senator Kyle Mullica; Senator Janice Rich,Rep. I. Jodeh,,Health & Insurance,,Concerning requiring health-care coverage for biomarker testing.,"The bill requires all individual and group health benefit plans to provide coverage for biomarker testing if the testing is supported by medical and scientific evidence. Biomarker testing is defined as an analysis of a patient's tissue, blood, or other biospecimen for the presence of an indicator of normal biological processes, pathogenic processes, or pharmacologic responses to a specific therapeutic intervention. The bill requires the commissioner of insurance to implement biomarker testing coverage for all individual and group health benefit plans issued or renewed on or after January 1, 2025. Biomarker testing is subject to the health benefit plan's annual deductibles, copayment, or coinsurance but is not subject to any annual or lifetime maximum benefit limit. If a carrier requires prior authorization for biomarker testing, the bill requires the carrier to use an expedited prior authorization process. Subject to federal authorization and federal financial participation, beginning July 1, 2024, the bill includes coverage for biomarker testing as part of the state medical assistance program if the testing is supported by medical and scientific evidence. Under the state medical assistance program, the bill requires an expedited utilization review and prior authorization process, as well as an appeal process if biomarker testing is denied. (Note: This summary applies to this bill as introduced.)",https://leg.colorado.gov/bills/HB23-1110
HB23-1111,2023,RS,Bill,Unauthorized Insurance Premium Tax Rate,Fiscal Policy & Taxes; State Revenue & Budget,Introduced; Passed; Became Law,Representative Shannon Bird; Senator Chris Hansen,Sen. L. Liston,Rep. M. Duran; Rep. M. Lindsay; Rep. W. Lindstedt; Rep. T. Mauro; Rep. J. McCluskie; Rep. N. Ricks; Rep. M. Snyder,Finance,Finance,Concerning harmonization of the unauthorized insurance premium tax rate with the surplus lines insurance premium tax rate.,"The act increases the unauthorized insurance premium tax rate from 2.25% to 3% in parity with the surplus lines insurance tax rate. APPROVED by Governor March 31, 2023 EFFECTIVE January 1, 2024 NOTE: This act was passed without a safety clause. (Note: This summary applies to this bill as enacted.)",https://leg.colorado.gov/bills/HB23-1111
HB23-1112,2023,RS,Bill,Earned Income And Child Tax Credits,Fiscal Policy & Taxes; State Revenue & Budget,Introduced; Passed; Became Law,Representative Shannon Bird; Representative Mary Young; Senator Chris Hansen; Senator Chris Kolker,,Rep. J. Amabile; Rep. J. Bacon; Rep. A. Boesenecker; Rep. K. Brown; Rep. C. deGruy Kennedy; Rep. R. Dickson; Rep. M. Duran; Rep. R. English; Rep. M. Froelich; Rep. L. García; Rep. S. Gonzales-Gutierrez; Rep. E. Hamrick; Rep. L. Herod; Rep. I. Jodeh; Rep. J. Joseph; Rep. C. Kipp; Rep. S. Lieder; Rep. M. Lindsay; Rep. W. Lindstedt; Rep. M. Lukens; Rep. M. Martinez; Rep. J. McCluskie; Rep. K. McCormick; Rep. B. McLachlan; Rep. D. Michaelson Jenet; Rep. N. Ricks; Rep. S. Sharbini; Rep. E. Sirota; Rep. M. Snyder; Rep. T. Story; Rep. B. Titone; Rep. A. Valdez; Rep. S. Vigil; Rep. M. Weissman; Rep. J. Willford; Sen. J. Bridges; Sen. J. Buckner; Sen. L. Cutter; Sen. J. Danielson; Sen. T. Exum; Sen. S. Fenberg; Sen. J. Ginal; Sen. J. Gonzales; Sen. N. Hinrichsen; Sen. S. Jaquez Lewis; Sen. J. Marchman; Sen. D. Moreno; Sen. K. Mullica; Sen. K. Priola; Sen. D. Roberts; Sen. R. Rodriguez; Sen. T. Sullivan; Sen. F. Winter; Sen. R. Zenzinger,Finance,Finance,"Concerning the enlargement of certain income tax credits for low- and middle-income working individuals or families, and, in connection therewith, reducing state income tax revenue by increasing the earned income tax credit and restructuring the child tax credit to allow all low-income taxpayers with income below certain thresholds to claim the credit.","For the income tax year commencing on January 1, 2024, the act increases the earned income tax credit that a resident individual can claim on their state income tax return from 25% to 38% of the federal credit claimed on the resident individual's federal income tax return. The amount a taxpayer can claim as an income tax credit for the state child tax credit has been calculated based on a percentage, which varies depending on the taxpayer's income level, of what the taxpayer claimed for a federal child tax credit. For income tax years commencing on and after January 1, 2024, the act restructures the state child tax credit so that the amount of the credit that a taxpayer can claim is a flat rate instead of a percentage of what the taxpayer claimed for the federal child tax credit as follows: A taxpayer filing a single return with adjusted gross income of $25,000 or less and taxpayers filing a joint return with adjusted gross income of $35,000 or less can claim $1,200; A taxpayer filing a single return with adjusted gross income greater than $25,000 but less than or equal to $50,000 and taxpayers filing a joint return with adjusted gross income greater than $35,000 but less than or equal to $60,000 can claim $600; and A taxpayer filing a single return with adjusted gross income greater than $50,000 but less than or equal to $75,000 and taxpayers filing a joint return with adjusted gross income greater than $60,000 but less than or equal to $85,000 can claim $200. The act also provides that for income tax years commencing on and after January 1, 2025, the department of revenue must adjust the adjusted gross income amounts to reflect inflation if cumulative inflation since the last adjustment, when applied to the current limits, results in an increase of at least $1,000 when the adjusted limits are rounded to the nearest $1,000. APPROVED by Governor June 7, 2023 EFFECTIVE August 7, 2023 NOTE: This act was passed without a safety clause and takes effect 90 days after sine die. (Note: This summary applies to this bill as enacted.)",https://leg.colorado.gov/bills/HB23-1112
HB23-1113,2023,RS,Bill,County Impact Notes By Legislative Council,Fiscal Policy & Taxes,Introduced; Lost,Representative Eliza Hamrick; Representative Lisa Frizell,,,"Transportation, Housing & Local Government",,Concerning a requirement that the legislative council staff produce a limited number of county impact notes for legislative measures when requested to do so.,"The bill creates a new county impact note that analyzes the potential impact of a pending bill on a county or a city and county. The legislative council staff will draft county impact notes for up to 20 legislative measures per session, unless more are allowed by the director of research of the legislative council. A county, a city and county, a statewide organization or organizations representing counties or cities and counties, and the department of local affairs are required to cooperate with and provide information for the legislative council staff in preparing county impact notes. (Note: This summary applies to this bill as introduced.)",https://leg.colorado.gov/bills/HB23-1113
HB23-1114,2023,RS,Bill,First-generation-serving Higher Education Institutions,Higher Education,Introduced; Lost,Representative Rick Taggart; Representative Serena Gonzales-Gutierrez,,,Education,,Concerning the designation of state institutions of higher education as first-generation-serving institutions.,The bill requires the department of higher education (department) to: Identify and designate state institutions of higher education (state institutions) as first-generation-serving institutions if the resident first-generation undergraduate population represents 45% or more of the institution's overall resident student population; Post on the department's website the names of the state institutions that are so designated; and Notify the state institutions that receive the designation. (Note: This summary applies to this bill as introduced.),https://leg.colorado.gov/bills/HB23-1114
HB23-1115,2023,RS,Bill,Repeal Prohibition Local Residential Rent Control,Housing,Introduced; Lost,Representative Javier Mabrey; Representative Elizabeth Velasco; Senator Robert Rodriguez,Rep. J. Bacon; Rep. A. Boesenecker; Rep. C. deGruy Kennedy; Rep. M. Duran; Rep. R. English; Rep. E. Epps; Rep. L. Garcia; Rep. S. Gonzales-Gutierrez; Rep. I. Jodeh; Rep. C. Kipp; Rep. M. Lindsay; Rep. M. Martinez; Rep. D. Ortiz; Rep. J. Parenti; Rep. S. Sharbini; Rep. E. Sirota; Rep. T. Story; Rep. S. Vigil; Rep. J. Willford; Rep. S. Woodrow,Rep. K. Brown; Rep. R. Dickson; Rep. J. Joseph; Rep. K. McCormick; Rep. M. Weissman,"Transportation, Housing & Local Government",Local Government & Housing,Concerning the repeal of statutory provisions prohibiting local governments from enacting rent control on private residential property or a private residential housing unit.,"The bill repeals statutory provisions prohibiting counties and municipalities from enacting any ordinance or resolution that would control rent on private residential property or a private residential housing unit (rent control) and sets the following guidelines for the enactment of rent control: Rent control must be uniformly applied among all renters that are similarly situated; Rent control must be uniformly applied among all private residential properties and private residential housing units that are similarly situated; except that: For 15 years from the date on which the first certificate of occupancy was issued, no rent control may be applied; Rent control may be applied to a mobile home or mobile home park regardless of the date the mobile home or mobile home park was built or the date a certificate of occupancy was issued; and No rent control may be applied to housing units provided by nonprofit organizations and regulated by fair market rents published by the United States department of housing and urban development or any other similar federal or state program; and Rent control that limits the amount of an annual rent increase must not impose a limit less than the percentage increase in the consumer price index plus three percentage points plus reasonable increases reflective of the actual costs of substantial renovations. Regardless of the first two of these guidelines, the bill permits a local government to have or adopt an ordinance or regulation that is expressly intended and designed to increase the supply of affordable housing. The bill also makes a conforming amendment. (Note: Italicized words indicate new material added to the original summary; dashes through words indicate deletions from the original summary.) (Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)",https://leg.colorado.gov/bills/HB23-1115
HB23-1116,2023,RS,Bill,Contracts Between Carriers And Providers,Insurance,Introduced; Passed; Became Law,Representative Anthony Hartsook; Representative Lindsey Daugherty; Senator Robert Rodriguez; Senator Mark Baisley,Rep. D. Ortiz,Rep. S. Bird; Rep. A. Boesenecker; Rep. K. Brown; Rep. C. deGruy Kennedy; Rep. R. Dickson; Rep. M. Duran; Rep. L. Frizell; Rep. L. García; Rep. E. Hamrick; Rep. I. Jodeh; Rep. M. Lindsay; Rep. J. McCluskie; Rep. N. Ricks; Rep. S. Sharbini; Rep. E. Sirota; Rep. M. Snyder; Rep. M. Soper; Rep. T. Story; Rep. E. Velasco; Rep. M. Weissman; Rep. S. Woodrow; Rep. M. Young,Health & Insurance,"Business, Labor, & Technology","Concerning insurance contracts for health-care services that involve electronic payments to a health-care provider, and, in connection therewith, making an appropriation.","With regard to a contract between a health insurance carrier (carrier) and a licensed health-care provider (provider) for the provision of health-care services to covered persons under a health coverage plan issued by the carrier (contract), the act: Requires the carrier to offer at least one method of payment to the provider for which there is not an associated fee; and Prohibits the carrier from restricting the form or method of payment the carrier uses to make payments to the provider so that the only acceptable payment method is a credit card payment. If a carrier initiates a payment to a provider using, or changes the payment method to, electronic funds transfer payments, including virtual credit card payments, the act requires the carrier to: Notify the provider of any fees associated with the particular payment method; Advise the provider of the available payment methods and include instructions on how to select an alternative available method; and With each payment, remit an explanation of benefits. The act prohibits a carrier from charging a fee for a change in the payment method to a specified electronic transaction and allows a provider's billing service to charge a fee under certain circumstances. The act grants enforcement authority to the commissioner of insurance. APPROVED by Governor April 10, 2023 EFFECTIVE August 7, 2023 NOTE: This act was passed without a safety clause and takes effect 90 days after sine die. (Note: This summary applies to this bill as enacted.)",https://leg.colorado.gov/bills/HB23-1116
HB23-1117,2023,RS,Bill,Affidavit Support Eligibility Public Benefits,Immigration,Introduced; Passed; Became Law,Representative Iman Jodeh; Representative Lorena Garcia; Senator Julie Gonzales; Senator Nick Hinrichsen,,Rep. J. Amabile; Rep. J. Bacon; Rep. A. Boesenecker; Rep. K. Brown; Rep. C. deGruy Kennedy; Rep. R. Dickson; Rep. R. English; Rep. E. Epps; Rep. M. Froelich; Rep. S. Gonzales-Gutierrez; Rep. L. Herod; Rep. J. Joseph; Rep. M. Lindsay; Rep. W. Lindstedt; Rep. J. Mabrey; Rep. J. McCluskie; Rep. D. Ortiz; Rep. N. Ricks; Rep. S. Sharbini; Rep. T. Story; Rep. E. Velasco; Rep. M. Weissman; Rep. S. Woodrow; Sen. D. Moreno,Public & Behavioral Health & Human Services,Health & Human Services,Concerning requirements for affidavits of support related to eligibility for public benefits in Colorado.,"The act eliminates the requirement for a person who is lawfully residing in the state, a legal immigrant who is a resident of the state, or a documented individual to refrain from executing an affidavit of support for the purpose of sponsoring a documented individual while the person is receiving public services or medical assistance. County departments responsible for administering benefits programs under the department of health care policy and financing and the department of human services shall identify and review all current county guidance materials that reference a prohibition on sponsorship as a condition of eligibility for benefits and shall remove all such references from verbal and digital communications and from all physical materials currently provided to applicants or beneficiaries. APPROVED by Governor April 11, 2023 EFFECTIVE August 7, 2023 NOTE: This act was passed without a safety clause and takes effect 90 days after sine die. (Note: This summary applies to this bill as enacted.)",https://leg.colorado.gov/bills/HB23-1117
HB23-1118,2023,RS,Bill,Fair Workweek Employment Standards,Labor & Employment,Introduced; Lost,Representative Emily Sirota; Representative Serena Gonzales-Gutierrez; Senator Julie Gonzales; Senator Faith Winter,Rep. M. Duran; Rep. E. Epps; Rep. I. Jodeh; Rep. C. Kipp; Rep. M. Lindsay; Rep. J. Mabrey; Rep. S. Vigil; Rep. S. Woodrow; Sen. J. Danielson,,Business Affairs & Labor,,Concerning fair workweek employment standards.,"The bill imposes requirements for certain types of employers with regard to: The determination of employee work schedules; Employee requests for changes to work schedules; and Notices and posting of employee work schedules. In addition to pay for hours worked by the employee, the bill requires certain types of employers to pay employees: Predictability pay when an employer makes certain changes to an employee's work schedule; Rest shortfall pay when an employee is required to work hours without a minimum period of rest after a prior shift; Retention pay when an employer provides work hours to a new employee without first offering the work hours to existing employees; and Minimum weekly pay in an amount that corresponds to 15% of the average weekly hours indicated on the employee's anticipated work plan, paid at the greater of the employee's regular rate of pay or the minimum wage, regardless of whether the employee works such hours. The bill prohibits employers from discriminating or taking any adverse action against an employee based on the hours an employee is scheduled or actually works, the expected duration of employment, or the employee's desired work schedule. The bill also prohibits retaliation against an employee for attempting to exercise any right created in the bill. Employers are required to retain records demonstrating their compliance with the requirements of the bill. A person who is aggrieved by a violation of the requirements of the bill may file a complaint with the division of labor standards and statistics (division) in the department of labor and employment or bring a civil action in district court. The division is authorized to investigate complaints and, upon determining that a violation occurred, to impose fines, penalties, or damages and award attorney fees and costs. The division is also authorized to bring a civil action to enforce the requirements of the bill. The bill includes protections for whistleblowers and establishes penalties for violations. The director of the division is required to promulgate rules to implement the bill. (Note: This summary applies to this bill as introduced.)",https://leg.colorado.gov/bills/HB23-1118
HB23-1119,2023,RS,Bill,Abolishing Abortion In Colorado,"Crimes, Corrections, & Enforcement",Introduced; Lost,Representative Scott Bottoms,,,Health & Insurance,,Concerning abolishing abortion in Colorado.,"The bill defines a ""person"" to include an unborn child at all stages of gestation, from fertilization to natural death, as it relates to a private right of action and current homicide and assault provisions. The bill declares that any existing state law relating to prenatal homicide or assault or regulating abortion or abortion facilities is superseded to the extent it conflicts or is inconsistent with the provisions of the bill. The bill authorizes the state to disregard any federal court decision that purports to enjoin or void this requirement and subjects a Colorado judge to impeachment or removal if the judge purports to enjoin, stay, overrule, or void the requirement. (Note: This summary applies to this bill as introduced.)",https://leg.colorado.gov/bills/HB23-1119
HB23-1120,2023,RS,Bill,Eviction Protections For Residential Tenants,Courts & Judicial,Introduced; Passed; Became Law,Representative Junie Joseph; Representative David Ortiz; Senator Rhonda Fields; Senator Faith Winter,Rep. L. García; Rep. S. Lieder; Rep. E. Velasco,Rep. J. Amabile; Rep. J. Bacon; Rep. A. Boesenecker; Rep. K. Brown; Rep. C. deGruy Kennedy; Rep. R. Dickson; Rep. M. Duran; Rep. R. English; Rep. E. Epps; Rep. M. Froelich; Rep. S. Gonzales-Gutierrez; Rep. L. Herod; Rep. I. Jodeh; Rep. C. Kipp; Rep. M. Lindsay; Rep. J. Mabrey; Rep. M. Martinez; Rep. J. McCluskie; Rep. K. McCormick; Rep. J. Parenti; Rep. N. Ricks; Rep. S. Sharbini; Rep. E. Sirota; Rep. M. Snyder; Rep. T. Story; Rep. B. Titone; Rep. S. Vigil; Rep. M. Weissman; Rep. J. Willford; Sen. L. Cutter; Sen. D. Moreno; Sen. K. Priola; Sen. T. Sullivan,Judiciary,Local Government & Housing,"Concerning eviction protections for residential tenants who receive public assistance, and, in connection therewith, making an appropriation.","The act requires a landlord and residential tenant to participate in mandatory mediation prior to commencing an eviction action if the residential tenant receives supplemental security income, federal social security disability insurance, or cash assistance through the Colorado works program (collectively, ""cash assistance""). The landlord and residential tenant do not have to participate in mediation if the residential tenant did not disclose or declined to disclose in writing to the landlord that the residential tenant receives cash assistance, the complainant is a 501(c)(3) nonprofit organization that offers opportunities for mediation to residential tenants, or the complainant is a landlord with 5 or fewer single-family rental homes and no more than 5 total rental units. Failure to comply with mandatory mediation is an affirmative defense. The act prohibits a law enforcement officer from executing a writ of restitution against a residential tenant for at least 30 days after the entry of judgment if the residential tenant receives cash assistance, except in the case in which a court has ordered a judgment for possession for a substantial violation or in the case of a landlord with 5 or fewer single-family rental homes and no more than 5 total rental units. The act requires a written demand to include a statement that a residential tenant who receives cash assistance has a right to mediation prior to the landlord filing an eviction complaint with the court. The act requires a written rental agreement to include a statement that current law prohibits source of income discrimination and requires a non-exempt landlord to accept any lawful and verifiable source of money paid directly, indirectly, or on behalf of a person. The act prohibits a written rental agreement from including a waiver of mandatory mediation or a clause that allows a landlord to recoup any costs associated with mandatory mediation. The act appropriates $328,026 from the general fund to the judicial department for use by courts administration. To implement this act, the department may use this appropriation as follows: $246,076 for general courts administration; $75,000 for information technology infrastructure; and $6,950 for capital outlay. APPROVED by Governor June 6, 2023 EFFECTIVE June 6, 2023 (Note: This summary applies to this bill as enacted.)",https://leg.colorado.gov/bills/HB23-1120
HB23-1121,2023,RS,Bill,Repeal Of Infrequently Used Tax Expenditures,Fiscal Policy & Taxes,Introduced; Passed; Became Law,Representative Shannon Bird; Senator Chris Hansen; Senator Larry Liston,Sen. C. Kolker,Rep. M. Duran; Rep. E. Hamrick; Rep. C. Kipp; Rep. M. Lindsay; Rep. B. Marshall; Rep. T. Mauro; Rep. B. McLachlan; Rep. M. Snyder; Rep. B. Titone; Rep. E. Velasco; Sen. D. Moreno,Finance,Finance,Concerning the repeal of infrequently used tax expenditures.,"The act repeals the following infrequently used tax expenditures: The crop hail insurance premium tax exemption (section 1 of the act); The in-state investment pre-1959 insurance premium tax deduction (section 1); The corporate condemnation capital gains income tax deduction (section 2); The oil shale excess percentage depletion income tax deduction (section 2); The mining and milling impact assistance corporate income tax credit (section 3); The oil shale equipment and machinery severance tax deduction (section 4); The oil shale processing severance tax deduction (section 4); The oil shale severance tax rate reductions (section 4); The oil shale noncommercial production severance tax exemption (section 4); and The mineral and mineral fuels impact assistance severance tax credit (section 5). APPROVED by Governor March 23, 2023 EFFECTIVE August 7, 2023 NOTE: This act was passed without a safety clause and takes effect 90 days after sine die. (Note: This summary applies to this bill as enacted.)",https://leg.colorado.gov/bills/HB23-1121
HB23-1122,2023,RS,Bill,Tax Credit For Purchase Long-term Care Insurance,Fiscal Policy & Taxes,Introduced; Lost,Representative Shannon Bird; Senator Chris Hansen; Senator Chris Kolker,Sen. L. Liston,,Finance,,Concerning the modification of the state income tax credit for purchasing long-term care insurance.,"Legislative Oversight Committee Concerning Tax Policy. For income tax years beginning January 1, 2024, the bill both: Increases the amount of federal taxable income taxpayers may have and still qualify for the state income tax credit for purchasing long-term care insurance and annually adjusts that amount of federal taxable income for inflation; and Doubles the amount of the credit that a taxpayer may claim and annually adjusts the credit for inflation. (Note: This summary applies to this bill as introduced.)",https://leg.colorado.gov/bills/HB23-1122
HB23-1123,2023,RS,Bill,Move Over or Slow Down Stationary Vehicle,Transportation & Motor Vehicles,Introduced; Passed; Became Law,Representative Mandy Lindsay; Representative Ron Weinberg; Senator Jeff Bridges; Senator Janice Rich,Sen. F. Winter,Rep. R. Dickson; Rep. M. Froelich; Rep. W. Lindstedt; Rep. M. Snyder; Rep. R. Taggart; Rep. B. Titone; Rep. A. Valdez; Rep. D. Wilson; Sen. J. Buckner; Sen. L. Cutter; Sen. T. Exum; Sen. J. Ginal; Sen. N. Hinrichsen; Sen. L. Liston; Sen. P. Lundeen; Sen. J. Marchman; Sen. R. Pelton; Sen. K. Priola; Sen. D. Roberts; Sen. C. Simpson; Sen. J. Smallwood; Sen. T. Sullivan; Sen. K. Van Winkle; Sen. P. Will; Sen. R. Zenzinger,"Transportation, Housing & Local Government",Transportation & Energy,Concerning a requirement that motor vehicle drivers take certain actions to mitigate the risk their vehicles present to stationary vehicles on the road.,"The act requires a motor vehicle driver to move to one lane apart from a stationary motor vehicle when the stationary motor vehicle has its hazard lights activated, 2 lanes move in the same direction, and the driver is able to move to the lane apart. If a driver cannot move to be one lane apart from the stationary motor vehicle, the driver must slow down and drive at a safe speed. APPROVED by Governor March 17, 2023 EFFECTIVE August 7, 2023 NOTE: This act was passed without a safety clause and takes effect 90 days after sine die. (Note: This summary applies to this bill as enacted.)",https://leg.colorado.gov/bills/HB23-1123
HB23-1124,2023,RS,Bill,Funding For Services For Colorado Employment First Participants,Human Services,Introduced; Lost,Representative Mandy Lindsay; Senator Rhonda Fields,,,Public & Behavioral Health & Human Services,,"Concerning the continuation of funding for supportive employment services for Colorado employment first participants, and, in connection therewith, making an appropriation.",The bill requires the general assembly to annually appropriate $1.5 million from the general fund to the department of human services for continued employment support and job retention services and to continue to support work-based learning opportunities for Colorado employment first participants. (Note: This summary applies to this bill as introduced.),https://leg.colorado.gov/bills/HB23-1124
HB23-1125,2023,RS,Bill,Modernize Process To Obtain Water Well Information,Water,Introduced; Passed; Became Law,Representative Meghan Lukens; Representative Ty Winter; Senator Cleave Simpson; Senator Janice Marchman,,Rep. J. Amabile; Rep. R. Armagost; Rep. J. Bacon; Rep. S. Bird; Rep. R. Bockenfeld; Rep. M. Catlin; Rep. M. Duran; Rep. S. Lieder; Rep. W. Lindstedt; Rep. B. Marshall; Rep. M. Martinez; Rep. J. McCluskie; Rep. K. McCormick; Rep. B. McLachlan; Rep. D. Michaelson Jenet; Rep. M. Snyder; Rep. T. Story; Rep. B. Titone; Rep. E. Velasco; Rep. R. Weinberg; Rep. D. Wilson; Rep. S. Woodrow; Rep. M. Young; Sen. J. Buckner; Sen. L. Cutter; Sen. R. Fields; Sen. J. Ginal; Sen. S. Jaquez Lewis; Sen. D. Moreno; Sen. K. Priola; Sen. D. Roberts; Sen. R. Rodriguez,"Agriculture, Water & Natural Resources",Agriculture & Natural Resources,Concerning the modernization of the process to change groundwater well owner contact information.,"Current law requires that the owner of a groundwater well (well) permit file any change in name or contact information with the state engineer in person, by mail, or by fax. The act removes the requirement that the filing be in person, by mail, or by fax. Current law requires the buyers of certain wells to complete a change in owner name form before the closing of the transaction. The act removes the requirement that the form be submitted before the closing of the transaction. The act clarifies that if an existing well being sold has not been registered with the division of water resources (division), the buyer of the well must submit a registration of existing well form to the division within 63 days after closing the transaction. Current law states that the division is responsible for obtaining the necessary well registration information from the buyer after the purchase of a well. The act removes this requirement and clarifies that a person who provides a closing service in connection with the purchase of a well must submit a change in owner name form for the well to the division, even if the well has not yet been registered with the division. If a change in owner name form does not include a well permit number, the act requires the division to instruct the buyer of a well to complete a new change in owner name form or registration of existing well form and requires the buyer to submit the applicable form to the division. APPROVED by Governor March 31, 2023 EFFECTIVE August 7, 2023 NOTE: This act was passed without a safety clause and takes effect 90 days after sine die. (Note: This summary applies to this bill as enacted.)",https://leg.colorado.gov/bills/HB23-1125
HB23-1126,2023,RS,Bill,Consumer Reports Not Include Medical Debt Information,Business & Economic Development,Introduced; Passed; Became Law,Representative Naquetta Ricks; Representative Ron Weinberg; Senator Tony Exum,,Rep. J. Amabile; Rep. J. Bacon; Rep. S. Bird; Rep. A. Boesenecker; Rep. K. Brown; Rep. C. deGruy Kennedy; Rep. R. Dickson; Rep. M. Duran; Rep. R. English; Rep. E. Epps; Rep. M. Froelich; Rep. L. García; Rep. S. Gonzales-Gutierrez; Rep. E. Hamrick; Rep. L. Herod; Rep. I. Jodeh; Rep. J. Joseph; Rep. C. Kipp; Rep. S. Lieder; Rep. M. Lindsay; Rep. J. Mabrey; Rep. J. McCluskie; Rep. K. McCormick; Rep. B. McLachlan; Rep. D. Michaelson Jenet; Rep. J. Parenti; Rep. S. Sharbini; Rep. E. Sirota; Rep. M. Snyder; Rep. T. Story; Rep. B. Titone; Rep. A. Valdez; Rep. E. Velasco; Rep. M. Weissman; Rep. J. Willford; Rep. S. Woodrow; Rep. M. Young; Sen. J. Buckner; Sen. J. Coleman; Sen. L. Cutter; Sen. J. Danielson; Sen. R. Fields; Sen. J. Gonzales; Sen. N. Hinrichsen; Sen. C. Kolker; Sen. J. Marchman; Sen. D. Moreno; Sen. K. Mullica; Sen. K. Priola; Sen. R. Rodriguez; Sen. T. Sullivan,Business Affairs & Labor,"Business, Labor, & Technology","Concerning the inclusion of certain items of information in consumer reports, and, in connection therewith, prohibiting the reporting of medical debt information by consumer reporting agencies, prohibiting debt collectors and collection agencies from falsely representing that medical debt information will be included in a consumer report or failing to timely disclose that, with certain exceptions, medical debt will not be included in a consumer report, and, making an appropriation.","The act prohibits debt collectors and collection agencies, when attempting to collect debt that they know or should know is medical debt or to obtain information about a consumer in relation to an attempt to collect medical debt, from making a false, deceptive, or misleading representation that the medical debt will be included in a consumer report or factored into a consumer's credit score unless the information is used in connection with a credit transaction involving, or that may reasonably be expected to involve, a principal amount that exceeds the national conforming loan limit value determined annually by the federal housing finance agency. ""Medical debt"" is debt arising from health-care services or health-care goods, including products, devices, durable medical equipment, and prescription drugs. The act also prohibits a consumer reporting agency from making any consumer report containing any adverse information that the agency knows or should know concerns medical debt. The department of revenue is required to study the effect of prohibiting medical debt reporting and, on or before January 1, 2028, report its conclusions from the study to certain legislative committees. In its initial written communication to a consumer, a debt collector or collection agency is required to include a statement regarding the new prohibitions. Current law prohibits a consumer reporting agency from reporting certain types of information. However, the prohibition does not apply to: A credit transaction involving, or that may reasonably be expected to involve, a principal amount of $150,000 or more; or The underwriting of life insurance involving, or that may reasonably be expected to involve, a face amount of $150,000 or more. The act eliminates both of these exceptions to the prohibition and substitutes a new exception, which applies to a credit transaction involving, or that may reasonably be expected to involve, a principal amount that exceeds the national conforming loan limit value for a one-unit property as determined annually by the federal housing finance agency. APPROVED by Governor June 5, 2023 EFFECTIVE August 7, 2023 NOTE: This act was passed without a safety clause and takes effect 90 days after sine die. (Note: This summary applies to this bill as enacted.)",https://leg.colorado.gov/bills/HB23-1126
HB23-1127,2023,RS,Bill,Customer's Right To Use Energy,Energy; Housing; Local Government,Introduced; Lost,Representative Ty Winter; Senator Mark Baisley,Rep. A. Hartsook; Rep. R. Weinberg,,Energy & Environment,,Concerning a guarantee of a customer's right to use energy.,"The bill prohibits a state agency, local government, or common interest community from limiting or prohibiting the use of natural gas, propane, solar photovoltaics, micro wind turbines, or micro hydroelectricity for generating electricity, cooking, heating water, or heating or cooling spaces in residences, units, or businesses. (Note: This summary applies to this bill as introduced.)",https://leg.colorado.gov/bills/HB23-1127
HB23-1128,2023,RS,Bill,Income Tax Credits And Deductions Married Taxpayers,Fiscal Policy & Taxes,Introduced; Lost,Representative Ron Weinberg,Rep. S. Bottoms; Rep. A. Hartsook; Rep. R. Taggart; Rep. E. Velasco; Rep. D. Wilson; Rep. T. Winter; Sen. J. Rich; Sen. P. Will,,Finance,,Concerning certain income tax credits and deductions for married taxpayers.,"Section 1 makes legislative findings and declarations concerning the treatment of taxpayers filing individually versus those filing jointly and clarifies that the intent of the bill is to eliminate barriers to certain tax credits and deductions for married individuals. Section 2 increases the maximum amount of the wildfire mitigation measures tax deduction from $2,500 to $5,000 for married taxpayers who file a joint income tax return. Section 3 increases the qualifying maximum gross adjusted income threshold for the child care expense tax credit from $60,000 to $120,000 for married taxpayers who file a joint income tax return. Section 4 raises the qualifying maximum income threshold for the low-income child care expense tax credit from $25,000 to $50,000 for married taxpayers who file a joint income tax return. (Note: This summary applies to this bill as introduced.)",https://leg.colorado.gov/bills/HB23-1128
HB23-1129,2023,RS,Bill,Tax Credit Lifebuoy Apparatus,Fiscal Policy & Taxes,Introduced; Lost,Representative Brandi Bradley,,,Finance,,Concerning a state income tax credit for an eligible purchaser's installation of a lifebuoy apparatus.,"The bill establishes a state income tax credit for the purchase and installation of a lifebuoy apparatus in a subdivision with a body of water beginning January 1, 2023. The tax credit is for $1,500 per lifebuoy apparatus purchased and installed in the subdivision by an eligible purchaser. The tax credit may be claimed only once per lifebuoy apparatus and is not refundable, but may be carried forward up to 5 years. An eligible purchaser must certify to the department of revenue each lifebuoy apparatus purchased and installed during each tax year for which the credit is claimed. (Note: This summary applies to this bill as introduced.)",https://leg.colorado.gov/bills/HB23-1129
