bill_number,session,session_type,chamber,action_date,action,order
HB22-1001,2022,RS,House,2022-01-12,Introduced In House - Assigned to Business Affairs & Labor,1
HB22-1001,2022,RS,House,2022-02-16,House Committee on Business Affairs & Labor Refer Amended to Finance,2
HB22-1001,2022,RS,House,2022-03-07,House Committee on Finance Refer Amended to Appropriations,3
HB22-1001,2022,RS,House,2022-03-18,House Committee on Appropriations Refer Unamended to House Committee of the Whole,4
HB22-1001,2022,RS,House,2022-03-18,House Second Reading Special Order - Passed with Amendments - Committee,5
HB22-1001,2022,RS,House,2022-03-21,House Third Reading Passed - No Amendments,6
HB22-1001,2022,RS,Senate,2022-03-23,Introduced In Senate - Assigned to Finance,7
HB22-1001,2022,RS,Senate,2022-03-30,Senate Committee on Finance Refer Unamended to Appropriations,8
HB22-1001,2022,RS,Senate,2022-05-09,Senate Committee on Appropriations Refer Amended to Senate Committee of the Whole,9
HB22-1001,2022,RS,Senate,2022-05-09,Senate Second Reading Special Order - Passed with Amendments - Committee,10
HB22-1001,2022,RS,Senate,2022-05-10,Senate Third Reading Passed - No Amendments,11
HB22-1001,2022,RS,House,2022-05-11,House Considered Senate Amendments - Result was to Concur - Repass,12
HB22-1001,2022,RS,House,2022-05-14,Signed by the Speaker of the House,13
HB22-1001,2022,RS,Senate,2022-05-16,Signed by the President of the Senate,14
HB22-1001,2022,RS,Governor,2022-05-16,Sent to the Governor,15
HB22-1001,2022,RS,Governor,2022-05-16,Governor Signed,16
HB22-1002,2022,RS,House,2022-01-12,Introduced In House - Assigned to Education,1
HB22-1002,2022,RS,House,2022-02-03,House Committee on Education Refer Amended to Appropriations,2
HB22-1002,2022,RS,House,2022-05-12,House Committee on Appropriations Lay Over Unamended - Amendment(s) Failed,3
HB22-1003,2022,RS,House,2022-01-12,Introduced In House - Assigned to Judiciary,1
HB22-1003,2022,RS,House,2022-02-16,House Committee on Judiciary Refer Amended to Appropriations,2
HB22-1003,2022,RS,House,2022-03-15,House Committee on Appropriations Refer Amended to House Committee of the Whole,3
HB22-1003,2022,RS,House,2022-03-16,House Second Reading Special Order - Passed with Amendments - Committee,4
HB22-1003,2022,RS,House,2022-03-17,House Third Reading Passed - No Amendments,5
HB22-1003,2022,RS,Senate,2022-03-21,Introduced In Senate - Assigned to Judiciary,6
HB22-1003,2022,RS,Senate,2022-03-31,Senate Committee on Judiciary Refer Unamended to Appropriations,7
HB22-1003,2022,RS,Senate,2022-04-25,Senate Committee on Appropriations Refer Unamended to Senate Committee of the Whole,8
HB22-1003,2022,RS,Senate,2022-04-27,Senate Second Reading Passed - No Amendments,9
HB22-1003,2022,RS,Senate,2022-04-28,Senate Third Reading Passed - No Amendments,10
HB22-1003,2022,RS,House,2022-05-06,Signed by the Speaker of the House,11
HB22-1003,2022,RS,Senate,2022-05-09,Signed by the President of the Senate,12
HB22-1003,2022,RS,Governor,2022-05-09,Sent to the Governor,13
HB22-1003,2022,RS,Governor,2022-05-19,Governor Signed,14
HB22-1004,2022,RS,House,2022-01-12,Introduced In House - Assigned to Transportation & Local Government,1
HB22-1004,2022,RS,House,2022-02-01,House Committee on Transportation & Local Government Refer Unamended to Appropriations,2
HB22-1004,2022,RS,House,2022-03-18,House Committee on Appropriations Refer Unamended to House Committee of the Whole,3
HB22-1004,2022,RS,House,2022-03-22,House Second Reading Passed - No Amendments,4
HB22-1004,2022,RS,House,2022-03-23,House Third Reading Laid Over Daily - No Amendments,5
HB22-1004,2022,RS,House,2022-03-25,House Third Reading Passed - No Amendments,6
HB22-1004,2022,RS,Senate,2022-03-28,Introduced In Senate - Assigned to Appropriations,7
HB22-1004,2022,RS,Senate,2022-05-06,Senate Committee on Appropriations Refer Unamended to Senate Committee of the Whole,8
HB22-1004,2022,RS,Senate,2022-05-06,Senate Second Reading Special Order - Passed - No Amendments,9
HB22-1004,2022,RS,Senate,2022-05-09,Senate Third Reading Passed with Amendments - Floor,10
HB22-1004,2022,RS,House,2022-05-10,House Considered Senate Amendments - Result was to Concur - Repass,11
HB22-1004,2022,RS,House,2022-05-14,Signed by the Speaker of the House,12
HB22-1004,2022,RS,Senate,2022-05-16,Signed by the President of the Senate,13
HB22-1004,2022,RS,Governor,2022-05-16,Sent to the Governor,14
HB22-1004,2022,RS,Governor,2022-05-16,Governor Signed,15
HB22-1005,2022,RS,House,2022-01-12,Introduced In House - Assigned to Health & Insurance,1
HB22-1005,2022,RS,House,2022-02-01,House Committee on Health & Insurance Refer Amended to Finance,2
HB22-1005,2022,RS,House,2022-02-17,House Committee on Finance Refer Unamended to Appropriations,3
HB22-1005,2022,RS,House,2022-04-22,House Committee on Appropriations Refer Unamended to House Committee of the Whole,4
HB22-1005,2022,RS,House,2022-04-22,House Second Reading Special Order - Passed with Amendments - Committee,5
HB22-1005,2022,RS,House,2022-04-25,House Third Reading Passed - No Amendments,6
HB22-1005,2022,RS,Senate,2022-04-28,Introduced In Senate - Assigned to Finance,7
HB22-1005,2022,RS,Senate,2022-05-04,Senate Committee on Finance Refer Unamended to Appropriations,8
HB22-1005,2022,RS,Senate,2022-05-06,Senate Committee on Appropriations Refer Unamended - Consent Calendar to Senate Committee of the Whole,9
HB22-1005,2022,RS,Senate,2022-05-06,Senate Second Reading Special Order - Passed - No Amendments,10
HB22-1005,2022,RS,Senate,2022-05-09,Senate Third Reading Passed - No Amendments,11
HB22-1005,2022,RS,House,2022-05-14,Signed by the Speaker of the House,12
HB22-1005,2022,RS,Senate,2022-05-16,Signed by the President of the Senate,13
HB22-1005,2022,RS,Governor,2022-05-16,Sent to the Governor,14
HB22-1005,2022,RS,Governor,2022-06-01,Governor Signed,15
HB22-1006,2022,RS,House,2022-01-12,Introduced In House - Assigned to Public & Behavioral Health & Human Services,1
HB22-1006,2022,RS,House,2022-02-01,House Committee on Public & Behavioral Health & Human Services Refer Unamended to Appropriations,2
HB22-1006,2022,RS,House,2022-04-28,House Committee on Appropriations Refer Unamended to House Committee of the Whole,3
HB22-1006,2022,RS,House,2022-04-28,House Second Reading Special Order - Passed - No Amendments,4
HB22-1006,2022,RS,House,2022-04-29,House Third Reading Passed - No Amendments,5
HB22-1006,2022,RS,Senate,2022-04-29,Introduced In Senate - Assigned to Finance,6
HB22-1006,2022,RS,Senate,2022-05-04,Senate Committee on Finance Refer Amended to Appropriations,7
HB22-1006,2022,RS,Senate,2022-05-06,Senate Committee on Appropriations Refer Unamended - Consent Calendar to Senate Committee of the Whole,8
HB22-1006,2022,RS,Senate,2022-05-06,Senate Second Reading Special Order - Passed with Amendments - Committee,9
HB22-1006,2022,RS,Senate,2022-05-09,Senate Third Reading Passed - No Amendments,10
HB22-1006,2022,RS,House,2022-05-10,House Considered Senate Amendments - Result was to Concur - Repass,11
HB22-1006,2022,RS,House,2022-05-16,Signed by the Speaker of the House,12
HB22-1006,2022,RS,Senate,2022-05-16,Signed by the President of the Senate,13
HB22-1006,2022,RS,Governor,2022-05-16,Sent to the Governor,14
HB22-1006,2022,RS,Governor,2022-06-01,Governor Signed,15
HB22-1007,2022,RS,House,2022-01-12,Introduced In House - Assigned to Energy & Environment,1
HB22-1007,2022,RS,House,2022-02-17,House Committee on Energy & Environment Refer Amended to Finance,2
HB22-1007,2022,RS,House,2022-03-07,House Committee on Finance Refer Amended to Appropriations,3
HB22-1007,2022,RS,House,2022-04-21,House Committee on Appropriations Refer Amended to House Committee of the Whole,4
HB22-1007,2022,RS,House,2022-04-21,House Second Reading Special Order - Passed with Amendments - Committee,5
HB22-1007,2022,RS,House,2022-04-22,House Third Reading Passed - No Amendments,6
HB22-1007,2022,RS,Senate,2022-04-26,Introduced In Senate - Assigned to Finance,7
HB22-1007,2022,RS,Senate,2022-05-02,Senate Committee on Finance Refer Unamended to Appropriations,8
HB22-1007,2022,RS,Senate,2022-05-04,Senate Committee on Appropriations Refer Unamended to Senate Committee of the Whole,9
HB22-1007,2022,RS,Senate,2022-05-04,Senate Second Reading Special Order - Passed - No Amendments,10
HB22-1007,2022,RS,Senate,2022-05-05,Senate Third Reading Passed - No Amendments,11
HB22-1007,2022,RS,House,2022-05-20,Signed by the Speaker of the House,12
HB22-1007,2022,RS,Senate,2022-05-20,Signed by the President of the Senate,13
HB22-1007,2022,RS,Governor,2022-05-20,Sent to the Governor,14
HB22-1007,2022,RS,Governor,2022-06-03,Governor Signed,15
HB22-1008,2022,RS,House,2022-01-12,Introduced In House - Assigned to Health & Insurance,1
HB22-1008,2022,RS,House,2022-02-09,House Committee on Health & Insurance Refer Amended to House Committee of the Whole,2
HB22-1008,2022,RS,House,2022-02-14,House Second Reading Passed with Amendments - Committee,3
HB22-1008,2022,RS,House,2022-02-15,House Third Reading Passed - No Amendments,4
HB22-1008,2022,RS,Senate,2022-02-18,Introduced In Senate - Assigned to Health & Human Services,5
HB22-1008,2022,RS,Senate,2022-03-21,Senate Committee on Health & Human Services Refer Unamended to Senate Committee of the Whole,6
HB22-1008,2022,RS,Senate,2022-03-24,Senate Second Reading Laid Over Daily - No Amendments,7
HB22-1008,2022,RS,Senate,2022-03-25,Senate Second Reading Passed - No Amendments,8
HB22-1008,2022,RS,Senate,2022-03-28,Senate Third Reading Passed - No Amendments,9
HB22-1008,2022,RS,House,2022-04-07,Signed by the Speaker of the House,10
HB22-1008,2022,RS,Governor,2022-04-08,Sent to the Governor,11
HB22-1008,2022,RS,Senate,2022-04-08,Signed by the President of the Senate,12
HB22-1008,2022,RS,Governor,2022-04-13,Governor Signed,13
HB22-1009,2022,RS,House,2022-01-12,Introduced In House - Assigned to Education,1
HB22-1009,2022,RS,House,2022-04-14,House Committee on Education Refer Amended to Appropriations,2
HB22-1009,2022,RS,House,2022-05-12,House Committee on Appropriations Lay Over Unamended - Amendment(s) Failed,3
HB22-1010,2022,RS,House,2022-01-12,Introduced In House - Assigned to Education,1
HB22-1010,2022,RS,House,2022-02-03,House Committee on Education Refer Amended to Finance,2
HB22-1010,2022,RS,House,2022-02-10,House Committee on Finance Refer Unamended to Appropriations,3
HB22-1010,2022,RS,House,2022-04-14,House Committee on Appropriations Refer Amended to House Committee of the Whole,4
HB22-1010,2022,RS,House,2022-04-14,House Second Reading Special Order - Passed with Amendments - Committee,5
HB22-1010,2022,RS,House,2022-04-18,House Third Reading Passed - No Amendments,6
HB22-1010,2022,RS,Senate,2022-04-20,Introduced In Senate - Assigned to Finance,7
HB22-1010,2022,RS,Senate,2022-04-27,Senate Committee on Finance Refer Amended to Appropriations,8
HB22-1010,2022,RS,Senate,2022-05-03,Senate Committee on Appropriations Refer Unamended - Consent Calendar to Senate Committee of the Whole,9
HB22-1010,2022,RS,Senate,2022-05-03,Senate Second Reading Special Order - Laid Over Daily - No Amendments,10
HB22-1010,2022,RS,Senate,2022-05-04,"Senate Second Reading Special Order - Passed with Amendments - Committee, Floor",11
HB22-1010,2022,RS,Senate,2022-05-05,Senate Third Reading Passed - No Amendments,12
HB22-1010,2022,RS,House,2022-05-09,House Considered Senate Amendments - Result was to Laid Over Daily,13
HB22-1010,2022,RS,House,2022-05-10,House Considered Senate Amendments - Result was to Concur - Repass,14
HB22-1010,2022,RS,House,2022-06-01,Signed by the Speaker of the House,15
HB22-1010,2022,RS,Senate,2022-06-01,Signed by the President of the Senate,16
HB22-1010,2022,RS,Governor,2022-06-01,Sent to the Governor,17
HB22-1010,2022,RS,Governor,2022-06-03,Governor Signed,18
HB22-1011,2022,RS,House,2022-01-12,Introduced In House - Assigned to Energy & Environment,1
HB22-1011,2022,RS,House,2022-02-17,House Committee on Energy & Environment Refer Amended to Appropriations,2
HB22-1011,2022,RS,House,2022-04-28,House Committee on Appropriations Refer Amended to House Committee of the Whole,3
HB22-1011,2022,RS,House,2022-04-28,"House Second Reading Special Order - Passed with Amendments - Committee, Floor",4
HB22-1011,2022,RS,House,2022-04-29,House Third Reading Re-referred to House Committee of the Whole - No Amendments,5
HB22-1011,2022,RS,House,2022-04-29,House Second Reading Re-referred to Appropriations - No Amendments,6
HB22-1011,2022,RS,House,2022-05-02,House Third Reading Laid Over Daily - No Amendments,7
HB22-1011,2022,RS,House,2022-05-03,House Third Reading Passed - No Amendments,8
HB22-1011,2022,RS,Senate,2022-05-03,Introduced In Senate - Assigned to Appropriations,9
HB22-1011,2022,RS,Senate,2022-05-06,Senate Committee on Appropriations Refer Amended to Senate Committee of the Whole,10
HB22-1011,2022,RS,Senate,2022-05-06,Senate Second Reading Special Order - Passed with Amendments - Committee,11
HB22-1011,2022,RS,Senate,2022-05-09,Senate Third Reading Passed with Amendments - Floor,12
HB22-1011,2022,RS,House,2022-05-10,House Considered Senate Amendments - Result was to Concur - Repass,13
HB22-1011,2022,RS,House,2022-06-01,Signed by the Speaker of the House,14
HB22-1011,2022,RS,Senate,2022-06-01,Signed by the President of the Senate,15
HB22-1011,2022,RS,Governor,2022-06-01,Sent to the Governor,16
HB22-1011,2022,RS,Governor,2022-06-03,Governor Signed,17
HB22-1012,2022,RS,House,2022-01-12,Introduced In House - Assigned to Energy & Environment,1
HB22-1012,2022,RS,House,2022-02-17,House Committee on Energy & Environment Refer Amended to Appropriations,2
