bill_number,session,session_type,bill_type,title,keywords,status,primary_sponsors,sponsors,cosponsors,house_committee,senate_committee,long_title,summary,bill_url
HB18-1001,2018,RS,Bill,FAMLI Family Medical Leave Insurance Program,Labor & Employment,Introduced; Lost,Representative Faith Winter; Representative Matt Gray; Senator Kerry Donovan; Senator Rhonda Fields,,Rep. J. Arndt; Rep. A. Benavidez; Rep. J. Bridges; Rep. J. Buckner; Rep. J. Coleman; Rep. J. Danielson; Rep. C. Duran; Rep. D. Esgar; Rep. T. Exum; Rep. A. Garnett; Rep. J. Ginal; Rep. M. Hamner; Rep. L. Herod; Rep. E. Hooton; Rep. D. Jackson; Rep. C. Kennedy; Rep. P. Lee; Rep. S. Lontine; Rep. B. McLachlan; Rep. J. Melton; Rep. D. Michaelson Jenet; Rep. D. Pabon; Rep. B. Pettersen; Rep. D. Roberts; Rep. P. Rosenthal; Rep. J. Salazar; Rep. J. Singer; Rep. M. Weissman; Rep. D. Young,Business Affairs and Labor,"State, Veterans, & Military Affairs",Concerning the creation of a family and medical leave insurance program.,"The bill creates the family and medical leave insurance (FAMLI) program in the division of family and medical leave insurance (division) in the department of labor and employment to provide partial wage-replacement benefits to an eligible individual who takes leave from work to care for a new child or a family member with a serious health condition or who is unable to work due to the individual's own serious health condition. Each employee in the state will pay a premium determined by the director of the division by rule, which premium is based on a percentage of the employee's yearly wages and must not initially exceed .99%. The premiums are deposited into the family and medical leave insurance fund from which family and medical leave benefits are paid to eligible individuals. The director may also impose a solvency surcharge by rule if determined necessary to ensure the soundness of the fund. The division is established as an enterprise, and premiums paid into the fund are not considered state revenues for purposes of the taxpayer's bill of rights (TABOR). (Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)",https://leg.colorado.gov/bills/HB18-1001
HB18-1002,2018,RS,Bill,Rural School District Teaching Fellowship Programs,Higher Education,Introduced; Passed; Became Law,Representative Millie Hamner; Representative Bob Rankin; Senator Don Coram; Senator Nancy Todd,Rep. B. McLachlan,Sen. I. Aguilar; Sen. R. Baumgardner; Sen. L. Crowder; Sen. K. Donovan; Sen. L. Garcia; Sen. K. Grantham; Sen. D. Kagan; Sen. J. Kefalas; Sen. A. Kerr; Sen. B. Martinez Humenik; Sen. D. Moreno; Sen. R. Scott; Sen. J. Tate; Sen. A. Williams; Sen. R. Zenzinger,Education,Education,"Concerning teaching fellowship programs to assist rural school districts in hiring high-quality teachers, and, in connection therewith, creating the ""Rural Colorado Grow Your Own Educator Act"" and making an appropriation.","Teacher preparation - rural teaching fellowship programs - appropriation. The act directs the department of education to identify geographic areas within the state and specific subjects for which there is a teacher shortage. Under the act, a rural school district, rural charter school, or rural board of cooperative services (rural local education provider) and a public or private institution of higher education (institution) may enter into an agreement to provide a teaching fellowship program for students enrolled in the fourth year of an approved educator preparation program. The rural local education provider must be located within an identified area or need a teacher for one of the identified subjects and demonstrate chronic hiring difficulty and financial need; the institution must offer an approved educator preparation program. The agreement must include the commitments of both the rural local education provider and the institution, including the commitment of both to jointly design an individualized fellowship plan for each teaching fellow, which addresses necessary competencies; the rural local education provider's commitment to extend an offer of employment to the teaching fellow when he or she successfully completes the fellowship year; and the institution's commitment to pay a percentage of a stipend to the teaching fellow during the fellowship year. Each teaching fellow receives a stipend of $10,000 to use for costs of attendance during the fellowship year. The department of higher education, based on the rural local education provider's demonstrated chronic hiring difficulties and financial need, will annually select up to 100 teaching fellows for which the state will provide 50% of the stipend through the state financial assistance program. For these teaching fellows, the institution must provide the remaining 50% from institutional financial assistance. If the teaching fellow receives an offer of employment from the rural local education provider for the 2 school years following completion of the fellowship and does not work for the rural local education provider for those 2 school years, the teaching fellow must repay the amount of the stipend. The rural local education provider and institution must prepare an annual report concerning implementation of the teaching fellowship program and submit it to the department of higher education. The department must prepare a summary report concerning the implementation and effect of the teaching fellowship programs throughout the state and submit the report to the state board of education, the Colorado commission on higher education, and the joint budget committee and education committees of the general assembly. For the 2018-19 fiscal year, the act appropriates $530,448 to the department of higher education with the assumption that the department will require an additional 0.5 FTE. The department may use the appropriation for rural teacher recruitment, retention, and professional development. (Note: This summary applies to this bill as enacted.)",https://leg.colorado.gov/bills/HB18-1002
HB18-1003,2018,RS,Bill,Opioid Misuse Prevention,Health Care & Health Insurance,Introduced; Passed; Became Law,Representative Brittany Pettersen; Senator Kevin Priola; Senator Cheri Jahn,Rep. C. deGruy Kennedy; Rep. J. Singer; Sen. I. Aguilar; Sen. K. Lambert; Sen. J. Tate,Sen. S. Fenberg; Sen. L. Guzman; Sen. M. Jones; Sen. J. Kefalas; Sen. A. Kerr; Sen. B. Martinez Humenik; Sen. D. Moreno; Sen. N. Todd,Public Health Care & Human Services,"State, Veterans, & Military Affairs","Concerning measures to prevent opioid misuse in Colorado, and, in connection therewith, making an appropriation.","Opioid and other substance use disorders study committee - creation - Colorado consortium for prescription drug abuse prevention recommendations - school-based health care centers grant program - department of health care policy and financing grant awards - center for research into substance use disorder prevention, treatment, and recovery continuing education activities - appropriations. The act establishes in statute the opioid and other substance use disorders study committee, consisting of 10 members of the general assembly, to: Study data, data analytics, and statistics on the scope of the substance use disorder problem in Colorado; Study current prevention, intervention, harm reduction, treatment, and recovery resources available to Coloradans, as well as public and private insurance coverage and other sources of support for treatment and recovery resources; Review the availability of medication-assisted treatment and the ability of pharmacists to prescribe those medications; Examine measures that the federal government and other states and countries use to address substance use disorders; Identify the gaps in prevention, intervention, harm reduction, treatment, and recovery resources available to Coloradans and hurdles to accessing those resources; Identify possible legislative options to address gaps and hurdles to accessing prevention, intervention, harm reduction, treatment, and recovery resources; and Examine law enforcement and criminal justice measures and technologies used in enforcing laws regarding opioids and other illegal substances. The committee is authorized to meet 6 times each interim and may report up to 5 legislative measures to the legislative council, which bills are exempt from bill limitations and deadlines. The committee is repealed on July 1, 2020. The act requires the governor to direct the Colorado consortium for prescription drug abuse prevention to: Create a process to develop a plan that addresses the full continuum of recovery services; Develop a definition for recovery residences and recommend whether the residences should be licensed; and Report recommendations to the general assembly by January 1, 2020. The act specifies that school-based health care centers may apply for grants from the school-based health center grant program to expand behavioral health services to include treatment for opioid and other substance use disorders and requires the department of public health and environment to prioritize funding to the centers that serve communities with high-risk factors for substance abuse and limited access to treatment services. The act directs the department of health care policy and financing, starting July 1, 2018, to award grants to organizations to operate a substance abuse screening, brief intervention, and referral to treatment practice. The act directs the center for research into substance use disorder prevention, treatment, and recovery to develop and implement continuing medical education activities to help prescribers of pain medication to safely and effectively manage patients with chronic pain, and when appropriate, prescribe opioids or medication-assisted treatment. For the 2018-19 fiscal year, the act appropriates: $925,00 to the department of health care policy and financing from the marijuana tax cash fund for the screening, brief intervention, and referral to treatment training grant program; $750,000 to the department of higher education from the marijuana tax cash fund for the center for research into substance use disorder prevention, treatment, and recovery support strategies; $39,249 to the legislative department from the general fund for expenses of the opioid and other substance use disorders study committee; and $775,000 to the department of public health and environment from the marijuana tax cash fund for use by the prevention services division for the school-based health center grant program. (Note: This summary applies to this bill as enacted.)",https://leg.colorado.gov/bills/HB18-1003
HB18-1004,2018,RS,Bill,Continue Child Care Contribution Tax Credit,Fiscal Policy & Taxes,Introduced; Passed; Became Law,Representative James Coleman; Representative James Wilson; Senator Jack Tate; Senator John Kefalas,,Sen. I. Aguilar; Sen. L. Crowder; Sen. L. Garcia; Sen. K. Grantham; Sen. L. Guzman; Sen. M. Jones; Sen. K. Lundberg; Sen. B. Martinez Humenik; Sen. M. Merrifield; Sen. K. Priola; Sen. N. Todd,Finance,Finance,Concerning the continuation of the income tax credit for a qualifying contribution to promote child care in the state.,"Income tax - child care contribution credit - extension. A taxpayer who makes a monetary contribution prior to January 1, 2020, to promote child care in the state is allowed an income tax credit that is equal to 50% of the total value of the contribution. The act extends the credit for 5 more years. (Note: This summary applies to this bill as enacted.)",https://leg.colorado.gov/bills/HB18-1004
HB18-1005,2018,RS,Bill,Notice To Students Of Postsecondary Courses,Education & School Finance (Pre & K-12); Higher Education,Introduced; Passed; Became Law,Representative Brittany Pettersen; Representative Jon Becker; Senator Kevin Priola,,Sen. I. Aguilar; Sen. L. Court; Sen. S. Fenberg; Sen. R. Fields; Sen. L. Garcia; Sen. L. Guzman; Sen. C. Jahn; Sen. M. Jones; Sen. J. Kefalas; Sen. A. Kerr; Sen. B. Martinez Humenik; Sen. M. Merrifield; Sen. D. Moreno; Sen. N. Todd; Sen. A. Williams,Education,Education,Concerning notice of postsecondary course enrollment options available to high school students.,"Concurrent enrollment - information to students and parents. Under current law, a school district, board of cooperative services, district charter school, or institute charter school (local education provider) must notify students and their parents of opportunities for concurrent enrollment in postsecondary courses. The act requires the notice to be sent at least 6 weeks prior to the beginning of the enrollment period and to include information regarding the local education provider's timelines that affect student eligibility to take these courses and a statement informing students that they may significantly reduce college expenses, increase the likelihood of completing college, and earn marketable workforce skills by taking concurrent enrollment courses. Prior to the beginning of the enrollment period for postsecondary concurrent enrollment courses, the local education provider shall provide students and their parents with written notice of postsecondary courses offered at the local education provider's facility and the cost of those courses, as well as notice regarding postsecondary courses offered at the postsecondary institution's facility and the cost of those courses. (Note: This summary applies to this bill as enacted.)",https://leg.colorado.gov/bills/HB18-1005
HB18-1006,2018,RS,Bill,Infant Newborn Screening,Health Care & Health Insurance; Public Health,Introduced; Passed; Became Law,Representative Millie Hamner; Representative Larry Liston; Senator Bob Gardner; Senator Dominick Moreno,,Sen. I. Aguilar; Sen. L. Court; Sen. L. Crowder; Sen. R. Fields; Sen. C. Jahn; Sen. M. Jones; Sen. J. Kefalas; Sen. A. Kerr; Sen. K. Lambert; Sen. K. Lundberg; Sen. B. Martinez Humenik; Sen. M. Merrifield; Sen. K. Priola; Sen. J. Tate; Sen. N. Todd; Sen. R. Zenzinger,Public Health Care & Human Services,"State, Veterans, & Military Affairs","Concerning modifications to the newborn screening program administered by the department of public health and environment, and, in connection therewith, making an appropriation.","Disease control - department of public health and environment - newborn screening - hearing screening - state board of health rules - fees - newborn hearing screening cash fund - reports - appropriations. The act updates the current newborn screening program to require more timely newborn hearing screenings. The department of public health and environment (department) is authorized to assess a fee for newborn screening and necessary follow-up services. The act also creates the newborn hearing screening cash fund in which the fees are to be deposited and used to cover the costs of the program. The act requires the state board of health to promulgate rules: Concerning the requirements of the newborn screening program to screen for genetic and metabolic disorders; Requiring entities with information pertinent to newborn screening to report results of individual screenings to the department; and To establish and maintain appropriate follow-up services for newborns with positive screening results or who are at risk of hearing loss. The department must develop and publish materials on its website for education and training on cytomegalovirus and must report to the general assembly, during its annual SMART act presentations, when it adds a condition for which an infant must be tested. The act appropriates money to the department as follows: $700,000 from the information technology capital account in the capital construction fund for use by the center for health and environmental data for an information and technology system for hearing loss screening; $1,162,500 from the newborn screening and genetic counseling cash fund for use by the laboratory services division to expand laboratory space and purchase equipment; and $89,222 from the newborn hearing screening cash fund for use by the center for health and environmental information for the birth defects monitoring and prevention program. (Note: This summary applies to this bill as enacted.)",https://leg.colorado.gov/bills/HB18-1006
HB18-1007,2018,RS,Bill,Substance Use Disorder Payment And Coverage,Health Care & Health Insurance,Introduced; Passed; Became Law,Representative Chris Kennedy; Representative Jonathan Singer; Senator Kent Lambert; Senator Cheri Jahn,Rep. B. Pettersen; Sen. I. Aguilar; Sen. J. Tate,Rep. K. Becker; Rep. J. Bridges; Rep. J. Buckner; Rep. D. Esgar; Rep. T. Exum; Rep. L. Herod; Rep. P. Lee; Rep. S. Lontine; Rep. J. Melton; Rep. D. Michaelson Jenet; Rep. P. Rosenthal; Rep. D. Young; Sen. S. Fenberg; Sen. R. Fields; Sen. L. Garcia; Sen. L. Guzman; Sen. M. Jones; Sen. D. Kagan; Sen. J. Kefalas; Sen. A. Kerr; Sen. M. Merrifield; Sen. D. Moreno; Sen. K. Priola; Sen. N. Todd,Public Health Care & Human Services,"State, Veterans, & Military Affairs",Concerning payment issues related to substance use disorders.,"Substance use disorder treatment - payment and coverage provisions - Medicaid - insurance carriers. The act requires all individual and group health benefit plans to provide coverage without prior authorization for a 5-day supply of at least one of the federal food and drug administration-approved drugs for the treatment of opioid dependence for a first request within a 12-month period. The act prohibits carriers from taking adverse action against a provider or from providing financial incentives or disincentives to a provider based solely on a patient satisfaction survey relating to the patient's satisfaction with pain treatment. The act clarifies that an ""urgent prior authorization request"" to a carrier includes a request for authorization of medication-assisted treatment for substance use disorders. The act permits a pharmacy that has entered into a collaborative pharmacy practice agreement with one or more physicians to administer injectable antagonist medication for substance use disorders and receive an enhanced dispensing fee for the administration. The act requires the Colorado medical assistance program to authorize reimbursement for at least one federal food and drug administration-approved ready-to-use opioid overdose reversal drug without prior authorization. The act permits a pharmacy that has entered into a collaborative pharmacy practice agreement with one or more physicians to administer injectable antagonist medication for substance use disorders and receive an enhanced dispensing fee under the Colorado medical assistance program for the administration. The act requires the department of health care policy and financing and the office of behavioral health in the department of human services to establish rules that standardize utilization management authority timelines for the nonpharmaceutical components of medication-assisted treatment for substance use disorders. (Note: This summary applies to this bill as enacted.)",https://leg.colorado.gov/bills/HB18-1007
HB18-1008,2018,RS,Bill,Mussel-free Colorado Act,Natural Resources & Environment; Water,Introduced; Passed; Became Law,Representative Daneya Esgar; Representative Jeni Arndt; Senator Kerry Donovan; Senator Don Coram,Rep. C. Hansen; Rep. Y. Willett; Sen. M. Jones,Sen. L. Court; Sen. S. Fenberg; Sen. O. Hill; Sen. D. Kagan; Sen. M. Merrifield; Sen. N. Todd,"Agriculture, Livestock, & Natural Resources",Finance,"Concerning the financing of the division of parks and wildlife's aquatic nuisance species program, and, in connection therewith, creating an aquatic nuisance species stamp for the operation of motorboats and sailboats in waters of the state, increasing penalties related to the introduction of aquatic nuisance species into the waters of the state, and combining two separate funds related to the aquatic nuisance species program into one fund.","Parks and wildlife - aquatic nuisance species - fees - increased penalties - reimbursement for decontamination - single fund created. Section 3 of the act updates a legislative declaration concerning aquatic nuisance species to encourage the federal government to dedicate sufficient funding and resources to the detection, prevention, control, and eradication of aquatic nuisance species for federally owned or managed aquatic resources and water infrastructure in Colorado. Section 4 defines ""motorboat"" and ""sailboat"". Section 5 authorizes the division of parks and wildlife to seek reimbursement from a conveyance owner ( i.e. , motor vehicles, trailers, and watercraft) for the storage and decontamination of a conveyance that has been impounded and quarantined due to the suspected presence of an aquatic nuisance species. Section 6 requires an in-state resident registering a motorboat or sailboat in Colorado for use on or after January 1, 2019, to pay a $25 fee for an aquatic nuisance species stamp in addition to the watercraft registration fee. A nonresident using a motorboat or sailboat in waters of the state on or after January 1, 2019, is required to pay a $50 fee for an aquatic nuisance species stamp. Section 7 increases penalties related to aquatic nuisance species and creates new penalties for failing to purchase an aquatic nuisance species stamp; failing to comply with a qualified peace officer's or an authorized agent's request to stop, detain, and inspect a vessel; and launching a vessel without first obtaining a vessel inspection at an aquatic nuisance species check station. Section 8 combines the division of parks and outdoor recreation aquatic nuisance species fund and the division of wildlife aquatic nuisance species fund into a single fund: The division of parks and wildlife aquatic nuisance species fund. (Note: This summary applies to this bill as enacted.)",https://leg.colorado.gov/bills/HB18-1008
HB18-1009,2018,RS,Bill,Diabetes Drug Pricing Transparency Act 2018,Health Care & Health Insurance,Introduced; Lost,Representative Dylan Roberts; Senator Kerry Donovan,,Rep. K. Becker; Rep. J. Bridges; Rep. J. Buckner; Rep. J. Coleman; Rep. J. Danielson; Rep. C. Duran; Rep. D. Esgar; Rep. T. Exum; Rep. M. Hamner; Rep. L. Herod; Rep. D. Jackson; Rep. C. Kennedy; Rep. P. Lee; Rep. S. Lontine; Rep. J. Melton; Rep. D. Michaelson Jenet; Rep. B. Pettersen; Rep. P. Rosenthal; Rep. M. Weissman; Rep. F. Winter; Rep. D. Young,"Health, Insurance, & Environment","State, Veterans, & Military Affairs","Concerning transparency in diabetes prescription drugs pricing, and, in connection therewith, making an appropriation.","The bill creates the 'Diabetes Drug Pricing Transparency Act of 2018'. The state board of health is responsible for implementing the act. Drug manufacturers, pharmacy benefit managers, insurers, and pharmacies must submit annual reports to the state board regarding prescription insulin drugs used to treat diabetes. The state board analyzes the submitted information and publishes a report. The state board may impose penalties on drug manufacturers or pharmacy benefit managers who do not comply with reporting requirements. Nonprofit organizations advocating for patients with diabetes or funding diabetes medical research that receive contributions from certain diabetes drug manufacturers must annually report those contributions. $287,602 is appropriated from the general fund to the department of public health and environment to implement the act. $10,656 of this amount is reappropriated to the department of law for legal services to the department of public health and environment. (Note: This summary applies to the reengrossed version of this bill as introduced in the second house.)",https://leg.colorado.gov/bills/HB18-1009
HB18-1010,2018,RS,Bill,Department Of Human Services Report Data And Add MembersTo Working Group,Children & Domestic Matters; Human Services,Introduced; Passed; Became Law,Representative Pete Lee; Representative James Wilson; Senator Don Coram,,Rep. J. Buckner; Rep. J. Coleman; Rep. C. Duran; Rep. T. Exum; Rep. A. Garnett; Rep. L. Herod; Rep. E. Hooton; Rep. D. Jackson; Rep. S. Lontine; Rep. J. Melton; Rep. D. Michaelson Jenet; Rep. B. Pettersen; Rep. P. Rosenthal; Rep. D. Young; Sen. L. Court; Sen. S. Fenberg; Sen. R. Fields; Sen. C. Jahn; Sen. J. Kefalas; Sen. M. Merrifield; Sen. D. Moreno; Sen. N. Todd; Sen. A. Williams,Judiciary,Judiciary,"Concerning youth committed to the department of human services, and, in connection therewith, requiring the department to report certain data and adding members to the youth restraint and seclusion working group.","Division of youth services - reporting of recidivism data and educational outcomes. The act requires the department of human services (department), to annually collect recidivism data and calculate the recidivism rates and educational outcomes for juveniles committed to the custody of the department who complete their parole sentences and discharge from department supervision. In collecting the recidivism data, the department shall include any juvenile adjudication or adult conviction of a criminal offense within 3 years after parole discharge. The department shall report the recidivism data, recidivism rates, and educational outcomes to the general assembly annually. Existing law requires the state auditor to perform 2 audits of the department's reports of recidivism rates and educational outcomes. The act requires the judicial department to provide data to the state auditor as permissible by law for the purposes of these audits. The act adds 2 members to the youth restraint and seclusion working group within the division of youth services. (Note: This summary applies to this bill as enacted.)",https://leg.colorado.gov/bills/HB18-1010
