bill_number,session,session_type,chamber,action_date,action,order
HB18-1003,2018,RS,House,2018-05-16,Signed by the Speaker of the House,14
HB18-1003,2018,RS,Senate,2018-05-16,Signed by the President of the Senate,15
HB18-1003,2018,RS,Governor,2018-05-16,Sent to the Governor,16
HB18-1003,2018,RS,Governor,2018-05-21,Governor Signed,17
HB18-1004,2018,RS,House,2018-01-10,Introduced In House - Assigned to Finance + Appropriations,1
HB18-1004,2018,RS,House,2018-01-29,House Committee on Finance Refer Amended to Appropriations,2
HB18-1004,2018,RS,House,2018-04-19,House Committee on Appropriations Refer Unamended to House Committee of the Whole,3
HB18-1004,2018,RS,House,2018-04-19,House Second Reading Special Order - Passed with Amendments - Committee,4
HB18-1004,2018,RS,House,2018-04-20,House Third Reading Passed - No Amendments,5
HB18-1004,2018,RS,Senate,2018-04-23,Introduced In Senate - Assigned to Finance,6
HB18-1004,2018,RS,Senate,2018-04-26,Senate Committee on Finance Refer Unamended to Appropriations,7
HB18-1004,2018,RS,Senate,2018-05-01,Senate Committee on Appropriations Refer Unamended to Senate Committee of the Whole,8
HB18-1004,2018,RS,Senate,2018-05-03,Senate Second Reading Passed - No Amendments,9
HB18-1004,2018,RS,Senate,2018-05-04,Senate Third Reading Passed - No Amendments,10
HB18-1004,2018,RS,House,2018-05-16,Signed by the Speaker of the House,11
HB18-1004,2018,RS,Senate,2018-05-16,Signed by the President of the Senate,12
HB18-1004,2018,RS,Governor,2018-05-16,Sent to the Governor,13
HB18-1004,2018,RS,Governor,2018-05-30,Governor Signed,14
HB18-1005,2018,RS,House,2018-01-10,Introduced In House - Assigned to Education,1
HB18-1005,2018,RS,House,2018-01-29,House Committee on Education Refer Amended to House Committee of the Whole,2
HB18-1005,2018,RS,House,2018-02-01,House Second Reading Laid Over to 02/02/2018 - No Amendments,3
HB18-1005,2018,RS,House,2018-02-02,House Second Reading Laid Over to 02/05/2018 - No Amendments,4
HB18-1005,2018,RS,House,2018-02-05,"House Second Reading Passed with Amendments - Committee, Floor",5
HB18-1005,2018,RS,House,2018-02-06,House Third Reading Passed - No Amendments,6
HB18-1005,2018,RS,Senate,2018-02-12,Introduced In Senate - Assigned to Education,7
HB18-1005,2018,RS,Senate,2018-03-01,Senate Committee on Education Refer Unamended to Senate Committee of the Whole,8
HB18-1005,2018,RS,Senate,2018-03-06,Senate Second Reading Passed - No Amendments,9
HB18-1005,2018,RS,Senate,2018-03-07,Senate Third Reading Laid Over Daily - No Amendments,10
HB18-1005,2018,RS,Senate,2018-03-08,Senate Third Reading Passed - No Amendments,11
HB18-1005,2018,RS,House,2018-03-14,Signed by the Speaker of the House,12
HB18-1005,2018,RS,Senate,2018-03-15,Signed by the President of the Senate,13
HB18-1005,2018,RS,Governor,2018-03-15,Sent to the Governor,14
HB18-1005,2018,RS,Governor,2018-03-22,Governor Signed,15
HB18-1006,2018,RS,House,2018-01-10,Introduced In House - Assigned to Public Health Care & Human Services,1
HB18-1006,2018,RS,House,2018-01-30,House Committee on Public Health Care & Human Services Refer Amended to Finance,2
HB18-1006,2018,RS,House,2018-02-05,House Committee on Finance Refer Unamended to Appropriations,3
HB18-1006,2018,RS,House,2018-04-19,House Committee on Appropriations Refer Amended to House Committee of the Whole,4
HB18-1006,2018,RS,House,2018-04-19,"House Second Reading Special Order - Passed with Amendments - Committee, Floor",5
HB18-1006,2018,RS,House,2018-04-20,House Third Reading Passed - No Amendments,6
HB18-1006,2018,RS,Senate,2018-04-23,"Introduced In Senate - Assigned to State, Veterans, & Military Affairs",7
HB18-1006,2018,RS,Senate,2018-05-02,"Senate Committee on State, Veterans, & Military Affairs Refer Amended to Finance",8
HB18-1006,2018,RS,Senate,2018-05-03,Senate Committee on Finance Refer Unamended to Appropriations,9
HB18-1006,2018,RS,Senate,2018-05-03,Senate Committee on Appropriations Refer Amended - Consent Calendar to Senate Committee of the Whole,10
HB18-1006,2018,RS,Senate,2018-05-03,Senate Second Reading Special Order - Passed with Amendments - Committee,11
HB18-1006,2018,RS,Senate,2018-05-04,Senate Third Reading Passed - No Amendments,12
HB18-1006,2018,RS,House,2018-05-04,House Considered Senate Amendments - Result was to Laid Over Daily,13
HB18-1006,2018,RS,House,2018-05-07,House Considered Senate Amendments - Result was to Concur - Repass,14
HB18-1006,2018,RS,House,2018-05-17,Signed by the Speaker of the House,15
HB18-1006,2018,RS,Senate,2018-05-18,Signed by the President of the Senate,16
HB18-1006,2018,RS,Governor,2018-05-18,Sent to the Governor,17
HB18-1006,2018,RS,Governor,2018-06-04,Governor Signed,18
HB18-1007,2018,RS,House,2018-01-10,Introduced In House - Assigned to Public Health Care & Human Services,1
HB18-1007,2018,RS,House,2018-03-13,House Committee on Public Health Care & Human Services Refer Amended to House Committee of the Whole,2
HB18-1007,2018,RS,House,2018-03-16,House Second Reading Special Order - Laid Over to 03/19/2018 - No Amendments,3
HB18-1007,2018,RS,House,2018-03-19,House Second Reading Laid Over to 03/26/2018 - No Amendments,4
HB18-1007,2018,RS,House,2018-03-26,House Second Reading Laid Over to 03/27/2018 - No Amendments,5
HB18-1007,2018,RS,House,2018-03-27,House Second Reading Laid Over to 03/28/2018 - No Amendments,6
HB18-1007,2018,RS,House,2018-03-28,House Second Reading Laid Over to 03/29/2018 - No Amendments,7
HB18-1007,2018,RS,House,2018-03-29,House Second Reading Laid Over to 04/02/2018 - No Amendments,8
HB18-1007,2018,RS,House,2018-04-02,House Second Reading Laid Over to 04/09/2018 - No Amendments,9
HB18-1007,2018,RS,House,2018-04-09,House Second Reading Laid Over to 04/10/2018 - No Amendments,10
HB18-1007,2018,RS,House,2018-04-10,House Second Reading Laid Over to 04/13/2018 - No Amendments,11
HB18-1007,2018,RS,House,2018-04-13,House Second Reading Special Order - Laid Over Daily - No Amendments,12
HB18-1007,2018,RS,House,2018-04-16,House Second Reading Laid Over to 04/17/2018 - No Amendments,13
HB18-1007,2018,RS,House,2018-04-17,House Second Reading Laid Over to 04/19/2018 - No Amendments,14
HB18-1007,2018,RS,House,2018-04-19,"House Second Reading Special Order - Passed with Amendments - Committee, Floor",15
HB18-1007,2018,RS,House,2018-04-20,House Third Reading Passed - No Amendments,16
HB18-1007,2018,RS,Senate,2018-04-23,"Introduced In Senate - Assigned to State, Veterans, & Military Affairs",17
HB18-1007,2018,RS,Senate,2018-05-01,"Senate Committee on State, Veterans, & Military Affairs Refer Unamended - Consent Calendar to Senate Committee of the Whole",18
HB18-1007,2018,RS,Senate,2018-05-02,Senate Second Reading Special Order - Passed - No Amendments,19
HB18-1007,2018,RS,Senate,2018-05-03,Senate Third Reading Passed - No Amendments,20
HB18-1007,2018,RS,House,2018-05-11,Signed by the Speaker of the House,21
HB18-1007,2018,RS,Governor,2018-05-14,Sent to the Governor,22
HB18-1007,2018,RS,Senate,2018-05-14,Signed by the President of the Senate,23
HB18-1007,2018,RS,Governor,2018-05-21,Governor Signed,24
HB18-1008,2018,RS,House,2018-01-10,"Introduced In House - Assigned to Agriculture, Livestock, & Natural Resources",1
HB18-1008,2018,RS,House,2018-01-22,"House Committee on Agriculture, Livestock, & Natural Resources Refer Amended to Finance",2
HB18-1008,2018,RS,House,2018-01-31,House Committee on Finance Refer Unamended to Appropriations,3
HB18-1008,2018,RS,House,2018-02-23,House Committee on Appropriations Refer Unamended to House Committee of the Whole,4
HB18-1008,2018,RS,House,2018-02-26,House Second Reading Special Order - Passed with Amendments - Committee,5
HB18-1008,2018,RS,House,2018-02-27,House Third Reading Passed - No Amendments,6
HB18-1008,2018,RS,Senate,2018-03-05,Introduced In Senate - Assigned to Finance,7
HB18-1008,2018,RS,Senate,2018-03-08,Senate Committee on Finance Refer Amended to Appropriations,8
HB18-1008,2018,RS,Senate,2018-03-27,Senate Committee on Appropriations Refer Unamended to Senate Committee of the Whole,9
HB18-1008,2018,RS,Senate,2018-03-29,Senate Second Reading Laid Over Daily - No Amendments,10
HB18-1008,2018,RS,Senate,2018-04-02,Senate Second Reading Passed with Amendments - Committee,11
HB18-1008,2018,RS,Senate,2018-04-03,Senate Third Reading Passed - No Amendments,12
HB18-1008,2018,RS,House,2018-04-05,House Considered Senate Amendments - Result was to Concur - Repass,13
HB18-1008,2018,RS,House,2018-04-13,Signed by the Speaker of the House,14
HB18-1008,2018,RS,Senate,2018-04-16,Signed by the President of the Senate,15
HB18-1008,2018,RS,Governor,2018-04-16,Sent to the Governor,16
HB18-1008,2018,RS,Governor,2018-04-23,Governor Signed,17
HB18-1009,2018,RS,House,2018-01-10,"Introduced In House - Assigned to Health, Insurance, & Environment",1
HB18-1009,2018,RS,House,2018-03-22,"House Committee on Health, Insurance, & Environment Refer Amended to Appropriations",2
HB18-1009,2018,RS,House,2018-04-19,House Committee on Appropriations Refer Amended to House Committee of the Whole,3
HB18-1009,2018,RS,House,2018-04-19,House Second Reading Special Order - Passed with Amendments - Committee,4
HB18-1009,2018,RS,House,2018-04-20,House Third Reading Passed - No Amendments,5
HB18-1009,2018,RS,Senate,2018-04-23,"Introduced In Senate - Assigned to State, Veterans, & Military Affairs",6
HB18-1009,2018,RS,Senate,2018-05-02,"Senate Committee on State, Veterans, & Military Affairs Postpone Indefinitely",7
HB18-1010,2018,RS,House,2018-01-10,Introduced In House - Assigned to Judiciary,1
HB18-1010,2018,RS,House,2018-01-25,House Committee on Judiciary Refer Amended to House Committee of the Whole,2
HB18-1010,2018,RS,House,2018-01-30,House Second Reading Laid Over to 01/31/2018 - No Amendments,3
HB18-1010,2018,RS,House,2018-01-31,House Second Reading Laid Over to 02/01/2018 - No Amendments,4
HB18-1010,2018,RS,House,2018-02-01,House Second Reading Passed with Amendments - Committee,5
HB18-1010,2018,RS,House,2018-02-02,House Third Reading Passed - No Amendments,6
HB18-1010,2018,RS,Senate,2018-02-05,Introduced In Senate - Assigned to Judiciary,7
HB18-1010,2018,RS,Senate,2018-02-21,Senate Committee on Judiciary Refer Unamended - Consent Calendar to Senate Committee of the Whole,8
HB18-1010,2018,RS,Senate,2018-02-26,Senate Second Reading Passed - No Amendments,9
HB18-1010,2018,RS,Senate,2018-02-27,Senate Third Reading Passed - No Amendments,10
HB18-1010,2018,RS,Senate,2018-03-06,Signed by the President of the Senate,11
HB18-1010,2018,RS,House,2018-03-06,Signed by the Speaker of the House,12
HB18-1010,2018,RS,Governor,2018-03-07,Sent to the Governor,13
HB18-1010,2018,RS,Governor,2018-03-07,Governor Signed,14
HB18-1011,2018,RS,House,2018-01-10,Introduced In House - Assigned to Finance,1
HB18-1011,2018,RS,House,2018-02-26,House Committee on Finance Witness Testimony and/or Committee Discussion Only,2
HB18-1011,2018,RS,House,2018-02-28,House Committee on Finance Refer Amended to Appropriations,3
HB18-1011,2018,RS,House,2018-03-27,House Committee on Appropriations Refer Amended to House Committee of the Whole,4
HB18-1011,2018,RS,House,2018-03-29,House Second Reading Laid Over to 04/06/2018 - No Amendments,5
HB18-1011,2018,RS,House,2018-04-06,House Second Reading Special Order - Laid Over to 04/10/2018 - No Amendments,6
HB18-1011,2018,RS,House,2018-04-10,House Second Reading Laid Over to 04/13/2018 - No Amendments,7
HB18-1011,2018,RS,House,2018-04-13,House Second Reading Special Order - Laid Over Daily - No Amendments,8
HB18-1011,2018,RS,House,2018-04-16,House Second Reading Laid Over to 04/17/2018 - No Amendments,9
HB18-1011,2018,RS,House,2018-04-17,House Second Reading Laid Over to 04/19/2018 - No Amendments,10
HB18-1011,2018,RS,House,2018-04-19,"House Second Reading Special Order - Passed with Amendments - Committee, Floor",11
HB18-1011,2018,RS,House,2018-04-20,House Third Reading Laid Over to 04/24/2018 - No Amendments,12
HB18-1011,2018,RS,House,2018-04-24,House Third Reading Re-referred to House Committee of the Whole - No Amendments,13
HB18-1011,2018,RS,House,2018-04-25,House Second Reading Laid Over Daily - No Amendments,14
HB18-1011,2018,RS,House,2018-05-01,House Third Reading Passed with Amendments - Floor,15
HB18-1011,2018,RS,Senate,2018-05-01,Introduced In Senate - Assigned to Finance,16
HB18-1011,2018,RS,Senate,2018-05-03,Senate Committee on Finance Refer Amended to Appropriations,17
HB18-1011,2018,RS,Senate,2018-05-07,Senate Committee on Appropriations Refer Amended to Senate Committee of the Whole,18
HB18-1011,2018,RS,Senate,2018-05-07,"Senate Second Reading Special Order - Passed with Amendments - Committee, Floor",19
HB18-1011,2018,RS,Senate,2018-05-08,Senate Third Reading Passed - No Amendments,20
HB18-1011,2018,RS,House,2018-05-08,House Considered Senate Amendments - Result was to Concur - Repass,21
HB18-1011,2018,RS,House,2018-05-22,Signed by the Speaker of the House,22
HB18-1011,2018,RS,Senate,2018-05-22,Signed by the President of the Senate,23
HB18-1011,2018,RS,Governor,2018-05-22,Sent to the Governor,24
HB18-1011,2018,RS,Governor,2018-06-05,Governor Vetoed,25
HB18-1012,2018,RS,House,2018-01-10,"Introduced In House - Assigned to Health, Insurance, & Environment",1
HB18-1012,2018,RS,House,2018-02-08,"House Committee on Health, Insurance, & Environment Refer Amended to House Committee of the Whole",2
HB18-1012,2018,RS,House,2018-02-13,House Second Reading Laid Over to 02/14/2018 - No Amendments,3
HB18-1012,2018,RS,House,2018-02-14,House Second Reading Passed with Amendments - Committee,4
HB18-1012,2018,RS,House,2018-02-15,House Third Reading Passed - No Amendments,5
HB18-1012,2018,RS,Senate,2018-02-21,Introduced In Senate - Assigned to Health & Human Services,6
HB18-1012,2018,RS,Senate,2018-03-08,Senate Committee on Health & Human Services Refer Amended to Senate Committee of the Whole,7
HB18-1012,2018,RS,Senate,2018-03-13,Senate Second Reading Passed with Amendments - Committee,8
HB18-1012,2018,RS,Senate,2018-03-14,Senate Third Reading Passed - No Amendments,9
HB18-1012,2018,RS,House,2018-03-15,House Considered Senate Amendments - Result was to Concur - Repass,10
HB18-1012,2018,RS,House,2018-03-21,Signed by the Speaker of the House,11
HB18-1012,2018,RS,Senate,2018-03-21,Signed by the President of the Senate,12
HB18-1012,2018,RS,Governor,2018-03-21,Sent to the Governor,13
HB18-1012,2018,RS,Governor,2018-03-29,Governor Signed,14
HB18-1013,2018,RS,House,2018-01-10,Introduced In House - Assigned to Finance + Appropriations,1
HB18-1013,2018,RS,House,2018-01-31,House Committee on Finance Refer Unamended to Appropriations,2
HB18-1013,2018,RS,House,2018-05-10,House Committee on Appropriations Postpone Indefinitely,3
HB18-1014,2018,RS,House,2018-01-10,Introduced In House - Assigned to Education,1
HB18-1014,2018,RS,House,2018-02-05,House Committee on Education Lay Over Unamended - Amendment(s) Failed,2
HB18-1014,2018,RS,House,2018-02-28,House Committee on Education Postpone Indefinitely,3
HB18-1015,2018,RS,House,2018-01-10,"Introduced In House - Assigned to State, Veterans, & Military Affairs",1
HB18-1015,2018,RS,House,2018-02-21,"House Committee on State, Veterans, & Military Affairs Postpone Indefinitely",2
HB18-1016,2018,RS,House,2018-01-10,Introduced In House - Assigned to Transportation & Energy,1
HB18-1016,2018,RS,House,2018-01-24,House Committee on Transportation & Energy Refer Unamended to Appropriations,2
HB18-1016,2018,RS,House,2018-02-23,House Committee on Appropriations Refer Amended to House Committee of the Whole,3
HB18-1016,2018,RS,House,2018-02-26,House Second Reading Special Order - Passed with Amendments - Committee,4
HB18-1016,2018,RS,House,2018-02-27,House Third Reading Laid Over to 03/05/2018 - No Amendments,5
HB18-1016,2018,RS,House,2018-03-05,House Third Reading Passed - No Amendments,6
HB18-1016,2018,RS,Senate,2018-03-12,Introduced In Senate - Assigned to Finance,7
HB18-1016,2018,RS,Senate,2018-03-20,Senate Committee on Finance Postpone Indefinitely,8
HB18-1017,2018,RS,House,2018-01-10,"Introduced In House - Assigned to Health, Insurance, & Environment",1
HB18-1017,2018,RS,House,2018-02-08,"House Committee on Health, Insurance, & Environment Refer Unamended to Finance",2
HB18-1017,2018,RS,House,2018-02-14,House Committee on Finance Refer Unamended to Appropriations,3
HB18-1017,2018,RS,House,2018-02-23,House Committee on Appropriations Refer Amended to House Committee of the Whole,4
HB18-1017,2018,RS,House,2018-02-26,House Second Reading Special Order - Passed with Amendments - Committee,5
HB18-1017,2018,RS,House,2018-02-27,House Third Reading Passed - No Amendments,6
HB18-1017,2018,RS,Senate,2018-03-05,Introduced In Senate - Assigned to Finance,7
HB18-1017,2018,RS,Senate,2018-03-15,Senate Committee on Finance Refer Unamended to Appropriations,8
HB18-1017,2018,RS,Senate,2018-03-27,Senate Committee on Appropriations Refer Unamended to Senate Committee of the Whole,9
HB18-1017,2018,RS,Senate,2018-03-29,Senate Second Reading Laid Over Daily - No Amendments,10
HB18-1017,2018,RS,Senate,2018-04-02,Senate Second Reading Passed - No Amendments,11
HB18-1017,2018,RS,Senate,2018-04-03,Senate Third Reading Passed - No Amendments,12
HB18-1017,2018,RS,House,2018-04-10,Signed by the Speaker of the House,13
HB18-1017,2018,RS,Senate,2018-04-11,Signed by the President of the Senate,14
HB18-1017,2018,RS,Governor,2018-04-11,Sent to the Governor,15
HB18-1017,2018,RS,Governor,2018-04-12,Governor Signed,16
HB18-1018,2018,RS,House,2018-01-10,Introduced In House - Assigned to Transportation & Energy,1
HB18-1018,2018,RS,House,2018-02-21,House Committee on Transportation & Energy Refer Amended to House Committee of the Whole,2
HB18-1018,2018,RS,House,2018-02-26,House Second Reading Passed with Amendments - Committee,3
HB18-1018,2018,RS,House,2018-02-27,House Third Reading Passed - No Amendments,4
HB18-1018,2018,RS,Senate,2018-03-12,"Introduced In Senate - Assigned to State, Veterans, & Military Affairs",5
HB18-1018,2018,RS,Senate,2018-03-20,"Senate Committee on State, Veterans, & Military Affairs Witness Testimony and/or Committee Discussion Only",6
HB18-1018,2018,RS,Senate,2018-03-21,"Senate Committee on State, Veterans, & Military Affairs Refer Amended to Senate Committee of the Whole",7
HB18-1018,2018,RS,Senate,2018-03-26,Senate Second Reading Laid Over Daily - No Amendments,8
HB18-1018,2018,RS,Senate,2018-03-28,Senate Second Reading Passed with Amendments - Committee,9
HB18-1018,2018,RS,Senate,2018-03-29,Senate Third Reading Passed - No Amendments,10
HB18-1018,2018,RS,House,2018-04-03,House Considered Senate Amendments - Result was to Concur - Repass,11
HB18-1018,2018,RS,House,2018-04-10,Signed by the Speaker of the House,12
HB18-1018,2018,RS,Senate,2018-04-11,Signed by the President of the Senate,13
HB18-1018,2018,RS,Governor,2018-04-11,Sent to the Governor,14
HB18-1018,2018,RS,Governor,2018-04-12,Governor Signed,15
HB18-1019,2018,RS,House,2018-01-10,Introduced In House - Assigned to Education,1
HB18-1019,2018,RS,House,2018-03-21,House Committee on Education Refer Amended to Appropriations,2
HB18-1019,2018,RS,House,2018-04-23,House Committee on Appropriations Refer Amended to House Committee of the Whole,3
HB18-1019,2018,RS,House,2018-04-24,"House Second Reading Special Order - Passed with Amendments - Committee, Floor",4
HB18-1019,2018,RS,House,2018-04-25,House Third Reading Laid Over to 04/26/2018 - No Amendments,5
HB18-1019,2018,RS,House,2018-04-26,House Third Reading Passed - No Amendments,6
HB18-1019,2018,RS,Senate,2018-04-26,Introduced In Senate - Assigned to Finance,7
HB18-1019,2018,RS,Senate,2018-05-02,Senate Committee on Finance Refer Amended to Appropriations,8
HB18-1019,2018,RS,Senate,2018-05-03,Senate Committee on Appropriations Refer Unamended to Senate Committee of the Whole,9
HB18-1019,2018,RS,Senate,2018-05-07,Senate Second Reading Laid Over Daily with Amendments - Committee,10
HB18-1019,2018,RS,Senate,2018-05-08,Senate Second Reading Passed with Amendments - Committee,11
HB18-1019,2018,RS,Senate,2018-05-09,Senate Third Reading Passed - No Amendments,12
HB18-1019,2018,RS,House,2018-05-09,House Considered Senate Amendments - Result was to Concur - Repass,13
HB18-1019,2018,RS,House,2018-05-22,Signed by the Speaker of the House,14
HB18-1019,2018,RS,Senate,2018-05-22,Signed by the President of the Senate,15
HB18-1019,2018,RS,Governor,2018-05-22,Sent to the Governor,16
HB18-1019,2018,RS,Governor,2018-05-29,Governor Signed,17
HB18-1020,2018,RS,House,2018-01-10,Introduced In House - Assigned to Judiciary,1
HB18-1020,2018,RS,House,2018-02-06,House Committee on Judiciary Refer Amended to Finance,2
HB18-1020,2018,RS,House,2018-02-12,House Committee on Finance Refer Amended to Appropriations,3
HB18-1020,2018,RS,House,2018-04-06,House Committee on Appropriations Refer Amended to House Committee of the Whole,4
HB18-1020,2018,RS,House,2018-04-06,House Second Reading Special Order - Passed with Amendments - Committee,5
HB18-1020,2018,RS,House,2018-04-09,House Third Reading Passed - No Amendments,6
HB18-1020,2018,RS,Senate,2018-04-10,"Introduced In Senate - Assigned to State, Veterans, & Military Affairs",7
HB18-1020,2018,RS,Senate,2018-04-30,"Senate Committee on State, Veterans, & Military Affairs Refer Unamended to Finance",8
HB18-1020,2018,RS,Senate,2018-05-02,Senate Committee on Finance Refer Unamended to Appropriations,9
HB18-1020,2018,RS,Senate,2018-05-03,Senate Committee on Appropriations Refer Unamended to Senate Committee of the Whole,10
HB18-1020,2018,RS,Senate,2018-05-03,Senate Second Reading Special Order - Passed - No Amendments,11
HB18-1020,2018,RS,Senate,2018-05-04,Senate Third Reading Passed - No Amendments,12
HB18-1020,2018,RS,House,2018-05-15,Signed by the Speaker of the House,13
HB18-1020,2018,RS,Senate,2018-05-16,Signed by the President of the Senate,14
HB18-1020,2018,RS,Governor,2018-05-16,Sent to the Governor,15
HB18-1020,2018,RS,Governor,2018-05-29,Governor Signed,16
HB18-1021,2018,RS,House,2018-01-10,Introduced In House - Assigned to Public Health Care & Human Services,1
HB18-1021,2018,RS,House,2018-01-30,House Committee on Public Health Care & Human Services Refer Amended to Appropriations,2
HB18-1021,2018,RS,House,2018-02-23,House Committee on Appropriations Refer Amended to House Committee of the Whole,3
HB18-1021,2018,RS,House,2018-02-26,House Second Reading Special Order - Passed with Amendments - Committee,4
HB18-1021,2018,RS,House,2018-02-27,House Third Reading Laid Over to 03/05/2018 - No Amendments,5
HB18-1021,2018,RS,House,2018-03-05,House Third Reading Laid Over to 03/08/2018 - No Amendments,6
HB18-1021,2018,RS,House,2018-03-08,House Third Reading Laid Over to 03/09/2018 - No Amendments,7
HB18-1021,2018,RS,House,2018-03-09,House Third Reading Passed - No Amendments,8
HB18-1021,2018,RS,Senate,2018-03-12,"Introduced In Senate - Assigned to State, Veterans, & Military Affairs",9
HB18-1021,2018,RS,Senate,2018-03-21,"Senate Committee on State, Veterans, & Military Affairs Postpone Indefinitely",10
HB18-1022,2018,RS,House,2018-01-10,Introduced In House - Assigned to Business Affairs and Labor,1
HB18-1022,2018,RS,House,2018-01-18,House Committee on Business Affairs and Labor Refer Unamended to House Committee of the Whole,2
HB18-1022,2018,RS,House,2018-01-23,House Second Reading Passed - No Amendments,3
HB18-1022,2018,RS,House,2018-01-24,House Third Reading Passed - No Amendments,4
HB18-1022,2018,RS,Senate,2018-01-29,Introduced In Senate - Assigned to Finance,5
HB18-1022,2018,RS,Senate,2018-02-06,Senate Committee on Finance Refer Unamended - Consent Calendar to Senate Committee of the Whole,6
HB18-1022,2018,RS,Senate,2018-02-09,Senate Second Reading Passed - No Amendments,7
HB18-1022,2018,RS,Senate,2018-02-12,Senate Third Reading Passed - No Amendments,8
HB18-1022,2018,RS,House,2018-02-20,Signed by the Speaker of the House,9
HB18-1022,2018,RS,Senate,2018-02-20,Signed by the President of the Senate,10
HB18-1022,2018,RS,Governor,2018-02-20,Sent to the Governor,11
HB18-1022,2018,RS,Governor,2018-03-01,Governor Signed,12
HB18-1023,2018,RS,House,2018-01-10,Introduced In House - Assigned to Judiciary,1
HB18-1023,2018,RS,House,2018-01-23,House Committee on Judiciary Refer Amended to House Committee of the Whole,2
HB18-1023,2018,RS,House,2018-01-26,House Second Reading Passed with Amendments - Committee,3
HB18-1023,2018,RS,House,2018-01-29,House Third Reading Laid Over to 01/30/2018 - No Amendments,4
HB18-1023,2018,RS,House,2018-01-30,House Third Reading Passed - No Amendments,5
HB18-1023,2018,RS,Senate,2018-02-05,Introduced In Senate - Assigned to Judiciary,6
HB18-1023,2018,RS,Senate,2018-02-21,Senate Committee on Judiciary Refer Amended - Consent Calendar to Senate Committee of the Whole,7
HB18-1023,2018,RS,Senate,2018-02-26,Senate Second Reading Passed with Amendments - Committee,8
