bill_number,session,session_type,chamber,action_date,action,order
HB20-1006,2020,RS,House,2020-01-24,House Committee on Public Health Care & Human Services Refer Amended to Appropriations,2
HB20-1006,2020,RS,House,2020-06-16,House Committee on Appropriations Lay Over Unamended - Amendment(s) Failed,3
HB20-1007,2020,RS,House,2020-01-08,Introduced In House - Assigned to Education,1
HB20-1007,2020,RS,House,2020-01-28,House Committee on Education Refer Amended to Appropriations,2
HB20-1007,2020,RS,House,2020-02-14,House Committee on Appropriations Refer Amended to House Committee of the Whole,3
HB20-1007,2020,RS,House,2020-02-14,House Second Reading Special Order - Laid Over Daily - No Amendments,4
HB20-1007,2020,RS,House,2020-02-18,"House Second Reading Special Order - Passed with Amendments - Committee, Floor",5
HB20-1007,2020,RS,House,2020-02-19,House Third Reading Passed - No Amendments,6
HB20-1007,2020,RS,Senate,2020-02-21,Introduced In Senate - Assigned to Education,7
HB20-1007,2020,RS,Senate,2020-03-05,Senate Committee on Education Refer Unamended to Appropriations,8
HB20-1007,2020,RS,Senate,2020-06-13,Senate Committee on Appropriations Postpone Indefinitely,9
HB20-1008,2020,RS,House,2020-01-08,Introduced In House - Assigned to Health & Insurance,1
HB20-1008,2020,RS,House,2020-02-04,House Committee on Health & Insurance Lay Over Unamended - Amendment(s) Failed,2
HB20-1008,2020,RS,House,2020-02-19,House Committee on Health & Insurance Refer Amended to Appropriations,3
HB20-1008,2020,RS,House,2020-02-28,House Committee on Appropriations Refer Amended to House Committee of the Whole,4
HB20-1008,2020,RS,House,2020-03-11,House Second Reading Laid Over to 03/13/2020 - No Amendments,5
HB20-1008,2020,RS,House,2020-03-13,House Second Reading Laid Over Daily - No Amendments,6
HB20-1008,2020,RS,House,2020-03-14,House Second Reading Laid Over to 03/30/2020 - No Amendments,7
HB20-1008,2020,RS,House,2020-05-28,House Second Reading Laid Over to 12/31/2020 - No Amendments,8
HB20-1009,2020,RS,House,2020-01-08,Introduced In House - Assigned to Judiciary,1
HB20-1009,2020,RS,House,2020-01-23,House Committee on Judiciary Refer Amended to House Committee of the Whole,2
HB20-1009,2020,RS,House,2020-01-28,House Second Reading Passed with Amendments - Committee,3
HB20-1009,2020,RS,House,2020-01-29,House Third Reading Passed - No Amendments,4
HB20-1009,2020,RS,Senate,2020-02-03,Introduced In Senate - Assigned to Judiciary,5
HB20-1009,2020,RS,Senate,2020-02-26,Senate Committee on Judiciary Refer Unamended - Consent Calendar to Senate Committee of the Whole,6
HB20-1009,2020,RS,Senate,2020-03-02,Senate Second Reading Passed - No Amendments,7
HB20-1009,2020,RS,Senate,2020-03-03,Senate Third Reading Passed - No Amendments,8
HB20-1009,2020,RS,Senate,2020-03-14,Signed by the President of the Senate,9
HB20-1009,2020,RS,House,2020-03-14,Signed by the Speaker of the House,10
HB20-1009,2020,RS,Governor,2020-03-16,Sent to the Governor,11
HB20-1009,2020,RS,Governor,2020-03-20,Governor Signed,12
HB20-1010,2020,RS,House,2020-01-08,"Introduced In House - Assigned to State, Veterans, & Military Affairs",1
HB20-1010,2020,RS,House,2020-01-30,"House Committee on State, Veterans, & Military Affairs Refer Amended to House Committee of the Whole",2
HB20-1010,2020,RS,House,2020-02-05,House Second Reading Passed with Amendments - Committee,3
HB20-1010,2020,RS,House,2020-02-06,House Third Reading Passed - No Amendments,4
HB20-1010,2020,RS,Senate,2020-02-10,"Introduced In Senate - Assigned to State, Veterans, & Military Affairs",5
HB20-1010,2020,RS,Senate,2020-02-19,"Senate Committee on State, Veterans, & Military Affairs Refer Unamended to Senate Committee of the Whole",6
HB20-1010,2020,RS,Senate,2020-02-24,Senate Second Reading Passed - No Amendments,7
HB20-1010,2020,RS,Senate,2020-02-25,Senate Third Reading Passed - No Amendments,8
HB20-1010,2020,RS,House,2020-03-13,Signed by the Speaker of the House,9
HB20-1010,2020,RS,Senate,2020-03-13,Signed by the President of the Senate,10
HB20-1010,2020,RS,Governor,2020-03-16,Sent to the Governor,11
HB20-1010,2020,RS,Governor,2020-03-20,Governor Signed,12
HB20-1011,2020,RS,House,2020-01-08,Introduced In House - Assigned to Education + Appropriations,1
HB20-1011,2020,RS,House,2020-02-04,House Committee on Education Refer Amended to Appropriations,2
HB20-1011,2020,RS,House,2020-06-16,House Committee on Appropriations Lay Over Unamended - Amendment(s) Failed,3
HB20-1012,2020,RS,House,2020-01-08,Introduced In House - Assigned to Public Health Care & Human Services,1
HB20-1012,2020,RS,House,2020-01-29,House Committee on Public Health Care & Human Services Refer Amended to Appropriations,2
HB20-1012,2020,RS,House,2020-06-16,House Committee on Appropriations Lay Over Unamended - Amendment(s) Failed,3
HB20-1013,2020,RS,House,2020-01-08,Introduced In House - Assigned to Business Affairs & Labor,1
HB20-1013,2020,RS,House,2020-02-04,House Committee on Business Affairs & Labor Refer Unamended to House Committee of the Whole,2
HB20-1013,2020,RS,House,2020-02-10,House Second Reading Passed - No Amendments,3
HB20-1013,2020,RS,House,2020-02-11,House Third Reading Laid Over Daily - No Amendments,4
HB20-1013,2020,RS,House,2020-02-12,House Third Reading Passed - No Amendments,5
HB20-1013,2020,RS,Senate,2020-02-13,"Introduced In Senate - Assigned to Business, Labor, & Technology",6
HB20-1013,2020,RS,Senate,2020-02-26,"Senate Committee on Business, Labor, & Technology Refer Unamended - Consent Calendar to Senate Committee of the Whole",7
HB20-1013,2020,RS,Senate,2020-03-02,Senate Second Reading Passed - No Amendments,8
HB20-1013,2020,RS,Senate,2020-03-03,Senate Third Reading Passed - No Amendments,9
HB20-1013,2020,RS,Senate,2020-03-14,Signed by the President of the Senate,10
HB20-1013,2020,RS,House,2020-03-14,Signed by the Speaker of the House,11
HB20-1013,2020,RS,Governor,2020-03-16,Sent to the Governor,12
HB20-1013,2020,RS,Governor,2020-03-20,Governor Signed,13
HB20-1014,2020,RS,House,2020-01-08,Introduced In House - Assigned to Judiciary,1
HB20-1014,2020,RS,House,2020-01-28,House Committee on Judiciary Refer Amended to House Committee of the Whole,2
HB20-1014,2020,RS,House,2020-01-31,House Second Reading Passed with Amendments - Committee,3
HB20-1014,2020,RS,House,2020-02-03,House Third Reading Passed - No Amendments,4
HB20-1014,2020,RS,Senate,2020-02-06,Introduced In Senate - Assigned to Judiciary,5
HB20-1014,2020,RS,Senate,2020-02-26,Senate Committee on Judiciary Refer Amended to Appropriations,6
HB20-1014,2020,RS,Senate,2020-06-13,Senate Committee on Appropriations Refer Unamended to Senate Committee of the Whole,7
HB20-1014,2020,RS,Senate,2020-06-13,"Senate Second Reading Special Order - Passed with Amendments - Committee, Floor",8
HB20-1014,2020,RS,Senate,2020-06-15,Senate Third Reading Passed - No Amendments,9
HB20-1014,2020,RS,House,2020-06-15,House Considered Senate Amendments - Result was to Concur - Repass,10
HB20-1014,2020,RS,House,2020-07-02,Signed by the Speaker of the House,11
HB20-1014,2020,RS,Senate,2020-07-02,Signed by the President of the Senate,12
HB20-1014,2020,RS,Governor,2020-07-02,Sent to the Governor,13
HB20-1014,2020,RS,Governor,2020-07-06,Governor Signed,14
HB20-1015,2020,RS,House,2020-01-08,Introduced In House - Assigned to Education + Appropriations,1
HB20-1015,2020,RS,House,2020-01-28,House Committee on Education Refer Amended to Appropriations,2
HB20-1015,2020,RS,House,2020-06-16,House Committee on Appropriations Lay Over Unamended - Amendment(s) Failed,3
HB20-1016,2020,RS,House,2020-01-08,Introduced In House - Assigned to Education + Appropriations,1
HB20-1016,2020,RS,House,2020-02-04,House Committee on Education Refer Amended to Appropriations,2
HB20-1016,2020,RS,House,2020-06-16,House Committee on Appropriations Lay Over Unamended - Amendment(s) Failed,3
HB20-1017,2020,RS,House,2020-01-08,Introduced In House - Assigned to Public Health Care & Human Services + Appropriations,1
HB20-1017,2020,RS,House,2020-02-12,House Committee on Public Health Care & Human Services Refer Amended to Appropriations,2
HB20-1017,2020,RS,House,2020-06-08,House Committee on Appropriations Refer Amended to House Committee of the Whole,3
HB20-1017,2020,RS,House,2020-06-08,House Second Reading Special Order - Passed with Amendments - Committee,4
HB20-1017,2020,RS,House,2020-06-09,House Third Reading Passed - No Amendments,5
HB20-1017,2020,RS,Senate,2020-06-09,"Introduced In Senate - Assigned to State, Veterans, & Military Affairs",6
HB20-1017,2020,RS,Senate,2020-06-10,"Senate Committee on State, Veterans, & Military Affairs Refer Unamended to Senate Committee of the Whole",7
HB20-1017,2020,RS,Senate,2020-06-10,Senate Second Reading Special Order - Passed - No Amendments,8
HB20-1017,2020,RS,Senate,2020-06-11,Senate Third Reading Passed - No Amendments,9
HB20-1017,2020,RS,House,2020-06-29,Signed by the Speaker of the House,10
HB20-1017,2020,RS,Senate,2020-06-29,Signed by the President of the Senate,11
HB20-1017,2020,RS,Governor,2020-06-29,Sent to the Governor,12
HB20-1017,2020,RS,Governor,2020-07-13,Governor Signed,13
HB20-1018,2020,RS,House,2020-01-08,Introduced In House - Assigned to Energy & Environment,1
HB20-1018,2020,RS,House,2020-02-03,House Committee on Energy & Environment Postpone Indefinitely,2
HB20-1019,2020,RS,House,2020-01-08,Introduced In House - Assigned to Judiciary + Appropriations,1
HB20-1019,2020,RS,House,2020-01-28,House Committee on Judiciary Refer Amended to Appropriations,2
HB20-1019,2020,RS,House,2020-02-04,House Committee on Appropriations Refer Amended to House Committee of the Whole,3
HB20-1019,2020,RS,House,2020-02-05,"House Second Reading Passed with Amendments - Committee, Floor",4
HB20-1019,2020,RS,House,2020-02-06,House Third Reading Passed - No Amendments,5
HB20-1019,2020,RS,Senate,2020-02-10,Introduced In Senate - Assigned to Judiciary + Appropriations,6
HB20-1019,2020,RS,Senate,2020-02-12,Senate Committee on Judiciary Refer Amended to Appropriations,7
HB20-1019,2020,RS,Senate,2020-02-21,Senate Committee on Appropriations Refer Amended to Senate Committee of the Whole,8
HB20-1019,2020,RS,Senate,2020-02-21,"Senate Second Reading Special Order - Passed with Amendments - Committee, Floor",9
HB20-1019,2020,RS,Senate,2020-02-24,Senate Third Reading Passed - No Amendments,10
HB20-1019,2020,RS,House,2020-02-26,House Considered Senate Amendments - Result was to Laid Over Daily,11
HB20-1019,2020,RS,House,2020-02-27,House Considered Senate Amendments - Result was to Concur - Repass,12
HB20-1019,2020,RS,House,2020-03-02,Signed by the Speaker of the House,13
HB20-1019,2020,RS,Senate,2020-03-02,Signed by the President of the Senate,14
HB20-1019,2020,RS,Governor,2020-03-02,Sent to the Governor,15
HB20-1019,2020,RS,Governor,2020-03-06,Governor Signed,16
HB20-1020,2020,RS,House,2020-01-08,Introduced In House - Assigned to Finance,1
HB20-1020,2020,RS,House,2020-01-27,House Committee on Finance Refer Amended to House Committee of the Whole,2
HB20-1020,2020,RS,House,2020-01-31,House Second Reading Passed with Amendments - Committee,3
HB20-1020,2020,RS,House,2020-02-03,House Third Reading Passed - No Amendments,4
HB20-1020,2020,RS,Senate,2020-02-06,Introduced In Senate - Assigned to Finance,5
HB20-1020,2020,RS,Senate,2020-02-27,Senate Committee on Finance Refer Unamended to Senate Committee of the Whole,6
HB20-1020,2020,RS,Senate,2020-03-03,Senate Second Reading Passed - No Amendments,7
HB20-1020,2020,RS,Senate,2020-03-04,Senate Third Reading Passed - No Amendments,8
HB20-1020,2020,RS,Senate,2020-03-14,Signed by the President of the Senate,9
HB20-1020,2020,RS,House,2020-03-14,Signed by the Speaker of the House,10
HB20-1020,2020,RS,Governor,2020-03-16,Sent to the Governor,11
HB20-1020,2020,RS,Governor,2020-03-20,Governor Signed,12
HB20-1021,2020,RS,House,2020-01-08,"Introduced In House - Assigned to State, Veterans, & Military Affairs",1
HB20-1021,2020,RS,House,2020-01-16,"House Committee on State, Veterans, & Military Affairs Refer Unamended to House Committee of the Whole",2
HB20-1021,2020,RS,House,2020-01-22,House Second Reading Passed - No Amendments,3
HB20-1021,2020,RS,House,2020-01-23,House Third Reading Passed - No Amendments,4
HB20-1021,2020,RS,Senate,2020-01-29,"Introduced In Senate - Assigned to State, Veterans, & Military Affairs",5
HB20-1021,2020,RS,Senate,2020-02-05,"Senate Committee on State, Veterans, & Military Affairs Refer Amended - Consent Calendar to Senate Committee of the Whole",6
HB20-1021,2020,RS,Senate,2020-02-10,Senate Second Reading Passed with Amendments - Committee,7
HB20-1021,2020,RS,Senate,2020-02-11,Senate Third Reading Passed - No Amendments,8
HB20-1021,2020,RS,House,2020-02-12,House Considered Senate Amendments - Result was to Laid Over Daily,9
HB20-1021,2020,RS,House,2020-02-18,House Considered Senate Amendments - Result was to Concur - Repass,10
HB20-1021,2020,RS,House,2020-02-24,Signed by the Speaker of the House,11
HB20-1021,2020,RS,Senate,2020-02-24,Signed by the President of the Senate,12
HB20-1021,2020,RS,Governor,2020-02-24,Sent to the Governor,13
HB20-1021,2020,RS,Governor,2020-02-26,Governor Signed,14
HB20-1022,2020,RS,House,2020-01-08,Introduced In House - Assigned to Business Affairs & Labor,1
HB20-1022,2020,RS,House,2020-01-21,House Committee on Business Affairs & Labor Refer Amended to Appropriations,2
HB20-1022,2020,RS,House,2020-02-21,House Committee on Appropriations Refer Amended to House Committee of the Whole,3
HB20-1022,2020,RS,House,2020-02-21,House Second Reading Special Order - Passed with Amendments - Committee,4
HB20-1022,2020,RS,House,2020-02-24,House Third Reading Laid Over Daily - No Amendments,5
HB20-1022,2020,RS,House,2020-02-27,House Third Reading Passed - No Amendments,6
HB20-1022,2020,RS,Senate,2020-02-28,"Introduced In Senate - Assigned to Business, Labor, & Technology",7
HB20-1022,2020,RS,Senate,2020-03-09,"Senate Committee on Business, Labor, & Technology Refer Unamended to Appropriations",8
HB20-1022,2020,RS,Senate,2020-06-02,Senate Committee on Appropriations Refer Amended - Consent Calendar to Senate Committee of the Whole,9
HB20-1022,2020,RS,Senate,2020-06-03,Senate Second Reading Special Order - Passed with Amendments - Committee,10
HB20-1022,2020,RS,Senate,2020-06-04,Senate Third Reading Passed - No Amendments,11
HB20-1022,2020,RS,House,2020-06-05,House Considered Senate Amendments - Result was to Laid Over Daily,12
HB20-1022,2020,RS,House,2020-06-10,House Considered Senate Amendments - Result was to Concur - Repass,13
HB20-1022,2020,RS,Senate,2020-06-19,Signed by the President of the Senate,14
HB20-1022,2020,RS,House,2020-06-19,Signed by the Speaker of the House,15
HB20-1022,2020,RS,Governor,2020-06-22,Sent to the Governor,16
HB20-1022,2020,RS,Governor,2020-06-29,Governor Signed,17
HB20-1023,2020,RS,House,2020-01-08,Introduced In House - Assigned to Business Affairs & Labor,1
HB20-1023,2020,RS,House,2020-01-21,House Committee on Business Affairs & Labor Refer Amended to House Committee of the Whole,2
HB20-1023,2020,RS,House,2020-01-24,House Second Reading Laid Over Daily - No Amendments,3
HB20-1023,2020,RS,House,2020-01-28,House Second Reading Passed with Amendments - Committee,4
HB20-1023,2020,RS,House,2020-01-29,House Third Reading Passed - No Amendments,5
HB20-1023,2020,RS,Senate,2020-02-03,"Introduced In Senate - Assigned to Business, Labor, & Technology",6
HB20-1023,2020,RS,Senate,2020-02-19,"Senate Committee on Business, Labor, & Technology Refer Unamended - Consent Calendar to Senate Committee of the Whole",7
HB20-1023,2020,RS,Senate,2020-02-24,Senate Second Reading Passed - No Amendments,8
HB20-1023,2020,RS,Senate,2020-02-25,Senate Third Reading Passed - No Amendments,9
HB20-1023,2020,RS,Governor,2020-03-01,Governor Signed,10
HB20-1023,2020,RS,House,2020-03-06,Signed by the Speaker of the House,11
HB20-1023,2020,RS,Senate,2020-03-06,Signed by the President of the Senate,12
HB20-1023,2020,RS,Governor,2020-03-10,Sent to the Governor,13
HB20-1024,2020,RS,House,2020-01-08,Introduced In House - Assigned to Finance,1
HB20-1024,2020,RS,House,2020-01-27,House Committee on Finance Refer Amended to Appropriations,2
HB20-1024,2020,RS,House,2020-02-14,House Committee on Appropriations Refer Unamended to House Committee of the Whole,3
HB20-1024,2020,RS,House,2020-02-19,House Second Reading Laid Over Daily - No Amendments,4
HB20-1024,2020,RS,House,2020-02-21,House Second Reading Special Order - Passed with Amendments - Committee,5
HB20-1024,2020,RS,House,2020-02-25,House Third Reading Laid Over Daily - No Amendments,6
HB20-1024,2020,RS,House,2020-02-27,House Third Reading Passed - No Amendments,7
HB20-1024,2020,RS,Senate,2020-02-28,Introduced In Senate - Assigned to Finance,8
HB20-1024,2020,RS,Senate,2020-03-10,Senate Committee on Finance Refer Unamended to Appropriations,9
HB20-1024,2020,RS,Senate,2020-06-04,Senate Committee on Appropriations Refer Unamended to Senate Committee of the Whole,10
HB20-1024,2020,RS,Senate,2020-06-05,Senate Second Reading Special Order - Passed - No Amendments,11
HB20-1024,2020,RS,Senate,2020-06-06,Senate Third Reading Passed - No Amendments,12
HB20-1024,2020,RS,Senate,2020-06-19,Signed by the President of the Senate,13
HB20-1024,2020,RS,House,2020-06-19,Signed by the Speaker of the House,14
HB20-1024,2020,RS,Governor,2020-06-22,Sent to the Governor,15
HB20-1024,2020,RS,Governor,2020-06-26,Governor Signed,16
HB20-1025,2020,RS,House,2020-01-08,Introduced In House - Assigned to Energy & Environment + Finance,1
HB20-1025,2020,RS,House,2020-02-10,House Committee on Energy & Environment Witness Testimony and/or Committee Discussion Only,2
HB20-1025,2020,RS,House,2020-02-24,House Committee on Energy & Environment Refer Amended to Finance,3
HB20-1025,2020,RS,House,2020-05-28,House Committee on Finance Postpone Indefinitely,4
HB20-1026,2020,RS,House,2020-01-08,Introduced In House - Assigned to Judiciary + Appropriations,1
HB20-1026,2020,RS,House,2020-01-23,House Committee on Judiciary Refer Amended to Appropriations,2
HB20-1026,2020,RS,House,2020-02-04,House Committee on Appropriations Refer Unamended to House Committee of the Whole,3
HB20-1026,2020,RS,House,2020-02-05,"House Second Reading Passed with Amendments - Committee, Floor",4
HB20-1026,2020,RS,House,2020-02-06,House Third Reading Passed - No Amendments,5
HB20-1026,2020,RS,Senate,2020-02-10,Introduced In Senate - Assigned to Judiciary + Appropriations,6
HB20-1026,2020,RS,Senate,2020-02-19,Senate Committee on Judiciary Refer Unamended to Appropriations,7
HB20-1026,2020,RS,Senate,2020-02-25,Senate Committee on Appropriations Refer Unamended - Consent Calendar to Senate Committee of the Whole,8
HB20-1026,2020,RS,Senate,2020-02-27,Senate Second Reading Passed - No Amendments,9
HB20-1026,2020,RS,Senate,2020-02-28,Senate Third Reading Passed - No Amendments,10
HB20-1026,2020,RS,Senate,2020-03-14,Signed by the President of the Senate,11
HB20-1026,2020,RS,House,2020-03-14,Signed by the Speaker of the House,12
HB20-1026,2020,RS,Governor,2020-03-16,Sent to the Governor,13
HB20-1026,2020,RS,Governor,2020-03-20,Governor Signed,14
HB20-1027,2020,RS,House,2020-01-08,Introduced In House - Assigned to Transportation & Local Government,1
HB20-1027,2020,RS,House,2020-02-05,House Committee on Transportation & Local Government Refer Unamended to House Committee of the Whole,2
HB20-1027,2020,RS,House,2020-02-10,House Second Reading Passed - No Amendments,3
HB20-1027,2020,RS,House,2020-02-11,House Third Reading Laid Over Daily - No Amendments,4
HB20-1027,2020,RS,House,2020-02-12,House Third Reading Passed - No Amendments,5
HB20-1027,2020,RS,Senate,2020-02-13,Introduced In Senate - Assigned to Transportation & Energy,6
HB20-1027,2020,RS,Senate,2020-02-25,Senate Committee on Transportation & Energy Refer Unamended - Consent Calendar to Senate Committee of the Whole,7
HB20-1027,2020,RS,Senate,2020-02-28,Senate Second Reading Passed - No Amendments,8
HB20-1027,2020,RS,Senate,2020-03-02,Senate Third Reading Passed - No Amendments,9
HB20-1027,2020,RS,Senate,2020-03-14,Signed by the President of the Senate,10
HB20-1027,2020,RS,House,2020-03-14,Signed by the Speaker of the House,11
HB20-1027,2020,RS,Governor,2020-03-16,Sent to the Governor,12
HB20-1027,2020,RS,Governor,2020-03-20,Governor Signed,13
HB20-1028,2020,RS,House,2020-01-08,Introduced In House - Assigned to Public Health Care & Human Services,1
HB20-1028,2020,RS,House,2020-01-24,House Committee on Public Health Care & Human Services Postpone Indefinitely,2
HB20-1029,2020,RS,House,2020-01-08,Introduced In House - Assigned to Transportation & Local Government,1
HB20-1029,2020,RS,House,2020-02-04,House Committee on Transportation & Local Government Refer Amended to House Committee of the Whole,2
HB20-1029,2020,RS,House,2020-02-10,House Second Reading Laid Over Daily - No Amendments,3
HB20-1029,2020,RS,House,2020-02-12,"House Second Reading Passed with Amendments - Committee, Floor",4
HB20-1029,2020,RS,House,2020-02-13,House Third Reading Passed - No Amendments,5
HB20-1029,2020,RS,Senate,2020-02-13,Introduced In Senate - Assigned to Local Government,6
HB20-1029,2020,RS,Senate,2020-03-05,Senate Committee on Local Government Refer Amended - Consent Calendar to Senate Committee of the Whole,7
HB20-1029,2020,RS,Senate,2020-03-10,Senate Second Reading Passed with Amendments - Committee,8
HB20-1029,2020,RS,Senate,2020-03-11,Senate Third Reading Passed - No Amendments,9
HB20-1029,2020,RS,House,2020-03-12,House Considered Senate Amendments - Result was to Laid Over Daily,10
HB20-1029,2020,RS,House,2020-03-13,House Considered Senate Amendments - Result was to Not Concur - Request Conference Committee,11
HB20-1029,2020,RS,ConfComm,2020-06-05,First Conference Committee Result was to Adopt Rerevised w/ Amendments,12
HB20-1029,2020,RS,Senate,2020-06-06,Senate Consideration of First Conference Committee Report result was to Adopt Committee Report - Repass,13
HB20-1029,2020,RS,Senate,2020-06-29,Signed by the President of the Senate,14
HB20-1029,2020,RS,House,2020-06-29,Signed by the Speaker of the House,15
HB20-1029,2020,RS,Governor,2020-06-29,Sent to the Governor,16
HB20-1029,2020,RS,Governor,2020-07-07,Governor Signed,17
HB20-1030,2020,RS,House,2020-01-08,Introduced In House - Assigned to Transportation & Local Government,1
HB20-1030,2020,RS,House,2020-01-22,House Committee on Transportation & Local Government Refer Unamended to Finance,2
HB20-1030,2020,RS,House,2020-01-27,House Committee on Finance Refer Unamended to Appropriations,3
HB20-1030,2020,RS,House,2020-02-14,House Committee on Appropriations Refer Unamended to House Committee of the Whole,4
