bill_number,session,session_type,chamber,action_date,action,order
HB21-1005,2021,RS,House,2021-05-11,House Second Reading Laid Over Daily - No Amendments,4
HB21-1005,2021,RS,House,2021-05-13,"House Second Reading Passed with Amendments - Committee, Floor",5
HB21-1005,2021,RS,House,2021-05-14,House Third Reading Passed - No Amendments,6
HB21-1005,2021,RS,Senate,2021-05-17,Introduced In Senate - Assigned to Health & Human Services,7
HB21-1005,2021,RS,Senate,2021-05-25,Senate Committee on Health & Human Services Refer Unamended to Appropriations,8
HB21-1005,2021,RS,Senate,2021-06-03,Senate Committee on Appropriations Refer Amended to Senate Committee of the Whole,9
HB21-1005,2021,RS,Senate,2021-06-04,Senate Second Reading Special Order - Passed with Amendments - Committee,10
HB21-1005,2021,RS,Senate,2021-06-07,Senate Third Reading Passed - No Amendments,11
HB21-1005,2021,RS,House,2021-06-07,House Considered Senate Amendments - Result was to Laid Over Daily,12
HB21-1005,2021,RS,House,2021-06-08,House Considered Senate Amendments - Result was to Concur - Repass,13
HB21-1005,2021,RS,House,2021-06-21,Signed by the Speaker of the House,14
HB21-1005,2021,RS,Senate,2021-06-21,Signed by the President of the Senate,15
HB21-1005,2021,RS,Governor,2021-06-21,Sent to the Governor,16
HB21-1005,2021,RS,Governor,2021-07-06,Governor Signed,17
HB21-1006,2021,RS,House,2021-02-16,Introduced In House - Assigned to Education,1
HB21-1006,2021,RS,House,2021-03-18,House Committee on Education Refer Amended to Appropriations,2
HB21-1006,2021,RS,House,2021-04-05,House Committee on Appropriations Refer Unamended to House Committee of the Whole,3
HB21-1006,2021,RS,House,2021-04-07,"House Second Reading Passed with Amendments - Committee, Floor",4
HB21-1006,2021,RS,House,2021-04-08,House Third Reading Passed - No Amendments,5
HB21-1006,2021,RS,Senate,2021-04-09,Introduced In Senate - Assigned to Education,6
HB21-1006,2021,RS,Senate,2021-04-29,Senate Committee on Education Refer Amended to Appropriations,7
HB21-1006,2021,RS,Senate,2021-05-14,Senate Committee on Appropriations Refer Unamended to Senate Committee of the Whole,8
HB21-1006,2021,RS,Senate,2021-05-18,Senate Second Reading Passed with Amendments - Committee,9
HB21-1006,2021,RS,Senate,2021-05-19,Senate Third Reading Passed - No Amendments,10
HB21-1006,2021,RS,House,2021-05-20,House Considered Senate Amendments - Result was to Laid Over Daily,11
HB21-1006,2021,RS,House,2021-05-21,House Considered Senate Amendments - Result was to Concur - Repass,12
HB21-1006,2021,RS,Senate,2021-06-21,Signed by the President of the Senate,13
HB21-1006,2021,RS,House,2021-06-21,Signed by the Speaker of the House,14
HB21-1006,2021,RS,Governor,2021-06-21,Sent to the Governor,15
HB21-1006,2021,RS,Governor,2021-06-30,Governor Signed,16
HB21-1007,2021,RS,House,2021-02-16,Introduced In House - Assigned to Business Affairs & Labor + Appropriations,1
HB21-1007,2021,RS,House,2021-03-11,House Committee on Business Affairs & Labor Refer Amended to Appropriations,2
HB21-1007,2021,RS,House,2021-05-07,House Committee on Appropriations Refer Amended to House Committee of the Whole,3
HB21-1007,2021,RS,House,2021-05-11,"House Second Reading Special Order - Passed with Amendments - Committee, Floor",4
HB21-1007,2021,RS,House,2021-05-12,House Third Reading Passed - No Amendments,5
HB21-1007,2021,RS,Senate,2021-05-12,"Introduced In Senate - Assigned to Business, Labor, & Technology",6
HB21-1007,2021,RS,Senate,2021-05-24,"Senate Committee on Business, Labor, & Technology Refer Amended to Appropriations",7
HB21-1007,2021,RS,Senate,2021-05-28,Senate Committee on Appropriations Refer Unamended to Senate Committee of the Whole,8
HB21-1007,2021,RS,Senate,2021-05-28,"Senate Second Reading Special Order - Passed with Amendments - Committee, Floor",9
HB21-1007,2021,RS,Senate,2021-06-01,Senate Third Reading Passed - No Amendments,10
HB21-1007,2021,RS,House,2021-06-02,House Considered Senate Amendments - Result was to Laid Over Daily,11
HB21-1007,2021,RS,House,2021-06-03,House Considered Senate Amendments - Result was to Not Concur - Request Conference Committee,12
HB21-1007,2021,RS,ConfComm,2021-06-07,First Conference Committee Result was to Adopt Rerevised w/ Amendments,13
HB21-1007,2021,RS,Senate,2021-06-07,Senate Consideration of First Conference Committee Report result was to Adopt Committee Report - Repass,14
HB21-1007,2021,RS,House,2021-06-21,House Considered Senate Amendments - Result was to Concur - Repass,15
HB21-1007,2021,RS,Senate,2021-06-22,Signed by the President of the Senate,16
HB21-1007,2021,RS,House,2021-06-22,Signed by the Speaker of the House,17
HB21-1007,2021,RS,Governor,2021-06-22,Sent to the Governor,18
HB21-1007,2021,RS,Governor,2021-06-23,Governor Signed,19
HB21-1008,2021,RS,House,2021-02-16,"Introduced In House - Assigned to Agriculture, Livestock, & Water + Finance",1
HB21-1008,2021,RS,House,2021-02-22,"House Committee on Agriculture, Livestock, & Water Refer Amended to Finance",2
HB21-1008,2021,RS,House,2021-03-04,House Committee on Finance Refer Amended to House Committee of the Whole,3
HB21-1008,2021,RS,House,2021-03-08,House Second Reading Special Order - Laid Over Daily - No Amendments,4
HB21-1008,2021,RS,House,2021-03-09,"House Second Reading Passed with Amendments - Committee, Floor",5
HB21-1008,2021,RS,House,2021-03-10,House Third Reading Passed - No Amendments,6
HB21-1008,2021,RS,Senate,2021-03-12,Introduced In Senate - Assigned to Agriculture & Natural Resources,7
HB21-1008,2021,RS,Senate,2021-04-15,Senate Committee on Agriculture & Natural Resources Refer Unamended - Consent Calendar to Senate Committee of the Whole,8
HB21-1008,2021,RS,Senate,2021-04-20,Senate Second Reading Passed - No Amendments,9
HB21-1008,2021,RS,Senate,2021-04-21,Senate Third Reading Passed - No Amendments,10
HB21-1008,2021,RS,House,2021-05-11,Signed by the Speaker of the House,11
HB21-1008,2021,RS,Senate,2021-05-11,Signed by the President of the Senate,12
HB21-1008,2021,RS,Governor,2021-05-11,Sent to the Governor,13
HB21-1008,2021,RS,Governor,2021-05-20,Governor Signed,14
HB21-1009,2021,RS,House,2021-02-16,Introduced In House - Assigned to Transportation & Local Government,1
HB21-1009,2021,RS,House,2021-03-02,House Committee on Transportation & Local Government Refer Unamended to House Committee of the Whole,2
HB21-1009,2021,RS,House,2021-03-04,House Second Reading Passed - No Amendments,3
HB21-1009,2021,RS,House,2021-03-05,House Third Reading Passed - No Amendments,4
HB21-1009,2021,RS,Senate,2021-03-10,Introduced In Senate - Assigned to Local Government,5
HB21-1009,2021,RS,Senate,2021-04-20,Senate Committee on Local Government Refer Unamended - Consent Calendar to Senate Committee of the Whole,6
HB21-1009,2021,RS,Senate,2021-04-23,Senate Second Reading Passed - No Amendments,7
HB21-1009,2021,RS,Senate,2021-04-26,Senate Third Reading Passed - No Amendments,8
HB21-1009,2021,RS,House,2021-04-30,Signed by the Speaker of the House,9
HB21-1009,2021,RS,Senate,2021-04-30,Signed by the President of the Senate,10
HB21-1009,2021,RS,Governor,2021-04-30,Sent to the Governor,11
HB21-1009,2021,RS,Governor,2021-05-10,Governor Signed,12
HB21-1010,2021,RS,House,2021-02-16,Introduced In House - Assigned to Education,1
HB21-1010,2021,RS,House,2021-03-25,House Committee on Education Refer Amended to Appropriations,2
HB21-1010,2021,RS,House,2021-04-13,House Committee on Appropriations Refer Amended to House Committee of the Whole,3
HB21-1010,2021,RS,House,2021-04-15,House Second Reading Laid Over Daily - No Amendments,4
HB21-1010,2021,RS,House,2021-04-16,House Second Reading Passed with Amendments - Committee,5
HB21-1010,2021,RS,House,2021-04-19,House Third Reading Passed - No Amendments,6
HB21-1010,2021,RS,Senate,2021-04-21,Introduced In Senate - Assigned to Education,7
HB21-1010,2021,RS,Senate,2021-04-29,Senate Committee on Education Refer Unamended to Appropriations,8
HB21-1010,2021,RS,Senate,2021-05-14,Senate Committee on Appropriations Refer Unamended to Senate Committee of the Whole,9
HB21-1010,2021,RS,Senate,2021-05-18,Senate Second Reading Passed - No Amendments,10
HB21-1010,2021,RS,Senate,2021-05-19,Senate Third Reading Passed - No Amendments,11
HB21-1010,2021,RS,Senate,2021-06-05,Signed by the President of the Senate,12
HB21-1010,2021,RS,House,2021-06-05,Signed by the Speaker of the House,13
HB21-1010,2021,RS,Governor,2021-06-09,Sent to the Governor,14
HB21-1010,2021,RS,Governor,2021-06-29,Governor Signed,15
HB21-1011,2021,RS,House,2021-02-16,"Introduced In House - Assigned to State, Civic, Military, & Veterans Affairs",1
HB21-1011,2021,RS,House,2021-03-11,"House Committee on State, Civic, Military, & Veterans Affairs Refer Amended to Appropriations",2
HB21-1011,2021,RS,House,2021-03-26,House Committee on Appropriations Refer Amended to House Committee of the Whole,3
HB21-1011,2021,RS,House,2021-03-26,House Second Reading Special Order - Passed with Amendments - Committee,4
HB21-1011,2021,RS,House,2021-03-29,House Third Reading Passed - No Amendments,5
HB21-1011,2021,RS,Senate,2021-03-30,"Introduced In Senate - Assigned to State, Veterans, & Military Affairs",6
HB21-1011,2021,RS,Senate,2021-04-22,"Senate Committee on State, Veterans, & Military Affairs Refer Amended to Appropriations",7
HB21-1011,2021,RS,Senate,2021-04-30,Senate Committee on Appropriations Refer Unamended to Legislative Council,8
HB21-1011,2021,RS,Senate,2021-05-10,Senate Committee on Legislative Council Refer Unamended to Senate Committee of the Whole,9
HB21-1011,2021,RS,Senate,2021-05-12,Senate Second Reading Passed with Amendments - Committee,10
HB21-1011,2021,RS,Senate,2021-05-13,Senate Third Reading Passed - No Amendments,11
HB21-1011,2021,RS,House,2021-05-14,House Considered Senate Amendments - Result was to Laid Over Daily,12
HB21-1011,2021,RS,House,2021-05-21,House Considered Senate Amendments - Result was to Concur - Repass,13
HB21-1011,2021,RS,Senate,2021-06-21,Signed by the President of the Senate,14
HB21-1011,2021,RS,House,2021-06-21,Signed by the Speaker of the House,15
HB21-1011,2021,RS,Governor,2021-06-21,Sent to the Governor,16
HB21-1011,2021,RS,Governor,2021-06-28,Governor Signed,17
HB21-1012,2021,RS,House,2021-02-16,Introduced In House - Assigned to Health & Insurance,1
HB21-1012,2021,RS,House,2021-03-10,House Committee on Health & Insurance Lay Over Unamended - Amendment(s) Failed,2
HB21-1012,2021,RS,House,2021-03-24,House Committee on Health & Insurance Refer Amended to Finance,3
HB21-1012,2021,RS,House,2021-04-05,House Committee on Finance Refer Unamended to Appropriations,4
HB21-1012,2021,RS,House,2021-05-07,House Committee on Appropriations Refer Unamended to House Committee of the Whole,5
HB21-1012,2021,RS,House,2021-05-07,House Second Reading Special Order - Passed with Amendments - No Amendments,6
HB21-1012,2021,RS,House,2021-05-10,House Third Reading Passed - No Amendments,7
HB21-1012,2021,RS,Senate,2021-05-10,Introduced In Senate - Assigned to Finance,8
HB21-1012,2021,RS,Senate,2021-05-17,Senate Committee on Finance Refer Unamended to Appropriations,9
HB21-1012,2021,RS,Senate,2021-05-26,Senate Committee on Appropriations Refer Amended to Senate Committee of the Whole,10
HB21-1012,2021,RS,Senate,2021-05-26,Senate Second Reading Special Order - Passed with Amendments - Committee,11
HB21-1012,2021,RS,Senate,2021-05-27,Senate Third Reading Passed - No Amendments,12
HB21-1012,2021,RS,House,2021-06-01,House Considered Senate Amendments - Result was to Laid Over Daily,13
HB21-1012,2021,RS,House,2021-06-07,House Considered Senate Amendments - Result was to Concur - Repass,14
HB21-1012,2021,RS,Senate,2021-06-16,Signed by the President of the Senate,15
HB21-1012,2021,RS,House,2021-06-16,Signed by the Speaker of the House,16
HB21-1012,2021,RS,Governor,2021-06-17,Sent to the Governor,17
HB21-1012,2021,RS,Governor,2021-07-07,Governor Signed,18
HB21-1013,2021,RS,House,2021-02-16,Introduced In House - Assigned to Business Affairs & Labor,1
HB21-1013,2021,RS,House,2021-02-24,House Committee on Business Affairs & Labor Refer Amended to Appropriations,2
HB21-1013,2021,RS,House,2021-03-26,House Committee on Appropriations Refer Amended to House Committee of the Whole,3
HB21-1013,2021,RS,House,2021-03-26,House Second Reading Special Order - Passed with Amendments - Committee,4
HB21-1013,2021,RS,House,2021-03-29,House Third Reading Passed - No Amendments,5
HB21-1013,2021,RS,Senate,2021-03-30,"Introduced In Senate - Assigned to Business, Labor, & Technology",6
HB21-1013,2021,RS,Senate,2021-04-14,"Senate Committee on Business, Labor, & Technology Refer Unamended to Appropriations",7
HB21-1013,2021,RS,Senate,2021-04-23,Senate Committee on Appropriations Refer Unamended - Consent Calendar to Senate Committee of the Whole,8
HB21-1013,2021,RS,Senate,2021-04-23,Senate Second Reading Special Order - Passed - No Amendments,9
HB21-1013,2021,RS,Senate,2021-04-26,Senate Third Reading Passed - No Amendments,10
HB21-1013,2021,RS,Senate,2021-05-11,Signed by the President of the Senate,11
HB21-1013,2021,RS,House,2021-05-11,Signed by the Speaker of the House,12
HB21-1013,2021,RS,Governor,2021-05-11,Sent to the Governor,13
HB21-1013,2021,RS,Governor,2021-05-17,Governor Signed,14
HB21-1014,2021,RS,House,2021-02-16,Introduced In House - Assigned to Transportation & Local Government,1
HB21-1014,2021,RS,House,2021-03-24,House Committee on Transportation & Local Government Refer Amended to Appropriations,2
HB21-1014,2021,RS,House,2021-05-07,House Committee on Appropriations Refer Amended to House Committee of the Whole,3
HB21-1014,2021,RS,House,2021-05-07,"House Second Reading Special Order - Passed with Amendments - Committee, Floor",4
HB21-1014,2021,RS,House,2021-05-10,House Third Reading Passed - No Amendments,5
HB21-1014,2021,RS,Senate,2021-05-10,Introduced In Senate - Assigned to Transportation & Energy,6
HB21-1014,2021,RS,Senate,2021-05-25,Senate Committee on Transportation & Energy Refer Amended to Appropriations,7
HB21-1014,2021,RS,Senate,2021-06-03,Senate Committee on Appropriations Refer Amended to Senate Committee of the Whole,8
HB21-1014,2021,RS,Senate,2021-06-04,Senate Second Reading Special Order - Passed with Amendments - Committee,9
HB21-1014,2021,RS,Senate,2021-06-07,Senate Third Reading Passed - No Amendments,10
HB21-1014,2021,RS,House,2021-06-08,House Considered Senate Amendments - Result was to Concur - Repass,11
HB21-1014,2021,RS,Senate,2021-06-22,Signed by the President of the Senate,12
HB21-1014,2021,RS,House,2021-06-22,Signed by the Speaker of the House,13
HB21-1014,2021,RS,Governor,2021-06-22,Sent to the Governor,14
HB21-1014,2021,RS,Governor,2021-06-30,Governor Signed,15
HB21-1015,2021,RS,House,2021-02-16,Introduced In House - Assigned to Judiciary,1
HB21-1015,2021,RS,House,2021-03-02,House Committee on Judiciary Refer Amended to House Committee of the Whole,2
HB21-1015,2021,RS,House,2021-03-08,House Second Reading Special Order - Passed with Amendments - Committee,3
HB21-1015,2021,RS,House,2021-03-09,House Third Reading Passed - No Amendments,4
HB21-1015,2021,RS,Senate,2021-03-10,Introduced In Senate - Assigned to Judiciary,5
HB21-1015,2021,RS,Senate,2021-04-14,Senate Committee on Judiciary Lay Over Unamended - Amendment(s) Failed,6
HB21-1015,2021,RS,Senate,2021-05-05,Senate Committee on Judiciary Refer Amended to Senate Committee of the Whole,7
HB21-1015,2021,RS,Senate,2021-05-10,Senate Second Reading Passed with Amendments - Committee,8
HB21-1015,2021,RS,Senate,2021-05-11,Senate Third Reading Passed - No Amendments,9
HB21-1015,2021,RS,House,2021-05-12,House Considered Senate Amendments - Result was to Laid Over Daily,10
HB21-1015,2021,RS,House,2021-05-21,House Considered Senate Amendments - Result was to Concur - Repass,11
HB21-1015,2021,RS,Senate,2021-06-16,Signed by the President of the Senate,12
HB21-1015,2021,RS,House,2021-06-16,Signed by the Speaker of the House,13
HB21-1015,2021,RS,Governor,2021-06-17,Sent to the Governor,14
HB21-1015,2021,RS,Governor,2021-06-24,Governor Signed,15
HB21-1016,2021,RS,House,2021-02-16,Introduced In House - Assigned to Judiciary,1
HB21-1016,2021,RS,House,2021-03-16,House Committee on Judiciary Witness Testimony and/or Committee Discussion Only,2
HB21-1016,2021,RS,House,2021-04-06,House Committee on Judiciary Refer Amended to House Committee of the Whole,3
HB21-1016,2021,RS,House,2021-04-09,House Second Reading Passed with Amendments - Committee,4
HB21-1016,2021,RS,House,2021-04-12,House Third Reading Passed - No Amendments,5
HB21-1016,2021,RS,Senate,2021-04-13,"Introduced In Senate - Assigned to State, Veterans, & Military Affairs",6
HB21-1016,2021,RS,Senate,2021-04-27,"Senate Committee on State, Veterans, & Military Affairs Refer Unamended to Senate Committee of the Whole",7
HB21-1016,2021,RS,Senate,2021-04-30,Senate Second Reading Passed with Amendments - Floor,8
HB21-1016,2021,RS,Senate,2021-05-03,Senate Third Reading Passed - No Amendments,9
HB21-1016,2021,RS,House,2021-05-04,House Considered Senate Amendments - Result was to Laid Over Daily,10
HB21-1016,2021,RS,House,2021-05-07,House Considered Senate Amendments - Result was to Not Concur - Request Conference Committee,11
HB21-1016,2021,RS,ConfComm,2021-05-19,First Conference Committee Result was to Adopt Rerevised w/ Amendments,12
HB21-1016,2021,RS,Senate,2021-05-20,Senate Consideration of First Conference Committee Report result was to Adopt Committee Report - Repass,13
HB21-1016,2021,RS,House,2021-05-24,House Consideration of First Conference Committee Report result was to Adopt Committee Report - Repass,14
HB21-1016,2021,RS,House,2021-05-27,Signed by the Speaker of the House,15
HB21-1016,2021,RS,Senate,2021-05-28,Signed by the President of the Senate,16
HB21-1016,2021,RS,Governor,2021-05-28,Sent to the Governor,17
HB21-1016,2021,RS,Governor,2021-06-07,Governor Signed,18
HB21-1017,2021,RS,House,2021-02-16,Introduced In House - Assigned to Health & Insurance,1
HB21-1017,2021,RS,House,2021-03-24,House Committee on Health & Insurance Postpone Indefinitely,2
HB21-1018,2021,RS,House,2021-02-16,Introduced In House - Assigned to Health & Insurance,1
HB21-1018,2021,RS,House,2021-03-02,House Committee on Health & Insurance Refer Amended to House Committee of the Whole,2
HB21-1018,2021,RS,House,2021-03-05,House Second Reading Laid Over to 03/09/2021 - No Amendments,3
HB21-1018,2021,RS,House,2021-03-09,"House Second Reading Passed with Amendments - Committee, Floor",4
HB21-1018,2021,RS,House,2021-03-10,House Third Reading Passed - No Amendments,5
HB21-1018,2021,RS,Senate,2021-03-12,Introduced In Senate - Assigned to Health & Human Services,6
HB21-1018,2021,RS,Senate,2021-04-05,Senate Committee on Health & Human Services Refer Unamended - Consent Calendar to Senate Committee of the Whole,7
HB21-1018,2021,RS,Senate,2021-04-08,Senate Second Reading Laid Over to 4/12/2021 - No Amendments,8
HB21-1018,2021,RS,Senate,2021-04-12,Senate Second Reading Laid Over Daily - No Amendments,9
HB21-1018,2021,RS,Senate,2021-04-13,Senate Second Reading Passed with Amendments - Floor,10
HB21-1018,2021,RS,Senate,2021-04-14,Senate Third Reading Passed - No Amendments,11
HB21-1018,2021,RS,House,2021-04-15,House Considered Senate Amendments - Result was to Laid Over Daily,12
HB21-1018,2021,RS,House,2021-04-20,House Considered Senate Amendments - Result was to Concur - Repass,13
HB21-1018,2021,RS,House,2021-04-28,Signed by the Speaker of the House,14
HB21-1018,2021,RS,Senate,2021-04-28,Signed by the President of the Senate,15
HB21-1018,2021,RS,Governor,2021-04-28,Sent to the Governor,16
HB21-1018,2021,RS,Governor,2021-05-07,Governor Signed,17
HB21-1019,2021,RS,House,2021-02-16,Introduced In House - Assigned to Transportation & Local Government,1
HB21-1019,2021,RS,House,2021-03-23,House Committee on Transportation & Local Government Refer Amended to House Committee of the Whole,2
HB21-1019,2021,RS,House,2021-03-26,House Second Reading Passed with Amendments - Committee,3
HB21-1019,2021,RS,House,2021-03-29,House Third Reading Passed - No Amendments,4
HB21-1019,2021,RS,Senate,2021-03-30,"Introduced In Senate - Assigned to Business, Labor, & Technology",5
HB21-1019,2021,RS,Senate,2021-04-12,"Senate Committee on Business, Labor, & Technology Refer Unamended - Consent Calendar to Senate Committee of the Whole",6
HB21-1019,2021,RS,Senate,2021-04-15,Senate Second Reading Passed - No Amendments,7
HB21-1019,2021,RS,Senate,2021-04-16,Senate Third Reading Passed - No Amendments,8
HB21-1019,2021,RS,House,2021-04-30,Signed by the Speaker of the House,9
HB21-1019,2021,RS,Senate,2021-04-30,Signed by the President of the Senate,10
HB21-1019,2021,RS,Governor,2021-04-30,Sent to the Governor,11
HB21-1019,2021,RS,Governor,2021-05-10,Governor Signed,12
HB21-1020,2021,RS,House,2021-02-16,Introduced In House - Assigned to Health & Insurance,1
HB21-1020,2021,RS,House,2021-03-10,House Committee on Health & Insurance Postpone Indefinitely,2
HB21-1021,2021,RS,House,2021-02-16,Introduced In House - Assigned to Public & Behavioral Health & Human Services,1
HB21-1021,2021,RS,House,2021-03-09,House Committee on Public & Behavioral Health & Human Services Refer Amended to Finance,2
HB21-1021,2021,RS,House,2021-03-29,House Committee on Finance Refer Amended to Appropriations,3
HB21-1021,2021,RS,House,2021-04-23,House Committee on Appropriations Refer Amended to House Committee of the Whole,4
HB21-1021,2021,RS,House,2021-04-23,House Second Reading Special Order - Passed with Amendments - Committee,5
HB21-1021,2021,RS,House,2021-04-26,House Third Reading Passed - No Amendments,6
HB21-1021,2021,RS,Senate,2021-04-27,Introduced In Senate - Assigned to Finance,7
HB21-1021,2021,RS,Senate,2021-05-05,Senate Committee on Finance Refer Unamended to Appropriations,8
HB21-1021,2021,RS,Senate,2021-05-14,Senate Committee on Appropriations Refer Unamended - Consent Calendar to Senate Committee of the Whole,9
HB21-1021,2021,RS,Senate,2021-05-18,Senate Second Reading Passed - No Amendments,10
HB21-1021,2021,RS,Senate,2021-05-19,Senate Third Reading Passed - No Amendments,11
HB21-1021,2021,RS,Senate,2021-06-08,Signed by the President of the Senate,12
HB21-1021,2021,RS,House,2021-06-08,Signed by the Speaker of the House,13
HB21-1021,2021,RS,Governor,2021-06-09,Sent to the Governor,14
HB21-1021,2021,RS,Governor,2021-06-18,Governor Signed,15
HB21-1022,2021,RS,House,2021-02-16,Introduced In House - Assigned to Health & Insurance,1
HB21-1022,2021,RS,House,2021-02-24,House Committee on Health & Insurance Refer Amended to House Committee of the Whole,2
HB21-1022,2021,RS,House,2021-03-01,"House Second Reading Passed with Amendments - Committee, Floor",3
HB21-1022,2021,RS,House,2021-03-02,House Third Reading Passed - No Amendments,4
HB21-1022,2021,RS,Senate,2021-03-05,Introduced In Senate - Assigned to Health & Human Services,5
HB21-1022,2021,RS,Senate,2021-04-07,Senate Committee on Health & Human Services Refer Amended to Senate Committee of the Whole,6
HB21-1022,2021,RS,Senate,2021-04-12,Senate Second Reading Passed with Amendments - Committee,7
HB21-1022,2021,RS,Senate,2021-04-13,Senate Third Reading Passed - No Amendments,8
HB21-1022,2021,RS,House,2021-04-14,House Considered Senate Amendments - Result was to Laid Over Daily,9
