bill_number,session,session_type,chamber,action_date,action,order
HB16-1009,2016,RS,House,2016-04-12,House Third Reading Laid Over Daily - No Amendments,5
HB16-1009,2016,RS,House,2016-04-14,House Third Reading Passed - No Amendments,6
HB16-1009,2016,RS,Senate,2016-04-14,Introduced In Senate - Assigned to Finance,7
HB16-1009,2016,RS,Senate,2016-04-21,Senate Committee on Finance Refer Unamended to Appropriations,8
HB16-1009,2016,RS,Senate,2016-04-27,Senate Committee on Appropriations Postpone Indefinitely,9
HB16-1010,2016,RS,House,2016-01-13,"Introduced In House - Assigned to State, Veterans, & Military Affairs",1
HB16-1010,2016,RS,House,2016-03-21,"House Committee on State, Veterans, & Military Affairs Postpone Indefinitely",2
HB16-1011,2016,RS,House,2016-01-13,Introduced In House - Assigned to Local Government,1
HB16-1011,2016,RS,House,2016-01-28,House Committee on Local Government Refer Unamended to House Committee of the Whole,2
HB16-1011,2016,RS,House,2016-02-01,House Second Reading Passed - No Amendments,3
HB16-1011,2016,RS,House,2016-02-02,House Third Reading Passed - No Amendments,4
HB16-1011,2016,RS,Senate,2016-02-03,"Introduced In Senate - Assigned to Business, Labor, & Technology",5
HB16-1011,2016,RS,Senate,2016-03-07,"Senate Committee on Business, Labor, & Technology Refer Unamended - Consent Calendar to Senate Committee of the Whole",6
HB16-1011,2016,RS,Senate,2016-03-10,Senate Second Reading Passed - No Amendments,7
HB16-1011,2016,RS,Senate,2016-03-11,Senate Third Reading Reconsidered - No Amendments,8
HB16-1011,2016,RS,Senate,2016-03-11,Senate Third Reading Passed - No Amendments,9
HB16-1011,2016,RS,House,2016-03-30,Signed by the Speaker of the House,10
HB16-1011,2016,RS,Senate,2016-04-04,Signed by the President of the Senate,11
HB16-1011,2016,RS,Governor,2016-04-05,Sent to the Governor,12
HB16-1011,2016,RS,Governor,2016-04-15,Governor Signed,13
HB16-1012,2016,RS,House,2016-01-13,"Introduced In House - Assigned to State, Veterans, & Military Affairs",1
HB16-1012,2016,RS,House,2016-02-01,"House Committee on State, Veterans, & Military Affairs Refer Unamended to House Committee of the Whole",2
HB16-1012,2016,RS,House,2016-02-03,House Second Reading Passed - No Amendments,3
HB16-1012,2016,RS,House,2016-02-04,House Third Reading Passed - No Amendments,4
HB16-1012,2016,RS,Senate,2016-02-05,Introduced In Senate - Assigned to Local Government,5
HB16-1012,2016,RS,Senate,2016-02-23,Senate Committee on Local Government Refer Unamended - Consent Calendar to Senate Committee of the Whole,6
HB16-1012,2016,RS,Senate,2016-02-26,Senate Second Reading Passed - No Amendments,7
HB16-1012,2016,RS,Senate,2016-02-29,Senate Third Reading Passed - No Amendments,8
HB16-1012,2016,RS,House,2016-03-04,Signed by the Speaker of the House,9
HB16-1012,2016,RS,Senate,2016-03-10,Signed by the President of the Senate,10
HB16-1012,2016,RS,Governor,2016-03-10,Sent to the Governor,11
HB16-1012,2016,RS,Governor,2016-03-16,Governor Signed,12
HB16-1013,2016,RS,House,2016-01-13,Introduced In House - Assigned to Business Affairs and Labor,1
HB16-1013,2016,RS,House,2016-01-28,House Committee on Business Affairs and Labor Refer Unamended to House Committee of the Whole,2
HB16-1013,2016,RS,House,2016-02-01,House Second Reading Passed - No Amendments,3
HB16-1013,2016,RS,House,2016-02-02,House Third Reading Passed - No Amendments,4
HB16-1013,2016,RS,Senate,2016-02-03,Introduced In Senate - Assigned to Education,5
HB16-1013,2016,RS,Senate,2016-02-25,Senate Committee on Education Refer Unamended - Consent Calendar to Senate Committee of the Whole,6
HB16-1013,2016,RS,Senate,2016-03-01,Senate Second Reading Passed - No Amendments,7
HB16-1013,2016,RS,Senate,2016-03-02,Senate Third Reading Passed - No Amendments,8
HB16-1013,2016,RS,House,2016-03-09,Signed by the Speaker of the House,9
HB16-1013,2016,RS,Senate,2016-03-14,Signed by the President of the Senate,10
HB16-1013,2016,RS,Governor,2016-03-14,Sent to the Governor,11
HB16-1013,2016,RS,Governor,2016-03-18,Governor Signed,12
HB16-1014,2016,RS,House,2016-01-13,Introduced In House - Assigned to Business Affairs and Labor,1
HB16-1014,2016,RS,House,2016-01-28,House Committee on Business Affairs and Labor Refer Amended to Appropriations,2
HB16-1014,2016,RS,House,2016-03-18,House Committee on Appropriations Refer Unamended to House Committee of the Whole,3
HB16-1014,2016,RS,House,2016-03-21,House Second Reading Passed with Amendments - Committee,4
HB16-1014,2016,RS,House,2016-03-22,House Third Reading Passed - No Amendments,5
HB16-1014,2016,RS,Senate,2016-03-22,"Introduced In Senate - Assigned to State, Veterans, & Military Affairs",6
HB16-1014,2016,RS,Senate,2016-03-30,"Senate Committee on State, Veterans, & Military Affairs Refer Unamended to Appropriations",7
HB16-1014,2016,RS,Senate,2016-04-22,Senate Committee on Appropriations Refer Unamended - Consent Calendar to Senate Committee of the Whole,8
HB16-1014,2016,RS,Senate,2016-04-25,Senate Second Reading Special Order - Passed - No Amendments,9
HB16-1014,2016,RS,Senate,2016-04-26,Senate Third Reading Passed - No Amendments,10
HB16-1014,2016,RS,House,2016-05-02,Signed by the Speaker of the House,11
HB16-1014,2016,RS,Senate,2016-05-03,Signed by the President of the Senate,12
HB16-1014,2016,RS,Governor,2016-05-04,Sent to the Governor,13
HB16-1014,2016,RS,Governor,2016-06-10,Governor Signed,14
HB16-1015,2016,RS,House,2016-01-13,"Introduced In House - Assigned to State, Veterans, & Military Affairs",1
HB16-1015,2016,RS,House,2016-02-03,"House Committee on State, Veterans, & Military Affairs Postpone Indefinitely",2
HB16-1016,2016,RS,House,2016-01-13,Introduced In House - Assigned to Education,1
HB16-1016,2016,RS,House,2016-02-29,House Committee on Education Refer Amended to Appropriations,2
HB16-1016,2016,RS,House,2016-05-05,House Committee on Appropriations Refer Amended to House Committee of the Whole,3
HB16-1016,2016,RS,House,2016-05-05,House Second Reading Special Order - Passed with Amendments - Committee,4
HB16-1016,2016,RS,House,2016-05-06,House Third Reading Passed - No Amendments,5
HB16-1016,2016,RS,Senate,2016-05-06,"Introduced In Senate - Assigned to State, Veterans, & Military Affairs",6
HB16-1016,2016,RS,Senate,2016-05-09,"Senate Committee on State, Veterans, & Military Affairs Postpone Indefinitely",7
HB16-1017,2016,RS,House,2016-01-13,Introduced In House - Assigned to Judiciary,1
HB16-1017,2016,RS,House,2016-01-26,House Committee on Judiciary Refer Amended to House Committee of the Whole,2
HB16-1017,2016,RS,House,2016-02-01,House Second Reading Passed with Amendments - Committee,3
HB16-1017,2016,RS,House,2016-02-02,House Third Reading Passed - No Amendments,4
HB16-1017,2016,RS,Senate,2016-02-03,Introduced In Senate - Assigned to Judiciary,5
HB16-1017,2016,RS,Senate,2016-02-29,Senate Committee on Judiciary Refer Unamended to Senate Committee of the Whole,6
HB16-1017,2016,RS,Senate,2016-03-03,Senate Second Reading Passed - No Amendments,7
HB16-1017,2016,RS,Senate,2016-03-04,Senate Third Reading Passed - No Amendments,8
HB16-1017,2016,RS,House,2016-03-09,Signed by the Speaker of the House,9
HB16-1017,2016,RS,Senate,2016-03-14,Signed by the President of the Senate,10
HB16-1017,2016,RS,Governor,2016-03-14,Sent to the Governor,11
HB16-1017,2016,RS,Governor,2016-03-22,Governor Signed,12
HB16-1018,2016,RS,House,2016-01-13,Introduced In House - Assigned to Transportation & Energy,1
HB16-1018,2016,RS,House,2016-01-20,House Committee on Transportation & Energy Refer Unamended to House Committee of the Whole,2
HB16-1018,2016,RS,House,2016-01-25,House Second Reading Passed - No Amendments,3
HB16-1018,2016,RS,House,2016-01-26,House Third Reading Passed - No Amendments,4
HB16-1018,2016,RS,Senate,2016-02-01,Introduced In Senate - Assigned to Transportation,5
HB16-1018,2016,RS,Senate,2016-02-09,Senate Committee on Transportation Refer Unamended - Consent Calendar to Senate Committee of the Whole,6
HB16-1018,2016,RS,Senate,2016-02-12,Senate Second Reading Passed - No Amendments,7
HB16-1018,2016,RS,Senate,2016-02-16,Senate Third Reading Passed - No Amendments,8
HB16-1018,2016,RS,House,2016-02-22,Signed by the Speaker of the House,9
HB16-1018,2016,RS,Senate,2016-02-23,Signed by the President of the Senate,10
HB16-1018,2016,RS,Governor,2016-02-24,Sent to the Governor,11
HB16-1018,2016,RS,Governor,2016-03-02,Governor Signed,12
HB16-1019,2016,RS,House,2016-01-13,"Introduced In House - Assigned to Agriculture, Livestock, & Natural Resources",1
HB16-1019,2016,RS,House,2016-01-27,"House Committee on Agriculture, Livestock, & Natural Resources Refer Amended to House Committee of the Whole",2
HB16-1019,2016,RS,House,2016-02-01,House Second Reading Passed with Amendments - Committee,3
HB16-1019,2016,RS,House,2016-02-02,House Third Reading Passed - No Amendments,4
HB16-1019,2016,RS,Senate,2016-02-03,"Introduced In Senate - Assigned to Agriculture, Natural Resources, & Energy",5
HB16-1019,2016,RS,Senate,2016-02-25,"Senate Committee on Agriculture, Natural Resources, & Energy Refer Amended - Consent Calendar to Senate Committee of the Whole",6
HB16-1019,2016,RS,Senate,2016-03-01,Senate Second Reading Passed with Amendments - Committee,7
HB16-1019,2016,RS,Senate,2016-03-02,Senate Third Reading Passed - No Amendments,8
HB16-1019,2016,RS,Senate,2016-03-03,House Considered Senate Amendments - Result was to Concur - Repass,9
HB16-1019,2016,RS,House,2016-03-09,Signed by the Speaker of the House,10
HB16-1019,2016,RS,Senate,2016-03-14,Signed by the President of the Senate,11
HB16-1019,2016,RS,Governor,2016-03-14,Sent to the Governor,12
HB16-1019,2016,RS,Governor,2016-03-22,Governor Signed,13
HB16-1020,2016,RS,House,2016-01-13,Introduced In House - Assigned to Judiciary,1
HB16-1020,2016,RS,House,2016-01-26,House Committee on Judiciary Postpone Indefinitely,2
HB16-1021,2016,RS,House,2016-01-13,Introduced In House - Assigned to Judiciary,1
HB16-1021,2016,RS,House,2016-04-14,House Committee on Judiciary Refer Amended to House Committee of the Whole,2
HB16-1021,2016,RS,House,2016-04-18,"House Second Reading Passed with Amendments - Committee, Floor",3
HB16-1021,2016,RS,House,2016-04-19,House Third Reading Passed - No Amendments,4
HB16-1021,2016,RS,Senate,2016-04-19,Introduced In Senate - Assigned to Judiciary,5
HB16-1021,2016,RS,Senate,2016-04-26,Senate Committee on Judiciary Refer Amended to Senate Committee of the Whole,6
HB16-1021,2016,RS,Senate,2016-04-28,Senate Second Reading Special Order - Passed with Amendments - Committee,7
HB16-1021,2016,RS,Senate,2016-04-29,Senate Third Reading Passed - No Amendments,8
HB16-1021,2016,RS,House,2016-05-03,House Considered Senate Amendments - Result was to Laid Over Daily,9
HB16-1021,2016,RS,House,2016-05-03,House Considered Senate Amendments - Result was to Not Concur - Request Conference Committee,10
HB16-1021,2016,RS,ConfComm,2016-05-06,First Conference Committee Result was to No Report,11
HB16-1021,2016,RS,,2016-05-06,First Conference Committee Result was to No Report,12
HB16-1021,2016,RS,House,2016-05-11,House Consideration of First Conference Committee Report result was to Recede - CCR not produced,13
HB16-1021,2016,RS,House,2016-05-11,House Considered Senate Amendments - Result was to Concur - Repass,14
HB16-1021,2016,RS,Senate,2016-05-17,Signed by the President of the Senate,15
HB16-1021,2016,RS,House,2016-05-20,Signed by the Speaker of the House,16
HB16-1021,2016,RS,Governor,2016-05-20,Sent to the Governor,17
HB16-1021,2016,RS,Governor,2016-06-10,Governor Signed,18
HB16-1022,2016,RS,House,2016-01-13,Introduced In House - Assigned to Education,1
HB16-1022,2016,RS,House,2016-02-08,House Committee on Education Refer Unamended to Appropriations,2
HB16-1022,2016,RS,House,2016-05-05,House Committee on Appropriations Postpone Indefinitely,3
HB16-1023,2016,RS,House,2016-01-13,"Introduced In House - Assigned to State, Veterans, & Military Affairs",1
HB16-1023,2016,RS,House,2016-03-07,"House Committee on State, Veterans, & Military Affairs Postpone Indefinitely",2
HB16-1024,2016,RS,House,2016-01-13,"Introduced In House - Assigned to State, Veterans, & Military Affairs",1
HB16-1024,2016,RS,House,2016-03-07,"House Committee on State, Veterans, & Military Affairs Postpone Indefinitely",2
HB16-1025,2016,RS,House,2016-01-13,Introduced In House - Assigned to Business Affairs and Labor,1
HB16-1025,2016,RS,House,2016-01-26,House Committee on Business Affairs and Labor Refer Unamended to House Committee of the Whole,2
HB16-1025,2016,RS,House,2016-02-01,House Second Reading Passed - No Amendments,3
HB16-1025,2016,RS,House,2016-02-02,House Third Reading Passed - No Amendments,4
HB16-1025,2016,RS,Senate,2016-02-03,"Introduced In Senate - Assigned to Business, Labor, & Technology",5
HB16-1025,2016,RS,Senate,2016-02-24,"Senate Committee on Business, Labor, & Technology Refer Unamended - Consent Calendar to Senate Committee of the Whole",6
HB16-1025,2016,RS,Senate,2016-02-29,Senate Second Reading Passed - No Amendments,7
HB16-1025,2016,RS,Senate,2016-03-01,Senate Third Reading Passed - No Amendments,8
HB16-1025,2016,RS,House,2016-03-04,Signed by the Speaker of the House,9
HB16-1025,2016,RS,Senate,2016-03-10,Signed by the President of the Senate,10
HB16-1025,2016,RS,Governor,2016-03-10,Sent to the Governor,11
HB16-1025,2016,RS,Governor,2016-03-16,Governor Signed,12
HB16-1026,2016,RS,House,2016-01-13,Introduced In House - Assigned to Finance,1
HB16-1026,2016,RS,House,2016-01-20,House Committee on Finance Refer Unamended to House Committee of the Whole,2
HB16-1026,2016,RS,House,2016-01-25,House Second Reading Passed - No Amendments,3
HB16-1026,2016,RS,House,2016-01-26,House Third Reading Passed - No Amendments,4
HB16-1026,2016,RS,Senate,2016-02-01,Introduced In Senate - Assigned to Finance,5
HB16-1026,2016,RS,Senate,2016-02-25,Senate Committee on Finance Refer Unamended - Consent Calendar to Senate Committee of the Whole,6
HB16-1026,2016,RS,Senate,2016-03-01,Senate Second Reading Passed - No Amendments,7
HB16-1026,2016,RS,Senate,2016-03-02,Senate Third Reading Passed - No Amendments,8
HB16-1026,2016,RS,House,2016-03-09,Signed by the Speaker of the House,9
HB16-1026,2016,RS,Senate,2016-03-14,Signed by the President of the Senate,10
HB16-1026,2016,RS,Governor,2016-03-14,Sent to the Governor,11
HB16-1026,2016,RS,Governor,2016-03-22,Governor Signed,12
HB16-1027,2016,RS,House,2016-01-13,Introduced In House - Assigned to Judiciary,1
HB16-1027,2016,RS,House,2016-03-03,House Committee on Judiciary Refer Amended to House Committee of the Whole,2
HB16-1027,2016,RS,House,2016-03-07,House Third Reading Laid Over to 03/09/2016 - No Amendments,3
HB16-1027,2016,RS,House,2016-03-07,House Second Reading Passed with Amendments - Committee,4
HB16-1027,2016,RS,House,2016-03-09,House Third Reading Passed - No Amendments,5
HB16-1027,2016,RS,Senate,2016-03-11,Introduced In Senate - Assigned to Judiciary,6
HB16-1027,2016,RS,Senate,2016-03-28,Senate Committee on Judiciary Refer Unamended - Consent Calendar to Senate Committee of the Whole,7
HB16-1027,2016,RS,Senate,2016-03-30,Senate Second Reading Special Order - Passed - No Amendments,8
HB16-1027,2016,RS,Senate,2016-03-31,Senate Third Reading Passed - No Amendments,9
HB16-1027,2016,RS,House,2016-05-05,Signed by the Speaker of the House,10
HB16-1027,2016,RS,Senate,2016-05-05,Signed by the President of the Senate,11
HB16-1027,2016,RS,Governor,2016-05-05,Sent to the Governor,12
HB16-1027,2016,RS,Governor,2016-05-19,Governor Signed,13
HB16-1028,2016,RS,House,2016-01-13,Introduced In House - Assigned to Finance,1
HB16-1028,2016,RS,House,2016-01-20,House Committee on Finance Refer Unamended to House Committee of the Whole,2
HB16-1028,2016,RS,House,2016-01-25,House Second Reading Passed - No Amendments,3
HB16-1028,2016,RS,House,2016-01-26,House Third Reading Passed - No Amendments,4
HB16-1028,2016,RS,Senate,2016-02-01,Introduced In Senate - Assigned to Finance,5
HB16-1028,2016,RS,Senate,2016-02-23,Senate Committee on Finance Refer Unamended - Consent Calendar to Senate Committee of the Whole,6
HB16-1028,2016,RS,Senate,2016-02-26,Senate Second Reading Passed - No Amendments,7
HB16-1028,2016,RS,Senate,2016-02-29,Senate Third Reading Passed - No Amendments,8
HB16-1028,2016,RS,House,2016-03-04,Signed by the Speaker of the House,9
HB16-1028,2016,RS,Senate,2016-03-10,Signed by the President of the Senate,10
HB16-1028,2016,RS,Governor,2016-03-10,Sent to the Governor,11
HB16-1028,2016,RS,Governor,2016-03-18,Governor Signed,12
HB16-1029,2016,RS,House,2016-01-13,Introduced In House - Assigned to Transportation & Energy,1
HB16-1029,2016,RS,House,2016-02-03,House Committee on Transportation & Energy Postpone Indefinitely,2
HB16-1030,2016,RS,House,2016-01-13,Introduced In House - Assigned to Local Government + Finance,1
HB16-1030,2016,RS,House,2016-01-27,House Committee on Local Government Refer Amended to Finance,2
HB16-1030,2016,RS,House,2016-02-03,House Committee on Finance Refer Amended to House Committee of the Whole,3
HB16-1030,2016,RS,House,2016-02-08,House Second Reading Passed with Amendments - Committee,4
HB16-1030,2016,RS,House,2016-02-09,House Third Reading Passed - No Amendments,5
HB16-1030,2016,RS,Senate,2016-02-16,Introduced In Senate - Assigned to Local Government + Finance,6
HB16-1030,2016,RS,Senate,2016-03-08,Senate Committee on Local Government Refer Unamended to Finance,7
HB16-1030,2016,RS,Senate,2016-03-17,Senate Committee on Finance Refer Unamended to Senate Committee of the Whole,8
HB16-1030,2016,RS,Senate,2016-03-22,Senate Second Reading Passed - No Amendments,9
HB16-1030,2016,RS,Senate,2016-03-24,Senate Third Reading Passed - No Amendments,10
HB16-1030,2016,RS,House,2016-04-01,Signed by the Speaker of the House,11
HB16-1030,2016,RS,Senate,2016-04-04,Signed by the President of the Senate,12
HB16-1030,2016,RS,Governor,2016-04-05,Sent to the Governor,13
HB16-1030,2016,RS,Governor,2016-04-12,Governor Signed,14
HB16-1031,2016,RS,House,2016-01-13,Introduced In House - Assigned to Transportation & Energy,1
HB16-1031,2016,RS,House,2016-02-11,House Committee on Transportation & Energy Refer Amended to Appropriations,2
HB16-1031,2016,RS,House,2016-04-15,House Committee on Appropriations Refer Unamended to Legislative Council,3
HB16-1031,2016,RS,House,2016-04-29,House Committee on Legislative Council Refer Unamended to House Committee of the Whole,4
HB16-1031,2016,RS,House,2016-05-02,House Second Reading Passed with Amendments - Committee,5
HB16-1031,2016,RS,House,2016-05-03,House Third Reading Passed - No Amendments,6
HB16-1031,2016,RS,Senate,2016-05-03,Introduced In Senate - Assigned to Finance,7
HB16-1031,2016,RS,Senate,2016-05-05,Senate Committee on Finance Refer Unamended to Senate Committee of the Whole,8
HB16-1031,2016,RS,Senate,2016-05-05,Senate Second Reading Special Order - Passed - No Amendments,9
HB16-1031,2016,RS,Senate,2016-05-06,Senate Third Reading Passed - No Amendments,10
HB16-1031,2016,RS,House,2016-05-17,Signed by the Speaker of the House,11
HB16-1031,2016,RS,Senate,2016-05-17,Signed by the President of the Senate,12
HB16-1031,2016,RS,Governor,2016-05-18,Sent to the Governor,13
HB16-1031,2016,RS,Governor,2016-06-10,Governor Signed,14
HB16-1032,2016,RS,House,2016-01-13,Introduced In House - Assigned to Judiciary,1
HB16-1032,2016,RS,House,2016-01-21,House Committee on Judiciary Refer Unamended to House Committee of the Whole,2
HB16-1032,2016,RS,House,2016-01-27,House Second Reading Passed with Amendments - Floor,3
HB16-1032,2016,RS,House,2016-01-28,House Third Reading Passed - No Amendments,4
HB16-1032,2016,RS,Senate,2016-02-01,Introduced In Senate - Assigned to Judiciary,5
HB16-1032,2016,RS,Senate,2016-02-24,Senate Committee on Judiciary Refer Unamended - Consent Calendar to Senate Committee of the Whole,6
HB16-1032,2016,RS,Senate,2016-02-29,Senate Second Reading Passed - No Amendments,7
HB16-1032,2016,RS,Senate,2016-03-01,Senate Third Reading Passed - No Amendments,8
HB16-1032,2016,RS,House,2016-03-09,Signed by the Speaker of the House,9
HB16-1032,2016,RS,Senate,2016-03-14,Signed by the President of the Senate,10
HB16-1032,2016,RS,Governor,2016-03-14,Sent to the Governor,11
HB16-1032,2016,RS,Governor,2016-03-22,Governor Signed,12
HB16-1033,2016,RS,House,2016-01-13,"Introduced In House - Assigned to Health, Insurance, & Environment",1
HB16-1033,2016,RS,House,2016-01-28,"House Committee on Health, Insurance, & Environment Refer Amended to House Committee of the Whole",2
