bill_number,session,session_type,title,sponsors,out_chamber_sponsors,bill_url
SB15-258,2015,RS,Coordinated Review CO2 Emission Reduction Measures,COOKE; SONNENBERG,DORE,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/774B837E459FBDD787257DF9005C5CF3?opendocument
SB15-259,2015,RS,Out-of-network Health Care Provider Charges,AGUILAR,LONTINE,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/FE8EF6134032904687257D9B0054B796?opendocument
SB15-260,2015,RS,Medical Marijuana Product Testing,AGUILAR,GINAL,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/7C3A642403C1EFF187257E0E004FA443?opendocument
SB15-261,2015,RS,Utility's Public Notice Of Schedule Changes,SONNENBERG,YOUNG,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/C10A99EA27577ECE87257DFD005D75CD?opendocument
SB15-262,2015,RS,Blanket Sickness And Accident Insurance,NEVILLE T.,WILLIAMS,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/71E8CC6F7A1408E387257E1100784388?opendocument
SB15-263,2015,RS,Colorado Marijuana Control Commission,STEADMAN; HOLBERT,,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/3241872DAC979EC087257E06007B3B95?opendocument
SB15-264,2015,RS,Revisor's Bill,JOHNSTON,KAGAN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/FC96453A36E8D0EE87257DB30073590D?opendocument
SB15-265,2015,RS,Health Insurance Hospital Liens,CADMAN,HULLINGHORST,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/1939CF6E165C29E487257DE0005E371D?opendocument
SB15-266,2015,RS,Deliver Motor Vehicle Cert Of Title 30 Days,SONNENBERG,KRAFT-THARP,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/921498395D365D4687257E130077ECA7?opendocument
SB15-267,2015,RS,School Finance,HILL,HAMNER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/4F9603074B549F8487257DE10066765A?opendocument
SB15-268,2015,RS,Offenses Against Unborn Children,CADMAN,LAWRENCE,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/24F74723D8D3AAAF87257E150061B659?opendocument
SB15-269,2015,RS,Independent Contractor Unemployment Insurance,ROBERTS,BROWN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/69F64465872DB38D87257DEB007D7E40?opendocument
SB15-270,2015,RS,Create The Office Of State Architect,LAMBERT,RANKIN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/F158D5315C55F05487257DCD000AC320?opendocument
SB15-271,2015,RS,Continuation Of The Office Of Consumer Counsel,SONNENBERG,BECKER J.,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/DB31265768D7E46687257E2D0071BF27?opendocument
SB15-272,2015,RS,Auth New Transportation Revenue Anticipation Notes,BAUMGARDNER,DELGROSSO,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/15CEFF3F3813E12587257E110077BF28?opendocument
SB15-273,2015,RS,Mail Ballot Opt Out,LUNDBERG; WOODS,,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/5DC00CAAE2B7DA5D87257E0E0050B054?opendocument
SB15-274,2015,RS,Sales & Use Tax Exemption For Soft Drinks,BALMER,THURLOW,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/8A5B6DD84A5985BF87257E20006AAE34?opendocument
SB15-275,2015,RS,Protections Information Provided General Assembly,LAMBERT; CARROLL,HULLINGHORST; YOUNG,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/FB867541B718312387257E30005CFBF7?opendocument
SB15-276,2015,RS,Voter Approval For Use Of Red Light Cameras,BALMER; CARROLL,VAN WINKLE; HUMPHREY,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/57C10893265401ED87257DF000540E65?opendocument
SB15-277,2015,RS,Promote Accuracy Voter Registration Info,WOODS; LUNDBERG,,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/BE812BEAA6A0C91587257E0E0052F24E?opendocument
SB15-278,2015,RS,Allow Dome Restoration Moneys For Cap Restoration,LAMBERT; STEADMAN,HAMNER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/43B3C1B2D1C6CE5D87257E2F0051C0A4?opendocument
SB15-279,2015,RS,Surety Reqmnt For Appealing Tax Bills Claimed Due,NEVILLE T.; JAHN,KRAFT-THARP; KEYSER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/9866686DA196332987257E19004C9015?opendocument
SB15-280,2015,RS,Hold Harmless On-line Pupil Count In Size Factor,SCHEFFEL; CARROLL,WILSON; FIELDS,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/15C5CC7A837F52BE87257E2F00501DFD?opendocument
SB15-281,2015,RS,Institute Charter School Plan Meetings,HILL,KRAFT-THARP,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/4FB73A805327BD7087257E2F0050E044?opendocument
SB15-282,2015,RS,Jump-start Prog Econ Dev Distressed Counties,SCOTT; JOHNSTON,DURAN; WILLETT,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/FD787F76484E655887257DFD005EB91D?opendocument
SB15-283,2015,RS,Debt Collections Actions And Exemptions,WOODS,LEE,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/E5D6FAD9398F896887257E2F0050988F?opendocument
SB15-284,2015,RS,Voter Approval TIF Payments Ag Land,CADMAN; SCHEFFEL,VIGIL; LUNDEEN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/E06FBE327BD7EA2287257DF9005EB157?opendocument
SB15-285,2015,RS,A Woman's Right To Accurate Healthcare Information,NEVILLE T.,NEVILLE P.; SAINE,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/1D72AE98AACBA9A087257D940080D9D3?opendocument
SB15-286,2015,RS,Repeal Motorcycle Operator Safety Training Program,SONNENBERG,SAINE; MELTON,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/CF5CC22C0D19E76987257E2F00512E61?opendocument
SB15-287,2015,RS,Restore Presidential Primary Election,ULIBARRI; CROWDER,MORENO; DORE,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/3B39D766311AC68887257E2F0052F863?opendocument
SB15-288,2015,RS,Compensation Of State & County Public Officials,BAUMGARDNER; HODGE,HAMNER; RANKIN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/B921580F2C1D6A0C87257D87006B9DC9?opendocument
SB15-289,2015,RS,Cap Fee Increases Assisted Living Residences,CROWDER,PRIMAVERA,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/1F35B1076287761887257E36007DDFA8?opendocument
SB15-290,2015,RS,Colorado Student Leaders Institute,TODD,WILSON,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/7BFD68C735EB7EC087257E36007D9770?opendocument
HCR15-1001,2015,RS,Colorado Constitution Minimum Wage,MELTON; MORENO,MERRIFIELD,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/E5C6B920905E8B0C87257DF6005AE0F4?opendocument
HCR15-1002,2015,RS,CO Leg Overview & Constituent Knowledge Act,PRIOLA,SONNENBERG,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/AEF5F3DAAC859D8787257D87006A52BA?opendocument
HCR15-1003,2015,RS,Modify Operations Of The General Assembly,LUNDEEN; DORE,LUNDBERG,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/2242715514A1837987257E11006A302A?opendocument
HCR15-1004,2015,RS,Statewide Uniform Sales & Use Tax Definitions,CONTI; KRAFT-THARP,STEADMAN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/94EEA6B19FC8BEC787257E2800562CE0?opendocument
HJR15-1001,2015,RS,Joint Session - Canvassing The Votes,DURAN,SCHEFFEL,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/C4F720234450D89587257DB70006750E?opendocument
HJR15-1002,2015,RS,Name Change House Business Affairs & Labor,DURAN,SCHEFFEL,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/2F21644413CF3B0C87257DBF0052CB8A?opendocument
HJR15-1003,2015,RS,Joint Session - Governor's Message,DURAN,SCHEFFEL,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/2FA37D5CC4FEF33787257DB70006A85D?opendocument
HJR15-1004,2015,RS,Joint Session - State of the Judiciary,DURAN,SCHEFFEL,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/3A8D4E93061E53A687257DB70006DC20?opendocument
HJR15-1005,2015,RS,Commemorate Birthday Rev Dr Martin Luther King Jr,RANSOM; MELTON,LUNDBERG; AGUILAR,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/258167740AB202EF87257DC7007C5A8D?opendocument
HJR15-1006,2015,RS,Water Projects Revolving Fund Eligibility Lists,VIGIL,SONNENBERG,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/6BBA1CFFF0E8FA2A87257DB100761DB4?opendocument
HJR15-1007,2015,RS,Military Appreciation Day,RYDEN; KEYSER,SCOTT; TODD,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/640024475577010187257DD4006254EB?opendocument
HJR15-1008,2015,RS,U.S.S. Pueblo,ESGAR; NAVARRO,GARCIA; ULIBARRI,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/878F9468713C0C2087257DD60061F17B?opendocument
HJR15-1009,2015,RS,Anniversary Partnership CO Natl Guard & Jordan,PRIMAVERA; NEVILLE P.,LAMBERT; TODD,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/E5F01D343C5A55FB87257DD60062466B?opendocument
HJR15-1010,2015,RS,Colorado Serves,FIELDS; CARVER,CROWDER; TODD,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/3A7AAC0DC58E9BB787257DD60062997A?opendocument
HJR15-1011,2015,RS,Honoring Fallen Soldiers,MELTON; LANDGRAF,BALMER; HEATH,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/60097000E8ACBE0087257DD3007BBF93?opendocument
HJR15-1012,2015,RS,Rename Section Of CO Hwy 93 For Sgt. David Baldwin,KEYSER; DANIELSON,JAHN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/AF36526D73C8632387257D8C007966D2?opendocument
HJR15-1013,2015,RS,Human Trafficking Awareness Advocacy Day,MCCANN; NORDBERG,KEFALAS; COOKE,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/8C8FBC10E228BB0A87257DDC0069F69A?opendocument
HJR15-1014,2015,RS,Intellectual And Developmental Disabilities,YOUNG; LANDGRAF,LAMBERT; NEWELL,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/3B4D5993814404FC87257DCC00651BBC?opendocument
HJR15-1015,2015,RS,National Purebred Dog Day May 1,LAWRENCE; PRIMAVERA,LUNDBERG,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/8B639041DCE41F8A87257DBE0074BD87?opendocument
HJR15-1016,2015,RS,Ute History In Colorado,BROWN; CORAM,ROBERTS,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/AEDBE7C61C32614787257E0B0076AC3F?opendocument
HJR15-1017,2015,RS,Designate A National Day Of The Cowboy,BROWN; FIELDS,SONNENBERG; BAUMGARDNER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/8B5F87AD18A65AC687257DFE007348A2?opendocument
HJR15-1018,2015,RS,Cesar Chavez Day & Honoring Dolores Huerta,PABON; DURAN,GUZMAN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/EA6A82269F5C88D287257E0D00575F9E?opendocument
HJR15-1019,2015,RS,Holocaust Awareness Week,ROSENTHAL; SIAS,CROWDER; ULIBARRI,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/ADBDEEAD51D638B787257E0D00711E15?opendocument
HJR15-1020,2015,RS,Fitzsimons VA Hospital,WINDHOLZ; PRIOLA,TODD,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/F7AF1892BD4775FC87257DF100821473?opendocument
HJR15-1021,2015,RS,Designate April 14 Equal Pay Day,PETTERSEN; DANIELSON,DONOVAN; TODD,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/0118369FD8F0A28887257E2200774792?opendocument
HJR15-1022,2015,RS,CO Legislative Sportsmen's Caucus,WILSON; BECKER K.,BAUMGARDNER; GARCIA,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/B5EE395B17D83D2A87257E1B005A80CB?opendocument
HJR15-1023,2015,RS,National Day Of Silence,ESGAR,ULIBARRI,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/06F6AD2A008C664487257E2600676B44?opendocument
HJR15-1024,2015,RS,Christopher A. Horns Memorial Highway,WILSON,CROWDER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/772D77DD9AB7FD2A87257E22007DEB54?opendocument
HJR15-1025,2015,RS,May 1 Children's Health Day,FIELDS; TATE,KERR,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/D0518DEDF0C61C8F87257E34004DA072?opendocument
HJR15-1026,2015,RS,Adjournment Sine Die,DURAN,SCHEFFEL,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/F308129E448F49B287257E34005B7519?opendocument
HJR15-1027,2015,RS,Colorado Teacher Day,BUCKNER; LEE,HILL,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/2CA7E31047A5B88A87257E2E0053D47F?opendocument
HR15-1001,2015,RS,Temporary House Rules,DURAN,,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/43E1E2529A6D42DB87257DA4005AC3AD?opendocument
HR15-1002,2015,RS,Name Change House Business Affairs & Labor Cmt,DURAN,,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/372604FC0C785F0B87257DBF005209F5?opendocument
HR15-1003,2015,RS,Officers and Employees of the House,COURT,,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/BE47FEC2A049083987257DB1005B61CF?opendocument
HR15-1004,2015,RS,House Chaplain Position,COURT,,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/FF84E674AA18DC5E87257DB1006619DC?opendocument
HR15-1005,2015,RS,House Appointment To Independent Ethics Commission,HULLINGHORST,,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/63A8DBE24A5E1E8587257DDB007ED15B?opendocument
HM15-1001,2015,RS,Memorialize Representative Frana Mace,PABON; DURAN,,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/8EA436CF8095237A87257E270051265B?opendocument
HJM15-1001,2015,RS,Memorializing Former Senator Robert Allen,MCCANN,STEADMAN; JOHNSTON,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/07F4B2656B36360987257DA300757783?opendocument
SCR15-001,2015,RS,Repeal Required Election Of County Surveyors,MARTINEZ HUMENIK,PRIOLA,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/A5CDE15C03B7FC0687257DD3006EA179?opendocument
SCR15-002,2015,RS,Ballot Procedure Citizen-initiated Amendments,ROBERTS; STEADMAN,,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/859445C8C2CA87BF87257DF9007F65DD?opendocument
SCR15-003,2015,RS,Colorado Constitution Minimum Wage,MERRIFIELD,,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/E7B1069889E655E487257E26007B1F98?opendocument
SJR15-001,2015,RS,Temporary Joint Rules,SCHEFFEL,DURAN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/EAE3CCD77486053A87257DB70005DA3E?opendocument
SJR15-002,2015,RS,Employees And Salary Ranges,SCHEFFEL,COURT,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/47B11FAD6F2E3FD887257DB700060D8C?opendocument
SJR15-003,2015,RS,Commission On Uniform State Laws Appointments,CADMAN,HULLINGHORST,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/6BBF7561E726B5AB87257DB80069F8FF?opendocument
SJR15-004,2015,RS,Request Fed Wildland Fire Suppression Support,ROBERTS,HAMNER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/983489B6B22DAD8987257D88005BF7A4?opendocument
SJR15-005,2015,RS,Designate January 23 Colorado 4-H Day,SONNENBERG,RYDEN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/D01D4197643BCCFC87257DA200559908?opendocument
SJR15-006,2015,RS,Azerbaijan United States Partnership,CROWDER; WOODS,VIGIL,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/6AC6D3A22E57F47787257DCF006FA326?opendocument
SJR15-007,2015,RS,Women's Heart Health Awareness,MARTINEZ HUMENIK; DONOVAN,ROUPE; PRIMAVERA,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/548278CBE2C5335F87257DD3006DADD2?opendocument
SJR15-008,2015,RS,Support Of US Senate Bill 1602,CROWDER,NAVARRO,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/5A33D114ED2E8A0487257DB1005A0B94?opendocument
SJR15-009,2015,RS,Fibroid Awareness Month,NEWELL,MCCANN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/1246B9181850796787257DDC005B4489?opendocument
SJR15-010,2015,RS,Self-care Month,MARTINEZ HUMENIK,MELTON,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/F4C09FA8BE5FECBA87257DF1005F5A68?opendocument
SJR15-011,2015,RS,Colorectal Cancer Awareness Month,TODD; MARTINEZ HUMENIK,PRIMAVERA; NAVARRO,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/92B430E77A031A8287257DF900680619?opendocument
SJR15-012,2015,RS,ADA Anniversary,AGUILAR; GRANTHAM,LONTINE; LANDGRAF,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/0F10A05D8622377287257DF0006AADBB?opendocument
SJR15-013,2015,RS,First Responder Appreciation Day,SCHEFFEL; GARCIA,LAWRENCE; MCCANN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/4BA8809A8AF2DF5587257DFD005C4F08?opendocument
SJR15-014,2015,RS,Costilla County Veterans Memorial Highway,CROWDER,VIGIL,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/56DD5882F04C93EB87257D89005D31BF?opendocument
SJR15-015,2015,RS,Agriculture Day,SONNENBERG,BROWN; CORAM,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/13747F7B4DB5F53087257DF9007BB133?opendocument
SJR15-016,2015,RS,Single Parents' Day,GRANTHAM,WILLIAMS,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/9B175ABBD710FF4287257E040056555B?opendocument
SJR15-017,2015,RS,Colorado Arc Day,KEFALAS; LAMBERT,YOUNG; LANDGRAF,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/1162033EB52158C287257E06005C2911?opendocument
SJR15-018,2015,RS,Promote Policies For Investment In Broadband,SCOTT,,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/5F8455D34699702B87257DF6006055EF?opendocument
SJR15-019,2015,RS,CO Aerospace Day,TODD; LAMBERT,ROSENTHAL; NORDBERG,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/FDB3059D92B50B1087257DFD007F14CC?opendocument
SJR15-020,2015,RS,Women's History Month,TODD; ROBERTS,GINAL; LAWRENCE,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/2810C7739FC4D3B387257E0300708187?opendocument
SJR15-021,2015,RS,Colorado Coal,BAUMGARDNER; SONNENBERG,VIGIL; CORAM,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/59F914053D1DA93D87257E14005B382C?opendocument
SJR15-022,2015,RS,Conflict Resolution Month,NEWELL,LEE,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/21931C213B73F16F87257DF2005304FA?opendocument
SJR15-023,2015,RS,Police Week & Peace Officers' Memorial Day,COOKE; GUZMAN,SIAS,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/BDB72261D9BA7C8887257E1A006AACF9?opendocument
SJR15-024,2015,RS,Commemorating 150th Anniv Death Of Abraham Lincoln,HOLBERT; HEATH,RANSOM; ROSENTHAL,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/07699854D52F5E2387257E1F0067484F?opendocument
SJR15-025,2015,RS,Space Symposium,LAMBERT,CARVER,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/840C6578947FEA1687257E23006553CD?opendocument
SJR15-026,2015,RS,Marine Corps Scholarship Foundation,MARBLE; GARCIA,LEBSOCK; NEVILLE P.,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/6E28721B4FAA11FC87257DF20055652C?opendocument
SJR15-027,2015,RS,Armenian Genocide Day Of Remembrance,GUZMAN; LUNDBERG,MORENO,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/8AFE6F65B2DDAF0187257DDD006903C7?opendocument
SJR15-028,2015,RS,Convening Date 2016 Legislative Session ,SCHEFFEL,DURAN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/018244E21D12C67187257E2E00550706?opendocument
SJR15-029,2015,RS,Royal Gorge Bridge & Park Grand Reopening,GRANTHAM,WILSON,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/BDCAB55CD87B99B987257E2F0053264E?opendocument
SJR15-030,2015,RS,Joint Rule Intro Deadlines Resolutions & Memorials,CARROLL; SCHEFFEL,DELGROSSO; DURAN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/1627F9F4977C07A487257E30005CE217?opendocument
SJR15-031,2015,RS,World Trade Org Compliance Country Of Origin Label,BAUMGARDNER,YOUNG,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/C5C027FFC59D060F87257E1900595ED3?opendocument
SJR15-032,2015,RS,Notify Governor Of Adjournment,SCHEFFEL,DURAN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/80FB7796A873E49B87257E34005AE027?opendocument
SR15-001,2015,RS,Temporary Senate Rules,SCHEFFEL,,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/F8EAE53663003C9987257DB200019C33?opendocument
SR15-002,2015,RS,Officers And Employees Of The Senate,SCHEFFEL,,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/397D14B1235ACC1787257DB200024A26?opendocument
SR15-003,2015,RS,Pregnancy Resource Centers,LUNDBERG; CROWDER,,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/6319951455C9E0EE87257DF90064DF6E?opendocument
SR15-004,2015,RS,Secretary Of The Senate,SCHEFFEL; CARROLL,,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/CAE5CD8343FC792F87257E36008130F5?opendocument
SM15-001,2015,RS,Memorialize Former Senator Regis Groff,JOHNSTON,,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/1A9F4DFF636A921F87257DD3006C30B5?opendocument
SJM15-001,2015,RS,Fort Lewis Coll Native Am Tuition Waiver Fed Fund,STEADMAN,RANKIN,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/09ACD5DBFDB742B287257DFF0075975A?opendocument
SJM15-002,2015,RS,Iran International Agreement,LAMBERT,NEVILLE P.,http://www.leg.state.co.us/clics/clics2015a/csl.nsf/billsummary/2D85724275BAA62C87257E2300650525?opendocument
