bill_number,session,session_type,bill_type,title,keywords,status,primary_sponsors,sponsors,cosponsors,house_committee,senate_committee,long_title,summary,bill_url
HB21-1001,2021,RS,Bill,Remote Participation In Party Committee Meetings,Elections & Redistricting,Introduced; Passed; Became Law,Representative Daneya Esgar; Representative Hugh McKean; Senator Stephen Fenberg; Senator Chris Holbert,,Rep. T. Bernett; Rep. S. Bird; Rep. L. Cutter; Rep. C. deGruy Kennedy; Rep. M. Duran; Rep. T. Exum; Rep. M. Froelich; Rep. S. Gonzales-Gutierrez; Rep. D. Jackson; Rep. C. Kipp; Rep. B. McLachlan; Rep. D. Michaelson Jenet; Rep. K. Mullica; Rep. D. Ortiz; Rep. J. Rich; Rep. D. Roberts; Rep. E. Sirota; Rep. M. Snyder; Rep. K. Tipper; Rep. B. Titone; Rep. A. Valdez; Rep. S. Woodrow; Rep. M. Young; Sen. J. Bridges; Sen. J. Buckner; Sen. J. Coleman; Sen. J. Cooke; Sen. J. Danielson; Sen. K. Donovan; Sen. R. Fields; Sen. L. Garcia; Sen. B. Gardner; Sen. D. Hisey; Sen. B. Kirkmeyer; Sen. C. Kolker; Sen. P. Lee; Sen. L. Liston; Sen. P. Lundeen; Sen. D. Moreno; Sen. B. Pettersen; Sen. K. Priola; Sen. B. Rankin; Sen. C. Simpson; Sen. J. Smallwood; Sen. J. Sonnenberg; Sen. T. Story; Sen. F. Winter; Sen. R. Woodward; Sen. R. Zenzinger,"State, Civic, Military, & Veterans Affairs","State, Veterans, & Military Affairs",Concerning authorization for remote participation in political party committee meetings.,"Through the end of 2021, the act allows members of a party central committee or vacancy committee to participate in a committee meeting remotely, including by casting the member's vote by e-mail, mail, telephone, or through an internet-based application if allowed by the party's rules. The act permits a state senate, state house of representatives, or county commissioner district committee to hold a meeting to address organizational or administrative matters separate from a meeting of the state or county central committee. A member of a district committee may participate in a separate meeting by remote means if such remote participation has been approved by the chair and vice-chair of the district committee. The act permits a state party central committee or state party executive committee to adopt party rules or bylaws to implement the bill's remote participation provisions. The act also permits a member of the state party central committee or state party executive committee considering such rules or bylaws to participate remotely in a meeting in which the rules or bylaws are being considered. (Note: This summary applies to this bill as enacted.)",https://leg.colorado.gov/bills/HB21-1001
HB21-1002,2021,RS,Bill,Reductions Certain Taxpayers' Income Tax Liability,Fiscal Policy & Taxes,Introduced; Passed; Became Law,Representative Mike Weissman; Representative Emily Sirota; Senator Dominick Moreno; Senator Chris Hansen,,Rep. T. Bernett; Rep. S. Bird; Rep. L. Cutter; Rep. M. Duran; Rep. T. Exum; Rep. M. Froelich; Rep. M. Gray; Rep. L. Herod; Rep. E. Hooton; Rep. D. Jackson; Rep. C. Kipp; Rep. J. McCluskie; Rep. D. Michaelson Jenet; Rep. K. Mullica; Rep. D. Ortiz; Rep. S. Sandridge; Rep. M. Snyder; Rep. A. Valdez; Rep. S. Woodrow; Sen. J. Bridges; Sen. J. Buckner; Sen. J. Coleman; Sen. J. Danielson; Sen. S. Fenberg; Sen. R. Fields; Sen. L. Garcia; Sen. J. Gonzales; Sen. S. Jaquez Lewis; Sen. C. Kolker; Sen. P. Lee; Sen. B. Pettersen; Sen. K. Priola; Sen. R. Rodriguez; Sen. T. Story; Sen. F. Winter,Finance,Finance,"Concerning reductions to certain taxpayers' state income tax liability related to state tax law changes made in 2020, and, in connection therewith, making an appropriation.","Sections 1 and 3 of the act restore, over time, certain business deductions to federal taxable income that were disallowed in Colorado by operation of a department of revenue rule and by House Bill 20-1420. The specific deductions are related to net operating losses, the application of the federal excess business loss rules, interest expenses, and qualified improvement property. The earned income tax credit is equal to a percentage of the federal earned income tax credit. Section 2 allows taxpayers filing with an individual taxpayer identification number to claim the earned income tax credit for income tax years commencing on or after January 1, 2020. (Note: This summary applies to this bill as enacted.)",https://leg.colorado.gov/bills/HB21-1002
HB21-1003,2021,RS,Bill,Legislative Proceedings During Disaster Emergency,General Assembly,Introduced; Passed; Became Law,Representative Adrienne Benavidez; Senator Stephen Fenberg,,Rep. J. Amabile; Rep. T. Bernett; Rep. Y. Caraveo; Rep. L. Cutter; Rep. M. Duran; Rep. D. Esgar; Rep. T. Exum; Rep. M. Froelich; Rep. S. Gonzales-Gutierrez; Rep. L. Herod; Rep. D. Jackson; Rep. C. Kipp; Rep. B. McLachlan; Rep. D. Michaelson Jenet; Rep. K. Mullica; Rep. D. Ortiz; Rep. E. Sirota; Rep. M. Snyder; Rep. B. Titone; Rep. S. Woodrow; Sen. J. Buckner; Sen. J. Coleman; Sen. J. Danielson; Sen. R. Fields; Sen. L. Garcia; Sen. J. Gonzales; Sen. C. Hansen; Sen. S. Jaquez Lewis; Sen. C. Kolker; Sen. P. Lee; Sen. D. Moreno; Sen. B. Pettersen; Sen. K. Priola; Sen. T. Story; Sen. F. Winter,"State, Civic, Military, & Veterans Affairs","State, Veterans, & Military Affairs",Concerning the conduct of legislative proceedings during a declared disaster emergency.,"The act authorizes the executive committee of the legislative council (executive committee) to allow electronic participation in legislative proceedings during a declared disaster emergency caused by a public health emergency infecting or exposing a great number of people to disease, agents, toxins, or other such threats, and, if it is allowed, to establish policies governing such electronic participation. If a member cannot participate electronically from the member's home due to a technological limitation, the member may receive reimbursement for travel expenses to an alternate location to allow the member to participate electronically. The amount of the reimbursement cannot exceed the amount the member would customarily receive for travel expenses to Denver to participate in person. A member is not entitled to reimbursement for any other expenses incurred in connection with electronic participation. Due to the COVID-19 pandemic, for the first regular session of the seventy-third general assembly, the bill allows joint committees of reference that are required to hold hearings commonly referred to as SMART Act hearings to conduct the hearings at any time after the general assembly convenes, including while the general assembly is temporarily adjourned. Legislators, departments, and the public may participate remotely in accordance with policies established by the executive committee or the joint rules of the senate and house of representatives. (Note: This summary applies to this bill as enacted.)",https://leg.colorado.gov/bills/HB21-1003
HB21-1004,2021,RS,Bill,Colorado Uniform Electronic Wills Act,"Probate, Trusts, & Fiduciaries",Introduced; Passed; Became Law,Representative Marc Snyder; Representative Matt Soper; Senator Bob Gardner; Senator Pete Lee,,Rep. J. Bacon; Rep. S. Bird; Rep. L. Cutter; Rep. L. Daugherty; Rep. M. Duran; Rep. D. Esgar; Rep. T. Exum; Rep. M. Froelich; Rep. S. Gonzales-Gutierrez; Rep. M. Gray; Rep. D. Jackson; Rep. C. Kipp; Rep. S. Lontine; Rep. H. McKean; Rep. B. McLachlan; Rep. D. Michaelson Jenet; Rep. K. Mullica; Rep. D. Ortiz; Rep. J. Rich; Rep. D. Roberts; Rep. S. Sandridge; Rep. T. Sullivan; Rep. K. Tipper; Rep. B. Titone; Rep. A. Valdez; Rep. S. Woodrow; Rep. M. Young; Sen. J. Bridges; Sen. J. Buckner; Sen. J. Coleman; Sen. J. Cooke; Sen. R. Fields; Sen. L. Garcia; Sen. J. Gonzales; Sen. C. Hansen; Sen. D. Hisey; Sen. C. Holbert; Sen. S. Jaquez Lewis; Sen. B. Kirkmeyer; Sen. C. Kolker; Sen. L. Liston; Sen. P. Lundeen; Sen. D. Moreno; Sen. B. Pettersen; Sen. K. Priola; Sen. B. Rankin; Sen. R. Rodriguez; Sen. J. Smallwood; Sen. F. Winter; Sen. R. Woodward,Finance,"State, Veterans, & Military Affairs","Concerning the ""Colorado Uniform Electronic Wills Act"".","The act enacts the ""Colorado Uniform Electronic Wills Act"", which declares that an electronic will is a will for all purposes of Colorado law. The act specifies the requirements for: Executing and revoking an electronic will; Simultaneously executing, attesting, and making an electronic will; and Certifying a paper copy of an electronic will. (Note: This summary applies to this bill as enacted.)",https://leg.colorado.gov/bills/HB21-1004
HB21-1005,2021,RS,Bill,Health Care Services Reserve Corps Task Force,Public Health; State Government,Introduced; Passed; Became Law,Representative Kyle Mullica; Representative Yadira Caraveo; Senator Leroy Garcia,,Rep. J. Bacon; Rep. T. Bernett; Rep. S. Bird; Rep. A. Boesenecker; Rep. L. Cutter; Rep. C. deGruy Kennedy; Rep. M. Duran; Rep. D. Esgar; Rep. T. Exum; Rep. M. Froelich; Rep. A. Garnett; Rep. L. Herod; Rep. E. Hooton; Rep. D. Jackson; Rep. I. Jodeh; Rep. C. Kipp; Rep. S. Lontine; Rep. J. McCluskie; Rep. K. McCormick; Rep. D. Michaelson Jenet; Rep. D. Ortiz; Rep. N. Ricks; Rep. D. Roberts; Rep. M. Snyder; Rep. B. Titone; Rep. A. Valdez; Rep. S. Woodrow; Rep. M. Young; Sen. J. Bridges; Sen. J. Buckner; Sen. J. Danielson; Sen. J. Ginal; Sen. S. Jaquez Lewis; Sen. B. Pettersen; Sen. F. Winter,Health & Insurance,Health & Human Services,"Concerning the establishment of the health care services reserve corps task force, and, in connection therewith, making an appropriation.","The act creates the health-care services reserve corps task force (task force) in the department of public health and environment. The purpose of the task force is to evaluate and make recommendations on the creation of a health-care services reserve corps program (program), in which medical professionals could cross-train to be able to serve the state in an emergency or disaster and receive a benefit for their service. The task force consists of at least 10 and no more than 11 members. The task force is required to consider and make findings and recommendations on issues including: The types of medical professionals who could participate in a health-care services reserve corps program, including how to ensure an appropriate cross section of providers; The types of emergencies and disasters for which the program could prepare and provide assistance, and whether the program could be deployed out of state; Any legal or regulatory obstacles to creating such a program; Liability protections for professionals and facilities participating in the program; Whether the program could be streamlined or integrated with existing programs or procedures; The types and hours of training that would be required; How to ensure the program and cross-training are accessible to rural medical professionals; The costs associated with the program; Issues related to insurance coverage and reimbursement; Consumer protections for patients being treated by the program; How the health-care services reserve corps would be deployed; and The type of benefit that could be offered and the amount, terms of, and funding for the benefit that participants would receive. The task force is required to consult with medical and nursing schools in making recommendations related to the cross-training elements of the program and with additional stakeholders as necessary to address additional questions, including disaster response experts, affected state agencies, and entities with experience in medical malpractice insurance. The task force is authorized to consult with additional stakeholders with expertise in identifying the physical and mental health needs of Coloradans or in coordinating emergency response at the local, state, or federal level to identify additional questions for future consideration by the program. The task force is authorized to contract with an outside consultant to assist the task force in completing its work. The task force is required to submit a report with its findings and recommendations to the house public health care and human services committee and the senate health and human services committee by December 1, 2023. The task force is required to meet at least once every 2 months. Task force members serve without compensation and are not eligible for reimbursement for expenses. The act is repealed effective September 1, 2024. (Note: This summary applies to this bill as enacted.)",https://leg.colorado.gov/bills/HB21-1005
HB21-1006,2021,RS,Bill,Fifth-day School Enrichment Programs Funding,Education & School Finance (Pre & K-12),Introduced; Passed; Became Law,Representative Daneya Esgar; Representative Perry Will; Senator Leroy Garcia; Senator Dennis Hisey,,Rep. J. Bacon; Rep. T. Bernett; Rep. Y. Caraveo; Rep. C. deGruy Kennedy; Rep. M. Duran; Rep. T. Exum; Rep. M. Froelich; Rep. E. Hooton; Rep. I. Jodeh; Rep. S. Lontine; Rep. J. McCluskie; Rep. K. McCormick; Rep. D. Michaelson Jenet; Rep. K. Mullica; Rep. N. Ricks; Rep. S. Sandridge; Rep. M. Snyder; Rep. B. Titone; Rep. A. Valdez; Rep. D. Valdez; Rep. S. Woodrow; Rep. M. Young; Sen. J. Bridges; Sen. J. Ginal; Sen. D. Moreno; Sen. K. Priola; Sen. C. Simpson; Sen. R. Zenzinger,Education,Education,Concerning fifth-day school week supplemental enrichment programs.,"The act creates the fifth-day academic enrichment and support grant program (program) to award grants on a 3-year cycle to one or more eligible community-based nonprofit organizations (organizations) and to eligible rural school districts to provide supplemental enrichment programming to preschool through high school-aged children on the fifth day of the week for children in schools that have a 4-day school week. To be eligible for a grant, organizations must, in part, have experience providing before- and after-school programs, serve a majority of children from low-income families, and serve students who attend a school district that operates on a 4-day week. To be eligible for a grant, a rural school district must be rural, as determined by the department of education (department), have no eligible organization operating within the rural school district's boundaries, and serve a majority of children from low-income families. The state board of education (state board) awards program grants in a 3-year grant cycle, with an initial grant and automatic renewal of the grant for 2 years as set forth in the act. The amount of the initial and renewal grants is determined by the state board based on the number of children served in the program and other criteria specified in the act. The state board shall promulgate rules to establish the program, including the application process and deadlines. Grants must be used for one or more of the purposes specified in the act, including to provide supplemental educational programming to support students' academic, social, and emotional development on the fifth day of a 4-day school week, to provide meals and transportation for students attending the program, and to acquire educational materials and necessary technology to provide supplemental educational programming. Grantees are required to report annually to the department on the use of the grant money, with the department reporting to certain committees of the general assembly. The act creates the fifth-day academic enrichment and support grant program fund for program grants, consisting of money appropriated or transferred to the fund by the general assembly. The department shall not implement or administer the program unless the general assembly appropriates sufficient money to the fund for the program. (Note: This summary applies to this bill as enacted.)",https://leg.colorado.gov/bills/HB21-1006
HB21-1007,2021,RS,Bill,State Apprenticeship Agency,Labor & Employment,Introduced; Passed; Became Law,Representative Tom Sullivan; Representative David Ortiz; Senator Jessie Danielson; Senator Robert Rodriguez,,Rep. J. Amabile; Rep. J. Bacon; Rep. A. Benavidez; Rep. T. Bernett; Rep. S. Bird; Rep. A. Boesenecker; Rep. Y. Caraveo; Rep. L. Cutter; Rep. C. deGruy Kennedy; Rep. M. Duran; Rep. D. Esgar; Rep. T. Exum; Rep. M. Froelich; Rep. A. Garnett; Rep. S. Gonzales-Gutierrez; Rep. L. Herod; Rep. E. Hooton; Rep. D. Jackson; Rep. I. Jodeh; Rep. C. Kipp; Rep. S. Lontine; Rep. J. McCluskie; Rep. K. McCormick; Rep. B. McLachlan; Rep. D. Michaelson Jenet; Rep. K. Mullica; Rep. N. Ricks; Rep. D. Roberts; Rep. M. Snyder; Rep. B. Titone; Rep. A. Valdez; Rep. D. Valdez; Rep. M. Weissman; Rep. S. Woodrow; Rep. M. Young; Sen. J. Bridges; Sen. J. Buckner; Sen. K. Donovan; Sen. S. Fenberg; Sen. R. Fields; Sen. L. Garcia; Sen. J. Ginal; Sen. J. Gonzales; Sen. C. Hansen; Sen. C. Kolker; Sen. P. Lee; Sen. D. Moreno; Sen. B. Pettersen; Sen. T. Story; Sen. F. Winter; Sen. R. Zenzinger,Business Affairs & Labor,"Business, Labor, & Technology","Concerning a state apprenticeship registration program in the department of labor and employment, and, in connection therewith, making an appropriation.","The act creates the state apprenticeship agency (SAA) in the department of labor and employment (department) and specifies that it exercises its powers, duties, and functions, including rule-making, regulation, licensing, and registration, the promulgation of rates and standards, and the rendering of findings, orders, and adjudications, independently of the executive director of the department. The executive director of the department is required to appoint the director of the SAA. The purpose of the SAA is to: Serve as the primary point of contact with the United States department of labor's office of apprenticeship concerning apprentices and registered apprenticeship programs; Accelerate new apprenticeship program growth and assist in promotion and development; and Oversee apprenticeship programs, including registration, required standards for registration, certification, quality assurance, record-keeping, compliance with federal laws and standards, and provision of administrative and technical assistance. The director of the SAA is authorized to promulgate rules to implement the state apprenticeship registration program. The director of the SAA is required to establish the state apprenticeship council (SAC) and an interagency advisory committee (IAC) on apprenticeship. The governor and the director of the SAA appoint the members of the state apprenticeship council and the interagency advisory committee. The SAC is charged with overseeing registered apprenticeship programs for the building and construction trades in this state and ensuring compliance with state and federal laws and standards. The IAC is charged with the same responsibilities for all other apprenticeships not in the building and construction trades. Both entities are charged with: Registering with and maintaining the standards of the United States department of labor's office of apprenticeship and developing standards for registration for their respective apprenticeship programs; Resolving conflicts and complaints that arise between parties to apprenticeship agreements; Reviewing apprenticeship program performance; Making recommendations concerning apprenticeship programs to the director of the state apprenticeship agency; Providing technical and professional guidance and promoting best practices; Developing administrative policies to ensure safety and quality standards; Providing an annual report to the executive director of the department of labor and employment; and Advising the SAA concerning their assigned functions and formulating policies for their respective industries. The act establishes a joint resolution committee of the state apprenticeship council and the interagency advisory committee to resolve conflicts between the 2 entities and to define their respective jurisdictions. Additionally, the act requires the state apprenticeship agency to accept applications for registration of apprenticeship programs beginning July 1, 2023. The state apprenticeship agency may deregister an apprenticeship program for noncompliance with the requirements in the act. The state apprenticeship agency shall conduct a hearing upon request of the SAC or the IAC regarding issues of noncompliance and deregistration. The apprenticeship program is repealed, effective September 1, 2029, after a review of the director's functions is performed. To implement this act, $485,249 is appropriated to the department of labor and employment for use by the SAA. From this amount $85,072 is appropriated to the department of law, and $78,598 is appropriated to the office of the governor. (Note: This summary applies to this bill as enacted.)",https://leg.colorado.gov/bills/HB21-1007
HB21-1008,2021,RS,Bill,Forest Health Project Financing,Local Government; Natural Resources & Environment; Water,Introduced; Passed; Became Law,Representative Jeni Arndt; Representative Marc Catlin; Senator John Cooke; Senator Chris Hansen,,Rep. J. Amabile; Rep. T. Bernett; Rep. D. Esgar; Rep. T. Exum; Rep. M. Froelich; Rep. A. Garnett; Rep. L. Herod; Rep. E. Hooton; Rep. I. Jodeh; Rep. C. Kipp; Rep. S. Lontine; Rep. M. Lynch; Rep. J. McCluskie; Rep. K. McCormick; Rep. H. McKean; Rep. B. McLachlan; Rep. D. Michaelson Jenet; Rep. K. Mullica; Rep. D. Ortiz; Rep. R. Pelton; Rep. A. Pico; Rep. D. Roberts; Rep. K. Tipper; Rep. B. Titone; Rep. D. Valdez; Rep. A. Valdez; Rep. S. Woodrow; Rep. M. Young; Sen. J. Bridges; Sen. J. Buckner; Sen. J. Danielson; Sen. S. Fenberg; Sen. L. Garcia; Sen. J. Ginal; Sen. J. Gonzales; Sen. S. Jaquez Lewis; Sen. B. Kirkmeyer; Sen. P. Lee; Sen. L. Liston; Sen. D. Moreno; Sen. K. Priola; Sen. B. Rankin; Sen. R. Scott; Sen. C. Simpson; Sen. J. Smallwood,"Agriculture, Livestock, & Water",Agriculture & Natural Resources,"Concerning increased options for financing forest health projects, and, in connection therewith, financing wildfire mitigation treatments.","The act provides additional options for financing forest health projects by authorizing: A separate legal entity created by a combination of local governments as authorized by current law to establish special or local improvement districts within the boundaries of the combination and levy special assessments on property specially benefited by improvements, functions, services or facilities, including forest health projects, that the separate legal entity is authorized to provide; Counties, municipalities, special districts, water conservancy districts, the Colorado river water conservation district, and the southwestern water conservation district to conduct or participate in and finance forest health projects; and Authorizing a forest improvement district to use its sales tax revenue for forest health projects. The act also adds to the definition of ""forest health project"" management actions that improve the ecological health of a forest or reduce the threat of forest disease epidemics or high-intensity wildfires, and postpones the scheduled repeal of the statute that authorizes the Colorado water resources power and development authority to issue bonds to fund watershed protection projects and forest health projects from July 1, 2023, to July 1, 2033. (Note: This summary applies to this bill as enacted.)",https://leg.colorado.gov/bills/HB21-1008
HB21-1009,2021,RS,Bill,Update Division Housing Function & Local Development,Housing,Introduced; Passed; Became Law,Representative Tracey Bernett; Senator Jeff Bridges; Senator Don Coram,Rep. S. Woodrow,Rep. J. Arndt; Rep. Y. Caraveo; Rep. M. Duran; Rep. M. Froelich; Rep. S. Gonzales-Gutierrez; Rep. E. Hooton; Rep. D. Jackson; Rep. J. McCluskie; Rep. K. McCormick; Rep. B. McLachlan; Rep. D. Michaelson Jenet; Rep. E. Sirota; Rep. K. Tipper; Rep. B. Titone; Rep. M. Weissman; Sen. J. Buckner; Sen. J. Danielson; Sen. S. Fenberg; Sen. R. Fields; Sen. L. Garcia; Sen. J. Ginal; Sen. J. Gonzales; Sen. C. Hansen; Sen. S. Jaquez Lewis; Sen. C. Kolker; Sen. P. Lee; Sen. D. Moreno; Sen. B. Pettersen; Sen. K. Priola; Sen. R. Rodriguez; Sen. T. Story; Sen. F. Winter,Transportation & Local Government,Local Government,"Concerning an update to statutory provisions governing the functions of the division of housing in the department of local affairs to facilitate housing that promotes state goals for local development, and, in connection therewith, enabling the division of housing to leverage state housing funding to promote the state's affordable housing and energy performance objectives.","The current statutory functions of the division of housing (division) within the department of local affairs include conducting research into new approaches to housing throughout the state. The act expands the list of research subjects to include: Transit-oriented development that includes increased housing density near employment, education, and town centers; and Advanced energy performance standards that minimize the total building operational costs during the affordability period. The act expands the list of existing functions of the division to include collaborating with other state agencies to develop incentives that support: Local development near transit corridors; Increased housing density development within employment, education, and town centers; and Energy performance standards that minimize total building operational costs during the affordability period. The division is required to collaborate with other state agencies in connection with the disposition of state-owned assets to be used for low- and moderate-income housing, and maintain the confidentiality of all names, addresses, and personal identifying information of applicants, recipients, and former recipients of housing assistance. The division is permitted to publish or provide aggregate or de-identified data concerning applicants, recipients, and former recipients of housing assistance to third parties and other governmental entities, and to enter into data-sharing agreements authorizing the transfer of such information subject to certain restrictions. Outdated statutory functions of the division are eliminated. (Note: This summary applies to this bill as enacted.)",https://leg.colorado.gov/bills/HB21-1009
HB21-1010,2021,RS,Bill,Diverse K-12 Educator Workforce Report,Education & School Finance (Pre & K-12),Introduced; Passed; Became Law,Representative Naquetta Ricks; Representative Serena Gonzales-Gutierrez; Senator Rhonda Fields,,Rep. J. Bacon; Rep. A. Benavidez; Rep. T. Bernett; Rep. S. Bird; Rep. Y. Caraveo; Rep. L. Cutter; Rep. C. deGruy Kennedy; Rep. D. Esgar; Rep. T. Exum; Rep. M. Froelich; Rep. A. Garnett; Rep. M. Gray; Rep. L. Herod; Rep. E. Hooton; Rep. D. Jackson; Rep. I. Jodeh; Rep. C. Kipp; Rep. S. Lontine; Rep. J. McCluskie; Rep. K. McCormick; Rep. B. McLachlan; Rep. D. Michaelson Jenet; Rep. K. Mullica; Rep. D. Ortiz; Rep. D. Roberts; Rep. E. Sirota; Rep. B. Titone; Rep. A. Valdez; Rep. D. Valdez; Rep. M. Weissman; Rep. M. Young; Sen. J. Bridges; Sen. J. Buckner; Sen. J. Coleman; Sen. J. Danielson; Sen. K. Donovan; Sen. L. Garcia; Sen. J. Ginal; Sen. J. Gonzales; Sen. C. Hansen; Sen. S. Jaquez Lewis; Sen. C. Kolker; Sen. P. Lee; Sen. D. Moreno; Sen. B. Pettersen; Sen. K. Priola; Sen. C. Simpson; Sen. T. Story; Sen. F. Winter; Sen. R. Zenzinger,Education,Education,"Concerning increasing the diversity of Colorado's educators in elementary and secondary public schools, and, in connection therewith, making an appropriation.","The act directs the department of higher education and the department of education to convene a workgroup on diversity in the educator workforce (workgroup). The department of higher education and the department of education shall select the members of the workgroup. The departments may seek recommendations or nominations from interested stakeholders. The workgroup members must be representative of the racial and ethnic diversity of the Colorado student population by ensuring that at least 50% of the workgroup is comprised of persons from historically underrepresented minority groups. The workgroup shall investigate barriers to the preparation, retention, and recruitment of a diverse educator workforce and shall consider strategies to increase diversity in the educator workforce. The act includes specific issues for the workgroup to consider. The workgroup shall submit a written report of its findings and recommendations to the education committees of the general assembly no later than September 30, 2022. The workgroup may submit interim findings and recommendations during the 2022 legislative session. Under current law, the department of higher education reports annually concerning educator preparation programs, including enrollment, graduation rates, outcomes of graduates, and performance on assessments administered for licensure. The act requires the department of higher education to include the required information disaggregated by the candidates' or graduates' gender, race, and ethnicity. Further, the information contained in the annual report must be posted on the department of higher education's and the department of education's websites. The act appropriates $20,115 from the general fund and provides 0.3 FTE to the department of education to implement the act and appropriates $7,400 from the general fund to the department of higher education to implement the act. (Note: This summary applies to this bill as enacted.)",https://leg.colorado.gov/bills/HB21-1010
