bill_id,term,session,data_name,title,introduced,action_in_comm,action_beyond_comm,passed_chamber,law,chamber_code,SS,commem
HB21-1093,2021_2022,2021-RS,s. woodrow,Remedies In Class Actions Consumer Protection Act,1,1,0,0,0,H,0,0
HB21-1094,2021_2022,2021-RS,l. daugherty,Foster Youth In Transition Program,1,1,1,1,1,H,0,0
HB21-1095,2021_2022,2021-RS,m. baisley,811 Locate Exemption For County Road Maintenance,1,1,1,1,1,H,0,0
HB21-1096,2021_2022,2021-RS,t. van beber,Foster Parents' Bill Of Rights,1,1,0,0,0,H,0,0
HB21-1097,2021_2022,2021-RS,m. young,Establish Behavioral Health Administration,1,1,1,1,1,H,1,0
HB21-1098,2021_2022,2021-RS,d. woog,Civil Liability For Extreme Risk Protection Orders,1,1,0,0,0,H,0,0
HB21-1099,2021_2022,2021-RS,k. ransom,Policies And Procedures To Identify Domestic Abuse,1,1,1,1,1,H,0,0
HB21-1100,2021_2022,2021-RS,m. soper,Electronic Filing Of Documents With Governmental Entities,1,1,1,1,1,H,0,0
HB21-1101,2021_2022,2021-RS,k. ransom,Preserving Family Relationships In Child Placement,1,1,1,1,1,H,0,0
HB21-1102,2021_2022,2021-RS,m. duran,Consumer Protection For Dog And Cat Purchasers,1,1,1,1,1,H,0,0
HB21-1103,2021_2022,2021-RS,l. cutter,Media Literacy Implementation,1,1,1,1,1,H,0,0
HB21-1104,2021_2022,2021-RS,c. larson,Professional Educator Licensure Renewal Period,1,1,1,1,1,H,0,0
HB21-1105,2021_2022,2021-RS,c. kennedy,Low-income Utility Payment Assistance Contributions,1,1,1,1,1,H,0,0
HB21-1106,2021_2022,2021-RS,m. duran,Safe Storage Of Firearms,1,1,1,1,1,H,1,0
HB21-1107,2021_2022,2021-RS,y. caraveo,Protections For Public Health Department Workers,1,1,1,1,1,H,0,0
HB21-1108,2021_2022,2021-RS,d. esgar,Gender Identity Expression Anti-discrimination,1,1,1,1,1,H,0,0
HB21-1109,2021_2022,2021-RS,b. titone,Broadband Board Changes To Expand Broadband Service,1,1,1,1,1,H,1,0
HB21-1110,2021_2022,2021-RS,d. ortiz,Colorado Laws For Persons With Disabilities,1,1,1,1,1,H,0,0
HB21-1111,2021_2022,2021-RS,h. mckean,Consent Collection Personal Information,1,1,1,1,1,H,0,0
HB21-1112,2021_2022,2021-RS,m. snyder,School District Scholarship Programs,1,1,1,1,1,H,0,0
HB21-1113,2021_2022,2021-RS,m. bradfield,Income Tax Deduction For Mil Retirement Benefits,1,1,0,0,0,H,0,0
HB21-1114,2021_2022,2021-RS,k. mccormick,School District Provision Of Internet Service,1,1,1,1,1,H,1,0
HB21-1115,2021_2022,2021-RS,c. kipp,Board Of Health Member Requirements,1,1,1,1,1,H,0,0
HB21-1116,2021_2022,2021-RS,r. holtorf,Purple Heart Recipient Free State Park Access,1,1,1,1,1,H,0,1
HB21-1117,2021_2022,2021-RS,s. lontine,Local Government Authority Promote Affordable Housing Units,1,1,1,1,1,H,0,0
HB21-1118,2021_2022,2021-RS,d. valdez,Backcountry Search And Rescue In Colorado,1,1,0,0,0,H,0,0
HB21-1119,2021_2022,2021-RS,j. rich,"Suicide Prevention, Intervention, & Postvention",1,1,1,1,1,H,0,0
HB21-1120,2021_2022,2021-RS,y. caraveo,License Private Security Guards,1,1,0,0,0,H,0,0
HB21-1121,2021_2022,2021-RS,d. jackson,Residential Tenancy Procedures,1,1,1,1,1,H,0,0
HB21-1122,2021_2022,2021-RS,m. froelich,First Responder Interactions Persons With Disabilities,1,1,1,1,1,H,0,0
HB21-1123,2021_2022,2021-RS,d. michaelson jenet,CAPS Checks For Substantiated Mistreatment Of Adult,1,1,1,1,1,H,0,0
HB21-1124,2021_2022,2021-RS,s. bird,Expand Ability Conduct Business Electronically,1,1,1,1,1,H,0,0
HB21-1125,2021_2022,2021-RS,e. sirota,Suspend State Assessments In 2020-21 School Year,1,1,0,0,0,H,0,0
HB21-1126,2021_2022,2021-RS,e. hooton,State Architect Authority Execute Certain Leases,1,1,1,1,1,H,0,0
HB21-1127,2021_2022,2021-RS,a. pico,County General Fund Money For Roads And Bridges,1,1,0,0,0,H,0,0
HB21-1128,2021_2022,2021-RS,d. michaelson jenet,Hospice And Palliative Care License Plate,1,1,1,1,1,H,0,0
HB21-1129,2021_2022,2021-RS,b. mclachlan,Extend Deadline For Training To Teach Reading,1,1,1,1,1,H,0,0
HB21-1130,2021_2022,2021-RS,d. michaelson jenet,Expand Transition Specialist Program,1,1,1,1,1,H,0,0
HB21-1131,2021_2022,2021-RS,j. amabile,Cooperative Electric Associations Governance Requirements,1,1,1,1,1,H,0,0
HB21-1132,2021_2022,2021-RS,j. amabile,Local Government Limited Gaming Impact Fund,1,1,1,1,1,H,0,0
HB21-1133,2021_2022,2021-RS,k. mullica,K-12 Seizure Training & Individual Action Plans,1,1,1,1,1,H,0,0
HB21-1134,2021_2022,2021-RS,n. ricks,Report Tenant Rent Payment Information To Credit Agencies,1,1,1,1,1,H,0,0
HB21-1135,2021_2022,2021-RS,s. lontine,Health-care Cost-sharing Consumer Protections,1,1,0,0,0,H,0,0
HB21-1136,2021_2022,2021-RS,k. tipper,Judicial Division Retirees Temporary Judicial Duties Compensation,1,1,1,1,1,H,0,0
HB21-1137,2021_2022,2021-RS,m. weissman,Limit Notification General Assembly Regarding Adoption Of Rules,1,1,1,1,1,H,0,0
HB21-1138,2021_2022,2021-RS,b. mclachlan,Restrict Off-highway Vehicles On Public Roads,1,1,1,1,1,H,0,0
HB21-1139,2021_2022,2021-RS,j. mccluskie,Driver's License Electronic Renewal By Seniors,1,1,1,1,1,H,0,0
HB21-1140,2021_2022,2021-RS,b. titone,Eliminate Donor Costs For Living Organ Donations,1,1,1,1,1,H,0,0
HB21-1141,2021_2022,2021-RS,e. hooton,Electric Vehicle License Plate,1,1,1,1,1,H,0,0
HB21-1142,2021_2022,2021-RS,j. bacon,Eyewitness Identification Showup Regulations,1,1,1,1,1,H,0,0
HB21-1143,2021_2022,2021-RS,m. froelich,Protect Survivors' Rights To Rape Kit Evidence,1,1,1,1,1,H,0,0
HB21-1144,2021_2022,2021-RS,k. mccormick,Bingo-Raffle Licenses And New Equipment,1,1,0,0,0,H,0,0
HB21-1145,2021_2022,2021-RS,c. kipp,Support Pollinator Special License Plate,1,1,1,1,1,H,0,0
HB21-1146,2021_2022,2021-RS,a. pico,Auricular Acudetox Professional Practice,1,1,1,1,1,H,0,0
HB21-1147,2021_2022,2021-RS,d. valdez,Simplify Architects Continuing Education Requirement,1,1,1,1,1,H,0,0
HB21-1148,2021_2022,2021-RS,r. bockenfeld,Colorado State Fair Annual Report Submission Date Change,1,1,1,1,1,H,0,0
HB21-1149,2021_2022,2021-RS,d. jackson,Energy Sector Career Pathway In Higher Education,1,1,1,1,1,H,0,0
HB21-1150,2021_2022,2021-RS,i. jodeh,Create The Colorado Office Of New Americans,1,1,1,1,1,H,0,0
HB21-1151,2021_2022,2021-RS,b. mclachlan,Indian Tribes To Certify Own Foster Homes,1,1,1,1,1,H,0,0
HB21-1152,2021_2022,2021-RS,d. valdez,Repeal Obsolete Capitol Dome Restoration Fund,1,1,1,1,1,H,0,0
HB21-1153,2021_2022,2021-RS,j. arndt,Enter Zone Child Care Income Tax Credit,1,1,1,1,1,H,0,0
HB21-1154,2021_2022,2021-RS,m. lynch,Modification To Child Care Tax Credit To Address Defects,1,1,1,1,1,H,0,0
HB21-1155,2021_2022,2021-RS,j. arndt,Sales Tax Statute Modifications To Address Defects,1,1,1,1,1,H,0,0
HB21-1156,2021_2022,2021-RS,m. lynch,Fix Defects Related To Severance Withholdings,1,1,1,1,1,H,0,0
HB21-1157,2021_2022,2021-RS,j. arndt,Accurate References For Department of Revenue Tax Administration,1,1,1,1,1,H,0,0
HB21-1158,2021_2022,2021-RS,m. lynch,Special Fuel Farm Equipment Sales Use Tax,1,1,1,1,1,H,0,0
HB21-1159,2021_2022,2021-RS,m. snyder,Limitations On Regulated Marijuana Delivery,1,1,0,0,0,H,0,0
HB21-1160,2021_2022,2021-RS,m. duran,Care Of Dogs And Cats In Pet Animal Facilities,1,1,1,1,1,H,0,0
HB21-1161,2021_2022,2021-RS,e. sirota,Suspend Statewide Assessments For Select Grades,1,1,1,1,1,H,0,0
HB21-1162,2021_2022,2021-RS,a. valdez,Management Of Plastic Products,1,1,1,1,1,H,0,0
HB21-1163,2021_2022,2021-RS,p. neville,Allow Retailers To Absorb Sales Or Use Tax,1,1,0,0,0,H,0,0
HB21-1164,2021_2022,2021-RS,d. esgar,Total Program Mill Levy Tax Credit,1,1,1,1,1,H,1,0
HB21-1165,2021_2022,2021-RS,t. carver,Assistance For Victims Of Strangulation,1,1,1,1,1,H,0,0
HB21-1166,2021_2022,2021-RS,m. young,Behavioral Health Crisis Response Training,1,1,1,1,1,H,0,0
HB21-1167,2021_2022,2021-RS,m. duran,Private Construction Contract Payments,1,1,1,1,1,H,0,0
HB21-1168,2021_2022,2021-RS,j. bacon,Historically Underutilized Businesses Local Government Procurement,1,1,1,1,1,H,0,0
HB21-1169,2021_2022,2021-RS,t. van beber,Prohibit Discrimination Organ Transplant Recipient,1,1,1,1,1,H,0,0
HB21-1170,2021_2022,2021-RS,t. geitner,Advisement Committee On Elections And Information Technology,1,1,0,0,0,H,0,0
HB21-1171,2021_2022,2021-RS,m. bradfield,Kidney Disease Task Force,1,1,1,1,1,H,0,0
HB21-1172,2021_2022,2021-RS,t. geitner,Hospital Patient Long-term Care Resident Visit Rights,1,1,0,0,0,H,0,0
HB21-1173,2021_2022,2021-RS,k. mullica,Prohibiting Legacy Preferences In Higher Ed Insts,1,1,1,1,1,H,0,0
HB21-1174,2021_2022,2021-RS,e. hooton,Transfer Senate Bill 20-219 Certificates Of Participation Issuance Premium To Capital Construction Fund,1,1,1,1,1,H,0,0
HB21-1175,2021_2022,2021-RS,d. williams,Donation To Nonprofit For Traffic Violations,1,1,0,0,0,H,0,0
HB21-1176,2021_2022,2021-RS,r. holtorf,Election Integrity And Voter Accuracy,1,1,0,0,0,H,0,0
HB21-1177,2021_2022,2021-RS,d. valdez,Add Use Tax Exemption To Some Sales Tax Exemption,1,1,1,1,1,H,0,0
HB21-1178,2021_2022,2021-RS,a. pico,Correcting Errors in the Colorado Marijuana Code,1,1,1,1,1,H,0,0
HB21-1179,2021_2022,2021-RS,m. duran,Canadian Domestic Violence Protection Orders,1,1,1,0,0,H,0,0
HB21-1180,2021_2022,2021-RS,d. valdez,Measures To Increase Biomass Utilization,1,1,1,1,1,H,0,0
HB21-1181,2021_2022,2021-RS,k. mccormick,Agricultural Soil Health Program,1,1,1,1,1,H,0,0
HB21-1182,2021_2022,2021-RS,m. lynch,Missing Child Emergency Electronic Location Info,1,1,0,0,0,H,0,0
HB21-1183,2021_2022,2021-RS,s. luck,Induced Termination Of Pregnancy State Registrar,1,1,0,0,0,H,0,0
HB21-1184,2021_2022,2021-RS,s. lontine,Physician Assistant Collaboration And Reimbursement,1,1,0,0,0,H,0,0
HB21-1185,2021_2022,2021-RS,p. neville,Repeal Government Firearms Regulations And Training Class Regulation,1,1,0,0,0,H,0,0
HB21-1186,2021_2022,2021-RS,m. gray,Regional Transportation District Operation,1,1,1,1,1,H,0,0
HB21-1187,2021_2022,2021-RS,m. young,Long-term Services And Support Case Management Redesign,1,1,1,1,1,H,0,0
HB21-1188,2021_2022,2021-RS,c. kennedy,Additional Liability Under Respondeat Superior,1,1,1,1,1,H,0,0
HB21-1189,2021_2022,2021-RS,a. benavidez,Regulate Air Toxics,1,1,1,1,1,H,0,0
HB21-1190,2021_2022,2021-RS,j. rich,Defining Telemedicine For Medical Practitioners,1,1,1,1,1,H,0,0
HB21-1191,2021_2022,2021-RS,k. ransom,Prohibit Discrimination COVID-19 Vaccine Status,1,1,0,0,0,H,0,0
HB21-1192,2021_2022,2021-RS,j. arndt,529 Plan Education Loan Payment Eligible Distribution,1,1,0,0,0,H,0,0
HB21-1193,2021_2022,2021-RS,m. gray,Consumer Protection Supplemental Restraint Systems,1,1,1,1,1,H,0,0
HB21-1194,2021_2022,2021-RS,k. tipper,Immigration Legal Defense Fund,1,1,1,1,1,H,0,0
HB21-1195,2021_2022,2021-RS,k. van winkle,Regulation Of Radon Professionals,1,1,1,1,1,H,0,0
HB21-1196,2021_2022,2021-RS,a. pico,Update Senate Bill 19-263 Effective Date Clause,1,1,1,1,0,H,0,0
HB21-1197,2021_2022,2021-RS,d. woog,Income Tax Credit For Income Taxes Paid,1,1,0,0,0,H,0,0
HB21-1198,2021_2022,2021-RS,i. jodeh,Health-care Billing Requirements For Indigent Patients,1,1,1,1,1,H,0,0
HB21-1199,2021_2022,2021-RS,b. titone,Consumer Digital Repair Bill Of Rights,1,1,0,0,0,H,0,0
HB21-1200,2021_2022,2021-RS,c. kipp,Revise Student Financial Literacy Standards,1,1,1,1,1,H,0,0
HB21-1201,2021_2022,2021-RS,s. gonzales-gutierrez,Transparency Telecommunications Correctional Facilities,1,1,1,1,1,H,0,0
HB21-1202,2021_2022,2021-RS,s. luck,Off-label Use Of Approved Drugs To Treat COVID-19,1,1,0,0,0,H,0,0
HB21-1203,2021_2022,2021-RS,d. ortiz,Detention Facilities Identification Processing Unit,1,1,0,0,0,H,0,0
HB21-1204,2021_2022,2021-RS,m. snyder,Unemployment Insurance Marijuana-licensed Business,1,1,1,1,1,H,0,0
HB21-1205,2021_2022,2021-RS,a. pico,Electric Vehicle Road Usage Equalization Fee,1,1,0,0,0,H,0,0
HB21-1206,2021_2022,2021-RS,c. larson,Medicaid Transportation Services,1,1,1,1,1,H,0,0
HB21-1207,2021_2022,2021-RS,l. daugherty,Overpayment Of Workers' Compensation Benefits,1,1,1,1,1,H,0,0
HB21-1208,2021_2022,2021-RS,l. cutter,Natural Disaster Mitigation Enterprise,1,1,1,1,1,H,0,0
HB21-1209,2021_2022,2021-RS,s. gonzales-gutierrez,Parole Eligibility For Youthful Offenders,1,1,1,1,1,H,0,0
HB21-1210,2021_2022,2021-RS,c. larson,Modifications To Qualified State Tuition Programs,1,1,0,0,0,H,0,0
HB21-1211,2021_2022,2021-RS,j. amabile,Regulation Of Restrictive Housing In Jails,1,1,1,1,1,H,0,0
HB21-1212,2021_2022,2021-RS,m. soper,Diversity Of Governor's Appointments To Boards,1,1,1,1,1,H,0,0
HB21-1213,2021_2022,2021-RS,m. soper,Conversion Of Pinnacol Assurance,1,1,0,0,0,H,0,0
HB21-1214,2021_2022,2021-RS,m. weissman,Record Sealing Collateral Consequences Reduction,1,1,1,1,1,H,0,0
HB21-1215,2021_2022,2021-RS,r. holtorf,Expansion Of Justice Crime Prevention Initiative,1,1,1,1,1,H,0,0
HB21-1216,2021_2022,2021-RS,a. valdez,Marijuana Licensees Ability To Change Designation,1,1,1,1,1,H,0,0
HB21-1217,2021_2022,2021-RS,r. bockenfeld,Military Family Open Enrollment In Public Schools,1,1,1,1,1,H,0,0
HB21-1218,2021_2022,2021-RS,m. duran,Professional Fire Fighters License Plate Standards,1,1,1,1,1,H,0,0
HB21-1219,2021_2022,2021-RS,d. esgar,Nurses Special License Plate,1,1,1,1,1,H,0,0
HB21-1220,2021_2022,2021-RS,m. froelich,Colorado Child Support Commission Recommendations,1,1,1,1,1,H,0,0
HB21-1221,2021_2022,2021-RS,l. cutter,Bullying Prevention And Education In Schools,1,1,1,1,1,H,0,0
HB21-1222,2021_2022,2021-RS,a. valdez,Regulation Of Family Child Care Homes,1,1,1,1,1,H,0,0
HB21-1223,2021_2022,2021-RS,b. mclachlan,Create Outdoor Recreation Industry Office,1,1,1,1,1,H,0,0
HB21-1224,2021_2022,2021-RS,s. bird,Modification To Statutes Governing Foreclosure Of Real Property,1,1,1,1,1,H,0,0
HB21-1225,2021_2022,2021-RS,s. bird,Electronic Recording Technology Board,1,1,1,1,1,H,0,0
HB21-1226,2021_2022,2021-RS,d. esgar,More Robust Check Station Aquatic Nuisance Species,1,1,1,1,1,H,0,0
HB21-1227,2021_2022,2021-RS,s. lontine,Medicaid Nursing Facilities Demonstration Of Need,1,1,1,1,1,H,0,0
HB21-1228,2021_2022,2021-RS,m. froelich,Domestic Violence Training Court Personnel,1,1,1,1,1,H,0,0
HB21-1229,2021_2022,2021-RS,b. titone,Home Owners' Associations Governance Funding Record Keeping,1,1,1,1,1,H,0,0
HB21-1230,2021_2022,2021-RS,m. baisley,Create User-friendly State Internet Rules Portal,1,1,1,1,1,H,0,0
HB21-1231,2021_2022,2021-RS,d. ortiz,United States Space Force,1,1,1,1,1,H,0,0
HB21-1232,2021_2022,2021-RS,d. roberts,Standardized Health Benefit Plan Colorado Option,1,1,1,1,1,H,0,0
HB21-1233,2021_2022,2021-RS,d. roberts,Conservation Easement Tax Credit Modifications,1,1,1,1,1,H,0,0
