term,chamber,data_name,sponsor,party,district,roster_id,roster_id_col,LES,BILL_wshare,AIC_wshare,ABC_wshare,PASS_wshare,LAW_wshare,all_bills,all_aic,all_abc,all_pass,all_law,ss_bills,ss_aic,ss_abc,ss_pass,ss_law,s_bills,s_aic,s_abc,s_pass,s_law,c_bills,c_aic,c_abc,c_pass,c_law,num_sponsored_bills,sponsor_pass_rate,sponsor_law_rate,num_cosponsored_bills,LES_rank,LES_nw
2017_2018,House,d. michaelson jenet,"michaelsonjenet, dafna",D,HD-030,362342.0,klarner_id,1.299125421990562,0.017006802721088437,0.017006802721088437,0.01925355450236967,0.019455252918287938,0.02007226013649137,14,14,13,13,10,0,0,0,0,0,14,14,13,13,10,0,0,0,0,0,14,0.9285714285714286,0.7142857142857143,,21,1.3090345299678792
2017_2018,House,j. buckner,"buckner, john w.",D,HD-040,309387.0,klarner_id,0.7801195338668507,0.010932944606413994,0.010932944606413994,0.011848341232227487,0.01197246333433104,0.010036130068245684,9,9,8,8,5,0,0,0,0,0,9,9,8,8,5,0,0,0,0,0,9,0.8888888888888888,0.5555555555555556,,42,0.7861729055461392
2017_2018,House,e. hooton,"hooton, edie",D,HD-010,362293.0,klarner_id,1.4845390543000474,0.0206511175898931,0.0206511175898931,0.02221563981042654,0.022448368751870697,0.02007226013649137,17,17,15,15,10,0,0,0,0,0,17,17,15,15,10,0,0,0,0,0,17,0.8823529411764706,0.5882352941176471,,18,1.495999292659543
2017_2018,House,t. carver,"carver, terri",R,HD-020,322588.0,klarner_id,0.8082206980579387,0.010932944606413994,0.010932944606413994,0.011848341232227487,0.01197246333433104,0.01204335608189482,9,9,8,8,6,0,0,0,0,0,9,9,8,8,6,0,0,0,0,0,9,0.8888888888888888,0.6666666666666666,,37,0.8143987119977522
2017_2018,House,a. garnett,"garnett, alec",D,HD-002,322553.0,klarner_id,0.7174813150402941,0.010932944606413994,0.010932944606413994,0.010367298578199052,0.008979347500748278,0.010036130068245684,9,9,7,6,5,0,0,0,0,0,9,9,7,6,5,0,0,0,0,0,9,0.6666666666666666,0.5555555555555556,,46,0.7229500766858209
2017_2018,House,d. pabon,"pabon, dan",D,HD-004,295923.0,klarner_id,1.6921414095495315,0.023080660835762875,0.023080660835762875,0.025177725118483412,0.025441484585453457,0.02408671216378964,19,19,17,17,12,0,0,0,0,0,19,19,17,17,12,0,0,0,0,0,19,0.8947368421052632,0.631578947368421,,10,1.7051439424282393
2017_2018,House,d. thurlow,"thurlow, dan",R,HD-055,322662.0,klarner_id,1.5969437110643991,0.0206511175898931,0.0206511175898931,0.02221563981042654,0.022448368751870697,0.028101164191087918,17,17,15,15,14,0,0,0,0,0,17,17,15,15,14,0,0,0,0,0,17,0.8823529411764706,0.8235294117647058,,11,1.6089025184659946
2017_2018,House,t. exum,"exum, thomas (tony) sr.",D,HD-017,309323.0,klarner_id,0.5666047373662774,0.007288629737609329,0.007288629737609329,0.008886255924170616,0.008979347500748278,0.008028904054596548,6,6,6,6,4,0,0,0,0,0,6,6,6,6,4,0,0,0,0,0,6,1.0,0.6666666666666666,,51,0.5709823364028624
2017_2018,House,c. duran,"duran, crisanta",D,HD-005,295924.0,klarner_id,1.1731355214258206,0.017006802721088437,0.017006802721088437,0.017772511848341232,0.017958695001496557,0.014050582095543959,12,12,10,10,7,2,2,2,2,0,10,10,8,8,7,0,0,0,0,0,12,0.8333333333333334,0.5833333333333334,,23,1.0295892811410285
2017_2018,House,j. coleman,"rashadcoleman, james",D,HD-007,362286.0,klarner_id,0.9537082836741584,0.012147716229348883,0.012147716229348883,0.01481042654028436,0.014965579167913799,0.014050582095543959,10,10,10,10,7,0,0,0,0,0,10,10,10,10,7,0,0,0,0,0,10,1.0,0.7,,29,0.9610458294886417
2017_2018,House,b. pettersen,"pettersen, brittany",D,HD-028,309355.0,klarner_id,1.9355177315394045,0.024295432458697766,0.024295432458697766,0.02962085308056872,0.029931158335827598,0.030108390204737052,19,19,19,19,14,1,1,1,1,1,18,18,18,18,13,0,0,0,0,0,19,1.0,0.7368421052631579,,7,1.8457451405445484
2017_2018,House,j. bridges,"bridges, jeff",D,HD-003,362279.0,klarner_id,0.8082206980579387,0.010932944606413994,0.010932944606413994,0.011848341232227487,0.01197246333433104,0.01204335608189482,9,9,8,8,6,0,0,0,0,0,9,9,8,8,6,0,0,0,0,0,9,0.8888888888888888,0.6666666666666666,,37,0.8143987119977522
2017_2018,House,b. rankin,"rankin, bob",R,HD-057,295881.0,klarner_id,1.32722658618165,0.017006802721088437,0.017006802721088437,0.01925355450236967,0.019455252918287938,0.022079486150140507,14,14,13,13,11,0,0,0,0,0,14,14,13,13,11,0,0,0,0,0,14,0.9285714285714286,0.7857142857142857,,20,1.3372603364194924
2017_2018,House,l. liston,"liston, larry g.",R,HD-016,260060.0,klarner_id,0.5249183293748,0.007288629737609329,0.007288629737609329,0.00740521327014218,0.0074827895839568994,0.008028904054596548,6,6,5,5,4,0,0,0,0,0,6,6,5,5,4,0,0,0,0,0,6,0.8333333333333334,0.6666666666666666,,53,0.5289075437963208
2017_2018,House,m. weissman,"weissman, mike",D,HD-036,362361.0,klarner_id,1.5117095419008262,0.0206511175898931,0.0206511175898931,0.025177725118483412,0.025441484585453457,0.016057808109193095,15,15,15,15,8,2,2,2,2,0,13,13,13,13,8,0,0,0,0,0,15,1.0,0.5333333333333333,,14,1.3710042281039305
2017_2018,House,c. hansen,"hansen, chris",D,HD-006,362285.0,klarner_id,1.1450343572347326,0.017006802721088437,0.017006802721088437,0.017772511848341232,0.017958695001496557,0.01204335608189482,14,14,12,12,6,0,0,0,0,0,14,14,12,12,6,0,0,0,0,0,14,0.8571428571428571,0.42857142857142855,,24,1.154056511554886
2017_2018,House,p. lawrence,"lawrence, polly",R,HD-039,309385.0,klarner_id,0.27562956613383816,0.004859086491739553,0.004859086491739553,0.002962085308056872,0.00299311583358276,0.004014452027298274,4,4,2,2,2,0,0,0,0,0,4,4,2,2,2,0,0,0,0,0,4,0.5,0.5,,61,0.27768810142108286
2017_2018,House,a. benavidez,"benavidez, adrienne",D,HD-032,362346.0,klarner_id,0.9223926324012579,0.015792031098153546,0.015792031098153546,0.01481042654028436,0.01346902125112242,0.00602167804094741,13,13,10,9,3,0,0,0,0,0,13,13,10,9,3,0,0,0,0,0,13,0.6923076923076923,0.23076923076923078,,32,0.9298097449069938
2017_2018,House,s. beckman,"beckman, susan",R,HD-038,362364.0,klarner_id,0.7248478820749837,0.010932944606413994,0.010932944606413994,0.008886255924170616,0.008979347500748278,0.01204335608189482,9,9,6,6,6,0,0,0,0,0,9,9,6,6,6,0,0,0,0,0,9,0.6666666666666666,0.6666666666666666,,44,0.7302491267846685
2017_2018,House,c. kennedy,"kennedy, chris",D,HD-023,322660.0,klarner_id,0.9791184099767258,0.014577259475218658,0.014577259475218658,0.016291469194312798,0.01646213708470518,0.008028904054596548,12,12,11,11,4,0,0,0,0,0,12,12,11,11,4,0,0,0,0,0,12,0.9166666666666666,0.3333333333333333,,28,0.9869866543927317
2017_2018,House,p. rosenthal,"rosenthal, paul",D,HD-009,309300.0,klarner_id,0.7990937697250372,0.01336248785228377,0.01336248785228377,0.011848341232227487,0.010475905417539658,0.008028904054596548,11,11,8,7,4,0,0,0,0,0,11,11,8,7,4,0,0,0,0,0,11,0.6363636363636364,0.36363636363636365,,40,0.8053425144931365
2017_2018,House,s. lontine,"lontine, susan",D,HD-001,322551.0,klarner_id,1.1196242309321653,0.014577259475218658,0.014577259475218658,0.016291469194312798,0.01646213708470518,0.018065034122842234,12,12,11,11,9,0,0,0,0,0,12,12,11,11,9,0,0,0,0,0,12,0.9166666666666666,0.75,,25,1.128115686650796
2017_2018,House,s. lebsock,"lebsock, steve",D,HD-034,309371.0,klarner_id,0.840473942201904,0.014577259475218658,0.014577259475218658,0.010367298578199052,0.010475905417539658,0.010036130068245684,12,12,7,7,5,0,0,0,0,0,12,12,7,7,5,0,0,0,0,0,12,0.5833333333333334,0.4166666666666667,,36,0.8469132904181775
2017_2018,House,b. mclachlan,"hallmclachlan, barbara",D,HD-059,362427.0,klarner_id,0.8082206980579387,0.010932944606413994,0.010932944606413994,0.011848341232227487,0.01197246333433104,0.01204335608189482,9,9,8,8,6,0,0,0,0,0,9,9,8,8,6,0,0,0,0,0,9,0.8888888888888888,0.6666666666666666,,37,0.8143987119977522
2017_2018,House,d. jackson,"jackson, dominique",D,HD-042,362375.0,klarner_id,0.7937047776672403,0.010932944606413994,0.010932944606413994,0.013329383886255925,0.01346902125112242,0.008028904054596548,9,9,9,9,4,0,0,0,0,0,9,9,9,9,4,0,0,0,0,0,9,1.0,0.4444444444444444,,41,0.800021891701068
2017_2018,House,h. mckean,"mckean, hugh",R,HD-051,362398.0,klarner_id,0.9401230398737688,0.012147716229348883,0.012147716229348883,0.013329383886255925,0.01346902125112242,0.016057808109193095,10,10,9,9,8,0,0,0,0,0,10,10,9,9,8,0,0,0,0,0,10,0.9,0.8,,30,0.9471968433337129
2017_2018,House,m. catlin,"catlin, m",,,,klarner_id,0.3871035463078809,0.004859086491739553,0.004859086491739553,0.005924170616113744,0.00598623166716552,0.00602167804094741,4,4,4,4,3,0,0,0,0,0,4,4,4,4,3,0,0,0,0,0,4,1.0,0.75,,55,0.3900634930857793
2017_2018,House,j. salazar,"salazar, joseph a.",D,HD-031,309363.0,klarner_id,0.9300654349505585,0.014577259475218658,0.014577259475218658,0.016291469194312798,0.014965579167913799,0.00602167804094741,12,12,11,10,3,0,0,0,0,0,12,12,11,10,3,0,0,0,0,0,12,0.8333333333333334,0.25,,31,0.9376128116873421
2017_2018,House,d. nordberg,"nordberg, dan",R,HD-014,309313.0,klarner_id,0.7266082433731955,0.008503401360544218,0.008503401360544218,0.010367298578199052,0.010475905417539658,0.014050582095543959,7,7,7,7,7,0,0,0,0,0,7,7,7,7,7,0,0,0,0,0,7,1.0,1.0,,43,0.7320062741904363
2017_2018,House,f. winter,"winter, faith",D,HD-035,322621.0,klarner_id,1.3925627591774827,0.021865889212827987,0.021865889212827987,0.020734597156398103,0.020951810835079316,0.014050582095543959,18,18,14,14,7,0,0,0,0,0,18,18,14,14,7,0,0,0,0,0,18,0.7777777777777778,0.3888888888888889,,19,1.403518806524356
2017_2018,House,d. roberts,"roberts, d",,,,klarner_id,0.8694047911008946,0.012147716229348883,0.012147716229348883,0.01481042654028436,0.014965579167913799,0.008028904054596548,10,10,10,10,4,0,0,0,0,0,10,10,10,10,4,0,0,0,0,0,10,1.0,0.4,,34,0.8763684101338032
2017_2018,House,j. singer,"singer, jonathan",D,HD-011,309304.0,klarner_id,2.031646106614846,0.02672497570456754,0.02672497570456754,0.02962085308056872,0.029931158335827598,0.03211561621838619,22,22,20,20,16,0,0,0,0,0,22,22,20,20,16,0,0,0,0,0,22,0.9090909090909091,0.7272727272727273,,6,2.0470867235328964
2017_2018,House,k. van winkle,"vanwinkle, kevin m.",R,HD-043,322638.0,klarner_id,0.7248478820749837,0.010932944606413994,0.010932944606413994,0.008886255924170616,0.008979347500748278,0.01204335608189482,9,9,6,6,6,0,0,0,0,0,9,9,6,6,6,0,0,0,0,0,9,0.6666666666666666,0.6666666666666666,,44,0.7302491267846685
2017_2018,House,p. neville,"neville, patrick",R,HD-045,322642.0,klarner_id,0.3759100211621572,0.010932944606413994,0.010932944606413994,0.001481042654028436,0.00149655791679138,0.002007226013649137,9,9,1,1,1,0,0,0,0,0,9,9,1,1,1,0,0,0,0,0,9,0.1111111111111111,0.1111111111111111,,57,0.37874613149389524
2017_2018,House,p. covarrubias,"covarrubias, phil",R,HD-056,362408.0,klarner_id,0.17182838850909593,0.0036443148688046646,0.0036443148688046646,0.001481042654028436,0.00149655791679138,0.002007226013649137,3,3,1,1,1,0,0,0,0,0,3,3,1,1,1,0,0,0,0,0,3,0.3333333333333333,0.3333333333333333,,66,0.17311577653673482
2017_2018,House,j. wilson,"wilson, james d. (jim)",R,HD-060,309435.0,klarner_id,0.6609727511435075,0.012147716229348883,0.012147716229348883,0.00740521327014218,0.0074827895839568994,0.008028904054596548,10,10,5,5,4,0,0,0,0,0,10,10,5,5,4,0,0,0,0,0,10,0.5,0.4,,50,0.6659944471010943
2017_2018,House,p. buck,"buck, perry l.",R,HD-049,309407.0,klarner_id,0.37767038246036877,0.008503401360544218,0.008503401360544218,0.002962085308056872,0.00299311583358276,0.004014452027298274,7,7,2,2,2,0,0,0,0,0,7,7,2,2,2,0,0,0,0,0,7,0.2857142857142857,0.2857142857142857,,56,0.380503278899663
2017_2018,House,j. everett,"everett, justin",R,HD-022,309338.0,klarner_id,0.47971119878689944,0.012147716229348883,0.012147716229348883,0.002962085308056872,0.00299311583358276,0.004014452027298274,10,10,2,2,2,0,0,0,0,0,10,10,2,2,2,0,0,0,0,0,10,0.2,0.2,,54,0.4833184563782432
2017_2018,House,y. willett,"willett, yeulin",R,HD-054,322659.0,klarner_id,0.8984366318822914,0.012147716229348883,0.012147716229348883,0.011848341232227487,0.01197246333433104,0.016057808109193095,10,10,8,8,8,0,0,0,0,0,10,10,8,8,8,0,0,0,0,0,10,0.8,0.8,,33,0.9051220507271712
2017_2018,House,p. lundeen,"lundeen, paul",R,HD-019,322587.0,klarner_id,0.662733112441719,0.009718172983479106,0.009718172983479106,0.008886255924170616,0.008979347500748278,0.010036130068245684,8,8,6,6,5,0,0,0,0,0,8,8,6,6,5,0,0,0,0,0,8,0.75,0.625,,49,0.6677515945068622
2017_2018,House,c. navarro,"navarroratzlaff, clarice",R,HD-047,309403.0,klarner_id,0.34541713831640347,0.004859086491739553,0.004859086491739553,0.004443127962085308,0.004489673750374139,0.00602167804094741,4,4,3,3,3,0,0,0,0,0,4,4,3,3,3,0,0,0,0,0,4,0.75,0.75,,58,0.34798870047923747
2017_2018,House,c. wist,"wist, cole",R,HD-037,19916.0,klarner_id,1.0380117762474221,0.012147716229348883,0.012147716229348883,0.01481042654028436,0.014965579167913799,0.02007226013649137,10,10,10,10,10,0,0,0,0,0,10,10,10,10,10,0,0,0,0,0,10,1.0,1.0,,27,1.0457232488434804
2017_2018,House,k. ransom,"ransom, kim",R,HD-044,337406.0,klarner_id,0.2076023552494844,0.0024295432458697765,0.0024295432458697765,0.002962085308056872,0.00299311583358276,0.004014452027298274,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,2,1.0,1.0,,64,0.2091446497686961
2017_2018,House,s. humphrey,"humphrey, stephen",R,HD-048,309405.0,klarner_id,0.20408163265306123,0.007288629737609329,0.007288629737609329,0.0,0.0,0.0,6,6,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,6,0.0,0.0,,65,0.20563035495716034
2017_2018,House,t. leonard,"leonard, tim",R,HD-025,271343.0,klarner_id,0.34013605442176875,0.012147716229348883,0.012147716229348883,0.0,0.0,0.0,10,10,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,10,0.0,0.0,,59,0.34271725826193394
2017_2018,House,k. lewis,"lewis, kimmi",R,HD-064,362483.0,klarner_id,0.3078828102778035,0.008503401360544218,0.008503401360544218,0.001481042654028436,0.00149655791679138,0.002007226013649137,7,7,1,1,1,0,0,0,0,0,7,7,1,1,1,0,0,0,0,0,7,0.14285714285714285,0.14285714285714285,,60,0.31020267984150834
2017_2018,House,d. mitsch bush,"bush, diane e. mitsch",D,HD-026,309349.0,klarner_id,0.5666047373662774,0.007288629737609329,0.007288629737609329,0.008886255924170616,0.008979347500748278,0.008028904054596548,6,6,6,6,4,0,0,0,0,0,6,6,6,6,4,0,0,0,0,0,6,1.0,0.6666666666666666,,51,0.5709823364028624
2017_2018,House,l. sias,"sias, lang",R,HD-027,309246.0,klarner_id,0.24161596069166125,0.0036443148688046646,0.0036443148688046646,0.002962085308056872,0.00299311583358276,0.004014452027298274,3,3,2,2,2,0,0,0,0,0,3,3,2,2,2,0,0,0,0,0,3,0.6666666666666666,0.6666666666666666,,63,0.2434163755948895
2017_2018,House,d. valdez,"valdez, donald e.",D,HD-062,362463.0,klarner_id,0.7044195204331964,0.009718172983479106,0.009718172983479106,0.010367298578199052,0.010475905417539658,0.010036130068245684,8,8,7,7,5,0,0,0,0,0,8,8,7,7,5,0,0,0,0,0,8,0.875,0.625,,47,0.709826387113404
2017_2018,House,j. reyher,"reyher, j",,,,klarner_id,0.10204081632653061,0.0036443148688046646,0.0036443148688046646,0.0,0.0,0.0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0.0,0.0,,67,0.10281517747858017
2017_2018,House,d. williams,"williams, dave",R,HD-015,19889.0,klarner_id,0.2738692048356266,0.007288629737609329,0.007288629737609329,0.001481042654028436,0.00149655791679138,0.002007226013649137,6,6,1,1,1,0,0,0,0,0,6,6,1,1,1,0,0,0,0,0,6,0.16666666666666666,0.16666666666666666,,62,0.275930954015315
2017_2018,House,d. coram,"coram, don",R,HD-058,296024.0,klarner_id,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,70,0.0
2017_2018,House,l. saine,"saine, lori",R,HD-063,309444.0,klarner_id,0.6908342766328069,0.009718172983479106,0.009718172983479106,0.008886255924170616,0.008979347500748278,0.01204335608189482,8,8,6,6,6,0,0,0,0,0,8,8,6,6,6,0,0,0,0,0,8,0.75,0.75,,48,0.6959774009584749
2017_2018,House,s. sandridge,"sandridge, s",,,,klarner_id,0.034013605442176874,0.0012147716229348883,0.0012147716229348883,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,0.0,,68,0.03427172582619339
2017_2018,House,a. winkler,"winkler, a",,,,klarner_id,0.034013605442176874,0.0012147716229348883,0.0012147716229348883,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,0.0,,68,0.03427172582619339
2017_2018,Senate,b. gardner,"gardner, robert",R,SD-012,271389.0,klarner_id,3.3994294780073244,0.09563758389261745,0.09563758389261745,0.09935205183585313,0.1038374717832957,0.09116809116809117,56,56,45,45,32,1,1,1,1,0,55,55,44,44,32,0,0,0,0,0,56,0.8035714285714286,0.5714285714285714,,1,3.398921981668422
2017_2018,Senate,k. lambert,"lambert, kent douglas",,,260065.0,klarner_id,2.984764647928343,0.07214765100671142,0.07214765100671142,0.08639308855291576,0.09029345372460497,0.10541310541310542,43,43,40,40,37,0,0,0,0,0,43,43,40,40,37,0,0,0,0,0,43,0.9302325581395349,0.8604651162790697,,2,3.0317079146831785
2017_2018,Senate,b. martinez humenik,"humenik, beth",,,309362.0,klarner_id,1.9438212797434529,0.04865771812080537,0.04865771812080537,0.056155507559395246,0.05869074492099323,0.06552706552706553,28,28,25,25,22,1,1,1,1,1,27,27,24,24,21,0,0,0,0,0,28,0.8928571428571429,0.7857142857142857,,4,1.8990194821583941
2017_2018,Senate,j. cooke,"cooke, john",,,322531.0,klarner_id,1.5521127711629727,0.040268456375838924,0.040268456375838924,0.04535637149028078,0.04740406320541761,0.04843304843304843,24,24,21,21,17,0,0,0,0,0,24,24,21,21,17,0,0,0,0,0,24,0.875,0.7083333333333334,,6,1.5768542909563825
2017_2018,Senate,j. tate,"tate, jack",R,SD-027,322627.0,klarner_id,2.313626887972495,0.0587248322147651,0.0587248322147651,0.07127429805615551,0.06772009029345373,0.07407407407407407,34,34,32,29,25,1,1,1,1,1,33,33,31,28,24,0,0,0,0,0,34,0.8529411764705882,0.7352941176470589,,3,2.274910465268615
2017_2018,Senate,d. coram,"coram, d",,,,klarner_id,1.3799166428220826,0.03523489932885906,0.03523489932885906,0.04103671706263499,0.04288939051918736,0.042735042735042736,20,20,18,18,15,1,1,1,1,0,19,19,17,17,15,0,0,0,0,0,20,0.9,0.75,,8,1.3465814618012857
2017_2018,Senate,k. priola,"priola, kevin",R,SD-025,283608.0,klarner_id,1.445562212033541,0.040268456375838924,0.040268456375838924,0.04319654427645788,0.04288939051918736,0.039886039886039885,24,24,20,19,14,0,0,0,0,0,24,24,20,19,14,0,0,0,0,0,24,0.7916666666666666,0.5833333333333334,,7,1.4688328966514035
2017_2018,Senate,t. neville,"neville, tim",,,322534.0,klarner_id,1.7584909207780803,0.053691275167785234,0.053691275167785234,0.058315334773218146,0.05417607223476298,0.03133903133903134,30,30,25,22,10,2,2,2,2,1,28,28,23,20,9,0,0,0,0,0,30,0.7333333333333333,0.3333333333333333,,5,1.656953245397124
2017_2018,Senate,l. crowder,"crowder, larry w.",R,SD-035,309276.0,klarner_id,1.05867793289932,0.031879194630872486,0.031879194630872486,0.03023758099352052,0.03160270880361174,0.02564102564102564,19,19,14,14,9,0,0,0,0,0,19,19,14,14,9,0,0,0,0,0,19,0.7368421052631579,0.47368421052631576,,13,1.0758515836071654
2017_2018,Senate,v. marble,"marble, vicki",R,SD-023,309253.0,klarner_id,1.2639759912715713,0.03859060402684564,0.03859060402684564,0.04103671706263499,0.033860045146726865,0.02849002849002849,23,23,19,15,10,0,0,0,0,0,23,23,19,15,10,0,0,0,0,0,23,0.6521739130434783,0.43478260869565216,,10,1.284588410122684
2017_2018,Senate,k. lundberg,"lundberg, kevin",,,17566.0,klarner_id,1.2878023102843652,0.03523489932885906,0.03523489932885906,0.04319654427645788,0.03611738148984198,0.03418803418803419,20,20,19,15,12,1,1,1,1,0,19,19,18,14,12,0,0,0,0,0,20,0.75,0.6,,9,1.2532680396435285
2017_2018,Senate,d. moreno,"moreno, dominick",D,SD-021,309366.0,klarner_id,1.0914701468995878,0.028523489932885907,0.028523489932885907,0.03023758099352052,0.03160270880361174,0.037037037037037035,17,17,14,14,13,0,0,0,0,0,17,17,14,14,13,0,0,0,0,0,17,0.8235294117647058,0.7647058823529411,,11,1.1086111833643568
2017_2018,Senate,o. hill,"hill, owen",R,SD-010,295889.0,klarner_id,0.9125777200107361,0.026845637583892617,0.026845637583892617,0.03023758099352052,0.029345372460496615,0.017094017094017096,16,16,14,13,6,0,0,0,0,0,16,16,14,13,6,0,0,0,0,0,16,0.8125,0.375,,16,0.927827468226267
2017_2018,Senate,r. baumgardner,"baumgardner, randy l.",R,SD-008,283661.0,klarner_id,0.7071918503317673,0.018456375838926176,0.018456375838926176,0.02159827213822894,0.022573363431151242,0.019943019943019943,11,11,10,10,7,0,0,0,0,0,11,11,10,10,7,0,0,0,0,0,11,0.9090909090909091,0.6363636363636364,,18,0.7186308792758583
