Date,State,Bill No,Title,Action
"March 25, 2021",CO,SB 21-135,Prohibits the Use of Certain Animals in Traveling Animal Acts,"Bill Passed
                           - Senate
                      

                      
                          (21 - 13)"
"March 23, 2021",CO,SB 21-077,Authorizes Undocumented Immigrants to Earn Professional Licenses,"Bill Passed
                           - Senate
                      

                      
                          (24 - 11)"
"March 17, 2021",CO,HB 21-1090,Rescinds Marijuana Possession Offenses of Two Ounces or Less,"Bill Passed
                           - House
                      

                      
                          (45 - 19)"
"March 16, 2021",CO,HB 21-1164,Authorizes School Districts to Raise their Mill-Levy Rates,"Bill Passed
                           - House
                      

                      
                          (40 - 20)"
"March 16, 2021",CO,HB 21-1097,Expands Affordability and Accessibility of Behavioral Health Services,"Bill Passed
                           - House
                      

                      
                          (52 - 8)"
"March 12, 2021",CO,SB 21-123,Authorizes Prescription Drug Importation from Other Countries,"Bill Passed
                           - Senate
                      

                      
                          (28 - 6)"
"March 10, 2021",CO,SB 21-078,Requires Gun Owners Report Stolen or Lost Firearms,"Bill Passed
                           - Senate
                      

                      
                          (20 - 15)"
"March 9, 2021",CO,HB 21-1106,Requires Gun Owners to Securely Store their Firearms,"Bill Passed
                           - House
                      

                      
                          (40 - 25)"
"March 5, 2021",CO,SB 21-111,Establishes a Program to Support Entrepreneurs in the Marijuana Industry,"Bill Passed
                           - House
                      

                      
                          (40 - 23)"
"Feb. 26, 2021",CO,SB 21-111,Establishes a Program to Support Entrepreneurs in the Marijuana Industry,"Bill Passed
                           - Senate
                      

                      
                          (19 - 15)"
"Jan. 15, 2021",CO,SB 21-001,Expands COVID-19 Relief Programs for Minority Small Business Owners,"Bill Passed
                           - House
                      

                      
                          (47 - 16)"
"Jan. 15, 2021",CO,SB 21-002,Extends Limitations on Debt Collection Actions,"Bill Passed
                           - House
                      

                      
                          (44 - 20)"
"Jan. 14, 2021",CO,HB 21-003,Establishes Legislative Procedures for Disaster Emergencies,"Bill Passed
                           - House
                      

                      
                          (41 - 23)"
"Jan. 14, 2021",CO,HB 21-002,Extends Income Tax Deductions Under the CARES Act,"Bill Passed
                           - House
                      

                      
                          (44 - 20)"
