"state","year","bill_num","bill_type","num_only","special","special_num","num_bill_mentions","share_cong_mentions","share_state_mentions","source","ex_article_path"
"NJ",1989,"ab0357","AB",357,0,NA,1,1,1,"newsbank","NJ/1989/03/19/0C9C3566D46E3280_19890319_0EAEA7A92CDDB3E4.xml"
"NJ",1989,"ab0859","AB",859,0,NA,1,0,0,"newsbank","NJ/1989/04/24/0C9C3566D46E3280_19890424_0EAEA7B88A32B96C.xml"
"NJ",1989,"ab0887","AB",887,0,NA,1,0,0,"newsbank","NJ/1989/01/12/0C9C3566D46E3280_19890112_0EAEA78C158A63D3.xml"
"NJ",1989,"ab1570","AB",1570,0,NA,1,0,0,"newsbank","NJ/1989/07/02/0C9C3566D46E3280_19890702_0EAEA7D5C5A107F4.xml"
"NJ",1989,"ab2305","AB",2305,0,NA,1,0,0,"newsbank","NJ/1989/04/24/0C9C3566D46E3280_19890424_0EAEA7B8B872D021.xml"
"NJ",1989,"ab2709","AB",2709,0,NA,2,0,0,"newsbank","NJ/1989/03/20/0C9C3566D46E3280_19890320_0EAEA7AA0098ED35.xml"
"NJ",1989,"ab3669","AB",3669,0,NA,1,0,0,"newsbank","NJ/1989/02/04/0C9C3566D46E3280_19890204_0EAEA795681E1781.xml"
"NJ",1989,"ab4198","AB",4198,0,NA,1,0,0,"newsbank","NJ/1989/10/22/0C9C3566D46E3280_19891022_0EAEA8054DF1DF3F.xml"
"NJ",1989,"ab4973","AB",4973,0,NA,1,1,0,"newsbank","NJ/1989/10/12/0C9C3566D46E3280_19891012_0EAEA800B7AE290E.xml"
"NJ",1989,"ab4986","AB",4986,0,NA,1,0,0,"newsbank","NJ/1989/11/24/0C9C3566D46E3280_19891124_0EAEA81354CF010D.xml"
"LA",1989,"hb0001","HB",1,0,NA,7,0,0,"newsbank","LA/1989/02/26/0C9C307698CA2800_19890226_0EB4753D266FCF48.xml"
"LA",1989,"hb0001","HB",1,1,NA,6,0,0,"newsbank","LA/1989/03/01/0C9C307698CA2800_19890301_0EB4753E02EF8CD6.xml"
"NH",1989,"hb0001","HB",1,0,NA,6,0.166666666666667,0.833333333333333,"newsbank","NH/1989/12/14/0C9C3411E8D2E900_19891214_0F544F9A5805FB1B.xml"
"NH",1989,"hb0001","HB",1,1,NA,10,0.1,0.1,"newsbank","NH/1989/12/12/0C9C3411E8D2E900_19891212_0F544F99EDDD4440.xml"
"PA",1989,"hb0001","HB",1,0,NA,1,0,0,"newsbank","PA/1989/01/18/0C9C352AB17A8D80_19890118_10D8A19A6308F443.xml"
"TX",1989,"hb0001","HB",1,0,NA,18,0,0.111111111111111,"newsbank","TX/1989/02/09/0C9C30CEEF1DD980_19890209_0EAD8945A48784A7.xml"
"TX",1989,"hb0001","HB",1,1,NA,4,0,0,"newsbank","TX/1989/03/13/0C9C30CEEF1DD980_19890313_0EAD89559BA349EE.xml"
"LA",1989,"hb0002","HB",2,0,NA,10,0,0.3,"newsbank","LA/1989/02/26/0C9C307698CA2800_19890226_0EB4753D266FCF48.xml"
"LA",1989,"hb0002","HB",2,1,NA,8,0,0,"newsbank","LA/1989/03/01/0C9C307698CA2800_19890301_0EB4753E02EF8CD6.xml"
"PA",1989,"hb0002","HB",2,0,NA,2,0,1,"newsbank","PA/1989/01/22/0C9C352AB17A8D80_19890122_10D8A19AF9F3E2B2.xml"
"LA",1989,"hb0003","HB",3,0,NA,1,0,0,"newsbank","LA/1989/06/03/0C9C307698CA2800_19890603_0EB47556744A1CA7.xml"
"PA",1989,"hb0004","HB",4,0,NA,2,0,0,"newsbank","PA/1989/08/09/0C9C352AB17A8D80_19890809_10D8A1C864AF0445.xml"
"LA",1989,"hb0007","HB",7,0,NA,1,1,0,"newsbank","LA/1989/07/08/0C9C307698CA2800_19890708_0EB4755F098912F5.xml"
"LA",1989,"hb0007","HB",7,1,NA,2,0,0,"newsbank","LA/1989/07/09/0C9C307698CA2800_19890709_0EB4755F34ACA365.xml"
"LA",1989,"hb0008","HB",8,0,NA,2,0.5,0,"newsbank","LA/1989/03/03/0C9C307698CA2800_19890303_0EB4753E82BAD3F4.xml"
"PA",1989,"hb0009","HB",9,1,NA,2,0,0,"newsbank","PA/1989/01/08/0C9C352AB17A8D80_19890108_10D8A1987899C5DA.xml"
"LA",1989,"hb0010","HB",10,1,NA,1,0,0,"newsbank","LA/1989/03/07/0C9C307698CA2800_19890307_0EB4753F85959DCF.xml"
"LA",1989,"hb0013","HB",13,1,NA,1,1,0,"newsbank","LA/1989/07/07/0C9C307698CA2800_19890707_0EB4755EC5EED01A.xml"
"LA",1989,"hb0014","HB",14,0,NA,1,0,0,"newsbank","LA/1989/02/26/0C9C307698CA2800_19890226_0EB4753D266FCF48.xml"
"LA",1989,"hb0017","HB",17,0,NA,8,0,0.25,"newsbank","LA/1989/02/26/0C9C307698CA2800_19890226_0EB4753D266FCF48.xml"
"LA",1989,"hb0017","HB",17,1,NA,3,0,0,"newsbank","LA/1989/03/08/0C9C307698CA2800_19890308_0EB4753FC3BA43C0.xml"
"LA",1989,"hb0018","HB",18,0,NA,12,0.166666666666667,0.0833333333333333,"newsbank","LA/1989/02/28/0C9C307698CA2800_19890228_0EB4753D9005E170.xml"
"LA",1989,"hb0018","HB",18,1,NA,3,0,0,"newsbank","LA/1989/03/03/0C9C307698CA2800_19890303_0EB4753E968238E1.xml"
"TX",1989,"hb0018","HB",18,0,NA,1,0,0,"newsbank","TX/1989/05/15/0C9C30CEEF1DD980_19890515_0EAD896DA8FD3379.xml"
"LA",1989,"hb0019","HB",19,0,NA,1,0,0,"newsbank","LA/1989/03/01/0C9C307698CA2800_19890301_0EB4753DE8345E2F.xml"
"LA",1989,"hb0020","HB",20,0,NA,1,0,0,"newsbank","LA/1989/03/01/0C9C307698CA2800_19890301_0EB4753DE8345E2F.xml"
"TX",1989,"hb0020","HB",20,0,NA,2,0,0,"newsbank","TX/1989/02/06/0C9C30CEEF1DD980_19890206_0EAD894425EA6C4D.xml"
"LA",1989,"hb0021","HB",21,0,NA,3,0.666666666666667,0,"newsbank","LA/1989/03/01/0C9C307698CA2800_19890301_0EB4753DE8345E2F.xml"
"LA",1989,"hb0021","HB",21,1,NA,1,1,0,"newsbank","LA/1989/07/07/0C9C307698CA2800_19890707_0EB4755EC5EED01A.xml"
"LA",1989,"hb0022","HB",22,0,NA,1,0,0,"newsbank","LA/1989/03/01/0C9C307698CA2800_19890301_0EB4753DE8345E2F.xml"
"LA",1989,"hb0023","HB",23,0,NA,2,0.5,0,"newsbank","LA/1989/03/01/0C9C307698CA2800_19890301_0EB4753DE8345E2F.xml"
"LA",1989,"hb0023","HB",23,1,NA,1,0,0,"newsbank","LA/1989/07/09/0C9C307698CA2800_19890709_0EB4755F34ACA365.xml"
"LA",1989,"hb0025","HB",25,0,NA,2,0,0,"newsbank","LA/1989/05/18/0C9C307698CA2800_19890518_0EB47552262FF2E8.xml"
"AK",1989,"hb0029","HB",29,0,NA,1,0,0,"newsbank","AK/1989/03/23/0D189FD7C30D45D5_19890323_0F78DFC917593CD6.xml"
"LA",1989,"hb0029","HB",29,0,NA,1,0,0,"newsbank","LA/1989/05/18/0C9C307698CA2800_19890518_0EB47552262FF2E8.xml"
"LA",1989,"hb0031","HB",31,0,NA,1,1,0,"newsbank","LA/1989/07/08/0C9C307698CA2800_19890708_0EB4755F098912F5.xml"
"LA",1989,"hb0031","HB",31,1,NA,4,0.5,0,"newsbank","LA/1989/07/07/0C9C307698CA2800_19890707_0EB4755EC5EED01A.xml"
"LA",1989,"hb0033","HB",33,0,NA,1,1,0,"newsbank","LA/1989/07/08/0C9C307698CA2800_19890708_0EB4755F098912F5.xml"
"TX",1989,"hb0033","HB",33,0,NA,2,0,0,"newsbank","TX/1989/02/06/0C9C30CEEF1DD980_19890206_0EAD894425EA6C4D.xml"
"LA",1989,"hb0036","HB",36,0,NA,1,0,0,"newsbank","LA/1989/04/05/0C9C307698CA2800_19890405_0EB4754721860D9F.xml"
"LA",1989,"hb0036","HB",36,1,NA,1,1,0,"newsbank","LA/1989/07/07/0C9C307698CA2800_19890707_0EB4755EC5EED01A.xml"
"LA",1989,"hb0040","HB",40,0,NA,1,0,0,"newsbank","LA/1989/05/15/0C9C307698CA2800_19890515_0EB475515CF9B919.xml"
"LA",1989,"hb0042","HB",42,0,NA,1,1,0,"newsbank","LA/1989/07/08/0C9C307698CA2800_19890708_0EB4755F098912F5.xml"
"LA",1989,"hb0042","HB",42,1,NA,1,0,0,"newsbank","LA/1989/07/06/0C9C307698CA2800_19890706_0EB4755E75A6760B.xml"
"LA",1989,"hb0043","HB",43,0,NA,1,0,0,"newsbank","LA/1989/07/10/0C9C307698CA2800_19890710_0EB4755F695B70B1.xml"
"KY",1989,"hb0044","HB",44,0,NA,25,0,0.24,"newsbank","KY/1989/08/30/0C9C33F0420E3880_19890830_0EB73BA03A48E0CF.xml"
"KY",1989,"hb0044","HB",44,1,NA,7,0,0,"newsbank","KY/1989/12/02/0C9C33F0420E3880_19891202_0EB73BD827BD2195.xml"
"LA",1989,"hb0044","HB",44,1,NA,1,0,0,"newsbank","LA/1989/07/06/0C9C307698CA2800_19890706_0EB4755E75A6760B.xml"
"LA",1989,"hb0051","HB",51,0,NA,1,0,1,"newsbank","LA/1989/05/05/0C9C307698CA2800_19890505_0EB4754F10F160F6.xml"
"LA",1989,"hb0051","HB",51,1,NA,1,1,0,"newsbank","LA/1989/07/07/0C9C307698CA2800_19890707_0EB4755EC5EED01A.xml"
"PA",1989,"hb0051","HB",51,0,NA,1,1,1,"newsbank","PA/1989/02/16/0C9C352AB17A8D80_19890216_10D8A19F8C509B54.xml"
"LA",1989,"hb0054","HB",54,0,NA,1,0,0,"newsbank","LA/1989/07/07/0C9C307698CA2800_19890707_0EB4755EDC41B614.xml"
"LA",1989,"hb0059","HB",59,1,NA,1,0,0,"newsbank","LA/1989/07/06/0C9C307698CA2800_19890706_0EB4755E741E3238.xml"
"NH",1989,"hb0059","HB",59,0,NA,1,0,0,"newsbank","NH/1989/09/07/0C9C3411E8D2E900_19890907_0F544F8B3109B17A.xml"
"LA",1989,"hb0061","HB",61,0,NA,1,0,0,"newsbank","LA/1989/05/30/0C9C307698CA2800_19890530_0EB475552DB10214.xml"
"LA",1989,"hb0064","HB",64,0,NA,2,1,0,"newsbank","LA/1989/05/25/0C9C307698CA2800_19890525_0EB47553F9407D3C.xml"
"LA",1989,"hb0068","HB",68,0,NA,1,0,0,"newsbank","LA/1989/04/27/0C9C307698CA2800_19890427_0EB4754CE43024D0.xml"
"TX",1989,"hb0072","HB",72,0,NA,31,0.0967741935483871,0,"newsbank","TX/1989/01/13/0C9C30CEEF1DD980_19890113_0EAD893B04AEEB56.xml"
"TX",1989,"hb0072","HB",72,1,NA,6,0.333333333333333,0.166666666666667,"newsbank","TX/1989/01/23/0C9C30CEEF1DD980_19890123_0EAD893F0F2AD849.xml"
"MO",1989,"hb0076","HB",76,0,NA,1,0,0,"newsbank","MO/1989/01/27/0C9C364D5DACAA80_19890127_0EB04BFE22B5F807.xml"
"LA",1989,"hb0077","HB",77,0,NA,1,0,1,"newsbank","LA/1989/04/27/0C9C307698CA2800_19890427_0EB4754CE300C2E7.xml"
"LA",1989,"hb0077","HB",77,1,NA,1,0,0,"newsbank","LA/1989/07/06/0C9C307698CA2800_19890706_0EB4755E8747FFDB.xml"
"NH",1989,"hb0078","HB",78,0,NA,1,0,0,"newsbank","NH/1989/11/03/0C9C3411E8D2E900_19891103_0F544F9413AEDA41.xml"
"LA",1989,"hb0080","HB",80,0,NA,2,0,0,"newsbank","LA/1989/05/17/0C9C307698CA2800_19890517_0EB47551DDB5454B.xml"
"LA",1989,"hb0080","HB",80,1,NA,3,0,0,"newsbank","LA/1989/05/17/0C9C307698CA2800_19890517_0EB47551D736F439.xml"
"LA",1989,"hb0081","HB",81,1,NA,1,1,0,"newsbank","LA/1989/07/07/0C9C307698CA2800_19890707_0EB4755EC5EED01A.xml"
"MO",1989,"hb0081","HB",81,0,NA,1,0,0,"newsbank","MO/1989/03/25/0C9C364D5DACAA80_19890325_0EB04C120952F293.xml"
"TX",1989,"hb0085","HB",85,0,NA,3,0,0,"newsbank","TX/1989/02/06/0C9C30CEEF1DD980_19890206_0EAD894425EA6C4D.xml"
"LA",1989,"hb0087","HB",87,1,NA,4,0,0,"newsbank","LA/1989/07/06/0C9C307698CA2800_19890706_0EB4755E741E3238.xml"
"LA",1989,"hb0088","HB",88,1,NA,1,0,0,"newsbank","LA/1989/07/11/0C9C307698CA2800_19890711_0EB4755F9C63A67B.xml"
"LA",1989,"hb0089","HB",89,1,NA,1,1,0,"newsbank","LA/1989/07/07/0C9C307698CA2800_19890707_0EB4755EC5EED01A.xml"
"LA",1989,"hb0090","HB",90,0,NA,1,1,0,"newsbank","LA/1989/07/10/0C9C307698CA2800_19890710_0EB4755F66E0BD5C.xml"
"LA",1989,"hb0090","HB",90,1,NA,1,1,0,"newsbank","LA/1989/07/07/0C9C307698CA2800_19890707_0EB4755EC5EED01A.xml"
"LA",1989,"hb0091","HB",91,0,NA,1,1,0,"newsbank","LA/1989/07/10/0C9C307698CA2800_19890710_0EB4755F66E0BD5C.xml"
"LA",1989,"hb0091","HB",91,1,NA,2,0.5,0,"newsbank","LA/1989/07/07/0C9C307698CA2800_19890707_0EB4755EC5EED01A.xml"
"AK",1989,"hb0093","HB",93,0,NA,1,1,0,"newsbank","AK/1989/05/08/0D189FD7C30D45D5_19890508_0F78E0738141D0C3.xml"
"LA",1989,"hb0097","HB",97,0,NA,1,1,0,"newsbank","LA/1989/05/25/0C9C307698CA2800_19890525_0EB47553F9407D3C.xml"
"LA",1989,"hb0100","HB",100,0,NA,1,1,0,"newsbank","LA/1989/07/10/0C9C307698CA2800_19890710_0EB4755F66E0BD5C.xml"
"MO",1989,"hb0101","HB",101,0,NA,1,1,1,"newsbank","MO/1989/08/31/0C9C364D5DACAA80_19890831_0EB04C475BB47AB1.xml"
"NH",1989,"hb0105","HB",105,0,NA,1,0,0,"newsbank","NH/1989/11/16/0C9C3411E8D2E900_19891116_0F544F9640FCDF20.xml"
"MO",1989,"hb0116","HB",116,0,NA,5,0,0,"newsbank","MO/1989/02/12/0C9C364D5DACAA80_19890212_0EB04C03E6DD6C4B.xml"
"TX",1989,"hb0116","HB",116,0,NA,1,0,0,"newsbank","TX/1989/01/07/0C9C30CEEF1DD980_19890107_0EAD8938E2322EE4.xml"
"LA",1989,"hb0118","HB",118,0,NA,1,0,0,"newsbank","LA/1989/06/16/0C9C307698CA2800_19890616_0EB47559F771EC78.xml"
"LA",1989,"hb0119","HB",119,0,NA,1,0,0,"newsbank","LA/1989/04/15/0C9C307698CA2800_19890415_0EB47549B2404131.xml"
"PA",1989,"hb0121","HB",121,0,NA,3,0,1,"newsbank","PA/1989/09/13/0C9C352AB17A8D80_19890913_10D8A1CF43E0D380.xml"
"LA",1989,"hb0123","HB",123,0,NA,1,0,0,"newsbank","LA/1989/04/20/0C9C307698CA2800_19890420_0EB4754B42161EAA.xml"
"LA",1989,"hb0124","HB",124,0,NA,2,0,0,"newsbank","LA/1989/04/20/0C9C307698CA2800_19890420_0EB4754B42161EAA.xml"
"LA",1989,"hb0125","HB",125,0,NA,1,0,0,"newsbank","LA/1989/04/20/0C9C307698CA2800_19890420_0EB4754B42161EAA.xml"
"LA",1989,"hb0126","HB",126,0,NA,1,0,0,"newsbank","LA/1989/04/20/0C9C307698CA2800_19890420_0EB4754B42161EAA.xml"
"LA",1989,"hb0127","HB",127,0,NA,1,0,0,"newsbank","LA/1989/04/20/0C9C307698CA2800_19890420_0EB4754B42161EAA.xml"
"LA",1989,"hb0128","HB",128,0,NA,1,0,0,"newsbank","LA/1989/04/20/0C9C307698CA2800_19890420_0EB4754B42161EAA.xml"
"MO",1989,"hb0128","HB",128,0,NA,2,0,0,"newsbank","MO/1989/02/19/0C9C364D5DACAA80_19890219_0EB04C06432FDC5F.xml"
"MO",1989,"hb0131","HB",131,0,NA,1,0,0,"newsbank","MO/1989/02/26/0C9C364D5DACAA80_19890226_0EB04C08ABE37AE7.xml"
"NH",1989,"hb0139","HB",139,0,NA,1,0,0,"newsbank","NH/1989/11/23/0C9C3411E8D2E900_19891123_0F544F9751F440A4.xml"
"AK",1989,"hb0140","HB",140,0,NA,1,1,0,"newsbank","AK/1989/02/09/0D189FD7C30D45D5_19890209_0F78DFB154DF5F6D.xml"
"TX",1989,"hb0143","HB",143,0,NA,1,0,0,"newsbank","TX/1989/01/31/0C9C30CEEF1DD980_19890131_0EAD8941C998627F.xml"
"TX",1989,"hb0146","HB",146,0,NA,1,0,0,"newsbank","TX/1989/01/07/0C9C30CEEF1DD980_19890107_0EAD8938E2322EE4.xml"
"NH",1989,"hb0149","HB",149,0,NA,1,0,0,"newsbank","NH/1989/11/10/0C9C3411E8D2E900_19891110_0F544F9553D136B9.xml"
"LA",1989,"hb0151","HB",151,0,NA,1,0,0,"newsbank","LA/1989/05/30/0C9C307698CA2800_19890530_0EB475552EA1DD73.xml"
"LA",1989,"hb0153","HB",153,0,NA,1,0,0,"newsbank","LA/1989/05/30/0C9C307698CA2800_19890530_0EB475552DB10214.xml"
"LA",1989,"hb0156","HB",156,0,NA,1,0,0,"newsbank","LA/1989/05/30/0C9C307698CA2800_19890530_0EB475552DB10214.xml"
"LA",1989,"hb0156","HB",156,1,NA,1,0,0,"newsbank","LA/1989/07/15/0C9C307698CA2800_19890715_0EB47560A6E55BA0.xml"
"TX",1989,"hb0161","HB",161,0,NA,1,0,0,"newsbank","TX/1989/01/16/0C9C30CEEF1DD980_19890116_0EAD893C38D0AC59.xml"
"NH",1989,"hb0171","HB",171,0,NA,1,0,0,"newsbank","NH/1989/10/24/0C9C3411E8D2E900_19891024_0F544F924C93125F.xml"
"TX",1989,"hb0174","HB",174,0,NA,1,0,0,"newsbank","TX/1989/01/07/0C9C30CEEF1DD980_19890107_0EAD8938E2322EE4.xml"
"LA",1989,"hb0181","HB",181,0,NA,1,0,0,"newsbank","LA/1989/04/25/0C9C307698CA2800_19890425_0EB4754C50F8FDF2.xml"
"MO",1989,"hb0181","HB",181,0,NA,1,0,0,"newsbank","MO/1989/09/20/0C9C364D5DACAA80_19890920_0EB04C4F0312AAAB.xml"
"TX",1989,"hb0187","HB",187,0,NA,1,0,0,"newsbank","TX/1989/04/03/0C9C30CEEF1DD980_19890403_0EAD895E58BA6427.xml"
"LA",1989,"hb0191","HB",191,0,NA,1,0,0,"newsbank","LA/1989/04/25/0C9C307698CA2800_19890425_0EB4754C50F8FDF2.xml"
"AK",1989,"hb0195","HB",195,0,NA,1,0,0,"newsbank","AK/1989/05/01/0D189FD7C30D45D5_19890501_0F78E0C57932AFDB.xml"
"TX",1989,"hb0199","HB",199,0,NA,1,0,0,"newsbank","TX/1989/01/16/0C9C30CEEF1DD980_19890116_0EAD893C38D0AC59.xml"
"MO",1989,"hb0200","HB",200,0,NA,6,0.666666666666667,1,"newsbank","MO/1989/06/08/0C9C364D5DACAA80_19890608_0EB04C2BDF92F084.xml"
"LA",1989,"hb0206","HB",206,0,NA,1,0,0,"newsbank","LA/1989/06/03/0C9C307698CA2800_19890603_0EB47556744A1CA7.xml"
"MO",1989,"hb0210","HB",210,0,NA,1,0,0,"newsbank","MO/1989/02/02/0C9C364D5DACAA80_19890202_0EB04C008A0AC50A.xml"
"NH",1989,"hb0214","HB",214,0,NA,1,0,1,"newsbank","NH/1989/12/17/0C9C348B80510D00_19891217_0F544F9ABAA0832D.xml"
"MO",1989,"hb0216","HB",216,0,NA,2,0,1,"newsbank","MO/1989/07/22/0C9C364D5DACAA80_19890722_0EB04C3A70197A9F.xml"
"NH",1989,"hb0216","HB",216,0,NA,1,1,1,"newsbank","NH/1989/10/04/0C9C3411E8D2E900_19891004_0F544F8F1ACAA5D9.xml"
"NH",1989,"hb0216","HB",216,1,NA,1,0,0,"newsbank","NH/1989/11/22/0C9C3411E8D2E900_19891122_0F544F972F8FFC04.xml"
"NH",1989,"hb0242","HB",242,0,NA,1,1,0,"newsbank","NH/1989/09/24/0C9C348B80510D00_19890924_0F544F8DAB96A654.xml"
"TX",1989,"hb0243","HB",243,0,NA,2,0,0,"newsbank","TX/1989/06/26/0C9C30CEEF1DD980_19890626_0EAD897BEACD530C.xml"
"NH",1989,"hb0250","HB",250,0,NA,5,0.2,0.6,"newsbank","NH/1989/09/08/0C9C3411E8D2E900_19890908_0F544F8B63DFC23C.xml"
"LA",1989,"hb0254","HB",254,0,NA,1,0,0,"newsbank","LA/1989/04/27/0C9C307698CA2800_19890427_0EB4754CE3D5F48F.xml"
"LA",1989,"hb0255","HB",255,0,NA,1,0,0,"newsbank","LA/1989/04/27/0C9C307698CA2800_19890427_0EB4754CE3D5F48F.xml"
"LA",1989,"hb0259","HB",259,0,NA,1,0,1,"newsbank","LA/1989/06/08/0C9C307698CA2800_19890608_0EB47557B90F553D.xml"
"MO",1989,"hb0264","HB",264,0,NA,2,0.5,1,"newsbank","MO/1989/07/23/0C9C364D5DACAA80_19890723_0EB04C3AACDC6618.xml"
"NH",1989,"hb0266","HB",266,0,NA,3,0,0,"newsbank","NH/1989/09/07/0C9C3411E8D2E900_19890907_0F544F8B3109B17A.xml"
"LA",1989,"hb0268","HB",268,0,NA,1,0,0,"newsbank","LA/1989/04/27/0C9C307698CA2800_19890427_0EB4754CE3D5F48F.xml"
"NH",1989,"hb0273","HB",273,0,NA,1,0,0,"newsbank","NH/1989/11/30/0C9C3411E8D2E900_19891130_0F544F98255C0FEE.xml"
"MO",1989,"hb0277","HB",277,0,NA,4,0,0.25,"newsbank","MO/1989/04/02/0C9C364D5DACAA80_19890402_0EB04C150953F65F.xml"
"LA",1989,"hb0279","HB",279,0,NA,1,0,1,"newsbank","LA/1989/04/24/0C9C307698CA2800_19890424_0EB4754C077A20FB.xml"
"LA",1989,"hb0289","HB",289,0,NA,1,0,1,"newsbank","LA/1989/04/24/0C9C307698CA2800_19890424_0EB4754C077A20FB.xml"
"LA",1989,"hb0292","HB",292,0,NA,2,0,1,"newsbank","LA/1989/06/02/0C9C307698CA2800_19890602_0EB475565F5D58DA.xml"
"LA",1989,"hb0298","HB",298,0,NA,2,0,1,"newsbank","LA/1989/04/24/0C9C307698CA2800_19890424_0EB4754C077A20FB.xml"
"LA",1989,"hb0312","HB",312,0,NA,2,0,0.5,"newsbank","LA/1989/04/24/0C9C307698CA2800_19890424_0EB4754C077A20FB.xml"
"TX",1989,"hb0315","HB",315,0,NA,4,0,0,"newsbank","TX/1989/02/06/0C9C30CEEF1DD980_19890206_0EAD894425EA6C4D.xml"
"MO",1989,"hb0319","HB",319,0,NA,5,0,0,"newsbank","MO/1989/08/16/0C9C364D5DACAA80_19890816_0EB04C42A3DF6967.xml"
"LA",1989,"hb0336","HB",336,0,NA,2,0,0,"newsbank","LA/1989/05/30/0C9C307698CA2800_19890530_0EB4755541F767A6.xml"
"LA",1989,"hb0339","HB",339,0,NA,1,0,0,"newsbank","LA/1989/05/31/0C9C307698CA2800_19890531_0EB4755570A7D146.xml"
"LA",1989,"hb0354","HB",354,0,NA,1,0,0,"newsbank","LA/1989/06/08/0C9C307698CA2800_19890608_0EB47557B8BCD02D.xml"
"NH",1989,"hb0355","HB",355,0,NA,1,0,0,"newsbank","NH/1989/11/09/0C9C3411E8D2E900_19891109_0F544F9510149213.xml"
"TX",1989,"hb0366","HB",366,0,NA,1,0,1,"newsbank","TX/1989/04/28/0C9C30CEEF1DD980_19890428_0EAD8967B5DD8FC4.xml"
"TX",1989,"hb0369","HB",369,0,NA,1,0,0,"newsbank","TX/1989/04/24/0C9C30CEEF1DD980_19890424_0EAD896623E20E6B.xml"
"NH",1989,"hb0377","HB",377,0,NA,2,0,0,"newsbank","NH/1989/12/29/0C9C3411E8D2E900_19891229_0F544F9C480A0226.xml"
"MO",1989,"hb0378","HB",378,0,NA,1,0,0,"newsbank","MO/1989/03/19/0C9C364D5DACAA80_19890319_0EB04C101280571D.xml"
"NH",1989,"hb0381","HB",381,0,NA,1,0,0,"newsbank","NH/1989/11/16/0C9C3411E8D2E900_19891116_0F544F963B4F0172.xml"
"NH",1989,"hb0382","HB",382,0,NA,2,0.5,0,"newsbank","NH/1989/11/17/0C9C3411E8D2E900_19891117_0F544F9679324DF7.xml"
"MO",1989,"hb0390","HB",390,0,NA,1,0,1,"newsbank","MO/1989/02/15/0C9C364D5DACAA80_19890215_0EB04C04F65F05E4.xml"
"LA",1989,"hb0391","HB",391,0,NA,1,0,1,"newsbank","LA/1989/04/24/0C9C307698CA2800_19890424_0EB4754C077A20FB.xml"
"NH",1989,"hb0393","HB",393,0,NA,1,0,0,"newsbank","NH/1989/11/09/0C9C3411E8D2E900_19891109_0F544F9510149213.xml"
"LA",1989,"hb0400","HB",400,0,NA,1,0,1,"newsbank","LA/1989/08/24/0C9C307698CA2800_19890824_0EB47569EAFBFA4E.xml"
"NH",1989,"hb0405","HB",405,0,NA,1,0,0,"newsbank","NH/1989/10/24/0C9C3411E8D2E900_19891024_0F544F924C93125F.xml"
"NH",1989,"hb0412","HB",412,0,NA,3,0,0,"newsbank","NH/1989/11/26/0C9C348B80510D00_19891126_0F544F9790065198.xml"
"LA",1989,"hb0419","HB",419,0,NA,1,0,0,"newsbank","LA/1989/06/03/0C9C307698CA2800_19890603_0EB47556744A1CA7.xml"
"MO",1989,"hb0422","HB",422,0,NA,1,0,0,"newsbank","MO/1989/07/31/0C9C364D5DACAA80_19890731_0EB04C3D8C928B9E.xml"
"NH",1989,"hb0425","HB",425,0,NA,3,0,0,"newsbank","NH/1989/09/14/0C9C3411E8D2E900_19890914_0F544F8C2D3A931B.xml"
"NH",1989,"hb0425","HB",425,1,NA,1,0,0,"newsbank","NH/1989/11/22/0C9C3411E8D2E900_19891122_0F544F972F8FFC04.xml"
"NH",1989,"hb0435","HB",435,0,NA,1,0,1,"newsbank","NH/1989/10/12/0C9C3411E8D2E900_19891012_0F544F904E13D143.xml"
"MO",1989,"hb0438","HB",438,0,NA,4,0,0,"newsbank","MO/1989/02/12/0C9C364D5DACAA80_19890212_0EB04C03E6DD6C4B.xml"
"NH",1989,"hb0442","HB",442,0,NA,1,0,0,"newsbank","NH/1989/11/23/0C9C3411E8D2E900_19891123_0F544F9751F440A4.xml"
"LA",1989,"hb0446","HB",446,0,NA,3,1,0.666666666666667,"newsbank","LA/1989/05/23/0C9C307698CA2800_19890523_0EB475536CB4E5F6.xml"
"PA",1989,"hb0455","HB",455,0,NA,1,0,1,"newsbank","PA/1989/04/13/0C9C352AB17A8D80_19890413_10D8A1ADA0B51A25.xml"
"LA",1989,"hb0505","HB",505,0,NA,1,0,0,"newsbank","LA/1989/05/25/0C9C307698CA2800_19890525_0EB47553EC221FC5.xml"
"NH",1989,"hb0509","HB",509,0,NA,1,0,0,"newsbank","NH/1989/09/23/0C9C3411E8D2E900_19890923_0F544F8DCBBA79A9.xml"
"MO",1989,"hb0511","HB",511,0,NA,3,0,0,"newsbank","MO/1989/01/23/0C9C364D5DACAA80_19890123_0EB04BFD0DB7F258.xml"
"NH",1989,"hb0513","HB",513,0,NA,2,0,0,"newsbank","NH/1989/10/11/0C9C3411E8D2E900_19891011_0F544F9010B0FAAB.xml"
"NH",1989,"hb0513","HB",513,1,NA,1,0,0,"newsbank","NH/1989/11/22/0C9C3411E8D2E900_19891122_0F544F972F8FFC04.xml"
"WA",1989,"hb0514","HB",514,0,NA,1,0,1,"newsbank","WA/1989/03/22/0C9C3607CCF6AF80_19890322_0EB5334F3969FE34.xml"
"NH",1989,"hb0519","HB",519,0,NA,1,0,0,"newsbank","NH/1989/11/15/0C9C3411E8D2E900_19891115_0F544F9607E69C6C.xml"
