Date,State,Bill No,Title,Action
"Dec. 2, 2020",CO,SB 20B-001,"Appropriates $57 Million in Direct Aid, Grants, and Annual Fee Waivers to Small Businesses","Concurrence Vote Passed
                           - Senate
                      

                      
                          (25 - 8)"
"Dec. 2, 2020",CO,HB 20B-1002,Appropriates $45 Million in Funds for Grants Programs to Assist Childcare Providers,"Concurrence Vote Passed
                           - House
                      

                      
                          (56 - 8)"
"Dec. 2, 2020",CO,HB 20B-1001,Appropriates Funds for Grants to Improve Broadband Internet Access for Preschool Education,"Concurrence Vote Passed
                           - House
                      

                      
                          (54 - 10)"
"Dec. 2, 2020",CO,HB 20B-1005,Authorizes Local Authorities to Impose Food Delivery Fee Restrictions,"Concurrence Vote Passed
                           - House
                      

                      
                          (44 - 19)"
"Dec. 2, 2020",CO,HB 20B-1003,Expands Food Pantry Programs for Pandemic Relief,"Concurrence Vote Passed
                           - House
                      

                      
                          (59 - 5)"
"Dec. 2, 2020",CO,SB 20B-002,Authorizes Housing and Direct COVID Emergency Assistance,"Bill Passed
                           - House
                      

                      
                          (48 - 16)"
"Dec. 2, 2020",CO,SB 20B-001,"Appropriates $57 Million in Direct Aid, Grants, and Annual Fee Waivers to Small Businesses","Bill Passed
                           - House
                      

                      
                          (46 - 17)"
"Dec. 2, 2020",CO,HB 20B-1005,Authorizes Local Authorities to Impose Food Delivery Fee Restrictions,"Bill Passed
                           - Senate
                      

                      
                          (23 - 12)"
"Dec. 2, 2020",CO,SB 20B-003,Appropriates Funds for Energy Utility Bill Payment Assistance,"Bill Passed
                           - House
                      

                      
                          (59 - 5)"
"Dec. 2, 2020",CO,SB 20B-004,Authorizes Transference of Money for Cash Assistance During COVID-19 Emergency,"Bill Passed
                           - House
                      

                      
                          (46 - 18)"
"June 15, 2020",CO,HB 20-1415,Prohibits Employers from Discriminating Against Workers Raising Concerns About Workplace Safety,"Concurrence Vote Passed
                           - House
                      

                      
                          (39 - 24)"
"June 15, 2020",CO,SB 20-205,"Establishes the ""Healthy Families and Workplace Act""","Conference Report Adopted
                           - Senate
                      

                      
                          (20 - 11)"
"June 15, 2020",CO,HB 20-1427,Increases the Cigarette Tobacco and Nicotine Products Tax,"Concurrence Vote Passed
                           - House
                      

                      
                          (38 - 25)"
"June 15, 2020",CO,SB 20-205,"Establishes the ""Healthy Families and Workplace Act""","Conference Report Adopted
                           - House
                      

                      
                          (39 - 23)"
"June 15, 2020",CO,HB 20-1427,Increases the Cigarette Tobacco and Nicotine Products Tax,"Bill Passed
                           - Senate
                      

                      
                          (20 - 13)"
"June 15, 2020",CO,HB 20-1420,Amends State Tax Breaks,"Bill Passed
                           - Senate
                      

                      
                          (20 - 13)"
"June 13, 2020",CO,SB 20-163,Amends the Definition for Nonmedical Exemptions for School Immunization Policies,"Conference Report Adopted
                           - Senate
                      

                      
                          (20 - 13)"
"June 13, 2020",CO,SB 20-007,Requires Insurance Carriers Provide Coverage for Treatment of Substance Use Disorders,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (23 - 12)"
"June 13, 2020",CO,SB 20-224,Prohibits Landlords from Asking Immigration Status Questions on Rental Applications,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (20 - 15)"
"June 13, 2020",CO,SB 20-207,Increases the Wages One Can Earn on Unemployment,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (19 - 16)"
"June 12, 2020",CO,HB 20-1001,Increases Legal Age to Buy Tobacco Products to 21,"Concurrence Vote Passed
                           - House
                      

                      
                          (40 - 21)"
"June 12, 2020",CO,SB 20-007,Requires Insurance Carriers Provide Coverage for Treatment of Substance Use Disorders,"Bill Passed
                           - House
                      

                      
                          (48 - 17)"
"June 12, 2020",CO,SB 20-217,Amends Various Police Accountability and Reform Laws,"Bill Passed
                           - House
                      

                      
                          (52 - 13)"
"June 12, 2020",CO,SB 20-224,Prohibits Landlords from Asking Immigration Status Questions on Rental Applications,"Bill Passed
                           - House
                      

                      
                          (41 - 23)"
"June 12, 2020",CO,SB 20-207,Increases the Wages One Can Earn on Unemployment,"Bill Passed
                           - House
                      

                      
                          (41 - 24)"
"June 12, 2020",CO,SB 20-221,"Prohibits the ""Gay Panic"" Murder Defense","Bill Passed
                           - House
                      

                      
                          (63 - 1)"
"June 12, 2020",CO,SB 20-181,Amends Incompetent-to-Proceed Process for Mentally Ill Defendants,"Bill Passed
                           - House
                      

                      
                          (41 - 24)"
"June 12, 2020",CO,HB 20-1425,Amends Hospital Patient Visitation Rights During COVID-19 Pandemic,"Bill Passed
                           - House
                      

                      
                          (47 - 17)"
"June 11, 2020",CO,HB 20-1065,Authorizes Pharmacists to Sell Nonprescription Syringes,"Bill Passed
                           - Senate
                      

                      
                          (23 - 12)"
"June 11, 2020",CO,HB 20-1017,Expands Substance Use Disorder Treatment in the Criminal Justice System,"Bill Passed
                           - Senate
                      

                      
                          (23 - 11)"
"June 11, 2020",CO,HB 20-1265,Establishes an Emergency Notification Service for Air Quality Incidents,"Bill Passed
                           - Senate
                      

                      
                          (20 - 15)"
"June 11, 2020",CO,HB 20-1420,Amends State Tax Breaks,"Bill Passed
                           - House
                      

                      
                          (39 - 26)"
"June 10, 2020",CO,HB 20-1143,Increases Maximum Fines for Air and Water Quality Violations,"Bill Passed
                           - Senate
                      

                      
                          (20 - 14)"
"June 10, 2020",CO,HB 20-1343,Requires Colorado Eggs to be Cage-Free by 2025,"Bill Passed
                           - Senate
                      

                      
                          (19 - 16)"
"June 10, 2020",CO,SB 20-213,Extends State Take-Out Regulations for Alcohol Sales,"Bill Passed
                           - Senate
                      

                      
                          (34 - 1)"
"June 9, 2020",CO,HB 20-1413,Establishes a Small Business Tax Credit for the COVID-19 Response,"Bill Passed
                           - House
                      

                      
                          (43 - 18)"
"June 9, 2020",CO,HB 20-1017,Expands Substance Use Disorder Treatment in the Criminal Justice System,"Bill Passed
                           - House
                      

                      
                          (40 - 22)"
"June 9, 2020",CO,HB 20-1065,Authorizes Pharmacists to Sell Nonprescription Syringes,"Bill Passed
                           - House
                      

                      
                          (38 - 24)"
"June 5, 2020",CO,HB 20-1001,Increases Legal Age to Buy Tobacco Products to 21,"Bill Passed
                           - Senate
                      

                      
                          (22 - 12)"
"June 5, 2020",CO,SB 20-181,Amends Incompetent-to-Proceed Process for Mentally Ill Defendants,"Bill Passed
                           - Senate
                      

                      
                          (27 - 7)"
"June 5, 2020",CO,HB 20-1143,Increases Maximum Fines for Air and Water Quality Violations,"Bill Passed
                           - House
                      

                      
                          (40 - 24)"
"June 2, 2020",CO,HB 20-1153,Authorizes the State Employee's Union to Collectively Bargain with the State,"Bill Passed
                           - Senate
                      

                      
                          (19 - 15)"
"March 14, 2020",CO,HB 20-1158,Requires Health Insurance Companies Cover In Vitro Fertilization,"Concurrence Vote Passed
                           - House
                      

                      
                          (40 - 17)"
"March 14, 2020",CO,HB 20-1158,Requires Health Insurance Companies Cover In Vitro Fertilization,"Bill Passed
                           - Senate
                      

                      
                          (21 - 9)"
"March 13, 2020",CO,HB 20-1078,Prohibits Retroactively Charged Fees on Already Filled Medical Prescriptions,"Concurrence Vote Passed
                           - House
                      

                      
                          (44 - 18)"
"March 12, 2020",CO,HB 20-1078,Prohibits Retroactively Charged Fees on Already Filled Medical Prescriptions,"Bill Passed
                           - Senate
                      

                      
                          (24 - 10)"
"March 10, 2020",CO,HB 20-1080,Repeals State Residency Requirement for Medical Marijuana Business Licenses,"Bill Passed
                           - Senate
                      

                      
                          (25 - 9)"
"March 9, 2020",CO,HB 20-1307,"Prohibits the ""Gay Panic"" Murder Defense","Bill Passed
                           - House
                      

                      
                          (45 - 19)"
"March 5, 2020",CO,SB 20-83,Prohibits Civil Arrests on Courthouse Grounds,"Bill Passed
                           - House
                      

                      
                          (40 - 24)"
"March 4, 2020",CO,SB 20-123,Authorizes Compensation for College Athletes,"Bill Passed
                           - House
                      

                      
                          (55 - 9)"
"March 4, 2020",CO,HB 20-1044,Amends the State Pension Plan for Firefighters and Police Officers,"Bill Passed
                           - Senate
                      

                      
                          (19 - 14)"
"March 3, 2020",CO,HB 20-1009,Prohibits Landlords from Viewing Eviction Filing Records,"Bill Passed
                           - Senate
                      

                      
                          (21 - 12)"
"Feb. 28, 2020",CO,HB 20-1048,Establishes the CROWN Act,"Bill Passed
                           - Senate
                      

                      
                          (23 - 11)"
"Feb. 28, 2020",CO,SB 20-163,Amends the Definition for Nonmedical Exemptions for School Immunization Policies,"Bill Passed
                           - Senate
                      

                      
                          (20 - 14)"
"Feb. 27, 2020",CO,HB 20-1019,Amends the State Department of Corrections Private Prison Populations,"Concurrence Vote Passed
                           - House
                      

                      
                          (41 - 23)"
"Feb. 26, 2020",CO,SB 20-100,Repeals the Death Penalty,"Bill Passed
                           - House
                      

                      
                          (38 - 27)"
"Feb. 24, 2020",CO,HB 20-1019,Amends the State Department of Corrections Private Prison Populations,"Bill Passed
                           - Senate
                      

                      
                          (21 - 10)"
"Feb. 19, 2020",CO,HB 20-1044,Amends the State Pension Plan for Firefighters and Police Officers,"Bill Passed
                           - House
                      

                      
                          (42 - 21)"
"Feb. 18, 2020",CO,HB 20-1153,Authorizes the State Employee's Union to Collectively Bargain with the State,"Bill Passed
                           - House
                      

                      
                          (41 - 23)"
"Feb. 11, 2020",CO,HB 20-1048,Establishes the CROWN Act,"Bill Passed
                           - House
                      

                      
                          (42 - 21)"
"Feb. 4, 2020",CO,SB 20-83,Prohibits Civil Arrests on Courthouse Grounds,"Bill Passed
                           - Senate
                      

                      
                          (19 - 13)"
"Jan. 31, 2020",CO,SB 20-100,Repeals the Death Penalty,"Bill Passed
                           - Senate
                      

                      
                          (19 - 13)"
"Jan. 29, 2020",CO,HB 20-1009,Prohibits Landlords from Viewing Eviction Filing Records,"Bill Passed
                           - House
                      

                      
                          (44 - 19)"
