Date,State,Bill No,Title,Action
"April 30, 2019",CO,HB 19-1278,Authorizes Primary Voting for 17 Year Olds and Increases Rural Voter Services,"Concurrence Vote Passed
                           - House
                      

                      
                          (38 - 27)"
"April 30, 2019",CO,SB 19-085,Establishes the Equal Pay for Equal Work Act,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (21 - 14)"
"April 30, 2019",CO,SB 19-013,Authorizes Marijuana to be Prescribed in lieu of Opiates,"Bill Passed
                           - House
                      

                      
                          (47 - 16)"
"April 30, 2019",CO,SB 19-188,Establishes A Task Force Related To Paid-Family-Leave,"Bill Passed
                           - House
                      

                      
                          (40 - 24)"
"April 29, 2019",CO,HB 19-1278,Authorizes Primary Voting for 17 Year Olds and Increases Rural Voter Services,"Bill Passed
                           - Senate
                      

                      
                          (18 - 17)"
"April 29, 2019",CO,SB 19-007,Establishes Standards for Sexual Misconduct Policies at Higher Education Institutions,"Bill Passed
                           - Senate
                      

                      
                          (20 - 15)"
"April 27, 2019",CO,SB 19-085,Establishes the Equal Pay for Equal Work Act,"Bill Passed
                           - House
                      

                      
                          (40 - 21)"
"April 27, 2019",CO,HB 19-1216,Limits the Cost of Insulin and Authorizes Insulin-Pricing Study,"Bill Passed
                           - Senate
                      

                      
                          (22 - 12)"
"April 27, 2019",CO,HB 19-1239,Appropriates $12 Million for Census Outreach,"Bill Passed
                           - Senate
                      

                      
                          (20 - 14)"
"April 27, 2019",CO,SB 19-030,Authorizes a Remedy for Improperly Entered Guilty Pleas,"Bill Passed
                           - House
                      

                      
                          (42 - 19)"
"April 27, 2019",CO,HB 19-1312,Requires Waivers from Parents Wanting to Exempt their Children from Vaccinations,"Bill Passed
                           - House
                      

                      
                          (39 - 20)"
"April 26, 2019",CO,HB 19-1266,Authorizes Voting Rights to Paroled Felons,"Bill Passed
                           - Senate
                      

                      
                          (23 - 12)"
"April 24, 2019",CO,SB 19-235,Expands Automatic Voter Registration System,"Bill Passed
                           - Senate
                      

                      
                          (19 - 16)"
"April 23, 2019",CO,HB 19-1124,Prohibits Local Law Enforcement from Helping to Enforce Federal Civil Immigration Laws,"Bill Passed
                           - House
                      

                      
                          (36 - 28)"
"April 18, 2019",CO,HB 19-1234,Authorizes the Delivery of Marijuana,"Bill Passed
                           - House
                      

                      
                          (38 - 27)"
"April 17, 2019",CO,HB 19-1039,Amends Birth Certificate Regulations,"Bill Passed
                           - Senate
                      

                      
                          (23 - 12)"
"April 17, 2019",CO,HB 19-1004,Establishes an Affordable Health Coverage Option for Rural Areas,"Bill Passed
                           - Senate
                      

                      
                          (19 - 16)"
"April 17, 2019",CO,SB 19-030,Authorizes a Remedy for Improperly Entered Guilty Pleas,"Bill Passed
                           - Senate
                      

                      
                          (24 - 11)"
"April 12, 2019",CO,SB 19-1025,Prohibits Employers from Asking About Employee Criminal History,"Bill Passed
                           - Senate
                      

                      
                          (20 - 12)"
"April 11, 2019",CO,SB 19-139,Authorizes Drivers Licenses for Undocumented Immigrants,"Bill Passed
                           - House
                      

                      
                          (42 - 22)"
"April 11, 2019",CO,HB 19-1239,Appropriates $12 Million for Census Outreach,"Bill Passed
                           - House
                      

                      
                          (41 - 23)"
"April 10, 2019",CO,HB 19-1266,Authorizes Voting Rights to Paroled Felons,"Bill Passed
                           - House
                      

                      
                          (45 - 19)"
"April 4, 2019",CO,SB 19-078,Establishes Net Neutrality Rules,"Bill Passed
                           - House
                      

                      
                          (41 - 22)"
"April 3, 2019",CO,SB 19-181,Amends Local Environmental Regulations,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (19 - 16)"
"March 28, 2019",CO,HB 19-1177,Establishes Extreme Risk Protection Orders,"Bill Passed
                           - Senate
                      

                      
                          (18 - 17)"
"March 27, 2019",CO,HB 19-1119,Requires Law Enforcement Internal Investigations to Become Public,"Bill Passed
                           - Senate
                      

                      
                          (19 - 16)"
"March 25, 2019",CO,HB 19-1129,Prohibits Conversion Therapy,"Bill Passed
                           - Senate
                      

                      
                          (21 - 13)"
"March 18, 2019",CO,HB 19-1001,Increases Transparency for Health Care Costs,"Concurrence Vote Passed
                           - House
                      

                      
                          (43 - 21)"
"March 14, 2019",CO,SB 19-139,Authorizes Drivers Licenses for Undocumented Immigrants,"Bill Passed
                           - Senate
                      

                      
                          (25 - 10)"
"March 13, 2019",CO,SB 19-181,Amends Local Environmental Regulations,"Bill Passed
                           - Senate
                      

                      
                          (19 - 15)"
"March 8, 2019",CO,HB 19-1148,Reduces Maximum Criminal Penalty for Certain Crimes to 364 Days,"Bill Passed
                           - Senate
                      

                      
                          (24 - 11)"
"March 6, 2019",CO,SB 19-078,Establishes Net Neutrality Rules,"Bill Passed
                           - Senate
                      

                      
                          (19 - 15)"
"March 4, 2019",CO,HB 19-1177,Establishes Extreme Risk Protection Orders,"Bill Passed
                           - House
                      

                      
                          (38 - 25)"
"Feb. 28, 2019",CO,SB 19-1025,Prohibits Employers from Asking About Employee Criminal History,"Bill Passed
                           - House
                      

                      
                          (42 - 22)"
"Feb. 26, 2019",CO,HB 19-1119,Requires Law Enforcement Internal Investigations to Become Public,"Bill Passed
                           - House
                      

                      
                          (33 - 29)"
"Feb. 21, 2019",CO,SB 19-042,Authorizes Interstate Agreement to Elect the President by Popular Vote,"Bill Passed
                           - House
                      

                      
                          (34 - 29)"
"Feb. 19, 2019",CO,HB 19-1032,Amends Sex Education Standards,"Bill Passed
                           - House
                      

                      
                          (39 - 23)"
"Feb. 19, 2019",CO,HB 19-1129,Prohibits Conversion Therapy,"Bill Passed
                           - House
                      

                      
                          (42 - 20)"
"Feb. 19, 2019",CO,HB 19-1148,Reduces Maximum Criminal Penalty for Certain Crimes to 364 Days,"Bill Passed
                           - House
                      

                      
                          (41 - 21)"
"Feb. 15, 2019",CO,HB 19-1039,Amends Birth Certificate Regulations,"Bill Passed
                           - House
                      

                      
                          (41 - 22)"
"Jan. 29, 2019",CO,SB 19-042,Authorizes Interstate Agreement to Elect the President by Popular Vote,"Bill Passed
                           - Senate
                      

                      
                          (19 - 16)"
