Date,State,Bill No,Title,Action
"May 11, 2022",CO,HB 22-1326,Increases Penalties for Distribution and Manufacturing of Fentanyl,"Conference Report Adopted
                           - House
                      

                      
                          (35 - 30)"
"May 11, 2022",CO,HB 22-1348,"Requires Further Chemical Information Disclosure By Oil, Gas, and Fracking Corporations","Bill Passed
                           - House
                      

                      
                          (41 - 24)"
"May 11, 2022",CO,HB 22-1326,Increases Penalties for Distribution and Manufacturing of Fentanyl,"Conference Report Adopted
                           - Senate
                      

                      
                          (27 - 8)"
"May 11, 2022",CO,SB 22-113,Establishes a Task Force for the Implementation of Facial Recognition Services,"Concurrence Vote Passed
                           - House
                      

                      
                          (53 - 12)"
"May 11, 2022",CO,SB 22-113,Establishes a Task Force for the Implementation of Facial Recognition Services,"Conference Report Adopted
                           - Senate
                      

                      
                          (28 - 7)"
"May 11, 2022",CO,HB 22-1390,Appropriates State Public School Funding,"Conference Report Adopted
                           - House
                      

                      
                          (45 - 20)"
"May 11, 2022",CO,HB 22-1314,Expands State Regulations on Non-Consensual Towing,"Concurrence Vote Passed
                           - House
                      

                      
                          (45 - 20)"
"May 11, 2022",CO,SB 22-230,Expands County Government Employees Right to Organize a Union and Engage in Collective Bargaining,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (20 - 15)"
"May 11, 2022",CO,SB 22-154,Expands Regulation of Assisted Living Residences,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (20 - 15)"
"May 11, 2022",CO,HB 22-1362,Reduces State Greenhouse Gas Emissions,"Concurrence Vote Passed
                           - House
                      

                      
                          (43 - 22)"
"May 11, 2022",CO,HB 22-1370,Amends Various Requirements of Health Care Products,"Concurrence Vote Passed
                           - House
                      

                      
                          (46 - 19)"
"May 11, 2022",CO,HB 22-1348,"Requires Further Chemical Information Disclosure By Oil, Gas, and Fracking Corporations","Bill Passed
                           - Senate
                      

                      
                          (20 - 15)"
"May 11, 2022",CO,SB 22-230,Expands County Government Employees Right to Organize a Union and Engage in Collective Bargaining,"Bill Passed
                           - House
                      

                      
                          (41 - 24)"
"May 11, 2022",CO,SB 22-154,Expands Regulation of Assisted Living Residences,"Bill Passed
                           - House
                      

                      
                          (43 - 21)"
"May 11, 2022",CO,SB 22-179,Authorizes Measures to Address Tampering with a Motor Vehicle's Emission Control System,"Bill Passed
                           - House
                      

                      
                          (40 - 23)"
"May 10, 2022",CO,SB 22-150,Expands Response to Missing and Murdered Indigenous Persons,"Bill Passed
                           - House
                      

                      
                          (45 - 20)"
"May 10, 2022",CO,HB 22-1077,Increases Security at Places of Worship,"Bill Passed
                           - House
                      

                      
                          (49 - 16)"
"May 10, 2022",CO,HB 22-1267,Establishes Diversity Training Grant for Health Care Providers,"Concurrence Vote Passed
                           - House
                      

                      
                          (41 - 24)"
"May 10, 2022",CO,HB 22-1122,Prohibits Certain Pharmacy Benefit Manager Practices,"Concurrence Vote Passed
                           - House
                      

                      
                          (45 - 20)"
"May 10, 2022",CO,SB 22-233,Establishes a Taxpayer Bill of Rights to Increase Tax Refunds to $400 for Individuals and $800 for Joint Filers,"Concurrence Vote Passed
                           - Senate
                      

                      
                          (22 - 13)"
"May 10, 2022",CO,HB 22-1287,Establishes Protections for Mobile Park Residents,"Concurrence Vote Passed
                           - House
                      

                      
                          (41 - 24)"
"May 10, 2022",CO,SB 22-150,Expands Response to Missing and Murdered Indigenous Persons,"Bill Passed
                           - Senate
                      

                      
                          (25 - 10)"
"May 10, 2022",CO,HB 22-1026,Establishes an Employer Tax Credit for Providing Alternative Transportation to Employees,"Bill Passed
                           - Senate
                      

                      
                          (22 - 13)"
"May 10, 2022",CO,SB 22-233,Establishes a Taxpayer Bill of Rights to Increase Tax Refunds to $400 for Individuals and $800 for Joint Filers,"Bill Passed
                           - House
                      

                      
                          (50 - 15)"
"May 10, 2022",CO,HB 22-1218,Requires Increased Accommodations for Electric Vehicles,"Bill Passed
                           - House
                      

                      
                          (37 - 28)"
"May 10, 2022",CO,SB 22-237,Amends State Campaign Finance and Ballot Measure Laws,"Bill Passed
                           - House
                      

                      
                          (53 - 12)"
"May 10, 2022",CO,SB 22-193,Authorizes Grants and Funds towards Improving Air Quality,"Bill Passed
                           - House
                      

                      
                          (41 - 24)"
"May 10, 2022",CO,HB 22-1414,Establishes a State Tax Deduction Cap on Individuals Earning Over $300K to Provide Free School Lunches,"Bill Passed
                           - Senate
                      

                      
                          (23 - 12)"
"May 10, 2022",CO,HB 22-1317,Prohibits Non-Complete Agreements for Low and Middle-Income Workers,"Concurrence Vote Passed
                           - House
                      

                      
                          (43 - 22)"
"May 9, 2022",CO,HB 22-1362,Reduces State Greenhouse Gas Emissions,"Bill Passed
                           - Senate
                      

                      
                          (21 - 14)"
"May 9, 2022",CO,HB 22-1122,Prohibits Certain Pharmacy Benefit Manager Practices,"Bill Passed
                           - Senate
                      

                      
                          (24 - 11)"
"May 9, 2022",CO,HB 22-1314,Expands State Regulations on Non-Consensual Towing,"Bill Passed
                           - Senate
                      

                      
                          (31 - 4)"
"May 9, 2022",CO,HB 22-1370,Amends Various Requirements of Health Care Products,"Bill Passed
                           - Senate
                      

                      
                          (20 - 15)"
"May 9, 2022",CO,HB 22-1367,Expands Protections for Domestic Workers,"Bill Passed
                           - Senate
                      

                      
                          (20 - 15)"
"May 9, 2022",CO,SB 22-155,Expands the State Medical Marijuana Grant Program,"Bill Passed
                           - House
                      

                      
                          (42 - 23)"
"May 9, 2022",CO,SB 22-098,Establishes a Task Force to Examine Drug Repository Programs for Unused Prescription Drugs and Over-the-Counter Me ...,"Bill Passed
                           - House
                      

                      
                          (56 - 8)"
"May 9, 2022",CO,SB 22-203,Establishes a Program for All-Inclusive Health Care for the Elderly,"Bill Passed
                           - House
                      

                      
                          (55 - 10)"
"May 6, 2022",CO,HB 22-1077,Increases Security at Places of Worship,"Bill Passed
                           - Senate
                      

                      
                          (25 - 7)"
"May 6, 2022",CO,HB 22-1287,Establishes Protections for Mobile Park Residents,"Bill Passed
                           - Senate
                      

                      
                          (20 - 12)"
"May 6, 2022",CO,HB 22-1414,Establishes a State Tax Deduction Cap on Individuals Earning Over $300K to Provide Free School Lunches,"Bill Passed
                           - House
                      

                      
                          (43 - 22)"
"May 4, 2022",CO,HB 22-1267,Establishes Diversity Training Grant for Health Care Providers,"Bill Passed
                           - Senate
                      

                      
                          (22 - 11)"
"May 4, 2022",CO,HB 22-1218,Requires Increased Accommodations for Electric Vehicles,"Bill Passed
                           - Senate
                      

                      
                          (20 - 14)"
"May 4, 2022",CO,SB 22-179,Authorizes Measures to Address Tampering with a Motor Vehicle's Emission Control System,"Bill Passed
                           - Senate
                      

                      
                          (30 - 4)"
"May 4, 2022",CO,HB 22-1026,Establishes an Employer Tax Credit for Providing Alternative Transportation to Employees,"Bill Passed
                           - House
                      

                      
                          (40 - 22)"
"May 4, 2022",CO,HB 22-1064,Prohibits Flavored Nicotine and Tobacco Products,"Bill Passed
                           - House
                      

                      
                          (35 - 27)"
"May 3, 2022",CO,HB 22-1317,Prohibits Non-Complete Agreements for Low and Middle-Income Workers,"Bill Passed
                           - Senate
                      

                      
                          (20 - 15)"
"May 2, 2022",CO,HB 22-1137,Limits How Homeowners' Associations May Collect Fees and Fines,"Bill Passed
                           - Senate
                      

                      
                          (24 - 11)"
"May 2, 2022",CO,SB 22-99,Establishes Procedures for the Expungement of Minor Criminal Records,"Bill Passed
                           - House
                      

                      
                          (61 - 4)"
"May 2, 2022",CO,HB 22-1363,Establishes Taxpayer Accountability in Special Districts,"Bill Passed
                           - House
                      

                      
                          (34 - 31)"
"April 29, 2022",CO,SB 22-148,Establishes a Behavioral Health Grant for Colorado Land-Based Tribes,(56 - 6)
"April 28, 2022",CO,HB 22-1367,Expands Protections for Domestic Workers,"Bill Passed
                           - House
                      

                      
                          (40 - 23)"
"April 27, 2022",CO,HB 22-1348,"Requires Further Chemical Information Disclosure By Oil, Gas, and Fracking Corporations","Bill Passed
                           - House
                      

                      
                          (39 - 25)"
"April 25, 2022",CO,HB 22-1326,Increases Penalties for Distribution and Manufacturing of Fentanyl,"Bill Passed
                           - House
                      

                      
                          (43 - 22)"
"April 22, 2022",CO,HB 22-1111,Establishes New Insurance Coverage Requirements for Homeowners in the Event of Total Loss Due to Wildfire,"Concurrence Vote Passed
                           - House
                      

                      
                          (54 - 10)"
"April 22, 2022",CO,SB 22-154,Expands Regulation of Assisted Living Residences,"Bill Passed
                           - Senate
                      

                      
                          (21 - 12)"
"April 22, 2022",CO,HB 22-1137,Limits How Homeowners' Associations May Collect Fees and Fines,"Bill Passed
                           - House
                      

                      
                          (36 - 28)"
"April 22, 2022",CO,HB 22-1122,Prohibits Certain Pharmacy Benefit Manager Practices,"Bill Passed
                           - House
                      

                      
                          (44 - 20)"
"April 20, 2022",CO,HB 22-1111,Establishes New Insurance Coverage Requirements for Homeowners in the Event of Total Loss Due to Wildfire,"Bill Passed
                           - Senate
                      

                      
                          (29 - 5)"
"April 20, 2022",CO,SB 22-99,Establishes Procedures for the Expungement of Minor Criminal Records,"Bill Passed
                           - Senate
                      

                      
                          (33 - 1)"
"April 20, 2022",CO,SB 22-098,Establishes a Task Force to Examine Drug Repository Programs for Unused Prescription Drugs and Over-the-Counter Me ...,"Bill Passed
                           - Senate
                      

                      
                          (28 - 6)"
"April 19, 2022",CO,HB 22-1297,Establishes Permanent Daylight Savings Time,"Bill Passed
                           - Senate
                      

                      
                          (27 - 7)"
"April 18, 2022",CO,HB 22-1295,Establishes a Free Universal Pre-K Childcare Program,"Concurrence Vote Passed
                           - House
                      

                      
                          (44 - 17)"
"April 18, 2022",CO,SB 22-193,Authorizes Grants and Funds towards Improving Air Quality,"Bill Passed
                           - Senate
                      

                      
                          (21 - 13)"
"April 14, 2022",CO,HB 22-1295,Establishes a Free Universal Pre-K Childcare Program,"Bill Passed
                           - Senate
                      

                      
                          (24 - 11)"
"April 11, 2022",CO,HB 22-1202,Expands Assistance for At-Risk Students,"Bill Passed
                           - Senate
                      

                      
                          (32 - 1)"
"April 7, 2022",CO,HB 22-1333,Increases Minimum Wage in Nursing Homes to $15,"Bill Passed
                           - Senate
                      

                      
                          (27 - 7)"
"April 4, 2022",CO,SB 22-103,Authorizes Criminal Defendants to Challenge Their Misdemeanor Guilty Pleas in Court if Not Advised of Immigration  ...,"Bill Passed
                           - House
                      

                      
                          (40 - 25)"
"April 1, 2022",CO,HB 22-1297,Establishes Permanent Daylight Savings Time,"Bill Passed
                           - House
                      

                      
                          (50 - 12)"
"March 31, 2022",CO,HB 22-1333,Increases Minimum Wage in Nursing Homes to $15,"Bill Passed
                           - House
                      

                      
                          (49 - 16)"
"March 29, 2022",CO,HB 22-1300,"Requires Special Business Licenses for ""Illicit"" Massage Parlors","Bill Passed
                           - House
                      

                      
                          (62 - 3)"
"March 28, 2022",CO,HB 22-1060,Limits Campaign Contributions to School Board Candidates,"Bill Passed
                           - Senate
                      

                      
                          (20 - 12)"
"March 25, 2022",CO,SB 22-003,Expands Community College Nursing Programs,"Bill Passed
                           - House
                      

                      
                          (61 - 0)"
"March 25, 2022",CO,SB 22-055,Authorizes Increased Alcohol Monitoring for Impaired Driving Offenders,"Bill Passed
                           - Senate
                      

                      
                          (34 - 0)"
"March 23, 2022",CO,HB 22-1279,Prohibits Restrictions on Reproductive Rights,"Bill Passed
                           - Senate
                      

                      
                          (20 - 15)"
"March 21, 2022",CO,HB 22-1104,Expands Ability of Local Governments to Install Powerline Trails,"Bill Passed
                           - Senate
                      

                      
                          (21 - 12)"
"March 21, 2022",CO,HB 22-1037,Authorizes Dual Marijuana Businesses,"Bill Passed
                           - Senate
                      

                      
                          (28 - 5)"
"March 21, 2022",CO,HB 22-1202,Expands Assistance for At-Risk Students,"Bill Passed
                           - House
                      

                      
                          (48 - 17)"
"March 14, 2022",CO,HB 22-1279,Prohibits Restrictions on Reproductive Rights,"Bill Passed
                           - House
                      

                      
                          (40 - 24)"
"March 4, 2022",CO,HB 22-1041,Expands Privacy Protections for Health and Social Workers,"Bill Passed
                           - Senate
                      

                      
                          (23 - 9)"
"March 1, 2022",CO,SB 22-019,Amends Regulations Around the Suppression of Court Eviction Records,"Bill Passed
                           - House
                      

                      
                          (49 - 14)"
"Feb. 24, 2022",CO,HB 22-1104,Expands Ability of Local Governments to Install Powerline Trails,"Bill Passed
                           - House
                      

                      
                          (37 - 24)"
"Feb. 22, 2022",CO,HB 22-1028,Establishes New Regulations For Bicycles And Other Vehicles,"Bill Passed
                           - House
                      

                      
                          (44 - 20)"
"Feb. 22, 2022",CO,HB 22-1037,Authorizes Dual Marijuana Businesses,"Bill Passed
                           - House
                      

                      
                          (53 - 11)"
"Feb. 22, 2022",CO,HB 22-1060,Limits Campaign Contributions to School Board Candidates,"Bill Passed
                           - House
                      

                      
                          (41 - 23)"
"Feb. 14, 2022",CO,HB 22-1041,Expands Privacy Protections for Health and Social Workers,"Bill Passed
                           - House
                      

                      
                          (52 - 10)"
